town,year,pop_total,male,female,0〜4歳,5〜9歳,10〜14歳,15〜19歳,20〜24歳,25〜29歳,30〜34歳,35〜39歳,40〜44歳,45〜49歳,50〜54歳,55〜59歳,60〜64歳,65〜69歳,70〜74歳,75〜79歳,80〜84歳,85〜89歳,90〜94歳,95〜99歳,100歳以上,delta,growth_pct,growth_log,city_pop,city_growth_log,growth_adj_log,delta_roll_mean_3,delta_roll_std_3,delta_accel,delta_cum3,trend_slope_3y,age_share_00_04,age_share_05_09,age_share_10_14,age_share_15_19,age_share_20_24,age_share_25_29,age_share_30_34,age_share_35_39,age_share_40_44,age_share_45_49,age_share_50_54,age_share_55_59,age_share_60_64,age_share_65_69,age_share_70_74,age_share_75_79,age_share_80_84,age_share_85_89,age_share_90_94,age_share_95_99,age_share_100p,d_age_share_00_04,d_age_share_05_09,d_age_share_10_14,d_age_share_15_19,d_age_share_20_24,d_age_share_25_29,d_age_share_30_34,d_age_share_35_39,d_age_share_40_44,d_age_share_45_49,d_age_share_50_54,d_age_share_55_59,d_age_share_60_64,d_age_share_65_69,d_age_share_70_74,d_age_share_75_79,d_age_share_80_84,d_age_share_85_89,d_age_share_90_94,d_age_share_95_99,d_age_share_100p,youth_share,work_share,elderly_share,dependency_ratio,lag_d1,lag_d2,ma2_delta,town_ma5,town_std5,town_trend5
三郎2丁目,2025,852.0,416.0,436.0,33.0,40.0,38.0,37.0,46.0,39.0,27.0,40.0,58.0,58.0,56.0,56.0,51.0,64.0,44.0,44.0,42.0,37.0,34.0,7.0,1.0,5.0,0.0059031877213695,0.0058789116997761,560291.0,-0.0010916914808483,0.0069706031806244,8.0,6.999999999999992,2.0,24.0,4.0000000000000195,0.0387323943661971,0.0469483568075117,0.0446009389671361,0.0434272300469483,0.0539906103286385,0.0457746478873239,0.0316901408450704,0.0469483568075117,0.068075117370892,0.068075117370892,0.0657276995305164,0.0657276995305164,0.0598591549295774,0.0751173708920187,0.0516431924882629,0.0516431924882629,0.0492957746478873,0.0434272300469483,0.0399061032863849,0.0082159624413145,0.0011737089201877,0.0033132680379799,-0.0002771449634445,-0.0002632877152723,0.0032855535416354,0.0067651085576821,-0.0026314914279062,0.0009935646939488,0.0079873178464727,0.003140052435827,-0.0039437728298163,0.006695822316821,-0.0003880029488224,0.000827277715882,-0.0051659821186069,-0.0062080471811585,-0.000304859459789,-0.0050135523887124,-0.0002563590911862,-0.0073193984845713,-0.0024097754571506,0.0011737089201877,0.130281690140845,0.5492957746478874,0.2288732394366197,0.6538461538461537,5.0,3.0,4.0,5.8,6.300793600809339,0.2000000000000292
