year,horizon,delta_full,contrib_exp,contrib_macro,contrib_inertia,contrib_other,exp_rate_all_h1,exp_rate_all_h2,exp_rate_all_h3,base_pop_for_rate,lag_d1,lag_d2
2026,1,-20.544305315058487,0.0,0.0,0.52678038143587,-21.071085696494357,0.0,0.0,0.0,221.4556946849415,,
2027,2,-20.339954921734826,0.0,0.0,19.964691632092947,-40.30464655382777,0.0,-0.0449512770001058,0.0,201.11573976320668,,
2028,3,-21.500709287921428,0.0,0.0,18.803937265906345,-40.30464655382777,0.0,0.0,0.0,179.61503047528524,,
