year,horizon,delta_full,contrib_exp,contrib_macro,contrib_inertia,contrib_other,exp_rate_all_h1,exp_rate_all_h2,exp_rate_all_h3,base_pop_for_rate,lag_d1,lag_d2
2026,1,-17.584133871102793,0.0,0.0,3.541946944256683,-21.126080815359476,0.0,0.0,0.0,1103.4158661288973,,
2027,2,-18.119815556706246,0.0,0.0,15.20164363640075,-33.321459193106996,0.0,-0.0449512770001058,0.0,1085.296050572191,,
2028,3,-19.120849495221623,0.0,0.0,16.285416179206617,-35.40626567442824,0.0,0.0,0.0,1066.1752010769694,,
