year,horizon,delta_full,contrib_exp,contrib_macro,contrib_inertia,contrib_other,exp_rate_all_h1,exp_rate_all_h2,exp_rate_all_h3,base_pop_for_rate,lag_d1,lag_d2
2026,1,118.90466644965645,149.99999999999983,-0.3263407121278341,-6.496921198181315,-24.272071640034227,0.0586854460093896,0.0,0.0,970.9046664496565,,
2027,2,93.8636649173155,-28.369861717069075,-0.2887874308341196,-40.90590205212649,163.4282161173452,0.0,-0.009740009394472,0.0,1064.768331366972,,
2028,3,200.42379014534424,74.98368530753302,0.5376385853960954,-38.075163279321586,162.9776295317367,0.0,0.0,0.0234741784037558,1265.1921215123161,,
