year,horizon,delta_full,contrib_exp,contrib_macro,contrib_inertia,contrib_other,exp_rate_all_h1,exp_rate_all_h2,exp_rate_all_h3,base_pop_for_rate,lag_d1,lag_d2
2026,1,-16.612031044690507,14.0,-0.06378862904987415,-6.166156203024677,-24.382086212615956,1.0,0.0,0.0,11.387968955309493,,
2027,2,-10.553899010837542,5.693984477654746,-0.07023890671669264,16.22297799122581,-32.40062257300141,0.0,1.0,0.0,1.0,,
2028,3,-16.22009070145097,0.5,-0.07080199078690441,9.779789946507123,-26.42907865717119,0.0,0.0,0.7142857142857143,1.0,,
