町丁名,年度,事象タイプ,信頼度,タイトル,URL,公開日,ソース,スニペット,一致キーワード,時間差,地名一致度,人口変化率,変化タイプ
慶徳堀町,2013,住宅,0.95,分譲マンション「エイルマンション慶徳イクシオ」竣工,,,エイルの仲介情報,分譲マンション「エイルマンション慶徳イクシオ」竣工,"新築工事, 熊本駅周辺, マンション, マンション群, 大型, エバーライフ, 再開発, 完成, プラーノウエスト, 分譲, アンピール, 竣工, 集合住宅, 熊本駅東側",0,1.0,775.0,激増
