町丁名,1999_変化率(%),1999_変化数,2000_変化率(%),2000_変化数,2001_変化率(%),2001_変化数,2002_変化率(%),2002_変化数,2003_変化率(%),2003_変化数,2004_変化率(%),2004_変化数,2005_変化率(%),2005_変化数,2006_変化率(%),2006_変化数,2007_変化率(%),2007_変化数,2008_変化率(%),2008_変化数,2009_変化率(%),2009_変化数,2010_変化率(%),2010_変化数,2011_変化率(%),2011_変化数,2012_変化率(%),2012_変化数,2013_変化率(%),2013_変化数,2014_変化率(%),2014_変化数,2015_変化率(%),2015_変化数,2016_変化率(%),2016_変化数,2017_変化率(%),2017_変化数,2018_変化率(%),2018_変化数,2019_変化率(%),2019_変化数,2020_変化率(%),2020_変化数,2021_変化率(%),2021_変化数,2022_変化率(%),2022_変化数,2023_変化率(%),2023_変化数,2024_変化率(%),2024_変化数,2025_変化率(%),2025_変化数
土河原町,3.215926493108729,42,-0.6676557863501483,-9,0.9708737864077669,13,-0.6656804733727811,-9,0.37230081906180196,5,0.6676557863501483,9,1.7686072218128224,24,1.0861694424330195,15,0.28653295128939826,4,-0.07142857142857142,-1,-0.07147962830593281,-1,0.14306151645207438,2,-0.5714285714285714,-8,0.646551724137931,9,-2.2840827980014278,-32,0.8035062089116143,11,-0.14492753623188406,-2,2.3222060957910013,32,0.14184397163120568,2,-1.6288951841359773,-23,-1.2239020878329734,-17,-0.36443148688046645,-5,-2.3408924652523777,-32,-0.149812734082397,-2,-3.0007501875468865,-40,1.3147718484145399,17,0.07633587786259542,1
坪井１丁目,0.0,0,-0.33482142857142855,-3,-3.3594624860022395,-30,-1.8539976825028968,-16,7.319952774498228,62,4.07040704070407,37,-1.7970401691331923,-17,0.1076426264800861,1,-3.763440860215054,-35,-1.675977653631285,-15,0.11363636363636363,1,0.9080590238365494,8,1.3498312710911136,12,-0.6659267480577136,-6,6.815642458100559,61,-1.5690376569037656,-15,-0.6376195536663124,-6,-1.4973262032085561,-14,1.1943539630836049,11,-0.2145922746781116,-2,-4.731182795698925,-44,-1.805869074492099,-16,0.22988505747126436,2,4.2431192660550465,37,-0.22002200220022,-2,6.504961411245866,59,1.9668737060041408,19
坪井２丁目,1.1597938144329898,9,-2.038216560509554,-16,-2.340702210663199,-18,9.454061251664447,71,3.0413625304136254,25,-0.8264462809917356,-7,-1.6666666666666667,-14,-3.14769975786925,-26,-2.25,-18,-1.4066496163682864,-11,-3.631647211413749,-28,-4.037685060565275,-30,-0.7012622720897616,-5,0.847457627118644,6,1.400560224089636,10,8.287292817679557,60,-2.6785714285714284,-21,0.1310615989515072,1,7.068062827225131,54,-0.7334963325183375,-6,-3.8177339901477834,-31,-7.042253521126761,-55,0.9641873278236914,7,-1.7735334242837655,-13,-2.638888888888889,-19,0.42796005706134094,3,-4.119318181818182,-29
坪井３丁目,-0.48367593712212814,-4,-3.402187120291616,-28,4.150943396226415,33,2.898550724637681,24,-0.9389671361502347,-8,3.080568720379147,26,2.1839080459770113,19,-4.274465691788527,-38,-0.23501762632197415,-2,0.47114252061248524,4,-1.6412661195779603,-14,1.0727056019070322,9,-1.7688679245283019,-15,0.9603841536614646,8,1.6646848989298455,14,-1.6374269005847955,-14,-0.356718192627824,-3,6.085918854415275,51,5.961754780652419,53,-1.167728237791932,-11,-0.7518796992481203,-7,-2.5974025974025974,-24,-1.4444444444444444,-13,2.142051860202931,19,-6.622516556291391,-60,0.8274231678486997,7,-1.0550996483001172,-9
坪井４丁目,-2.014846235418876,-19,-0.6493506493506493,-6,-3.594771241830065,-33,1.3559322033898304,12,-2.787068004459309,-25,2.1788990825688073,19,-2.581369248035915,-23,-2.880184331797235,-25,-1.3048635824436536,-11,-1.6826923076923077,-14,-0.6112469437652812,-5,-4.797047970479705,-39,0.9043927648578811,7,-6.402048655569782,-50,-1.094391244870041,-8,-1.9363762102351314,-14,-2.2566995768688294,-16,0.1443001443001443,1,-1.2968299711815563,-9,0.291970802919708,2,2.6200873362445414,18,1.4184397163120568,10,-0.8391608391608392,-6,1.9746121297602257,14,6.085753803596127,44,5.475880052151238,42,-4.449938195302843,-36
坪井５丁目,-0.3813155386081983,-4,-3.349282296650718,-35,1.188118811881188,12,0.7827788649706457,8,-1.0679611650485437,-11,-3.9254170755642788,-40,-1.8386108273748722,-18,-0.10405827263267431,-1,0.4166666666666667,4,-2.6970954356846475,-26,-1.812366737739872,-17,-3.3659066232356136,-31,1.7977528089887642,16,0.33112582781456956,3,0.9900990099009901,9,-1.6339869281045754,-15,-1.6611295681063125,-15,-0.11261261261261261,-1,-1.4656144306651635,-13,2.402745995423341,21,1.3407821229050279,12,3.197353914002205,29,-1.282051282051282,-12,-2.813852813852814,-26,-0.11135857461024498,-1,1.1148272017837235,10,-0.4410143329658214,-4
坪井６丁目,-2.842809364548495,-34,34.93975903614458,406,2.5510204081632653,40,-0.06218905472636816,-1,3.360298693217175,54,13.666465984346779,227,4.502118644067797,85,-0.3547896604156108,-7,1.8819938962360123,37,-1.0484273589615578,-21,0.4036326942482341,8,-1.306532663316583,-26,0.15274949083503053,3,-1.1184544992374175,-22,2.879177377892031,56,-1.5992003998000999,-32,-0.10157440325038089,-2,-0.864260294865277,-17,0.8205128205128205,16,-0.7629704984740591,-15,-1.3839056893900563,-27,-2.754677754677755,-53,-2.1378941742383755,-40,1.0376843255051884,19,-1.3513513513513513,-25,-1.6986301369863015,-31,-2.564102564102564,-46
城東町,-4.30622009569378,-9,-11.0,-22,6.179775280898876,11,7.936507936507936,15,7.352941176470589,15,-3.1963470319634704,-7,40.09433962264151,85,10.1010101010101,30,4.892966360856269,16,8.16326530612245,28,-0.8086253369272237,-3,-2.1739130434782608,-8,-6.388888888888888,-23,-2.967359050445104,-10,6.727828746177369,22,-0.5730659025787965,-2,-0.8645533141210375,-3,0.29069767441860467,1,-2.898550724637681,-10,2.9850746268656714,10,-1.7391304347826086,-6,-3.2448377581120944,-11,-2.7439024390243905,-9,-3.1347962382445136,-10,-4.854368932038835,-15,-1.3605442176870748,-4,1.7241379310344827,5
壺川１丁目,-1.5090543259557343,-15,0.8171603677221655,8,-4.154002026342452,-41,0.3171247357293869,3,-2.528977871443625,-24,-2.7027027027027026,-25,0.33333333333333337,3,-2.436323366555925,-22,-0.681044267877412,-6,-1.4857142857142858,-13,-3.0162412993039442,-26,-1.4354066985645932,-12,-2.063106796116505,-17,-3.593556381660471,-29,-2.313624678663239,-18,2.1052631578947367,16,0.902061855670103,7,2.4265644955300125,19,-1.1221945137157108,-9,-0.6305170239596469,-5,-5.32994923857868,-42,1.876675603217158,14,0.2631578947368421,2,-3.2808398950131235,-25,-1.4925373134328357,-11,-0.8264462809917356,-6,-0.4166666666666667,-3
壺川２丁目,-1.680672268907563,-10,0.17094017094017094,1,-0.17064846416382254,-1,-3.2478632478632483,-19,4.946996466431095,28,6.228956228956229,37,2.218700475435816,14,-0.6201550387596899,-4,1.0920436817472698,7,-0.6172839506172839,-4,2.484472049689441,16,3.787878787878788,25,-3.2116788321167884,-22,-0.904977375565611,-6,1.97869101978691,13,-2.3880597014925375,-16,-1.0703363914373087,-7,2.472952086553323,16,0.7541478129713424,5,0.7485029940119761,5,0.0,0,5.49777117384844,37,-1.4084507042253522,-10,-0.4285714285714286,-3,2.4390243902439024,17,-1.1204481792717087,-8,-0.84985835694051,-6
大江本町,26.45739910313901,118,0.8865248226950355,5,-2.2847100175746924,-13,2.338129496402878,13,-1.4059753954305798,-8,-3.9215686274509802,-22,-0.7421150278293136,-4,-4.299065420560748,-23,0.390625,2,-1.7509727626459144,-9,-3.762376237623762,-19,-5.1440329218107,-25,1.735357917570499,8,-5.756929637526652,-27,4.97737556561086,22,-5.818965517241379,-27,7.093821510297483,31,-0.2136752136752137,-1,9.421841541755889,44,6.457925636007827,33,0.1838235294117647,1,4.220183486238533,23,1.7605633802816902,10,-7.439446366782007,-43,-6.915887850467289,-37,2.8112449799196786,14,0.5859375,3
大江１丁目,-0.7653061224489796,-15,5.3984575835475574,105,0.34146341463414637,7,1.2153621779290227,25,-2.689721421709894,-56,-0.09871668311944717,-2,-1.4328063241106719,-29,-2.857142857142857,-57,-1.6511867905056758,-32,-0.472193074501574,-9,6.536636794939378,124,2.6224641266699655,53,0.19286403085824494,4,2.791145332050048,58,6.179775280898876,132,-0.7936507936507936,-18,-0.7111111111111111,-16,-0.9847806624888094,-22,-0.8589511754068716,-19,0.364797081623347,8,0.2271694684234439,5,-0.8159564823209429,-18,0.31992687385740404,7,-0.8200455580865604,-18,-1.2861736334405145,-28,0.604932526756631,13,0.13876040703052728,3
大江２丁目,-3.814432989690722,-74,-3.322615219721329,-62,-2.882483370288248,-52,-3.139269406392694,-55,-4.890984089569829,-83,-16.852540272614622,-272,2.7570789865871834,37,4.423495286439449,61,1.7361111111111112,25,-4.6416382252559725,-68,-5.941302791696493,-83,-8.143074581430746,-107,-12.013256006628003,-145,-10.922787193973635,-116,7.928118393234672,75,0.881488736532811,9,0.6796116504854369,7,-0.4821600771456124,-5,0.7751937984496124,8,20.0,208,16.185897435897438,202,12.758620689655173,185,1.7125382262996942,28,-2.4052916416115453,-40,-0.49291435613062234,-8,-1.0526315789473684,-17,-1.3141426783479349,-21
大江３丁目,0.1707941929974381,2,1.7902813299232736,21,-0.08375209380234507,-1,-0.7544006705783739,-9,0.7601351351351352,9,-0.8382229673093042,-10,-0.760777683854607,-9,-3.321976149914821,-39,-1.762114537444934,-20,6.00896860986547,67,-2.5380710659898478,-30,-6.423611111111111,-74,2.3191094619666046,25,-2.085222121486854,-23,0.0,0,-1.7592592592592593,-19,1.6022620169651274,17,51.855287569573285,559,12.522907758094073,205,6.623235613463627,122,2.6476578411405294,52,2.132936507936508,43,-0.1457017969888295,-3,-2.237354085603113,-46,3.2835820895522385,66,-2.9865125240847785,-62,-2.4826216484607744,-50
大江４丁目,1.6574585635359116,24,-1.0190217391304348,-15,-1.7158544955387784,-25,-6.005586592178771,-86,10.549777117384844,142,10.75268817204301,160,-0.5461165048543689,-9,2.7455765710799267,45,1.4845605700712587,25,0.994733762434172,17,-2.0278099652375436,-35,-0.5913660555884093,-10,-0.2379535990481856,-4,-0.2385211687537269,-4,1.3747758517632995,23,-2.1816037735849054,-37,1.6877637130801686,28,-1.066982809721399,-18,-0.2995805871779509,-5,0.4807692307692308,8,0.17942583732057416,3,2.8059701492537314,47,-2.380952380952381,-41,-1.9036287923854849,-32,-2.3044269254093392,-38,2.4208566108007448,39,0.5454545454545455,9
大江５丁目,-1.5957446808510638,-12,2.7027027027027026,20,-1.8421052631578945,-14,-1.876675603217158,-14,-0.6830601092896175,-5,-2.7510316368638237,-20,-5.799151343705799,-41,28.678678678678676,191,5.134189031505251,44,-1.553829078801332,-14,-0.3382187147688839,-3,-1.3574660633484164,-12,1.146788990825688,10,0.6802721088435374,6,2.364864864864865,21,-1.9801980198019802,-18,-2.581369248035915,-23,-2.6497695852534564,-23,1.6568047337278107,14,-2.211874272409779,-19,-4.523809523809524,-38,-2.493765586034913,-20,-2.941176470588235,-23,4.3478260869565215,33,2.0202020202020203,16,-6.5594059405940595,-53,-3.708609271523179,-28
大江６丁目,-0.9708737864077669,-11,0.8021390374331552,9,-5.128205128205128,-58,0.4659832246039142,5,-2.5974025974025974,-28,1.5238095238095237,16,0.0,0,-3.377110694183865,-36,1.262135922330097,13,0.0,0,-1.0546500479386385,-11,29.069767441860467,300,8.558558558558559,114,-1.3831258644536653,-20,27.349228611500703,390,0.4405286343612335,8,0.8771929824561403,16,-0.5434782608695652,-10,-1.1475409836065573,-21,-0.552791597567717,-10,0.6114508060033352,11,-2.2651933701657456,-41,-2.3742227247032224,-42,-0.3474232773595831,-6,0.058105752469494475,1,-0.34843205574912894,-6,0.05827505827505827,1
大窪１丁目,0.0,0,-2.8455284552845526,-7,2.092050209205021,5,-2.0491803278688523,-5,0.41841004184100417,1,5.416666666666667,13,-3.1620553359683794,-8,5.3061224489795915,13,1.937984496124031,5,-0.38022813688212925,-1,-1.5267175572519083,-4,0.3875968992248062,1,-3.474903474903475,-9,-4.8,-12,-4.621848739495799,-11,-1.762114537444934,-4,-0.8968609865470852,-2,-13.122171945701359,-29,15.104166666666666,29,-1.809954751131222,-4,0.9216589861751152,2,-2.28310502283105,-5,-2.803738317757009,-6,1.9230769230769231,4,0.4716981132075472,1,3.755868544600939,8,-5.88235294117647,-13
大窪２丁目,1.6666666666666667,4,3.6885245901639343,9,-2.371541501976284,-6,4.8582995951417,12,2.7027027027027026,7,-0.37593984962406013,-1,-3.3962264150943398,-9,3.515625,9,-4.528301886792453,-12,0.0,0,5.533596837944664,14,4.868913857677903,13,0.35714285714285715,1,6.761565836298933,19,-2.0,-6,0.6802721088435374,2,-4.72972972972973,-14,3.546099290780142,10,-4.10958904109589,-12,6.071428571428571,17,-6.397306397306397,-19,-6.115107913669065,-17,3.4482758620689653,9,2.2222222222222223,6,4.3478260869565215,12,-3.4722222222222223,-10,-4.316546762589928,-12
大窪３丁目,3.9568345323741005,11,0.34602076124567477,1,-0.3448275862068966,-1,4.1522491349480966,12,-3.6544850498338874,-11,7.586206896551724,22,1.6025641025641024,5,-8.201892744479496,-26,-2.7491408934707904,-8,-2.8268551236749118,-8,2.181818181818182,6,-1.7793594306049825,-5,-1.0869565217391304,-3,-2.197802197802198,-6,-1.4981273408239701,-4,3.041825095057034,8,-1.8450184501845017,-5,0.0,0,-1.1278195488721803,-3,2.6615969581749046,7,1.4814814814814816,4,5.839416058394161,16,-3.103448275862069,-9,-1.4234875444839856,-4,16.967509025270758,47,-2.7777777777777777,-9,-1.9047619047619049,-6
大窪４丁目,-10.610932475884244,-33,-3.9568345323741005,-11,3.3707865168539324,9,3.985507246376811,11,3.484320557491289,10,-5.05050505050505,-15,-2.8368794326241136,-8,-4.014598540145985,-11,9.505703422053232,25,-2.430555555555556,-7,-8.896797153024911,-25,-3.125,-8,1.6129032258064515,4,0.0,0,7.936507936507936,20,0.0,0,4.044117647058823,11,-2.4734982332155475,-7,1.4492753623188406,4,7.857142857142857,22,-6.622516556291391,-20,5.319148936170213,15,5.05050505050505,15,-0.9615384615384616,-3,0.6472491909385114,2,-2.8938906752411575,-9,-1.6556291390728477,-5
大窪５丁目,2.4630541871921183,25,-2.403846153846154,-25,0.8866995073891626,9,-2.1484375,-22,-2.2954091816367264,-23,-1.0214504596527068,-10,1.238390092879257,12,-1.529051987767584,-15,-1.0351966873706004,-10,-5.230125523012552,-50,-3.2008830022075054,-29,-1.596351197263398,-14,-1.9698725376593278,-17,-1.5366430260047281,-13,2.0408163265306123,17,-0.4705882352941176,-4,-1.6548463356973995,-14,-6.3701923076923075,-53,2.5673940949935816,20,-3.0037546933667083,-24,0.12903225806451613,1,-2.0618556701030926,-16,-2.8947368421052633,-22,-1.8970189701897018,-14,-2.071823204419889,-15,-2.8208744710860367,-20,-1.8867924528301887,-13
大鳥居町,0.0,0,-1.2605042016806722,-3,0.0,0,-2.9787234042553195,-7,5.701754385964912,13,-0.4149377593360996,-1,0.0,0,1.6666666666666667,4,-1.639344262295082,-4,-1.25,-3,-2.109704641350211,-5,2.586206896551724,6,-1.680672268907563,-4,-0.4273504273504274,-1,1.7167381974248928,4,-5.485232067510549,-13,0.8928571428571428,2,-1.3274336283185841,-3,-0.8968609865470852,-2,-3.167420814479638,-7,0.9345794392523363,2,-7.4074074074074066,-16,-1.0,-2,0.0,0,-2.0202020202020203,-4,0.0,0,-5.154639175257731,-10
