町丁名,1999_変化率(%),1999_変化数,2000_変化率(%),2000_変化数,2001_変化率(%),2001_変化数,2002_変化率(%),2002_変化数,2003_変化率(%),2003_変化数,2004_変化率(%),2004_変化数,2005_変化率(%),2005_変化数,2006_変化率(%),2006_変化数,2007_変化率(%),2007_変化数,2008_変化率(%),2008_変化数,2009_変化率(%),2009_変化数,2010_変化率(%),2010_変化数,2011_変化率(%),2011_変化数,2012_変化率(%),2012_変化数,2013_変化率(%),2013_変化数,2014_変化率(%),2014_変化数,2015_変化率(%),2015_変化数,2016_変化率(%),2016_変化数,2017_変化率(%),2017_変化数,2018_変化率(%),2018_変化数,2019_変化率(%),2019_変化数,2020_変化率(%),2020_変化数,2021_変化率(%),2021_変化数,2022_変化率(%),2022_変化数,2023_変化率(%),2023_変化数,2024_変化率(%),2024_変化数,2025_変化率(%),2025_変化数
春日６丁目,-2.8119507908611596,-16,0.5424954792043399,3,-0.3597122302158274,-2,-3.6101083032490973,-20,-8.426966292134832,-45,-9.406952965235174,-46,-3.837471783295711,-17,-7.042253521126761,-30,-15.404040404040403,-61,-17.611940298507463,-59,0.0,0,13.768115942028986,38,12.101910828025478,38,5.681818181818182,20,2.956989247311828,11,27.676240208877285,106,-2.044989775051125,-10,-1.2526096033402923,-6,-4.0169133192389,-19,-4.405286343612335,-20,3.225806451612903,14,-1.5625,-7,1.3605442176870748,6,0.22371364653243847,1,-2.9017857142857144,-13,0.0,0,-0.9195402298850575,-4
春日７丁目,0.6741573033707865,9,12.648809523809524,170,10.568031704095112,160,-1.015531660692951,-17,1.931200965600483,32,2.0130254588513914,34,0.812536273940801,14,-0.8059873344847437,-14,0.17411491584445735,3,-1.6222479721900347,-28,-2.1201413427561837,-36,-0.6618531889290011,-11,-0.5451241671714113,-9,-5.35931790499391,-88,-1.3513513513513513,-21,-2.8701891715590344,-44,-0.9402283411685695,-14,-2.0338983050847457,-30,-5.190311418685121,-75,-1.167883211678832,-16,2.7326440177252587,37,-0.503235082674335,-7,4.696531791907514,65,-0.2070393374741201,-3,0.5532503457814661,8,8.046767537826685,117,6.938255887969447,109
春日８丁目,0.9628610729023385,7,-2.17983651226158,-16,2.2284122562674096,16,-2.043596730245232,-15,-2.364394993045897,-17,1.8518518518518516,13,-0.4195804195804196,-3,1.2640449438202246,9,3.744798890429958,27,-2.941176470588235,-22,1.1019283746556474,8,2.861035422343324,21,-2.384105960264901,-18,-0.5427408412483039,-4,-1.6371077762619373,-12,1.8030513176144243,13,1.226158038147139,9,1.6150740242261103,12,-5.298013245033113,-40,-3.4965034965034967,-25,2.0289855072463765,14,2.6988636363636362,19,3.319502074688797,24,3.3467202141900936,25,5.4404145077720205,42,0.4914004914004914,4,-0.9779951100244498,-8
春竹町大字春竹,-6.471816283924843,-31,-2.6785714285714284,-12,-1.834862385321101,-8,-1.4018691588785046,-6,-4.502369668246446,-19,1.240694789081886,5,-1.715686274509804,-7,-1.4962593516209477,-6,1.2658227848101267,5,-0.75,-3,-3.5264483627204033,-14,-1.0443864229765014,-4,-0.5277044854881267,-2,-0.5305039787798408,-2,-2.1333333333333333,-8,-2.17983651226158,-8,2.785515320334262,10,-2.710027100271003,-10,-4.178272980501393,-15,5.232558139534884,18,20.994475138121548,76,8.447488584474886,37,-1.4736842105263157,-7,1.282051282051282,6,-2.320675105485232,-11,-2.375809935205184,-11,-1.3274336283185841,-6
昭和町,-2.7431421446384037,-22,-1.153846153846154,-9,-1.297016861219196,-10,3.0223390275952693,23,-3.316326530612245,-26,-2.5065963060686016,-19,0.6765899864682002,5,-2.0161290322580645,-15,-1.7832647462277091,-13,-0.41899441340782123,-3,-1.262272089761571,-9,-1.7045454545454544,-12,0.2890173410404624,2,0.2881844380403458,2,-0.7183908045977011,-5,-4.341534008683068,-30,-1.2102874432677762,-8,-1.5313935681470139,-10,0.15552099533437014,1,-2.018633540372671,-13,1.4263074484944533,9,0.625,4,-0.9316770186335404,-6,-2.507836990595611,-16,0.0,0,1.1254019292604502,7,0.0,0
月出１丁目,-3.567984570877531,-37,0.1,1,-3.896103896103896,-39,1.5592515592515594,15,3.3776867963152504,33,-2.6732673267326734,-27,-3.255340793489318,-32,13.774973711882229,131,11.737523105360443,127,31.5136476426799,381,0.5031446540880503,8,2.002503128911139,32,0.1226993865030675,2,-0.24509803921568626,-4,-1.3513513513513513,-22,-1.61892901618929,-26,0.44303797468354433,7,0.6931316950220542,11,-3.754693366708386,-60,-2.4057217165149547,-37,-2.5316455696202533,-38,5.741626794258373,84,-4.7188106011635425,-73,0.20352781546811397,3,-0.2708192281651997,-4,-2.4439918533604885,-36,-0.13917884481558804,-2
月出２丁目,0.6956521739130435,12,-0.7484168105929765,-13,12.529002320185615,216,0.30927835051546393,6,0.0,0,-0.051387461459403906,-1,-1.9537275064267352,-38,-1.782905086523335,-34,0.16017084890549918,3,-0.3731343283582089,-7,-0.16051364365971107,-3,-1.982851018220793,-37,-1.0934937124111537,-20,0.0,0,1.4925373134328357,27,-2.287581699346405,-42,0.11148272017837235,2,-3.0623608017817374,-55,1.7231476163124642,30,-0.7905138339920948,-14,-1.935116676152533,-34,-0.522344747533372,-9,-0.1750291715285881,-3,-3.0391583869082406,-52,-0.7233273056057866,-12,-1.8214936247723135,-30,2.102659245516388,34
月出３丁目,-0.9057971014492754,-5,-0.3656307129798903,-2,-4.220183486238533,-23,1.532567049808429,8,2.4528301886792456,13,-2.0257826887661143,-11,-0.9398496240601504,-5,0.3795066413662239,2,2.4574669187145557,13,-2.5830258302583027,-14,3.977272727272727,21,-4.735883424408015,-26,-0.9560229445506693,-5,0.9652509652509652,5,-0.19120458891013384,-1,6.513409961685824,34,4.136690647482014,23,8.117443868739207,47,-1.1182108626198082,-7,-0.6462035541195477,-4,0.0,0,0.3252032520325203,2,-1.7828200972447326,-11,-2.9702970297029703,-18,-0.5102040816326531,-3,3.418803418803419,20,1.8181818181818181,11
月出４丁目,7.715674362089915,127,-0.1692047377326565,-3,-1.4689265536723164,-26,-1.146788990825688,-20,0.580046403712297,10,-0.17301038062283738,-3,0.11554015020219525,2,-1.9619157530294287,-34,-0.35314891112419067,-6,1.2404016538688718,21,0.5250875145857643,9,0.2321532211259431,4,-3.6479444122756224,-63,0.9014423076923076,15,1.4889815366289458,25,-0.528169014084507,-9,-5.368731563421829,-91,1.4339152119700749,23,4.363859864781807,71,-1.4723203769140165,-25,-2.5702331141661685,-43,-0.06134969325153375,-1,-1.841620626151013,-30,-0.8755472170106317,-14,-2.2082018927444795,-35,-4.064516129032258,-63,-0.605245460659045,-9
月出５丁目,0.628930817610063,3,-2.7083333333333335,-13,4.710920770877944,22,3.2719836400818,16,5.9405940594059405,30,5.046728971962617,27,-1.2455516014234875,-7,2.5225225225225225,14,1.9332161687170473,11,3.2758620689655173,19,-1.335559265442404,-8,2.199661590524535,13,0.16556291390728478,1,-3.4710743801652892,-21,0.3424657534246575,2,0.8532423208191127,5,-0.8460236886632826,-5,3.0716723549488054,18,4.470198675496689,27,0.31695721077654515,2,-3.949447077409163,-25,-6.25,-38,-1.4035087719298245,-8,2.3131672597864767,13,0.5217391304347827,3,-1.5570934256055362,-9,-6.151142355008787,-35
月出６丁目,-0.2486016159105034,-4,2.866043613707165,46,0.4239854633555421,7,-0.24125452352231602,-4,-1.3905683192261185,-23,-0.3678724708767627,-6,-2.4615384615384617,-40,0.7570977917981072,12,-0.6261740763932373,-10,-1.7643352236925016,-28,-1.9884541372674793,-31,-2.5523560209424083,-39,-0.9402283411685695,-14,-1.2203389830508475,-18,-3.774879890185312,-55,-2.9243937232524964,-41,-3.159441587068332,-43,-1.4415781487101669,-19,2.0785219399538106,27,-5.731523378582202,-76,5.04,63,-0.9900990099009901,-13,-0.8461538461538461,-11,-2.7152831652443754,-35,-1.4354066985645932,-18,-1.4563106796116505,-18,-1.8062397372742198,-22
月出７丁目,9.967845659163988,62,-0.29239766081871343,-2,-2.0527859237536656,-14,2.245508982035928,15,2.1961932650073206,15,-1.2893982808022924,-9,5.2249637155297535,36,-1.5172413793103448,-11,0.5602240896358543,4,-0.9749303621169917,-7,-3.2348804500703237,-23,2.9069767441860463,20,1.977401129943503,14,-3.8781163434903045,-28,-1.585014409221902,-11,0.43923865300146414,3,4.081632653061225,28,-0.8403361344537815,-6,5.932203389830509,42,-4.3999999999999995,-33,-4.184100418410042,-30,3.7845705967976713,26,-5.610098176718092,-40,-2.080237741456166,-14,-6.828528072837632,-45,0.9771986970684038,6,2.258064516129032,14
月出８丁目,-2.7989821882951653,-11,2.094240837696335,8,2.564102564102564,10,-3.5000000000000004,-14,-7.253886010362693,-28,-2.5139664804469275,-9,4.011461318051576,14,-3.3057851239669422,-12,3.133903133903134,11,-0.8287292817679558,-3,-3.6211699164345403,-13,2.312138728323699,8,-4.519774011299435,-16,4.142011834319527,14,8.522727272727272,30,6.806282722513089,26,-3.6764705882352944,-15,2.7989821882951653,11,2.4752475247524752,10,0.0,0,2.1739130434782608,9,0.7092198581560284,3,3.5211267605633805,15,-2.947845804988662,-13,2.102803738317757,9,-5.720823798627003,-25,-6.796116504854369,-28
本山町,10.95890410958904,152,2.4041585445094213,37,1.2055837563451777,19,13.855799373040753,221,0.8259911894273128,15,-0.5461496450027308,-10,-1.3728720483250962,-25,0.4454342984409799,8,-0.05543237250554324,-1,5.379922351636162,97,1.526315789473684,29,4.5101088646967336,87,3.5218253968253967,71,-0.9103977000479155,-19,-2.4661508704061896,-51,7.139315815567675,144,-2.4988431281813974,-54,0.6644518272425249,14,-3.1588873173031584,-67,0.8763388510223954,18,2.750965250965251,57,3.8985439173320806,83,-0.4972875226039783,-11,-3.0895047705588365,-68,-0.2812939521800281,-6,4.325340855665257,92,-0.9463722397476341,-21
本山１丁目,-1.263823064770932,-8,-7.199999999999999,-45,2.9310344827586206,17,-2.680067001675042,-16,2.753872633390706,16,-2.0100502512562812,-12,1.1965811965811968,7,-3.5472972972972974,-21,-2.276707530647986,-13,1.971326164874552,11,-0.5272407732864675,-3,1.2367491166077738,7,0.0,0,0.34904013961605584,2,3.826086956521739,22,-3.8525963149078724,-23,-0.5226480836236934,-3,-5.42907180385289,-31,-2.037037037037037,-11,0.3780718336483932,2,-5.273069679849341,-28,12.524850894632205,63,3.356890459363958,19,-4.957264957264957,-29,-0.1798561151079137,-1,-1.8018018018018018,-10,-2.0183486238532113,-11
本山２丁目,-1.5197568389057752,-5,-2.1604938271604937,-7,0.9463722397476341,3,5.0,16,-4.464285714285714,-15,-1.557632398753894,-5,1.89873417721519,6,-0.3105590062111801,-1,-3.7383177570093453,-12,4.207119741100324,13,0.6211180124223602,2,-1.8518518518518516,-6,5.660377358490567,18,-4.166666666666666,-14,3.7267080745341614,12,-5.389221556886228,-18,-0.949367088607595,-3,6.070287539936102,19,-2.108433734939759,-7,-3.3846153846153846,-11,6.687898089171974,21,-9.850746268656717,-33,0.33112582781456956,1,-3.3003300330033,-10,-0.6825938566552902,-2,-3.7800687285223367,-11,-2.5,-7
本山３丁目,-2.9629629629629632,-12,-2.5445292620865136,-10,0.26109660574412535,1,-4.947916666666666,-19,1.9178082191780823,7,-2.1505376344086025,-8,-5.4945054945054945,-20,6.104651162790697,21,3.0136986301369864,11,6.648936170212766,25,130.92269326683294,525,1.079913606911447,10,1.282051282051282,12,3.691983122362869,35,2.746693794506612,27,1.089108910891089,11,-1.1753183153770812,-12,-2.973240832507433,-30,-1.3278855975485189,-13,-0.2070393374741201,-2,17.946058091286307,173,0.8795074758135445,10,-1.2205754141238012,-14,-2.206531332744925,-25,-1.263537906137184,-14,-0.7312614259597806,-8,-1.4732965009208103,-16
本山４丁目,-0.779510022271715,-7,-4.8260381593714925,-43,-1.0613207547169812,-9,3.6948748510131106,31,-0.45977011494252873,-4,-1.0392609699769053,-9,-0.7001166861143524,-6,-2.5851938895417157,-22,4.8250904704463204,40,0.0,0,-0.46029919447640966,-4,-4.393063583815029,-38,-0.6045949214026602,-5,-0.48661800486618007,-4,0.8557457212713936,7,-1.090909090909091,-9,2.083333333333333,17,2.0408163265306123,17,-3.6470588235294117,-31,1.5873015873015872,13,2.283653846153846,19,-1.9976498237367801,-17,-4.1966426858513195,-35,-1.2515644555694618,-10,-1.394169835234474,-11,0.8997429305912596,7,5.987261146496816,47
本荘町,-1.7194570135746607,-19,4.511970534069982,49,0.1762114537444934,2,1.2313104661389622,14,-2.0851433536055604,-24,-2.3070097604259097,-26,4.178019981834695,46,1.4821272885789014,17,-1.4604810996563573,-17,-0.08718395815170009,-1,4.275741710296685,49,-1.6736401673640167,-20,0.7659574468085106,9,0.33783783783783783,4,2.525252525252525,30,0.9852216748768473,12,0.08130081300813008,1,2.843216896831844,35,-10.347551342812006,-131,-0.4405286343612335,-5,1.238938053097345,14,-2.1853146853146854,-25,-0.08936550491510277,-1,3.7567084078711988,42,-0.7758620689655172,-9,-0.4344048653344918,-5,1.6579406631762654,19
本荘２丁目,-3.536977491961415,-22,-2.0,-12,1.3605442176870748,8,-1.6778523489932886,-10,-1.023890784982935,-6,-4.137931034482759,-24,-2.338129496402878,-13,0.5524861878453038,3,-1.465201465201465,-8,0.5576208178438662,3,-0.5545286506469501,-3,-3.717472118959108,-20,2.1235521235521233,11,-1.5122873345935728,-8,1.1516314779270633,6,-0.3795066413662239,-2,-4.571428571428571,-24,1.3972055888223553,7,-6.692913385826772,-34,-0.6329113924050633,-3,0.42462845010615713,2,2.1141649048625792,10,-1.6563146997929608,-8,1.0526315789473684,5,-1.0416666666666665,-5,6.315789473684211,30,-6.534653465346535,-33
本荘３丁目,-5.524861878453039,-30,-1.1695906432748537,-6,-2.366863905325444,-12,2.8282828282828283,14,3.143418467583497,16,-2.0952380952380953,-11,-2.529182879377432,-13,-0.998003992015968,-5,9.07258064516129,45,-3.3271719038817005,-18,6.8833652007648185,36,10.37567084078712,58,-2.9173419773095626,-18,-0.1669449081803005,-1,6.688963210702341,40,3.761755485893417,24,0.1510574018126888,1,-2.865761689291101,-19,3.1055900621118013,20,1.0542168674698795,7,0.14903129657228018,1,1.3392857142857142,9,-11.30690161527166,-77,-1.1589403973509933,-7,1.0050251256281406,6,-0.8291873963515755,-5,3.678929765886288,22
本荘４丁目,-1.1494252873563218,-6,-3.6821705426356592,-19,3.2193158953722336,16,-2.923976608187134,-15,-1.8072289156626504,-9,-6.339468302658487,-31,4.585152838427948,21,3.549060542797495,17,2.82258064516129,14,6.078431372549019,31,-1.8484288354898337,-10,-3.766478342749529,-20,2.3483365949119372,12,4.588910133843212,24,-0.7312614259597806,-4,-3.4990791896869244,-19,-1.3358778625954197,-7,-0.19342359767891684,-1,-4.651162790697675,-24,4.67479674796748,23,0.0,0,1.3592233009708738,7,-1.7241379310344827,-9,-4.093567251461988,-21,-0.20325203252032523,-1,0.6109979633401221,3,9.31174089068826,46
本荘５丁目,-0.9251471825063078,-11,-3.7351443123938877,-44,-2.9982363315696645,-34,4.090909090909091,45,-2.7947598253275108,-32,-3.9532794249775383,-44,-0.37418147801683815,-4,-3.0985915492957745,-33,0.5813953488372093,6,2.119460500963391,22,-1.7924528301886793,-19,-7.396733909702209,-77,1.4522821576763485,14,3.374233128834356,33,2.6706231454005933,27,1.8304431599229287,19,3.122043519394513,33,-3.761467889908257,-41,1.334604385128694,14,-3.762935089369708,-40,-0.4887585532746823,-5,1.768172888015717,18,-0.09652509652509653,-1,-0.0966183574879227,-1,0.5802707930367506,6,-2.403846153846154,-25,4.532019704433497,46
本荘６丁目,-1.6286644951140066,-15,-3.7527593818984544,-34,-1.6055045871559634,-14,-0.11655011655011654,-1,-1.0501750291715286,-9,-0.589622641509434,-5,-1.7793594306049825,-15,2.4154589371980677,20,1.8867924528301887,16,-1.9675925925925926,-17,-2.125147579693034,-18,-1.8094089264173705,-15,-2.211302211302211,-18,-4.1457286432160805,-33,8.125819134993446,62,-2.0606060606060606,-17,-1.608910891089109,-13,0.0,0,1.1320754716981132,9,-1.616915422885572,-13,0.2528445006321113,2,-3.4047919293820934,-27,5.221932114882506,40,-0.12406947890818859,-1,-0.8695652173913043,-7,2.1303258145363406,17,0.36809815950920244,3
東京塚町,-0.7858546168958742,-8,-2.0792079207920793,-21,1.2133468149646107,12,0.0,0,-2.5974025974025974,-26,0.8205128205128205,8,3.3570701932858595,33,-2.952755905511811,-30,3.4482758620689653,34,1.6666666666666667,17,-0.28929604628736744,-3,0.2901353965183753,3,-2.3143683702989395,-24,1.085883514313919,11,-90.72265625,-929,2.1052631578947367,2,-1.0309278350515463,-1,2.083333333333333,2,1.0204081632653061,1,-5.05050505050505,-5,-1.0638297872340425,-1,-1.0752688172043012,-1,0.0,0,1.0869565217391304,1,-3.225806451612903,-3,3.3333333333333335,3,-2.1505376344086025,-2
東子飼町,-1.3953488372093024,-6,86.79245283018868,368,3.787878787878788,30,-2.068126520681265,-17,-0.8695652173913043,-7,1.3784461152882206,11,0.6180469715698393,5,-1.71990171990172,-14,2.875,23,-0.9720534629404617,-8,1.96319018404908,16,-0.9626955475330927,-8,-0.850546780072904,-7,1.5931372549019607,13,-1.8094089264173705,-15,-1.8427518427518428,-15,-1.1264080100125156,-9,-2.5316455696202533,-20,-2.0779220779220777,-16,-2.519893899204244,-19,0.27210884353741494,2,-2.1709633649932156,-16,0.13869625520110956,1,-2.3545706371191137,-17,-4.680851063829787,-33,-1.9345238095238095,-13,0.15174506828528073,1
東本町,-1.5156299336911905,-48,-0.1603077909586406,-5,-2.472703917790623,-77,-0.9878169245966415,-30,0.7316262055204523,22,6.701881809177947,203,-1.1138613861386137,-36,-2.5969962453066335,-83,-1.0600706713780919,-33,-0.6493506493506493,-20,-1.6666666666666667,-51,-2.226653373213692,-67,-1.3936097892590074,-41,-4.274388142019993,-124,0.4681310767014764,13,0.2867383512544803,8,-1.2866333095067906,-36,-4.163649529326575,-115,-1.4733660748016624,-39,-1.9171779141104295,-50,-3.2838154808444098,-84,-3.395311236863379,-84,-5.648535564853557,-135,-4.434589800443459,-100,-1.948955916473318,-42,-1.9876952200662565,-42,-1.448575567358764,-30
東町１丁目,19.41031941031941,79,-2.880658436213992,-14,0.423728813559322,2,-9.071729957805907,-43,18.561484918793504,80,2.73972602739726,14,-5.333333333333334,-28,-7.44466800804829,-37,-1.7391304347826086,-8,-4.424778761061947,-20,0.23148148148148145,1,-1.8475750577367205,-8,-3.058823529411765,-13,-0.9708737864077669,-4,-1.4705882352941175,-6,1.9900497512437811,8,3.1707317073170733,13,6.8557919621749415,29,1.991150442477876,9,1.3015184381778742,6,0.0,0,-1.284796573875803,-6,8.676789587852495,40,-8.383233532934131,-42,7.8431372549019605,36,-31.717171717171716,-157,-13.905325443786982,-47
東町２丁目,-2.7027027027027026,-14,-2.1825396825396823,-11,-3.6511156186612577,-18,-2.9473684210526314,-14,0.21691973969631237,1,-2.813852813852814,-13,10.022271714922049,45,-5.263157894736842,-26,-4.914529914529915,-23,-3.146067415730337,-14,-1.160092807424594,-5,-3.286384976525822,-14,-3.8834951456310676,-16,1.5151515151515151,6,-2.9850746268656714,-12,-3.5897435897435894,-14,-2.925531914893617,-11,-4.10958904109589,-15,1.4285714285714286,5,-4.507042253521127,-16,-5.899705014749262,-20,1.5673981191222568,5,-3.0864197530864197,-10,-0.6369426751592357,-2,-0.3205128205128205,-1,-4.501607717041801,-14,-4.040404040404041,-12
東町３丁目,0.6126798082045818,23,-2.6476039184537994,-100,-1.0334511830296438,-38,0.3022808463863699,11,-1.095890410958904,-40,-1.4127423822714682,-51,-1.264400112391121,-45,-3.699487763232783,-130,-2.7777777777777777,-94,-1.1854103343465046,-39,-0.09227929867733005,-3,-2.124384236453202,-69,-1.6671909405473422,-53,-1.471529110684581,-46,-0.5844155844155844,-18,-1.4043109079033311,-43,-7.519046041735675,-227,-3.8681948424068766,-108,-2.0491803278688523,-55,13.465195891974135,354,-5.430774388199799,-162,-0.38993264799716415,-11,4.839857651245551,136,-0.10183299389002036,-3,-5.436629289840298,-160,-7.402084081925979,-206,-6.480403570042685,-167
東町４丁目,-1.6576513697435002,-95,-2.9453513129879347,-166,-2.5959780621572213,-142,-0.8445945945945946,-45,-1.7603634298693924,-93,-2.5240847784200384,-131,-2.490610792646768,-126,-4.905736874113116,-242,-4.8177360903858455,-226,-2.1500559910414334,-96,-4.829480430304418,-211,0.7215007215007215,30,4.656160458452722,195,2.486881131644992,109,-0.3116651825467498,-14,-5.046895935685574,-226,-4.6331138287864535,-197,-3.7484586929716404,-152,-3.894440174224955,-152,-0.7997867235403893,-30,0.4568664337543671,17,-5.537720706260032,-207,-0.33984706881903143,-12,-3.8363171355498724,-135,-0.7387706855791962,-25,-2.7984519202143496,-94,-2.2970903522205206,-75
東野１丁目,0.6085192697768762,6,1.310483870967742,13,4.179104477611941,42,-2.6743075453677174,-28,2.551521099116781,26,2.8708133971291865,30,-3.0697674418604652,-33,-2.399232245681382,-25,4.523107177974435,46,3.4807149576669802,37,-0.09090909090909091,-1,3.002729754322111,33,0.441696113074205,5,-0.7036059806508356,-8,1.5057573073516386,17,-7.591623036649215,-87,0.84985835694051,9,-1.4981273408239701,-16,-1.9011406844106464,-20,0.4844961240310077,5,0.28929604628736744,3,-1.5384615384615385,-16,-2.24609375,-23,-2.197802197802198,-22,-1.1235955056179776,-11,1.859504132231405,18,0.5070993914807302,5
東野２丁目,1.0465116279069768,9,2.8768699654775602,25,-0.33557046979865773,-3,-0.5611672278338945,-5,-0.1128668171557562,-1,-1.2429378531073447,-11,-3.4324942791762014,-30,-1.4218009478672986,-12,-0.6009615384615385,-5,-2.176541717049577,-18,-1.2360939431396787,-10,-3.504380475594493,-28,2.7237354085603114,21,2.272727272727273,18,-0.9876543209876543,-8,-0.12468827930174563,-1,-0.7490636704119851,-6,0.12578616352201258,1,-1.8844221105527637,-15,-3.0729833546734953,-24,-3.830911492734478,-29,-1.3736263736263736,-10,0.6963788300835655,5,0.8298755186721992,6,2.194787379972565,16,-1.6107382550335572,-12,-0.4092769440654843,-3
東野３丁目,-3.932584269662921,-28,-1.608187134502924,-11,3.7147102526002973,25,-1.7191977077363898,-12,-3.206997084548105,-22,0.0,0,2.710843373493976,18,-3.6656891495601176,-25,2.5875190258751903,17,2.8189910979228485,19,1.875901875901876,13,2.4079320113314444,17,5.394190871369295,39,5.118110236220472,39,1.2484394506866416,10,-2.9593094944512948,-24,-3.5578144853875475,-28,0.13175230566534915,1,-7.5,-57,1.7069701280227598,12,3.7762237762237763,27,4.31266846361186,32,1.6795865633074936,13,3.176620076238882,25,3.571428571428571,29,-2.3781212841854935,-20,-1.5834348355663823,-13
東野４丁目,-1.9553072625698324,-7,1.4245014245014245,5,1.1235955056179776,4,3.888888888888889,14,-1.8716577540106951,-7,3.5422343324250685,13,-1.0526315789473684,-4,0.5319148936170213,2,-5.555555555555555,-21,4.201680672268908,15,4.301075268817205,16,-1.0309278350515463,-4,0.26041666666666663,1,-3.116883116883117,-12,1.3404825737265416,5,8.201058201058201,31,1.7114914425427872,7,6.490384615384616,27,-9.706546275395034,-43,8.0,32,5.092592592592593,22,2.8634361233480177,13,-2.355460385438972,-11,-2.4122807017543857,-11,-0.8988764044943821,-4,2.7210884353741496,12,0.8830022075055187,4
東阿弥陀寺町,-4.545454545454546,-1,-9.523809523809524,-2,0.0,0,0.0,0,0.0,0,0.0,0,-5.263157894736842,-1,-5.555555555555555,-1,-17.647058823529413,-3,14.285714285714285,2,6.25,1,5.88235294117647,1,-5.555555555555555,-1,-5.88235294117647,-1,-6.25,-1,0.0,0,-6.666666666666667,-1,-7.142857142857142,-1,-7.6923076923076925,-1,0.0,0,-25.0,-3,0.0,0,0.0,0,0.0,0,-11.11111111111111,-1,0.0,0,-12.5,-1
松原町,5.555555555555555,1,0.0,0,0.0,0,-10.526315789473683,-2,-5.88235294117647,-1,0.0,0,6.25,1,-11.76470588235294,-2,-6.666666666666667,-1,0.0,0,-14.285714285714285,-2,-8.333333333333332,-1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,-9.090909090909092,-1,-10.0,-1,-11.11111111111111,-1,-12.5,-1,-14.285714285714285,-1,0.0,0,-16.666666666666664,-1,80.0,4,0.0,0,0.0,0
松尾町平山,-2.8000000000000003,-7,4.526748971193416,11,4.330708661417323,11,1.1320754716981132,3,-2.6119402985074625,-7,-0.38314176245210724,-1,-0.7692307692307693,-2,-3.10077519379845,-8,1.6,4,-1.968503937007874,-5,-2.4096385542168677,-6,-2.05761316872428,-5,-0.8403361344537815,-2,-2.9661016949152543,-7,1.7467248908296942,4,-3.004291845493562,-7,-2.6548672566371683,-6,-3.6363636363636362,-8,-5.188679245283019,-11,0.0,0,-1.9900497512437811,-4,-5.583756345177665,-11,-5.913978494623656,-11,-4.571428571428571,-8,-4.191616766467066,-7,-4.375,-7,0.0,0
松尾町近津,-1.727447216890595,-9,-0.5859375,-3,-2.357563850687623,-12,1.8108651911468814,9,-0.7905138339920948,-4,-2.1912350597609564,-11,-1.2219959266802443,-6,-1.0309278350515463,-5,0.4166666666666667,2,0.2074688796680498,1,-2.691511387163561,-13,-2.127659574468085,-10,-1.5217391304347827,-7,-3.9735099337748347,-18,1.6091954022988506,7,-1.583710407239819,-7,-2.2988505747126435,-10,-3.058823529411765,-13,-4.611650485436893,-19,-2.7989821882951653,-11,-2.356020942408377,-9,-3.753351206434316,-14,-3.6211699164345403,-13,-4.046242774566474,-14,-1.8072289156626504,-6,-2.7607361963190185,-9,0.0,0
板屋町,11.76470588235294,4,-7.894736842105263,-3,-20.0,-7,25.0,7,-8.571428571428571,-3,-3.125,-1,-9.67741935483871,-3,-3.571428571428571,-1,0.0,0,-3.7037037037037033,-1,-11.538461538461538,-3,8.695652173913043,2,4.0,1,0.0,0,-3.8461538461538463,-1,-8.0,-2,-8.695652173913043,-2,-14.285714285714285,-3,-5.555555555555555,-1,-11.76470588235294,-2,6.666666666666667,1,6.25,1,-5.88235294117647,-1,-37.5,-6,30.0,3,7.6923076923076925,1,-7.142857142857142,-1
栄町,1.8333333333333333,11,-3.927986906710311,-24,0.17035775127768313,1,-3.061224489795918,-18,-2.807017543859649,-16,-2.888086642599278,-16,5.390334572490707,29,12.698412698412698,72,-0.6259780907668232,-4,-2.9921259842519685,-19,-6.331168831168831,-39,0.8665511265164645,5,-2.7491408934707904,-16,-3.7102473498233217,-21,-3.486238532110092,-19,-0.5703422053231939,-3,-4.2065009560229445,-22,-5.9880239520958085,-30,-5.095541401273886,-24,-2.237136465324385,-10,-2.059496567505721,-9,0.7009345794392523,3,-1.3921113689095126,-6,-1.411764705882353,-6,-0.7159904534606205,-3,-3.6057692307692304,-15,-1.2468827930174564,-5
桜木１丁目,3.324468085106383,25,1.0296010296010296,8,1.2738853503184715,10,3.5220125786163523,28,3.523693803159174,29,0.4694835680751174,4,3.0373831775700935,26,-3.741496598639456,-33,0.8244994110718492,7,0.23364485981308408,2,3.9627039627039626,34,0.7847533632286996,7,1.3348164627363739,12,-5.817782656421515,-53,1.8648018648018647,16,-2.631578947368421,-23,-2.2326674500587544,-19,-1.5625,-13,-4.63980463980464,-38,1.2804097311139564,10,5.436156763590392,43,-0.7194244604316548,-6,4.4685990338164245,37,0.0,0,-1.6184971098265895,-14,-2.1151586368977675,-18,-1.800720288115246,-15
