町丁名,1999_変化率(%)_異常値フラグ,1999_変化率(%)_Zスコア,2000_変化率(%)_異常値フラグ,2000_変化率(%)_Zスコア,2001_変化率(%)_異常値フラグ,2001_変化率(%)_Zスコア,2002_変化率(%)_異常値フラグ,2002_変化率(%)_Zスコア,2003_変化率(%)_異常値フラグ,2003_変化率(%)_Zスコア,2004_変化率(%)_異常値フラグ,2004_変化率(%)_Zスコア,2005_変化率(%)_異常値フラグ,2005_変化率(%)_Zスコア,2006_変化率(%)_異常値フラグ,2006_変化率(%)_Zスコア,2007_変化率(%)_異常値フラグ,2007_変化率(%)_Zスコア,2008_変化率(%)_異常値フラグ,2008_変化率(%)_Zスコア,2009_変化率(%)_異常値フラグ,2009_変化率(%)_Zスコア,2010_変化率(%)_異常値フラグ,2010_変化率(%)_Zスコア,2011_変化率(%)_異常値フラグ,2011_変化率(%)_Zスコア,2012_変化率(%)_異常値フラグ,2012_変化率(%)_Zスコア,2013_変化率(%)_異常値フラグ,2013_変化率(%)_Zスコア,2014_変化率(%)_異常値フラグ,2014_変化率(%)_Zスコア,2015_変化率(%)_異常値フラグ,2015_変化率(%)_Zスコア,2016_変化率(%)_異常値フラグ,2016_変化率(%)_Zスコア,2017_変化率(%)_異常値フラグ,2017_変化率(%)_Zスコア,2018_変化率(%)_異常値フラグ,2018_変化率(%)_Zスコア,2019_変化率(%)_異常値フラグ,2019_変化率(%)_Zスコア,2020_変化率(%)_異常値フラグ,2020_変化率(%)_Zスコア,2021_変化率(%)_異常値フラグ,2021_変化率(%)_Zスコア,2022_変化率(%)_異常値フラグ,2022_変化率(%)_Zスコア,2023_変化率(%)_異常値フラグ,2023_変化率(%)_Zスコア,2024_変化率(%)_異常値フラグ,2024_変化率(%)_Zスコア,2025_変化率(%)_異常値フラグ,2025_変化率(%)_Zスコア
上熊本２丁目,False,0.6713154847657027,False,0.15765234083597157,False,0.2714939114014183,False,0.08188397241303927,False,0.2159935503522647,False,0.313701348422592,False,1.2459330439222185,False,0.01596090133715199,False,0.04183142934858097,False,0.26459654925296017,False,0.3197885578781757,False,1.7093730937379403,False,0.02174458049614174,False,0.3065969195966265,False,0.07656023239033814,False,1.0425227731742595,False,0.22293865073626684,False,0.23732818585688475,True,2.1225377552721314,True,2.198948752925218,False,0.08977100306796394,False,0.03293938940726531,False,0.4032877596327655,False,0.02925383076480868,False,0.5173362275981764,False,0.3549010872780406,False,1.6330945738499678
上熊本３丁目,False,0.04385859694936022,False,0.20325916391181453,False,0.04620280516034846,False,0.10919242666747678,False,0.11101650556566359,False,0.2709576856243966,False,0.7296962792445899,False,0.040778287853522666,False,0.30999660119690037,False,0.2342656532163552,False,0.2869944382051139,False,0.09298132138219077,False,0.37000677140901017,False,0.2869017513400732,False,0.015068704187789642,False,0.2023935022972487,False,0.04596522371439956,False,0.11379596535370862,False,0.6147846292840922,False,0.3155098547019514,False,0.2634656806841018,False,1.079437350861908,False,0.2989246982386691,False,0.06607504517168343,False,0.032625461403059115,False,0.18933060178085986,False,0.5298801227858461
上通町,False,0.6464671145720584,False,0.1559478219939469,False,0.5675878298153648,False,0.08337393229349052,False,0.34662503849255,False,0.809040662760857,False,0.06672391548665127,False,0.18978332756933036,False,0.3256298198054792,False,0.16674581272165276,False,0.12199905999135136,False,0.25623428805561616,False,0.16455284368554574,False,0.03823544766595969,False,0.0048810358785185744,False,0.42747054822554054,False,1.3930198578572803,False,0.2697063376175375,False,0.20742797208356958,False,1.3353325478671392,False,0.20745491666988905,False,0.03706230113320213,False,0.45406608356173855,False,0.39432685665302536,False,0.3964046229363757,False,1.0726332394269358,False,0.3377263332504328
上鍛冶屋町,False,0.7468501854278458,False,0.1788700699600982,False,0.05488646336880623,False,0.4050575898209566,False,0.3097232337824533,False,0.04911075618486109,False,0.35947219581855927,False,0.28153124657215917,False,1.118641839436387,False,0.1119120318874793,False,0.2655677128208002,False,1.1420966852494725,False,0.4201704213582441,False,0.2721566857255466,False,0.07325406897379438,False,0.49017831694030894,False,1.2942333288831596,False,0.8947827305622699,False,0.2859834327995393,False,1.1282093648907205,False,0.9263619238585565,False,0.20051386883039415,False,0.08960421391320446,False,0.2223941196329661,False,0.08142578155515927,False,0.2041186620652357,False,1.054215117653379
下南部１丁目,False,0.176612889310679,False,0.16955933650478522,False,0.34235402197221354,False,0.06358921912684284,False,0.6408503673885743,False,0.0989518380204781,False,0.9775286634161454,False,0.14563344465934716,False,0.6861498252794324,False,0.15340488135770203,False,0.7872643959034498,False,1.6012013825629932,False,1.3533813726111836,False,0.807204056951448,False,0.031793536306157714,False,0.1712428065379374,False,0.7952747686132983,False,0.27395011934564467,False,0.35437797976305313,False,0.4445956974136366,False,0.9117915597917214,False,0.01696589986101291,False,0.5071272176494229,False,0.13524074338228456,False,0.05781189859184624,False,0.8129933721555421,False,0.3314380541113913
下南部２丁目,False,0.07118269199233272,False,0.07626780747998078,False,0.03365726296715241,False,0.14376472086637715,False,0.17042720445369722,False,0.45453535883096535,False,0.2874157427442909,False,0.1276504902427084,False,0.4370068538448983,False,0.2426177397988672,False,0.2221369945345266,False,0.20034538723641226,False,0.3682333725329136,False,0.7007258628968982,False,0.06956166364739438,False,0.09520796164774635,False,0.015365325613551053,False,0.3515306930969469,False,0.07825374299092712,False,0.4520201577206556,False,0.4379143141643138,False,0.11087461641366353,False,0.29775548533934787,False,0.3167383655105493,False,0.18215521108662347,False,0.7161444194640272,False,0.1517119321507831
下南部３丁目,False,1.7524494747969714,False,0.03688730475842398,False,0.4658322630017771,False,0.1669909288926492,False,0.026882986765233128,False,0.3046302848758723,False,0.29749697836437533,False,0.07575300134072858,False,0.147582048566734,False,0.5006961676959899,False,0.2291486503537794,False,0.07780810750288662,False,0.16019584980267676,False,0.6479045911929233,False,0.03772891827542247,False,0.012302540092740444,False,0.133785780185255,False,0.23141693618304188,False,0.03131557651444395,False,0.055105155925996296,False,0.038326447316555066,False,0.18357857458689805,False,1.0624161975625828,False,0.5880505264304133,False,0.08148089111246554,False,0.05245984504985532,False,0.4713086813010939
下硯川町,False,1.5577694672880829,False,0.22651387316819546,False,0.16925355919250568,False,0.14507714998752264,False,0.43347266332526113,False,0.1667846818099323,False,0.06296216862038916,False,0.011045370666204623,False,0.3053766379304815,False,0.16348163452762876,False,0.2559256552643183,False,0.21154917726182013,True,9.149701056487253,False,0.37663185852522724,False,0.04456699168972756,False,0.01928928404409082,False,0.43239136806035905,False,0.2225763692012775,False,0.7670419882530739,False,0.8765251437178257,False,0.07091641165233907,False,0.1485465261228571,False,0.6980413717554886,False,0.1749453999490618,False,0.07801759353207816,False,0.15968572262607544,False,0.11860735295589062
下通１丁目,False,1.482172493341541,False,0.002359324540166405,False,0.5387629647111891,False,0.434761161734966,False,0.23561271919865484,False,0.2861537002264341,False,1.6724846868526004,False,0.455944160117133,False,0.36695411540957873,False,0.27802733817840597,False,0.25388692272834823,False,1.0155153510663049,False,0.18826271314055582,False,0.16311408148150458,False,0.13936616130241228,False,1.1063954461700283,False,0.8200803746286233,False,0.7355040943801293,False,0.8725745022523788,False,0.7521752320711389,False,0.8095417309463471,False,0.28788793920499706,False,0.8998748888074296,False,0.03234932582371144,False,0.2856479577504102,False,1.130071541348459,False,1.2014172312466025
下通２丁目,False,0.6556789625469464,False,0.13854858717378327,False,0.12276174246121721,False,0.6245216473717301,False,0.007305078603795771,False,1.2341410036245906,False,0.21760807293901996,False,0.3869497331677845,False,0.01320979790812966,False,0.11176252214514343,False,0.04399343360857465,False,0.5221294818125013,False,0.11247611530752769,False,0.48700498624389615,False,0.13074449686202447,False,0.15606374071696685,False,1.7070976253149257,True,2.7037479399632613,False,0.22650596828461947,False,0.3434424790063763,False,0.5881837971301331,False,0.1090073323016724,False,0.31559251414698686,False,0.5205117009191715,False,0.7153816356698506,False,0.008262635621025863,False,1.3697901115756526
世安町,True,3.257350696257016,False,0.09935224077149735,False,0.11221383646658606,False,0.17573107764537885,False,0.028188596018148618,False,0.04434992744864683,False,0.5994462832597469,False,0.11333430399032965,False,0.2084410062338619,False,0.014002565745037386,False,0.055340139346990454,False,0.018203732215166444,False,0.20387011702716062,False,0.3212054312045178,False,0.0914451084544292,False,0.3193034933171872,False,0.36546573007774613,False,0.4866320733121892,False,0.626904624978893,False,0.12971434132716536,False,0.028693116480448328,False,0.08887715925901178,False,0.3316970294259988,True,8.825924672540301,False,1.0724698441360732,False,0.6858153596555153,False,0.014814089018051724
並建町,False,0.22311642536440088,False,0.006133632586328631,False,0.14530426215979167,False,0.20461167116789797,False,0.027722394113036997,False,0.28905043617987347,False,0.3929779571247546,False,0.08208436809907396,False,0.10917299707807271,False,0.233384401167046,False,0.1377596190043944,False,0.0969485783195849,False,0.4939990495055234,False,0.23443209619419825,False,0.04194576308643611,False,0.3285002825445615,False,0.4758293002139401,False,0.3845528363167923,False,0.295967102619092,False,0.14999486042665086,False,0.23342694209838183,False,0.16834645638204213,False,0.16102594399192832,False,0.32554277936703996,False,0.5331385567723542,False,0.5506874463267893,False,0.2758738975353769
中原町,False,0.0650485517251975,False,0.10828252810075367,False,0.17218985763362635,False,0.06304692919822773,False,0.19293744110217131,False,0.1400349662683326,False,0.49449153759182457,False,0.041861725250996615,False,0.1339439565849783,False,0.032874891362279404,False,0.030491812210205124,False,0.00015375144348218098,False,0.11903988559206385,False,0.5644669364629981,False,0.02878669108820729,False,0.028063053024666225,False,0.5664226627220836,False,0.3011347031982239,False,0.5086117607012002,False,0.1323385532557092,False,0.14443320011581892,False,0.0757925151421719,False,0.15475140713078525,False,0.05516076935481664,False,0.012686824728255702,False,0.12431478051039806,False,0.15964944040779921
中唐人町,False,0.7012974602478251,False,0.039209068130403986,False,0.2282504151309653,False,0.12510520545406892,False,0.6941200625507804,False,0.8715165789034752,False,0.8676183051095453,False,0.06409476351165995,False,1.0790566560449686,False,1.7169885526519886,False,0.18554187431506572,False,0.2585852279427354,False,1.579557884839858,False,0.16177832913982718,False,0.023600280818091738,False,0.03291881937556175,False,0.827688053544182,False,0.16628004041157077,False,0.617969885612041,False,0.3973634841725918,False,0.0008738830437657782,False,0.11623122650638369,False,0.5308262398208892,False,0.07713300104466352,False,0.2983633989005492,False,0.1416484506312999,False,0.1730634328577568
中央街,False,0.38447761623570464,False,0.21636295635733155,False,0.43257430835389066,False,0.5152082716775209,False,1.2552393788174587,False,0.20843806108290888,False,0.2982632402931535,False,0.05115576152672179,False,0.18323102093406549,False,0.47634604446326567,False,0.0904791415405379,False,0.46593984810240957,False,0.08630999000283758,False,0.2710054295636589,False,0.06702453490484145,False,0.9800524063230179,False,0.9123282989056299,False,0.7846858822426137,False,0.130461680076608,False,0.16804454031256563,False,0.6363516605875762,False,0.20703627416425596,False,0.09576400964389219,False,0.17982801384842223,False,0.44003912129465,False,0.21960479835485894,False,0.03035136046139446
中島町,False,0.43511612657456533,False,0.0550308040020197,False,0.04441003710706555,False,0.14573174025462862,False,0.16070094322963566,False,0.4438521243229479,False,0.44496478071987566,False,0.019331387107038536,False,0.21714807265936154,False,0.16814732310746922,False,0.12017293562205288,False,0.061212786340327036,False,0.08291841310656899,False,0.3229347412967065,False,0.01794496328413576,False,0.15635265144165844,False,0.02257290368266442,False,0.2182816884416498,False,0.0521617941211455,False,0.371593445339907,False,0.41931690388644344,False,0.025268312430026908,False,0.020466515149184943,False,0.8169359088154302,False,0.8470204015069134,False,0.46894665019234555,False,0.21872983276574923
中江町,True,2.2969000879644392,False,0.16490396977712876,False,0.952206092270625,False,0.48391401667740597,True,6.592112526177368,False,0.16527881615556844,False,1.3656346566463753,False,0.4230782657697237,False,0.4646345553499653,False,0.7298056847268415,False,0.5342258849471947,True,2.9734782216840316,False,3.7724491352325885e-05,True,2.38454727762354,False,0.4142089726910048,False,0.5641697938578921,False,1.9840321250649724,True,10.537760493661061,False,0.9635431707771507,True,2.0085104684499244,False,0.38492349642893814,False,0.6319310033364215,False,0.721748389483669,False,0.07713300104466352,False,0.001627142575687649,False,0.8907212134893141,False,0.3798715686786379
