町丁名,1999_変化率(%)_異常値フラグ,1999_変化率(%)_Zスコア,2000_変化率(%)_異常値フラグ,2000_変化率(%)_Zスコア,2001_変化率(%)_異常値フラグ,2001_変化率(%)_Zスコア,2002_変化率(%)_異常値フラグ,2002_変化率(%)_Zスコア,2003_変化率(%)_異常値フラグ,2003_変化率(%)_Zスコア,2004_変化率(%)_異常値フラグ,2004_変化率(%)_Zスコア,2005_変化率(%)_異常値フラグ,2005_変化率(%)_Zスコア,2006_変化率(%)_異常値フラグ,2006_変化率(%)_Zスコア,2007_変化率(%)_異常値フラグ,2007_変化率(%)_Zスコア,2008_変化率(%)_異常値フラグ,2008_変化率(%)_Zスコア,2009_変化率(%)_異常値フラグ,2009_変化率(%)_Zスコア,2010_変化率(%)_異常値フラグ,2010_変化率(%)_Zスコア,2011_変化率(%)_異常値フラグ,2011_変化率(%)_Zスコア,2012_変化率(%)_異常値フラグ,2012_変化率(%)_Zスコア,2013_変化率(%)_異常値フラグ,2013_変化率(%)_Zスコア,2014_変化率(%)_異常値フラグ,2014_変化率(%)_Zスコア,2015_変化率(%)_異常値フラグ,2015_変化率(%)_Zスコア,2016_変化率(%)_異常値フラグ,2016_変化率(%)_Zスコア,2017_変化率(%)_異常値フラグ,2017_変化率(%)_Zスコア,2018_変化率(%)_異常値フラグ,2018_変化率(%)_Zスコア,2019_変化率(%)_異常値フラグ,2019_変化率(%)_Zスコア,2020_変化率(%)_異常値フラグ,2020_変化率(%)_Zスコア,2021_変化率(%)_異常値フラグ,2021_変化率(%)_Zスコア,2022_変化率(%)_異常値フラグ,2022_変化率(%)_Zスコア,2023_変化率(%)_異常値フラグ,2023_変化率(%)_Zスコア,2024_変化率(%)_異常値フラグ,2024_変化率(%)_Zスコア,2025_変化率(%)_異常値フラグ,2025_変化率(%)_Zスコア
大江４丁目,False,0.24991136528216668,False,0.09300511978627125,False,0.1965844550682458,False,0.5945619752109339,False,1.487280859345992,False,1.5741996749356715,False,0.13194534682079545,False,0.06201905998400024,False,0.15382783946615466,False,0.09601704867570826,False,0.23661613691378436,False,0.041388074718851246,False,0.03722734096594691,False,0.10785725983133697,False,0.0034232599967008964,False,0.25548094573400726,False,0.2000731409053333,False,0.22662577909535578,False,0.074121006199846,False,0.03419797297880607,False,0.01497505435071801,False,0.080092295612411,False,0.43429557311463773,False,0.16462690218877366,False,0.3822797163855869,False,0.5213063729486282,False,0.07271502538671773
大江５丁目,False,0.33531339418726613,False,0.10347163103614845,False,0.20701044414170974,False,0.23910451582669476,False,0.08851802811131027,False,0.3604279306410681,False,1.1295556048247202,False,1.2532160917266757,False,0.6881566323563392,False,0.16585485152030202,False,0.03689023823745436,False,0.14523390805243908,False,0.17919319664911068,False,0.06636744759143959,False,0.024319958665016458,False,0.23919879310912265,False,0.4450365632570277,False,0.5012391944061828,False,0.42650114637297337,False,0.4576003041661476,False,0.40046836173262373,False,0.15680282071535945,False,0.5371022274395618,False,0.6293047365547285,False,0.3320762567930119,False,1.4431506357067958,False,0.5536443306360277
大江６丁目,False,0.22290421116712034,False,0.003137342584802758,False,0.478381794458208,False,0.03742529402521936,False,0.35707161809988014,False,0.252012629140057,False,0.028231694804146935,False,0.21921713252433317,False,0.1212634579702195,False,0.006194604238245546,False,0.12157929650377772,True,3.979216408327037,False,1.337573942830806,False,0.3249010966610501,False,0.7244051604747425,False,0.04350110272092898,False,0.07758760367839446,False,0.13579776971763652,False,0.07861189368535319,False,0.15457689978118055,False,0.05313642945564979,False,0.14658577511682572,False,0.4330606147175747,False,0.0330104188209293,False,0.007970950549675875,False,0.08448310134118248,False,0.000983748427636595
大窪１丁目,False,0.04825192680524084,False,0.18942980424478234,False,0.11787836835176564,False,0.2539554271978527,False,0.06600174313555947,False,0.8097277624302596,False,0.6287414832044518,False,0.1796337840821751,False,0.22021198284827628,False,0.04526409983877049,False,0.17738220593961732,False,0.09131160262815227,False,0.5431281758853114,False,0.9728203958997119,False,0.1714542805070421,False,0.22156837055162776,False,0.1904901164431489,True,2.3182004068506306,True,2.848612594589072,False,0.38419165282320084,False,0.0805375557383445,False,0.1473864156116935,False,0.5118809687850828,False,0.32136280713565385,False,0.07628945303162663,False,0.8133438868835731,False,0.8737017495324505
大窪２丁目,False,0.25156782801598565,False,0.15551500081411226,False,0.25073213031528846,False,0.3407087035487543,False,0.3864538035522153,False,0.020157382792325682,False,0.6732131986661725,False,0.09739004641754867,False,0.7264934240107095,False,0.006194604238245546,False,0.6572147044829023,False,0.6987598329749718,False,0.05577990523524901,False,1.2195230553344683,False,0.09798763062480743,False,0.02411963139241756,False,0.7696758301533391,False,0.5737437023227141,False,0.6121299581198126,False,1.055304788119577,False,0.5659569842199285,False,0.31867472430016114,False,0.6354253904214265,False,0.3593541103053634,False,0.7165606082395569,False,0.7678207488739753,False,0.6431557605978802
大窪３丁目,False,0.6635503688134982,False,0.02094198899835402,False,0.08336287356274877,False,0.2799249028205608,False,0.5053644597816088,False,1.1205497047943553,False,0.2761132099740524,False,0.44083605159045863,False,0.4660129515558946,False,0.2966618082788975,False,0.26100230454693285,False,0.20242209217577908,False,0.16991746713753028,False,0.4793827948653374,False,0.08392469008147081,False,0.1667943094015616,False,0.33376641784617667,False,0.041504322443659696,False,0.07505970902016795,False,0.43251558086926745,False,0.12998746670229297,False,0.2156855699590767,False,0.566880706623333,False,0.10364920417571362,True,2.8011200004975234,False,0.6159091262233855,False,0.288049660782058
大窪４丁目,False,1.957072230811763,False,0.24809771762963723,False,0.22347844526860958,False,0.2655701133269309,False,0.49610308637701955,False,0.6898649159512829,False,0.566986930496619,False,0.24849915311451945,False,1.328174111419343,False,0.25594092854576794,False,1.048596335495238,False,0.38482538793463344,False,0.2520418936287827,False,0.0626280642619804,False,0.18044260016106908,False,0.07911455628706873,False,0.5561423481884399,False,0.47065612487787234,False,0.3891213785911968,False,1.3814568420957445,False,0.5858501153523065,False,0.19242993107502887,False,0.929450273271288,False,0.04498190200083164,False,0.1052875387754491,False,0.6413091403000114,False,0.2513678794560727
大窪５丁目,False,0.39483145470396086,False,0.16611257460065498,False,0.01833859141561744,False,0.262500465423604,False,0.3147064632436144,False,0.11263728192577764,False,0.2069524792907093,False,0.1343294073136943,False,0.2150806310733858,False,0.5436045071115752,False,0.375284626382352,False,0.1776150926903829,False,0.3079078490552253,False,0.3540115431649185,False,0.015239816034350945,False,0.1171581043318392,False,0.30502946408200243,False,1.1467323246261383,False,0.5905146478719694,False,0.602233422613372,False,0.01052371838572966,False,0.13749669775218995,False,0.52858009688368,False,0.1637874580803242,False,0.34385749344759287,False,0.6253366458237042,False,0.28540387669788136
大鳥居町,False,0.04825192680524084,False,0.10575342782572889,False,0.05488646336880623,False,0.3339796808579296,False,0.8071758536046282,False,0.025744467962660566,False,0.028231694804146935,False,0.01246099823255748,False,0.3035316741995928,False,0.1346355710249713,False,0.2462968734699618,False,0.3893359924405784,False,0.2627089232047704,False,0.14366370632374426,False,0.006158844242637979,False,0.5225546468933068,False,0.07995461870797571,False,0.27181398127213413,False,0.03345992307993125,False,0.6321262458910567,False,0.08167883759043014,False,0.37643976282104685,False,0.1808771702036997,False,0.07713300104466352,False,0.3353305419443872,False,0.008262635621025863,False,0.7665547142739207
太郎迫町,False,0.2556200569409594,False,0.1623387677027058,False,0.17814256719333363,False,0.025366048799805866,False,0.1340686583305264,False,0.009063933323967632,False,0.8811263980149093,False,0.1648891833629807,False,0.8143230697464828,False,0.04090837904546873,False,0.0770516394982116,False,0.4238599916331196,False,0.05526364789576354,False,0.6005667945443276,False,0.06239899941430885,False,0.19800064392697642,False,0.4524945214980404,False,0.041504322443659696,False,0.19704182660091382,False,0.12076114768860388,False,0.35941466601959093,False,0.14848545299738958,False,0.5083685919355527,False,0.26347868254583634,False,0.1967253898443958,False,0.4440250591605666,False,0.5310786385471151
奥古閑町,False,0.4072378860146915,False,0.036223103272280434,False,0.1109056309634473,False,0.14123942771511594,False,0.0168265202891369,False,0.007442704487745781,False,0.20326507782865974,False,0.0908002617945265,False,0.15770078475440474,False,0.17553407781226893,False,0.04553555651766368,False,0.19563355454920825,False,0.26557790474411597,False,0.6712957757481178,False,0.07589970068940342,False,0.1573997786193514,False,0.1534725648937147,False,0.2919635577225693,False,0.20003210199110352,False,0.538082089899801,False,0.09714790056811415,False,0.01146974671181393,False,0.160431435337597,False,0.2819690310836063,False,0.2360958192080599,False,0.4807307492643292,False,0.2892878643711208
妙体寺町,False,0.456169960575617,False,0.1249499059126246,False,0.5028526331650249,False,0.05607293631831812,False,0.42606635690503525,False,0.17393016112971066,False,0.8660753150170724,False,0.07587257301077033,False,0.4398872054728188,False,0.12936314434932783,False,0.05847703847337119,False,0.1031661600454795,False,0.909582908090299,False,0.29965731729263967,False,0.02189940246360716,False,0.14100126934325544,False,0.0913773438789913,False,0.5452104605944185,False,0.6294246032048576,False,0.3654453787131922,False,0.569006188431006,False,0.30581907770554106,False,0.22974889337271276,False,0.23337922185830706,False,0.2086236121089035,False,0.8245523514989594,False,0.3523982792419602
子飼本町,False,0.12977391452098216,False,0.05692178229440525,False,0.36256749750603934,False,0.002417907829343874,False,0.27240433351305976,False,0.1682244401011534,False,0.8256327078107825,False,0.3162517235593791,False,0.5002121082852653,False,0.1392079031759551,False,0.5650705046060519,False,0.05998538068146033,False,0.12213878951829274,False,0.7494529864295599,False,0.032788595188009424,False,0.10544763107375839,False,0.15373010038891874,False,0.21272137144114397,False,0.45720005425591487,False,0.38136042582242585,False,0.36769867988176264,False,0.12280161051200571,False,0.29391822835357506,False,0.03303595272267916,False,0.2894027221706463,False,1.1165298044301502,False,0.31518464871698654
孫代町,False,0.6866990038775811,False,0.16647349820060017,False,0.30640799096683974,False,0.04274352932597572,False,0.36630219809235837,False,0.5162643799145782,False,0.38873904898778133,False,0.046152006852858994,False,0.39221836084868883,False,0.02558191997963812,False,0.6287745199099758,False,0.8175229447378062,False,0.5307316573758473,False,0.36255963224453697,False,0.018099094990390294,False,0.03671462293297578,False,0.3392353867743676,False,0.1937498375348046,False,0.7907221894697886,False,0.23036556658647728,False,0.14473611607078474,False,0.08973634195992622,False,0.37087995452881095,False,0.42253715961362487,False,0.7594557810698189,False,0.32943304827219144,False,0.22699074629639893
安政町,False,0.11381280553055725,False,0.18061583248296934,False,0.17240231524339572,False,0.3067880950818676,False,0.007305078603795771,False,1.3132457454167474,False,0.6884144205981036,False,0.10293598938481444,False,0.7070384932742799,False,0.250687329335206,False,0.7657524397878273,False,0.03877234849708626,False,3.7724491352325885e-05,False,0.5572978097172694,False,0.06696445395178044,False,0.7345946070584518,False,0.20311253159430023,False,0.7286328095094712,False,0.9860508825770943,False,0.25432115169241915,False,0.6878959692105742,False,0.06237650297666459,False,0.2132612663160508,False,0.981196158682961,False,0.21289647130419062,False,1.130071541348459,False,0.8034770034508466
室園町,False,0.0172585804390184,False,0.062195363641996626,False,0.03539953105076377,False,0.2823698604226131,False,0.41748710437017206,False,0.05552485591486556,False,0.7227480367732684,False,0.010332121760051511,False,0.3916828750331111,False,0.3808891497030276,False,0.4442821009747482,False,0.14579065920690057,False,0.3476137623594527,False,0.553418047007816,False,0.1299342024582751,False,0.15303541543474203,False,0.008419929592510015,False,0.3458901873280762,False,0.07102914234278147,False,0.6975030947366937,False,0.22918145178521854,False,0.1346098284062787,False,0.33630374231020804,False,0.23645136917570378,False,0.030863104113299376,False,0.24097831287299334,False,0.11114368140230199
宮内,False,0.6436398150898971,False,0.23473447069197584,False,1.0077509583199604,False,0.451845569110344,False,0.007305078603795771,False,0.291903047140741,False,1.794847700214346,False,0.4174290484849712,True,2.5036271429708368,False,0.006194604238245546,False,1.1790054980505411,False,0.5408141101939392,True,2.7909192108214196,True,3.360426367297239,False,0.04194576308643611,False,0.9300886572885133,False,1.8327327613718887,True,3.4284945372386884,True,2.8738852097973604,True,2.488880865088111,False,0.6785985098684623,False,0.36461451929468,True,4.232210630002702,False,0.07713300104466352,False,0.001627142575687649,False,0.008262635621025863,False,0.007596547859334831
小山町,False,0.8242172829676233,False,0.042482160793407484,False,0.12778623187826085,False,0.07150775613754025,False,0.15983686158414795,True,13.062376190928887,False,0.2694982182290425,False,0.1469964912977631,False,0.4752087195659253,False,0.6751095849720073,False,0.4999290970161655,False,0.42675728507635924,False,0.9482367901398939,False,0.31602236594286337,False,0.03562049586991565,False,0.2486254690986228,False,0.022257393933033012,False,0.40817155570092106,True,3.199566126889148,False,0.8661835251664898,False,0.43775812402457315,False,0.008873384107515222,False,1.338869683275923,False,0.939120551954041,False,0.16168956347128183,False,0.022332152716995044,False,0.1721081504117702
小峯１丁目,False,0.4278323719657047,False,0.0003200377866659374,False,0.14546955978098175,False,0.2684989589559975,False,0.07225164818122234,False,0.2515975901459689,False,0.46966289099030056,False,0.20658906456841503,False,0.15705328372087923,False,0.14631415038792236,False,0.25623589331366764,False,0.11478240961380605,False,0.1452880620698688,False,0.6133277792776107,False,0.052098275321648305,False,0.09381319984982096,False,0.13753913933797401,False,1.1342278919175754,False,0.36623946046355405,False,0.5262136783360161,False,0.0763708155895689,False,0.054855412276824486,False,0.9619592199196927,False,0.3299166757736536,False,0.11101997879257923,False,0.15409779336559218,False,0.6594207131607325
小峯２丁目,False,0.4447482556300465,False,0.2375090381740683,False,0.2625938438814313,False,0.17711188289152063,False,0.29772412894682465,False,0.49691370683102004,False,0.041332854859441485,False,0.06409476351165995,False,0.08341942334375042,False,0.5692951837131183,False,0.20533099948628455,False,0.34884273748921407,False,0.7307412409123153,False,0.1659650683080444,False,0.2620188502234193,False,0.5618570163205604,False,0.3474403584557792,False,0.051608348209712794,False,0.5289330729319327,False,0.08734167835907043,False,0.8816231009051408,False,0.0002199881234799442,False,0.1654446159364483,False,0.06646077422388075,False,0.2100163553858301,False,0.30850027089400317,False,0.0789412514682057
小峯３丁目,False,0.04825192680524084,False,0.05876160838656118,False,0.07814459788418429,False,0.21402569389306714,False,0.8243306457479118,False,0.6376348840324456,False,0.13492339176009996,False,0.027763215565251683,False,0.28115737434992777,False,0.1176039179658275,False,0.5086393923637285,False,0.0532307797776764,False,0.24917082736317758,False,0.04136983529062084,False,0.01684302286768076,False,0.24959271969523827,False,0.8873321737980009,True,3.272955634243322,False,1.5483658697778413,False,0.20531082515574994,False,0.08050346384605718,False,0.0008189983270888308,False,0.38941797647526555,False,0.13044933150953128,False,0.001627142575687649,False,0.1563506277194127,False,0.0046223636995390005
小峯４丁目,False,0.9887186537794521,False,0.0608702848395001,False,0.09875370325897677,False,0.41383886961384847,False,0.05329320572921297,False,0.5309386398004015,False,0.21065034366326996,False,0.11659585426972281,False,0.12185048373242739,False,0.06784626829587391,False,0.07444434003131664,False,0.7978594921827281,False,0.1184387572447491,False,1.9805746918383074,False,0.5113338208911151,False,0.2792300341169084,False,0.6633856458379875,False,0.23834380394914134,False,0.40341477900822736,False,1.8592255265689412,False,0.0008738830437657782,False,0.038498170301479055,False,0.1427165840792591,False,0.23074457269428184,False,0.07532154501166,False,0.008262635621025863,False,0.6447929558908697
小島上町,False,0.0331471016530107,False,0.15810965076919772,False,0.007316423298280095,False,0.16629419035449455,False,0.23624531763043208,False,0.32066675433070935,False,0.0052955570527464055,False,0.25802371364779575,False,0.3954248304862598,True,8.745476880448454,False,0.3088049310356292,False,0.07513628650976274,False,0.1324108884192271,False,1.1780598432297886,False,0.008091618644252558,False,0.07911455628706873,False,1.3804936545436584,False,0.29214941406425843,False,1.0613773991905846,False,0.9760624490693617,False,0.47072181431285964,False,0.04533294408277369,False,0.6159399146044616,False,0.21821467143746429,False,0.3916661495374225,False,0.5169899300788153,False,0.5182530388707711
小島下町,False,0.1135698299198589,False,0.015676293082131598,False,0.06710267484253897,False,0.24015595614769308,False,0.10920192860949737,False,0.18640313224324132,False,0.3715740144996884,False,0.0975713912018816,False,0.25586345426359086,True,7.4089002859164115,False,0.030021472273009046,False,0.03738005355805437,False,0.26485950132980657,False,0.6156963213335186,False,0.03793704580901327,False,0.4486804515791246,False,0.43952722470030314,False,0.5745302609509328,False,0.014643366926043467,False,0.31620106952717,False,0.11540407569023532,False,0.13341062000329956,False,0.4584473876356941,False,0.22836407599011477,False,0.5541765212838952,False,0.32702800774029644,False,0.44305054943990324
小沢町,False,0.7045994399264732,False,0.21749553015867873,False,0.5876709121586988,False,0.4419661731765758,False,0.34946368404505246,False,0.27898220724429473,False,0.1643760339804336,False,0.11021269227323673,False,0.6871588686067637,False,0.4415877119898583,False,0.36922637530085733,False,0.01940416466091817,False,0.3367927997208971,False,1.217529926789681,False,0.013431576378357681,False,0.2827876211585385,False,0.2652578177831799,False,1.1608587933089332,False,1.9913701309585436,False,1.9440691352046333,False,0.3741051974603417,False,0.2915560709386127,False,0.8496013753200884,False,0.19263717692512314,False,0.5223261914915275,False,0.11445328446415666,False,0.4145955775886526
小糸山町,False,0.40147770542659883,False,0.05983757106588946,False,0.34384598485798373,False,0.004605099071619505,False,0.23136510175125852,False,0.5847262442950685,False,0.5205941185342117,False,0.1252229382884115,False,0.3738237417252321,False,0.1556207869891255,False,0.3009053322829151,False,0.11497200952728084,False,0.14937849275002793,False,0.0626280642619804,False,0.08970871837482075,False,0.04549822150890388,False,0.4324871474685129,False,0.00961095057157929,False,0.07021415436507875,False,0.6635588937444337,False,0.0008738830437657782,False,0.0919397485227292,False,0.27075258529887153,False,0.13893419980710106,False,0.2557551159410819,False,0.9054906569010726,False,0.9519986246664797
尾ノ上１丁目,False,0.37370077871430624,False,0.21185862902885325,False,0.11780576970208878,False,0.1290078858680789,False,0.025563953315350253,False,0.605579042545062,False,0.29899990507289304,False,0.15115069207865034,False,0.26448575008774006,False,0.10153222906962962,False,0.15681846312551675,False,0.11026563734632165,False,0.09843606440813117,False,0.28288756021444095,False,0.12121031494995471,False,0.11992351115589116,False,0.30796563894819234,False,0.041504322443659696,False,0.42548925387973796,False,0.36883732777026756,False,0.1377510696324894,False,0.12506958091428858,False,0.31632480686028935,False,0.08962054303006725,False,0.2389845631484747,False,0.5161658577875771,False,0.13782353230106367
尾ノ上２丁目,False,0.22413952236987972,False,0.30858067837750075,False,0.026972838238270565,False,0.3350137038349672,False,0.11636216391381544,False,0.47966716967941503,False,0.2277133464109426,False,0.13739283326676174,False,0.07101430820881495,False,0.0006909741670414424,False,0.5094886228456208,False,0.2646440491708495,False,0.2594762782291903,False,0.46716956765753737,False,0.07050617123169896,False,0.10223885250993407,False,0.6271554735627136,False,0.310496482108958,False,0.22626750646326388,False,0.39469651208772233,False,0.26115060077073343,False,0.2064883501669617,False,0.563309829280266,False,0.04324567115184355,False,0.5322908190153866,False,0.37902998581907577,False,0.20856779796020866
尾ノ上３丁目,False,0.5030915995231727,False,0.008252492242425693,False,0.24167141577184262,False,0.006978485856552724,False,0.14369330049496337,False,0.2520421671961061,False,0.09171223398422973,False,0.02239082506967355,False,0.033458353261760033,False,0.518554744972179,False,0.07107584865749271,False,0.34879384352049864,False,0.0574638808193481,False,0.7577285130322422,False,0.09525804194713942,False,0.05402765493869411,False,0.07833882490599298,False,0.2565313625479106,False,0.029192557735536556,False,0.00400457123362093,False,0.3203113759380365,False,0.12554397602834233,False,0.607034660904772,False,0.37020200461340463,False,0.11604565007792321,False,0.6493494815295383,False,0.15925788789479886
尾ノ上４丁目,False,0.7823188225637189,False,0.05291411971182257,False,0.39649650925251095,False,0.14977904931508812,False,0.3564465127275271,False,0.3489906939139075,False,0.5214115583761221,False,0.030680512507879308,False,0.33121902794740826,False,0.32619833371896323,False,0.59896989285024,False,0.19114299990702607,False,0.020007939882459184,False,0.33791396018144804,False,0.06610723108416715,False,0.11621376094065695,False,0.14769727935759247,False,0.08455641747693944,False,0.24009451052449549,False,0.14957771214571025,False,0.17004977223258863,False,0.06390353840336649,False,0.06626962438764859,False,0.13559647829757257,False,0.5996071480457913,False,0.017929128622212315,False,0.21371592188737643
山ノ内１丁目,False,0.12253147783976158,False,0.3039958201887082,False,0.2456690135130417,False,0.16479499347004778,False,0.19882047550606913,False,0.25572469543069165,False,0.2980762443394895,False,0.15720312238976225,True,11.043167589820628,False,0.24796583583678822,False,1.5934605224152543,False,0.686539506509486,False,0.10556319661302858,False,1.4327242702938565,False,0.1421761638160271,False,0.11647223305600522,False,0.01642542634710434,False,1.1550470084812878,False,0.3129526617478744,False,0.9284002879218278,False,0.0816648078107685,False,0.1072244494315432,False,0.5985697005597291,False,0.20964006159120893,False,0.21643646493257146,False,0.1342472905137295,False,0.22202065118617414
山ノ内２丁目,False,0.8801217667716494,False,0.024781063617019535,False,1.72531546731838,False,0.2617287357169648,False,1.2559250334281424,False,0.5632406849661103,False,1.1071071238901793,False,0.24212828346520976,False,1.9777211623882132,False,1.4678958162676368,False,0.9627255538382502,False,0.17756205053614801,False,0.2640400272523046,False,0.9799748356666925,False,0.22449256288569122,False,0.4560799567120976,False,0.6363887988971848,False,0.012714409738876997,False,0.1841923666849247,False,0.053612195399392895,False,0.41060784558320457,False,0.08512471310028129,False,0.9366650207871953,False,0.22186177502450963,False,1.0685737593433668,False,0.6448446733949263,False,0.5291476366052711
山ノ内３丁目,False,0.7384844558900786,False,0.10560650434038614,False,0.07493053850531918,False,0.02719048161895669,False,0.09386200906272964,False,0.13776962873768933,False,1.1587134338308305,False,0.08139582441852701,False,0.1598412285119015,False,0.3464355758587112,False,0.23980597028813222,False,0.1651604843088814,False,3.7724491352325885e-05,False,0.9384867359688044,False,0.028376303634045964,False,0.39079663665386294,False,0.2858849262815448,False,0.4687896275096267,False,0.0005748368220652713,False,0.09741199161681588,False,0.16899421518429122,False,0.20346768652263292,False,1.9319541631964987,False,0.07713300104466352,False,0.4734572324105029,False,0.6033041549207038,False,0.3772314038035098
山ノ内４丁目,True,2.895432938712255,False,0.8269073635290589,False,0.27765685030542203,False,0.5774184683644421,False,0.9681614363497906,False,1.1357503703404344,False,0.48040126761747165,False,0.5800939633604136,False,0.3766899289705957,False,0.3306997348744778,False,0.3783590171964308,False,0.3087950249853504,False,0.658098201268126,False,0.3541266663413766,False,0.02688074493095995,False,0.46819629765403936,False,0.5392885128191875,False,0.0522794305207281,False,1.5181586014604378,False,1.3505008360620236,False,0.05538816222922126,False,0.10191448905703555,False,0.23790178208678947,False,0.3182712906028565,False,0.41202014304154166,False,0.008262635621025863,False,0.8516353749675305
山ノ神１丁目,False,0.2288662369385098,False,0.09810465084925474,False,0.02981260284907413,False,0.009859160527063562,False,0.17598189295418395,False,0.6172714574423508,False,0.6042833423608484,False,0.03164933471996336,False,0.6063103437404559,False,0.06865132854069976,False,0.16184301556209996,False,0.03877234849708626,False,0.43011648624575893,False,0.27598515435324705,False,0.09383638117752065,False,0.20756347719294715,False,0.08546175452476877,False,0.7128432557481551,False,1.05874294016354,False,0.1358537280722397,False,0.5523310528693726,False,0.11014330123780677,False,0.12257380447870146,False,0.30097256358445795,False,0.028488296382836738,False,0.27040327089725374,False,0.4441509217484795
山ノ神２丁目,False,0.45570819701119336,False,0.3423434650673553,False,0.1732394746489655,False,0.2557094209175547,False,0.2687057523259981,False,0.7908003076941484,False,1.5665826093077149,False,0.05043211069162169,False,0.29263668013737776,False,0.08095787534562265,False,0.09256786566560443,False,0.33295708698722887,False,0.2425683132092352,False,0.5323287092341233,False,0.09221732913099696,False,0.023624175525655308,False,0.4783650190399641,False,0.0940800627418771,False,0.6110050176796304,False,0.16939359015479946,False,0.07835757697235318,False,0.04173685232656557,False,0.5336902324382856,False,0.25572604674870014,False,0.5964937808690577,False,0.9350577155891798,False,0.023886962679032175
山室１丁目,False,0.07978497916823664,False,0.14180808678903797,False,0.11440472611650594,False,0.3431548005251971,False,0.16492870582954322,False,0.1663560745198832,False,0.4463848410388546,False,0.4357439810847315,False,0.3607930421916085,False,0.0771809762101838,False,0.4491897330741445,False,0.03476360574784157,False,0.25578395523868935,False,0.20283021023205614,False,0.057599916030115245,False,0.018558346852509008,False,0.6753072948657383,False,0.3183659335885279,False,0.09909495852553446,False,0.17969365343027444,False,0.04862059173489532,False,0.10201699185590199,False,0.20466193121948956,False,0.1994539299912311,False,0.7064904453238592,False,0.6276464824512109,False,0.007596547859334831
山室２丁目,False,0.8075357214823727,False,0.28079892993953265,False,0.5318388621191749,False,0.07754173479524405,False,0.2399502332155955,False,0.2000112141675815,False,0.8155916474641652,False,0.0005190444161160612,False,0.3112390298573052,False,0.19426124445840975,False,0.1433391322122543,False,0.15229938003657562,False,0.05196110098121403,False,0.4102709687069473,False,0.09903425293876682,False,0.17308054123675623,False,0.5037616979455889,False,0.6601426928894593,False,0.35626997517984993,False,0.23029218319126074,False,0.01589623186665517,False,0.03843087633057141,False,0.002632707766289939,False,0.3107441199143064,False,0.001627142575687649,False,0.027657353971231848,False,0.15242069633582306
山室３丁目,False,0.4657247957454331,False,0.24870057087494524,False,0.04748740798958224,False,0.07754173479524405,False,0.16447250698508004,False,0.6767091516930832,False,0.46718888062610453,False,0.20839184608640207,False,0.35633396545010265,True,2.7198993847045054,False,0.49880811884203813,False,0.41646940141453287,False,0.6119386978123491,False,0.8717481215980097,False,0.04194576308643611,False,0.01211797651209313,False,0.6345661565640579,False,1.1289683525435408,False,1.0587815756975658,False,0.2647626580891661,False,0.2849807607819196,False,0.11285472736021611,False,0.002632707766289939,False,0.0397377037105343,False,1.331275052753757,False,0.5073162048900671,False,0.18613751040965157
山室４丁目,False,1.0552801109376044,False,0.20996440621652065,False,0.4459413443051201,False,0.002024294538688789,False,0.23666888353692636,False,0.13534363133353652,False,0.5951308607193599,False,0.06310557907873209,False,0.19502397171147373,False,0.25453967597088756,False,0.8752470941478809,False,0.35611647211148495,False,0.45971232223983394,False,0.0012181991806213988,False,0.11716974635941774,False,0.33903651058433076,False,0.19275646610129882,False,0.20940749307345072,False,0.9279853850345688,False,0.1800102232379077,False,0.09145860240423734,False,0.014505757510589629,False,0.18590483809328842,False,0.14258931585380527,False,0.23427951255809085,False,0.789522409252631,False,0.17119419706425668
山室５丁目,False,0.358410293861682,False,0.17151949091643004,False,0.030030338237809047,False,0.36057471249469486,False,0.5022047091598189,False,0.29026684027948246,False,0.41879461630871534,False,0.184655018226963,False,0.44949291555283893,False,0.5681238339301709,False,0.4853789445605775,False,0.6230450884029066,False,0.30142217149999867,False,0.9494069486779129,False,0.08677925711713315,False,0.6049196918651971,False,0.1425653768120499,False,0.6990842812755915,False,0.14482515405420357,False,0.22220771868553493,False,0.026558232198032244,False,0.04533294408277369,False,1.1904655700571722,False,0.11918581533847641,False,1.2554928857481775,False,1.0239003413421128,False,0.3384681979367049
山室６丁目,False,0.7657383577772744,False,0.40486696382996695,False,0.6694471298799383,False,0.07754173479524405,False,0.1482950567253186,False,1.2454069128370246,False,0.23311402159254538,False,0.2719384605547842,False,0.1329081565870017,False,0.6298939931817297,False,1.5933540790672112,False,1.1399343963563946,False,0.7441973385299988,False,1.8648339550736046,False,0.19548512620526162,False,0.8992562623246929,False,1.4886339826029618,False,0.38004079655901074,False,0.12808085152011214,False,0.4007289743186515,False,0.38678781494051667,False,0.022737239464942383,False,0.6396518651286739,False,0.515092642740743,False,0.2676932639800291,False,0.24222278173530332,False,0.390343679936421
山崎町,False,0.5671707332265943,False,0.6141699053659173,False,0.03687085836723084,False,0.3613545322429573,False,0.15210972620406246,False,1.283688895743816,False,0.2686256449074335,False,0.24076190599831554,False,0.45393820079195424,False,0.27531984351348215,False,0.15452233500855722,False,0.9546593461872911,False,0.9891354605370257,False,0.38885622722498964,False,0.08838416142140415,False,0.010710487707528192,False,0.4432003867090991,False,0.6967933072759889,True,2.445032915323436,False,1.685865425806834,False,0.9609979165066966,False,0.009178544368039582,False,1.102848484824009,False,0.23995287177199037,False,1.0470903241421832,False,1.7819334730549405,False,1.7398069512055663
