町丁名,年度,変化率(%),変化タイプ,変化の大きさ,前年人口,人口増減
新町１丁目,2001,13.613013698630136,自然増減,13.613013698630136,1168.0,159.0
渡鹿９丁目,2020,13.592233009708737,自然増減,13.592233009708737,103.0,14.0
八幡６丁目,2018,13.585746102449889,自然増減,13.585746102449889,449.0,61.0
徳王町,2005,13.527851458885943,激増,13.527851458885943,1508.0,204.0
小糸山町,2021,13.518518518518519,自然増減,13.518518518518519,540.0,73.0
東町３丁目,2018,13.465195891974135,激増,13.465195891974135,2629.0,354.0
山ノ内１丁目,2009,13.453815261044177,自然増減,13.453815261044177,498.0,67.0
武蔵ケ丘９丁目,2010,13.427561837455832,自然増減,13.427561837455832,566.0,76.0
魚屋町２丁目,2014,13.333333333333334,自然増減,13.333333333333334,15.0,2.0
流通団地２丁目,2011,13.333333333333334,自然増減,13.333333333333334,15.0,2.0
魚屋町２丁目,2007,13.333333333333334,自然増減,13.333333333333334,15.0,2.0
保田窪２丁目,2003,13.285457809694792,自然増減,13.285457809694792,557.0,74.0
飛田２丁目,2001,13.225058004640372,自然増減,13.225058004640372,431.0,57.0
保田窪本町,2011,13.212996389891696,自然増減,13.212996389891696,1385.0,183.0
新屋敷２丁目,2014,13.160032493907392,自然増減,13.160032493907392,1231.0,162.0
細工町５丁目,2013,13.157894736842104,自然増減,13.157894736842104,38.0,5.0
中央街,2014,13.101604278074866,自然増減,13.101604278074866,374.0,49.0
紺屋町３丁目,2014,13.095238095238097,自然増減,13.095238095238097,84.0,11.0
野中３丁目,2008,13.05732484076433,自然増減,13.05732484076433,314.0,41.0
本荘１丁目,2018,13.043478260869565,自然増減,13.043478260869565,23.0,3.0
武蔵ケ丘８丁目,2021,13.024282560706402,自然増減,13.024282560706402,453.0,59.0
新市街,2018,13.008130081300814,自然増減,13.008130081300814,122.99999999999999,16.0
出仲間９丁目,2004,12.949640287769784,自然増減,12.949640287769784,139.0,18.0
南熊本２丁目,2009,12.925170068027212,自然増減,12.925170068027212,147.0,19.0
横紺屋町,2017,12.903225806451612,自然増減,12.903225806451612,62.0,8.0
春日２丁目,2015,12.873563218390805,自然増減,12.873563218390805,435.0,56.0
佐土原２丁目,2016,12.849162011173185,自然増減,12.849162011173185,358.0,46.0
九品寺６丁目,2009,12.840043525571273,自然増減,12.840043525571273,919.0,118.0
出仲間４丁目,2002,12.827225130890053,自然増減,12.827225130890053,764.0,98.0
八景水谷３丁目,2002,12.769010043041607,自然増減,12.769010043041607,1394.0,178.0
大江２丁目,2020,12.758620689655173,自然増減,12.758620689655173,1450.0,185.0
佐土原３丁目,2023,12.738853503184714,自然増減,12.738853503184714,785.0,100.0
出仲間９丁目,2010,12.719298245614036,自然増減,12.719298245614036,228.0,29.0
栄町,2006,12.698412698412698,自然増減,12.698412698412698,567.0,72.0
出仲間３丁目,2004,12.685337726523887,自然増減,12.685337726523887,607.0,77.0
上京塚町,2016,12.676056338028168,自然増減,12.676056338028168,71.0,9.0
長嶺南３丁目,2008,12.665489849955868,激増,12.665489849955868,2266.0,287.0
春日７丁目,2000,12.648809523809524,自然増減,12.648809523809524,1344.0,170.0
御領４丁目,2015,12.639405204460965,自然増減,12.639405204460965,269.0,34.0
佐土原３丁目,2024,12.54237288135593,自然増減,12.54237288135593,885.0,111.0
月出２丁目,2001,12.529002320185615,激増,12.529002320185615,1724.0,216.0
本山１丁目,2020,12.524850894632205,自然増減,12.524850894632205,503.00000000000006,63.0
大江３丁目,2017,12.522907758094073,激増,12.522907758094073,1637.0000000000002,205.0
細工町２丁目,2024,12.5,自然増減,12.5,56.0,7.0
桜木６丁目,2007,12.5,自然増減,12.5,40.0,5.0
流通団地２丁目,2003,12.5,自然増減,12.5,8.0,1.0
神水２丁目,1999,12.454212454212454,自然増減,12.454212454212454,546.0,68.0
新大江２丁目,1999,12.429378531073446,自然増減,12.429378531073446,1416.0,176.0
飛田３丁目,1999,12.411347517730496,自然増減,12.411347517730496,282.0,35.0
佐土原３丁目,2019,12.406015037593985,自然増減,12.406015037593985,532.0,66.0
馬渡１丁目,1999,12.359550561797752,自然増減,12.359550561797752,178.0,22.0
長嶺西３丁目,2013,12.345679012345679,自然増減,12.345679012345679,243.0,30.0
上熊本２丁目,2018,12.332990750256938,自然増減,12.332990750256938,973.0,120.0
水道町,2002,12.32876712328767,自然増減,12.32876712328767,365.0,45.0
上熊本２丁目,2010,12.324492979719189,自然増減,12.324492979719189,641.0,79.0
近見９丁目,2013,12.307692307692308,自然増減,12.307692307692308,65.0,8.0
桜木３丁目,2000,12.307692307692308,自然増減,12.307692307692308,780.0,96.0
渡鹿９丁目,2015,12.280701754385964,自然増減,12.280701754385964,114.0,14.0
御幸笛田町,2019,12.280701754385964,自然増減,12.280701754385964,57.0,7.0
長嶺南３丁目,2006,12.278928751894897,激増,12.278928751894897,1979.0,243.0
御領６丁目,2008,12.269938650306749,自然増減,12.269938650306749,326.0,40.0
飛田３丁目,2017,12.244897959183673,自然増減,12.244897959183673,343.0,42.0
出仲間４丁目,2004,12.240663900414937,自然増減,12.240663900414937,964.0,118.0
長嶺西３丁目,2003,12.23404255319149,自然増減,12.23404255319149,188.0,23.0
帯山２丁目,2001,12.22301644031451,自然増減,12.22301644031451,1399.0,171.0
紺屋町２丁目,2012,12.195121951219512,自然増減,12.195121951219512,41.0,5.0
中江町,2001,12.195121951219512,自然増減,12.195121951219512,41.0,5.0
練兵町,1999,12.18274111675127,自然増減,12.18274111675127,591.0,72.0
出町,2010,12.141280353200882,自然増減,12.141280353200882,906.0,110.0
南熊本３丁目,2018,12.109375,自然増減,12.109375,256.0,31.0
春日３丁目,2024,12.106299212598424,自然増減,12.106299212598424,1016.0000000000001,123.0
春日６丁目,2011,12.101910828025478,自然増減,12.101910828025478,314.0,38.0
南熊本４丁目,2010,12.033195020746888,自然増減,12.033195020746888,241.0,29.0
薄場町,2023,12.0,自然増減,12.0,50.0,6.0
近見７丁目,2013,11.992263056092844,自然増減,11.992263056092844,517.0,62.0
健軍５丁目,2010,11.976047904191617,自然増減,11.976047904191617,167.0,20.0
楠６丁目,2009,11.958762886597938,自然増減,11.958762886597938,485.0,58.0
御領４丁目,2000,11.956521739130435,自然増減,11.956521739130435,276.0,33.0
新大江１丁目,2003,11.851851851851853,自然増減,11.851851851851853,1485.0,176.0
出仲間４丁目,2003,11.832946635730858,自然増減,11.832946635730858,862.0,102.0
細工町１丁目,2009,11.76470588235294,自然増減,11.76470588235294,102.00000000000001,12.0
板屋町,1999,11.76470588235294,自然増減,11.76470588235294,34.00000000000001,4.0
横紺屋町,2020,11.76470588235294,自然増減,11.76470588235294,68.00000000000001,8.0
紺屋町１丁目,2012,11.76470588235294,自然増減,11.76470588235294,85.00000000000001,10.0
神水本町,2018,11.747516072472239,激増,11.747516072472239,1711.0,201.0
平田２丁目,2008,11.73913043478261,自然増減,11.73913043478261,460.0,54.0
月出１丁目,2007,11.737523105360443,自然増減,11.737523105360443,1082.0,127.0
春日５丁目,2023,11.732851985559567,自然増減,11.732851985559567,554.0,65.0
武蔵ケ丘９丁目,2008,11.670020120724347,自然増減,11.670020120724347,496.99999999999994,58.0
魚屋町１丁目,2024,11.666666666666666,自然増減,11.666666666666666,60.00000000000001,7.0
下通２丁目,2015,11.66077738515901,自然増減,11.66077738515901,283.0,33.0
辛島町,2016,11.659192825112108,自然増減,11.659192825112108,892.0,104.0
新町２丁目,2017,11.639549436795996,自然増減,11.639549436795996,799.0,93.0
練兵町,2008,11.635220125786164,自然増減,11.635220125786164,636.0,74.0
野中３丁目,2002,11.570247933884298,自然増減,11.570247933884298,242.0,28.0
春日１丁目,2001,11.553784860557768,自然増減,11.553784860557768,753.0000000000001,87.0
魚屋町２丁目,2022,11.538461538461538,自然増減,11.538461538461538,26.0,3.0
下南部１丁目,2010,11.526479750778815,自然増減,11.526479750778815,321.00000000000006,37.0
魚屋町１丁目,2021,11.475409836065573,自然増減,11.475409836065573,61.00000000000001,7.0
飛田町,2024,11.428571428571429,自然増減,11.428571428571429,35.0,4.0
川端町,2011,11.428571428571429,自然増減,11.428571428571429,35.0,4.0
飛田町,2007,11.428571428571429,自然増減,11.428571428571429,35.0,4.0
海路口町,2007,11.39240506329114,自然増減,11.39240506329114,237.0,27.0
黒髪７丁目,2023,11.370716510903426,自然増減,11.370716510903426,642.0,73.0
南坪井町,2018,11.324376199616124,自然増減,11.324376199616124,521.0,59.0
通町,2001,11.320754716981133,自然増減,11.320754716981133,52.99999999999999,6.0
細工町５丁目,2005,11.320754716981133,自然増減,11.320754716981133,52.99999999999999,6.0
呉服町３丁目,2013,11.297071129707113,自然増減,11.297071129707113,239.0,27.0
小島下町,2000,11.29032258064516,自然増減,11.29032258064516,124.00000000000001,14.0
中江町,2018,11.29032258064516,自然増減,11.29032258064516,62.00000000000001,7.0
南千反畑町,2005,11.267605633802818,自然増減,11.267605633802818,709.9999999999999,80.0
上京塚町,2019,11.25,自然増減,11.25,80.0,9.0
保田窪１丁目,2012,11.226993865030675,自然増減,11.226993865030675,1630.0,183.0
南熊本５丁目,2005,11.22244488977956,自然増減,11.22244488977956,499.0,56.0
田迎５丁目,2000,11.185682326621924,自然増減,11.185682326621924,447.0,50.0
出仲間８丁目,2004,11.176470588235295,自然増減,11.176470588235295,510.0,57.0
楠１丁目,2024,11.170212765957446,自然増減,11.170212765957446,1128.0,126.0
草葉町,2010,11.157894736842106,自然増減,11.157894736842106,475.0,53.0
上熊本２丁目,2025,11.143131604226705,自然増減,11.143131604226705,1041.0,116.0
春日３丁目,2022,11.140235910878113,自然増減,11.140235910878113,763.0,85.0
慶徳堀町,2011,11.11111111111111,自然増減,11.11111111111111,18.0,2.0
古大工町,2007,11.11111111111111,自然増減,11.11111111111111,45.0,5.0
花畑町,2018,11.11111111111111,自然増減,11.11111111111111,36.0,4.0
古大工町,2003,11.11111111111111,自然増減,11.11111111111111,45.0,5.0
上熊本２丁目,2017,11.073059360730593,自然増減,11.073059360730593,876.0,97.0
井川淵町,2019,11.03448275862069,自然増減,11.03448275862069,144.99999999999997,16.0
小糸山町,2018,10.99476439790576,自然増減,10.99476439790576,382.0,42.0
本山町,1999,10.95890410958904,自然増減,10.95890410958904,1387.0,152.0
通町,2024,10.95890410958904,自然増減,10.95890410958904,73.0,8.0
出水２丁目,1999,10.943396226415095,自然増減,10.943396226415095,530.0,58.0
小沢町,2018,10.9375,自然増減,10.9375,512.0,56.0
細工町２丁目,2022,10.909090909090908,自然増減,10.909090909090908,55.0,6.0
山室１丁目,2006,10.881801125703564,自然増減,10.881801125703564,533.0,58.0
小糸山町,2024,10.856269113149846,自然増減,10.856269113149846,654.0,71.0
飛田４丁目,2003,10.848126232741617,自然増減,10.848126232741617,507.0,55.0
画図町大字重富,2008,10.845481049562682,自然増減,10.845481049562682,1714.9999999999998,186.0
小峯４丁目,2023,10.825688073394495,自然増減,10.825688073394495,545.0,59.0
紺屋町３丁目,2024,10.81081081081081,自然増減,10.81081081081081,111.00000000000001,12.0
飛田町,2011,10.81081081081081,自然増減,10.81081081081081,37.0,4.0
明徳町,2006,10.81081081081081,自然増減,10.81081081081081,555.0,60.0
桜木６丁目,2014,10.81081081081081,自然増減,10.81081081081081,37.0,4.0
野田１丁目,2009,10.775862068965516,自然増減,10.775862068965516,232.00000000000003,25.0
魚屋町３丁目,2001,10.76923076923077,自然増減,10.76923076923077,65.0,7.0
大江４丁目,2004,10.75268817204301,自然増減,10.75268817204301,1488.0000000000002,160.0
船場町３丁目,2013,10.69767441860465,自然増減,10.69767441860465,215.0,23.0
新南部４丁目,2007,10.655737704918032,自然増減,10.655737704918032,366.0,39.0
出水２丁目,2005,10.638297872340425,自然増減,10.638297872340425,564.0,60.0
二の丸,2000,10.638297872340425,自然増減,10.638297872340425,47.0,5.0
近見町,2021,10.606060606060606,自然増減,10.606060606060606,66.0,7.0
万町１丁目,2021,10.606060606060606,自然増減,10.606060606060606,132.0,14.0
中江町,2006,10.606060606060606,自然増減,10.606060606060606,66.0,7.0
内坪井町,2011,10.579710144927535,自然増減,10.579710144927535,690.0,73.0
春日７丁目,2001,10.568031704095112,自然増減,10.568031704095112,1514.0,160.0
大江４丁目,2003,10.549777117384844,自然増減,10.549777117384844,1346.0,142.0
平成３丁目,2007,10.538116591928251,自然増減,10.538116591928251,446.0,47.0
清水町大字室園,2018,10.526315789473683,自然増減,10.526315789473683,19.0,2.0
山ノ内３丁目,2021,10.513447432762836,自然増減,10.513447432762836,409.0,43.0
上鍛冶屋町,2019,10.497237569060774,自然増減,10.497237569060774,180.99999999999997,19.0
近見町,2006,10.465116279069768,自然増減,10.465116279069768,86.0,9.0
九品寺４丁目,2013,10.465116279069768,自然増減,10.465116279069768,688.0,72.0
細工町２丁目,2013,10.44776119402985,自然増減,10.44776119402985,67.0,7.0
花立４丁目,2006,10.42654028436019,自然増減,10.42654028436019,633.0,66.0
神水２丁目,2000,10.423452768729643,自然増減,10.423452768729643,614.0,64.0
田迎５丁目,2005,10.420841683366733,自然増減,10.420841683366733,499.00000000000006,52.0
細工町２丁目,2008,10.416666666666668,自然増減,10.416666666666668,47.99999999999999,5.0
本荘１丁目,2003,10.416666666666668,自然増減,10.416666666666668,47.99999999999999,5.0
呉服町１丁目,2019,10.38961038961039,自然増減,10.38961038961039,77.0,8.0
本荘３丁目,2010,10.37567084078712,自然増減,10.37567084078712,559.0,58.0
南熊本４丁目,2025,10.362694300518134,自然増減,10.362694300518134,386.0,40.0
上林町,2012,10.344827586206897,自然増減,10.344827586206897,261.0,27.0
小沢町,2017,10.344827586206897,自然増減,10.344827586206897,464.0,48.0
万町２丁目,2022,10.344827586206897,自然増減,10.344827586206897,29.0,3.0
画図町大字下無田,2019,10.32258064516129,自然増減,10.32258064516129,930.0,96.0
元三町１丁目,2018,10.317460317460316,自然増減,10.317460317460316,126.0,13.0
水前寺公園,2010,10.278372591006423,激増,10.278372591006423,2335.0,240.0
新南部２丁目,2022,10.267229254571026,自然増減,10.267229254571026,711.0000000000001,73.0
古城町,2019,10.256410256410255,自然増減,10.256410256410255,39.0,4.0
飛田町,2001,10.256410256410255,自然増減,10.256410256410255,39.0,4.0
紺屋今町,2024,10.126582278481013,自然増減,10.126582278481013,78.99999999999999,8.0
城東町,2006,10.1010101010101,自然増減,10.1010101010101,297.0,30.0
秋津３丁目,2004,10.032894736842106,自然増減,10.032894736842106,608.0,61.0
東町２丁目,2005,10.022271714922049,自然増減,10.022271714922049,449.0,45.0
長嶺西１丁目,2013,10.013908205841446,自然増減,10.013908205841446,1438.0,144.0
近見５丁目,2017,10.0,自然増減,10.0,20.0,2.0
紺屋阿弥陀寺町,2011,10.0,自然増減,10.0,20.0,2.0
佐土原２丁目,2005,10.0,自然増減,10.0,270.0,27.0
横紺屋町,2014,10.0,自然増減,10.0,50.0,5.0
小峯２丁目,2019,9.990749306197964,自然増減,9.990749306197964,1081.0,108.0
月出７丁目,1999,9.967845659163988,自然増減,9.967845659163988,622.0,62.0
飛田２丁目,2000,9.948979591836734,自然増減,9.948979591836734,392.00000000000006,39.0
九品寺６丁目,2023,9.946524064171124,自然増減,9.946524064171124,934.9999999999999,93.0
小峯４丁目,2025,9.936908517350158,自然増減,9.936908517350158,634.0,63.0
船場町２丁目,2024,9.929078014184398,自然増減,9.929078014184398,141.0,14.0
上水前寺１丁目,2016,9.920634920634921,自然増減,9.920634920634921,503.99999999999994,50.0
龍田町弓削,2009,9.79020979020979,自然増減,9.79020979020979,286.0,28.0
蓮台寺５丁目,2011,9.79020979020979,自然増減,9.79020979020979,143.0,14.0
飛田２丁目,2003,9.73630831643002,自然増減,9.73630831643002,493.00000000000006,48.0
