人口統計表,Column_1,Column_2,Column_3
会富町,,,
総数,640,313,327
秋津１丁目,,,
総数,586,272,314
秋津２丁目,,,
総数,876,407,469
秋津３丁目,,,
総数,613,303,310
秋津新町,,,
総数,145,66,79
秋津町秋田,【秘匿】秋津町沼山津を含みます,,
総数,"2,671","1,244","1,427"
秋津町沼山津,【秘匿】秋津町秋田を含みます,,
総数,χ,χ,χ
荒尾町,【秘匿】白藤１丁目を含みます,,
総数,χ,χ,χ
改寄町,,,
総数,"1,299",619,680
安政町,,,
総数,117,51,66
井川淵町,,,
総数,151,72,79
池亀町,,,
総数,818,441,377
池田１丁目,,,
総数,"2,648","1,215","1,433"
池田２丁目,,,
総数,"2,566","1,241","1,325"
池田３丁目,,,
総数,"2,916","1,397","1,519"
池田４丁目,,,
総数,684,426,258
池上町,,,
総数,"2,608","1,205","1,403"
石原町,,,
総数,"1,037",499,538
出水１丁目,,,
総数,"1,296",579,717
出水２丁目,,,
総数,556,255,301
出水３丁目,,,
総数,"1,341",617,724
出水４丁目,,,
総数,"1,590",764,826
出水５丁目,,,
総数,"2,073",979,"1,094"
出水６丁目,,,
総数,"3,675","1,781","1,894"
出水７丁目,,,
総数,"2,612","1,230","1,382"
出水８丁目,,,
総数,"1,945",892,"1,053"
和泉町,,,
総数,385,184,201
板屋町,,,
総数,35,14,21
出仲間１丁目,,,
総数,728,350,378
出仲間２丁目,,,
総数,467,206,261
出仲間３丁目,,,
総数,456,218,238
出仲間４丁目,,,
総数,862,408,454
出仲間５丁目,,,
総数,522,250,272
出仲間６丁目,,,
総数,968,472,496
出仲間７丁目,,,
総数,"1,114",513,601
出仲間８丁目,,,
総数,345,175,170
出仲間９丁目,,,
総数,143,68,75
今町,,,
総数,308,145,163
魚屋町１丁目,,,
総数,23,4,19
魚屋町２丁目,,,
総数,27,11,16
魚屋町３丁目,,,
総数,67,28,39
海路口町,,,
総数,"2,157","1,038","1,119"
薄場町,,,
総数,32,18,14
打越町,,,
総数,"1,919",926,993
内田町,,,
総数,"1,333",659,674
内坪井町,,,
総数,713,291,422
江越１丁目,,,
総数,601,291,310
江越２丁目,,,
総数,269,130,139
画図町大字上無田,,,
総数,767,369,398
画図町大字重富,,,
総数,"1,413",704,709
画図町大字下江津,,,
総数,"2,667","1,241","1,426"
画図町大字下無田,,,
総数,"1,028",480,548
画図町大字所島,,,
総数,654,319,335
江津１丁目,,,
総数,"1,798",820,978
江津２丁目,,,
総数,"2,521","1,126","1,395"
榎町,,,
総数,"2,044",950,"1,094"
大江１丁目,,,
総数,"2,082",985,"1,097"
大江２丁目,,,
総数,"1,697",859,838
大江３丁目,,,
総数,"1,184",594,590
大江４丁目,,,
総数,"1,346",573,773
大江５丁目,,,
総数,732,313,419
大江６丁目,,,
総数,"1,078",456,622
大江本町,,,
総数,569,241,328
総数,χ,χ,χ
大窪１丁目,,,
総数,239,120,119
大窪２丁目,,,
総数,259,128,131
大窪３丁目,,,
総数,301,138,163
大窪４丁目,,,
総数,287,146,141
大窪５丁目,,,
総数,"1,002",500,502
大鳥居町,,,
総数,228,118,110
岡田町,,,
総数,561,257,304
沖新町,,,
総数,"2,164","1,030","1,134"
奥古閑町,,,
総数,"1,744",813,931
小島上町,,,
総数,864,411,453
小島下町,,,
総数,"2,649","1,265","1,384"
総数,138,60,78
尾ノ上１丁目,,,
総数,"2,134","1,034","1,100"
尾ノ上２丁目,,,
