人口統計表,Column_1,Column_2,Column_3
会富町,,,
総数,683,326,357
秋津１丁目,,,
総数,780,371,409
秋津２丁目,,,
総数,"1,043",493,550
秋津３丁目,,,
総数,771,377,394
秋津新町,,,
総数,91,43,48
秋津町秋田,,,
総数,"2,343","1,061","1,282"
秋津町沼山津,,,
総数,0,0,0
総数,158,80,78
総数,838,401,437
総数,"1,084",518,566
総数,"1,603",759,844
総数,"1,155",542,613
総数,401,190,211
総数,0,0,0
総数,64,30,34
荒尾町,【秘匿】薄場１丁目に含めています,,
総数,χ,χ,χ
改寄町,,,
総数,"1,336",620,716
安政町,,,
総数,101,41,60
井川淵町,,,
総数,140,57,83
池亀町,,,
総数,711,365,346
池田１丁目,,,
総数,"2,696","1,259","1,437"
池田２丁目,,,
総数,"2,656","1,261","1,395"
池田３丁目,,,
総数,"1,906",860,"1,046"
池田３丁目,,,
総数,655,350,305
池田４丁目,,,
総数,543,306,237
池上町,,,
総数,"2,169","1,018","1,151"
総数,571,274,297
総数,269,126,143
総数,247,119,128
石原町,【秘匿】上南部２丁目に含めています,,
総数,χ,χ,χ
出水１丁目,,,
総数,"1,223",525,698
出水２丁目,,,
総数,587,265,322
出水３丁目,,,
総数,"1,245",548,697
出水４丁目,,,
総数,"1,409",672,737
出水４丁目,,,
総数,114,54,60
出水５丁目,,,
総数,"2,030",928,"1,102"
出水６丁目,,,
総数,"3,569","1,684","1,885"
出水７丁目,,,
総数,"2,408","1,110","1,298"
出水８丁目,,,
総数,"1,813",848,965
和泉町,,,
総数,344,172,172
板屋町,,,
総数,21,9,12
出仲間１丁目,,,
総数,730,343,387
出仲間２丁目,,,
総数,460,202,258
出仲間３丁目,,,
総数,784,388,396
出仲間４丁目,,,
総数,"1,215",583,632
出仲間５丁目,,,
総数,704,346,358
出仲間６丁目,,,
総数,"1,032",493,539
出仲間７丁目,,,
総数,"1,123",511,612
出仲間８丁目,,,
総数,603,292,311
出仲間９丁目,,,
総数,337,142,195
今町,,,
総数,307,145,162
総数,819,377,442
総数,309,148,161
総数,163,77,86
総数,355,159,196
総数,499,241,258
総数,"2,466","1,187","1,279"
総数,612,285,327
総数,330,148,182
総数,134,67,67
総数,455,222,233
総数,306,151,155
総数,262,133,129
総数,492,237,255
総数,709,353,356
総数,893,445,448
総数,851,390,461
総数,815,409,406
総数,589,285,304
総数,283,142,141
総数,238,111,127
総数,527,252,275
総数,207,92,115
総数,"2,135",977,"1,158"
総数,630,273,357
総数,"2,941","1,429","1,512"
総数,780,371,409
総数,709,333,376
総数,333,160,173
総数,788,381,407
総数,514,246,268
総数,92,46,46
総数,"1,969",965,"1,004"
総数,350,165,185
総数,500,233,267
総数,339,165,174
総数,"1,951",915,"1,036"
総数,211,101,110
総数,288,140,148
総数,"1,045",514,531
総数,159,78,81
総数,599,279,320
総数,549,255,294
総数,887,396,491
魚屋町１丁目,,,
総数,13,4,9
魚屋町２丁目,,,
総数,17,7,10
魚屋町３丁目,,,
総数,61,31,30
総数,684,320,364
総数,267,123,144
総数,5,4,1
海路口町,,,
総数,"1,796",853,943
総数,943,433,510
総数,636,282,354
総数,291,139,152
薄場町,,,
総数,44,20,24
打越町,,,
総数,"1,729",819,910
内田町,,,
総数,"1,218",602,616
内坪井町,,,
総数,766,335,431
江越１丁目,,,
総数,785,382,403
江越２丁目,,,
総数,349,171,178
総数,556,273,283
総数,283,130,153
画図町大字上無田,【秘匿】江津２丁目（東区）に含めています,,
総数,χ,χ,χ
画図町大字重富,,,
総数,"2,304","1,064","1,240"
画図町大字下江津,,,
総数,11,3,8
画図町大字下無田,,,
総数,887,413,474
画図町大字所島,,,
