人口統計表,Column_1,Column_2,Column_3
会富町,,,
総数,651,311,340
秋津１丁目,,,
総数,700,323,377
秋津２丁目,,,
総数,899,419,480
秋津３丁目,,,
総数,669,331,338
秋津新町,,,
総数,137,58,79
秋津町秋田,【秘匿】秋津町沼山津を含みます,,
総数,"2,627","1,225","1,402"
秋津町沼山津,【秘匿】秋津町秋田を含みます,,
総数,χ,χ,χ
荒尾町,【秘匿】白藤１丁目を含みます,,
総数,χ,χ,χ
改寄町,,,
総数,"1,330",642,688
安政町,,,
総数,106,49,57
井川淵町,,,
総数,148,67,81
池亀町,,,
総数,775,412,363
池田１丁目,,,
総数,"2,713","1,242","1,471"
池田２丁目,,,
総数,"2,574","1,213","1,361"
池田３丁目,,,
総数,"2,875","1,378","1,497"
池田４丁目,,,
総数,686,407,279
池上町,,,
総数,"2,586","1,201","1,385"
石原町,,,
総数,8,6,2
出水１丁目,,,
総数,"1,309",592,717
出水２丁目,,,
総数,564,246,318
出水３丁目,,,
総数,"1,327",610,717
出水４丁目,,,
総数,"1,557",752,805
出水５丁目,,,
総数,"2,046",979,"1,067"
出水６丁目,,,
総数,"3,685","1,769","1,916"
出水７丁目,,,
総数,"2,622","1,217","1,405"
出水８丁目,,,
総数,"1,928",881,"1,047"
和泉町,,,
総数,376,182,194
板屋町,,,
総数,31,14,17
出仲間１丁目,,,
総数,736,362,374
出仲間２丁目,,,
総数,472,213,259
出仲間３丁目,,,
総数,684,335,349
出仲間４丁目,,,
総数,"1,082",523,559
出仲間５丁目,,,
総数,485,225,260
出仲間６丁目,,,
総数,"1,005",501,504
出仲間７丁目,,,
総数,"1,070",480,590
出仲間８丁目,,,
総数,567,280,287
出仲間９丁目,,,
総数,157,75,82
今町,,,
総数,305,139,166
魚屋町１丁目,,,
総数,15,3,12
魚屋町２丁目,,,
総数,25,10,15
魚屋町３丁目,,,
総数,63,32,31
海路口町,,,
総数,"2,121","1,016","1,105"
薄場町,,,
総数,30,16,14
打越町,,,
総数,"1,879",908,971
内田町,,,
総数,"1,327",664,663
内坪井町,,,
総数,708,297,411
江越１丁目,,,
総数,767,362,405
江越２丁目,,,
総数,286,138,148
画図町大字上無田,,,
総数,755,359,396
画図町大字重富,,,
総数,"1,393",693,700
画図町大字下江津,,,
総数,"2,747","1,275","1,472"
画図町大字下無田,,,
総数,"1,036",488,548
画図町大字所島,,,
総数,694,339,355
江津１丁目,,,
総数,"1,825",841,984
江津２丁目,,,
総数,"2,541","1,119","1,422"
榎町,,,
総数,"1,994",930,"1,064"
大江１丁目,,,
総数,"2,024",961,"1,063"
大江２丁目,,,
総数,"1,342",644,698
大江３丁目,,,
総数,"1,183",587,596
大江４丁目,,,
総数,"1,648",712,936
大江５丁目,,,
総数,707,306,401
大江６丁目,,,
総数,"1,066",452,614
大江本町,,,
総数,539,228,311
総数,χ,χ,χ
大窪１丁目,,,
総数,253,125,128
大窪２丁目,,,
総数,265,136,129
大窪３丁目,,,
総数,312,151,161
大窪４丁目,,,
総数,282,145,137
大窪５丁目,,,
総数,969,460,509
大鳥居町,,,
総数,240,124,116
岡田町,,,
総数,536,244,292
沖新町,,,
総数,"2,148","1,029","1,119"
奥古閑町,,,
総数,"1,736",810,926
小島上町,,,
総数,828,395,433
小島下町,,,
総数,"2,655","1,289","1,366"
総数,137,61,76
尾ノ上１丁目,,,
総数,"2,034",958,"1,076"
尾ノ上２丁目,,,
総数,"1,855",933,922
尾ノ上３丁目,,,
