人口統計表,Column_1,Column_2,Column_3
会富町,,,
総数,846,409,437
秋津１丁目,,,
総数,744,373,371
秋津２丁目,,,
総数,"1,048",488,560
秋津３丁目,,,
総数,852,392,460
秋津新町,,,
総数,326,138,188
秋津町秋田,,,
総数,"1,966",888,"1,078"
秋津町沼山津,,,
総数,0,0,0
総数,122,51,71
総数,896,421,475
総数,"1,012",482,530
総数,"1,514",705,809
総数,"1,177",546,631
総数,472,213,259
総数,10,5,5
総数,99,44,55
荒尾町,,,
総数,0,0,0
改寄町,,,
総数,"1,237",578,659
安政町,,,
総数,77,29,48
井川淵町,,,
総数,155,73,82
池亀町,,,
総数,773,388,385
池田１丁目,,,
総数,"2,530","1,218","1,312"
池田２丁目,,,
総数,"2,700","1,296","1,404"
池田３丁目,,,
総数,"1,746",801,945
池田３丁目,,,
総数,648,361,287
池田４丁目,,,
総数,540,318,222
池上町,,,
総数,"2,073",978,"1,095"
総数,483,230,253
総数,265,129,136
総数,199,101,98
石原町,【秘匿】上南部２丁目に含めています,,
総数,χ,χ,χ
出水１丁目,,,
総数,"1,127",481,646
出水２丁目,,,
総数,599,278,321
出水３丁目,,,
総数,"1,290",583,707
出水４丁目,,,
総数,"1,330",640,690
出水４丁目,,,
総数,98,44,54
出水５丁目,,,
総数,"1,849",874,975
出水６丁目,,,
総数,"3,319","1,584","1,735"
出水７丁目,,,
総数,"2,645","1,235","1,410"
出水８丁目,,,
総数,"1,978",928,"1,050"
和泉町,,,
総数,335,174,161
板屋町,,,
総数,10,6,4
出仲間１丁目,,,
総数,732,344,388
出仲間２丁目,,,
総数,516,225,291
出仲間３丁目,,,
総数,749,370,379
出仲間４丁目,,,
総数,"1,140",546,594
出仲間５丁目,,,
総数,702,341,361
出仲間６丁目,,,
総数,"1,103",524,579
出仲間７丁目,,,
総数,"1,091",495,596
出仲間８丁目,,,
総数,553,268,285
出仲間９丁目,,,
総数,324,156,168
今町,,,
総数,372,175,197
総数,762,368,394
総数,258,128,130
総数,134,65,69
総数,370,177,193
総数,459,228,231
総数,"2,462","1,212","1,250"
総数,732,341,391
総数,300,144,156
総数,117,57,60
総数,407,193,214
総数,283,131,152
総数,223,116,107
総数,450,218,232
総数,611,306,305
総数,851,414,437
総数,769,354,415
総数,714,354,360
総数,514,245,269
総数,245,117,128
総数,216,104,112
総数,502,255,247
総数,141,63,78
総数,"2,081",948,"1,133"
総数,538,246,292
総数,"2,751","1,319","1,432"
総数,677,319,358
総数,675,310,365
総数,281,139,142
総数,725,364,361
総数,558,258,300
総数,64,32,32
総数,"1,929",957,972
総数,318,146,172
総数,515,244,271
総数,305,149,156
総数,"1,997",953,"1,044"
総数,169,82,87
総数,238,118,120
総数,942,484,458
総数,166,72,94
総数,523,245,278
総数,495,228,267
総数,798,372,426
魚屋町１丁目,,,
総数,73,32,41
魚屋町２丁目,,,
総数,29,15,14
魚屋町３丁目,,,
総数,89,36,53
総数,692,312,380
総数,271,131,140
総数,χ,χ,χ
海路口町,,,
総数,"1,558",743,815
総数,"1,006",457,549
総数,758,344,414
総数,278,137,141
薄場町,,,
総数,50,25,25
打越町,,,
総数,"1,654",788,866
内田町,,,
総数,"1,183",573,610
内坪井町,,,
総数,663,305,358
江越１丁目,,,
総数,815,397,418
江越２丁目,,,
総数,386,189,197
総数,536,265,271
総数,285,137,148
画図町大字上無田,【秘匿】画図町大字重富に含めています,,
総数,χ,χ,χ
画図町大字重富,【秘匿】画図町大字上無田を含みます,,
総数,"2,519","1,179","1,340"
画図町大字下江津,,,
総数,15,6,9
画図町大字下無田,,,
総数,"1,280",612,668
画図町大字所島,,,
総数,868,417,451
江津１丁目,,,
総数,"1,241",570,671
江津２丁目,,,
総数,90,43,47
江津２丁目,,,
総数,"1,818",780,"1,038"
総数,404,179,225
総数,203,95,108
榎町,,,
総数,"2,047",983,"1,064"
大江１丁目,,,
総数,"2,177","1,097","1,080"
大江２丁目,,,
総数,"1,623",803,820
大江３丁目,,,
総数,"2,010",977,"1,033"
大江４丁目,,,
総数,"1,649",721,928
大江５丁目,,,
総数,792,340,452
大江６丁目,,,
総数,"1,721",773,948
大江本町,,,
総数,535,228,307
大窪１丁目,,,
総数,212,93,119
大窪２丁目,,,
総数,276,148,128
大窪３丁目,,,
総数,277,135,142
大窪４丁目,,,
総数,309,155,154
大窪５丁目,,,
総数,724,330,394
大鳥居町,,,
総数,198,103,95
岡田町,,,
総数,467,218,249
沖新町,,,
総数,"1,699",806,893
