人口統計表,Column_1,Column_2,Column_3
会富町,,,
総数,875,417,458
秋津１丁目,,,
総数,709,354,355
秋津２丁目,,,
総数,"1,066",490,576
秋津３丁目,,,
総数,862,402,460
秋津新町,,,
総数,334,145,189
秋津町秋田,,,
総数,"1,916",859,"1,057"
秋津町沼山津,,,
総数,0,0,0
総数,128,48,80
総数,909,422,487
総数,982,458,524
総数,"1,530",709,821
総数,"1,151",531,620
総数,488,222,266
総数,36,16,20
総数,99,44,55
荒尾町,,,
総数,0,0,0
改寄町,,,
総数,"1,191",556,635
安政町,,,
総数,74,27,47
井川淵町,,,
総数,195,83,112
池亀町,,,
総数,755,381,374
池田１丁目,,,
総数,"2,513","1,216","1,297"
池田２丁目,,,
総数,"2,597","1,253","1,344"
池田３丁目,,,
総数,"1,793",813,980
池田３丁目,,,
総数,652,356,296
池田４丁目,,,
総数,604,352,252
池上町,,,
総数,"2,043","1,003","1,040"
総数,471,223,248
総数,269,129,140
総数,200,99,101
石原町,【秘匿】上南部２丁目に含めています,,
総数,χ,χ,χ
出水１丁目,,,
総数,"1,113",465,648
出水２丁目,,,
総数,598,277,321
出水３丁目,,,
総数,"1,253",558,695
出水４丁目,,,
総数,"1,290",617,673
出水４丁目,,,
総数,90,43,47
出水５丁目,,,
総数,"1,786",858,928
出水６丁目,,,
総数,"3,231","1,535","1,696"
出水７丁目,,,
総数,"2,685","1,240","1,445"
出水８丁目,,,
総数,"1,959",914,"1,045"
和泉町,,,
総数,347,176,171
板屋町,,,
総数,14,7,7
出仲間１丁目,,,
総数,732,350,382
出仲間２丁目,,,
総数,536,237,299
出仲間３丁目,,,
総数,738,365,373
出仲間４丁目,,,
総数,"1,081",520,561
出仲間５丁目,,,
総数,669,327,342
出仲間６丁目,,,
総数,"1,071",501,570
出仲間７丁目,,,
総数,"1,064",476,588
出仲間８丁目,,,
総数,546,267,279
出仲間９丁目,,,
総数,341,174,167
今町,,,
総数,400,190,210
総数,726,357,369
総数,255,127,128
総数,121,60,61
総数,345,161,184
総数,461,221,240
総数,"2,630","1,276","1,354"
総数,706,329,377
総数,317,153,164
総数,131,64,67
総数,385,181,204
総数,256,117,139
総数,210,109,101
総数,425,208,217
総数,625,320,305
総数,802,390,412
総数,772,356,416
総数,681,335,346
総数,513,246,267
総数,229,108,121
総数,208,103,105
総数,489,243,246
総数,146,63,83
総数,"2,060",932,"1,128"
総数,520,241,279
総数,"2,781","1,326","1,455"
総数,656,303,353
総数,640,297,343
総数,262,127,135
