人口統計表,Column_1,Column_2,Column_3
会富町,,,
総数,693,329,364
秋津１丁目,,,
総数,776,372,404
秋津２丁目,,,
総数,"1,013",474,539
秋津３丁目,,,
総数,791,386,405
秋津新町,,,
総数,86,40,46
秋津町秋田,,,
総数,"2,264","1,025","1,239"
秋津町沼山津,,,
総数,0,0,0
総数,151,73,78
総数,811,385,426
総数,"1,097",525,572
総数,"1,560",735,825
総数,"1,139",538,601
総数,420,201,219
総数,0,0,0
総数,69,31,38
荒尾町,【秘匿】薄場１丁目に含めています,,
総数,χ,χ,χ
改寄町,,,
総数,"1,302",610,692
安政町,,,
総数,97,38,59
井川淵町,,,
総数,139,57,82
池亀町,,,
総数,710,362,348
池田１丁目,,,
総数,"2,651","1,251","1,400"
池田２丁目,,,
総数,"2,715","1,303","1,412"
池田３丁目（北区）,,,
総数,"1,880",848,"1,032"
池田３丁目（西区）,,,
総数,649,350,299
池田４丁目,,,
総数,548,306,242
池上町,,,
総数,"2,153",999,"1,154"
総数,570,272,298
総数,282,135,147
総数,244,113,131
石原町,【秘匿】上南部２丁目に含めています,,
総数,χ,χ,χ
出水１丁目,,,
総数,"1,220",525,695
出水２丁目,,,
総数,575,261,314
出水３丁目,,,
総数,"1,253",557,696
出水４丁目（中央区）,,,
総数,"1,424",674,750
出水４丁目（東区）,,,
総数,116,56,60
出水５丁目,,,
総数,"1,973",921,"1,052"
出水６丁目,,,
総数,"3,508","1,647","1,861"
出水７丁目,,,
総数,"2,428","1,125","1,303"
出水８丁目,,,
総数,"1,821",846,975
和泉町,,,
総数,337,171,166
板屋町,,,
総数,18,7,11
出仲間１丁目,,,
総数,754,361,393
出仲間２丁目,,,
総数,480,213,267
出仲間３丁目,,,
総数,746,362,384
出仲間４丁目,,,
総数,"1,191",567,624
出仲間５丁目,,,
総数,716,358,358
出仲間６丁目,,,
総数,"1,043",499,544
出仲間７丁目,,,
総数,"1,078",484,594
出仲間８丁目,,,
総数,584,285,299
出仲間９丁目,,,
総数,334,143,191
今町,,,
総数,304,141,163
総数,798,368,430
総数,303,143,160
総数,156,72,84
総数,366,168,198
総数,503,244,259
総数,"2,432","1,181","1,251"
総数,642,299,343
総数,326,145,181
総数,135,67,68
総数,441,211,230
総数,301,148,153
総数,259,132,127
総数,480,228,252
総数,676,341,335
総数,906,447,459
総数,855,398,457
総数,802,399,403
総数,591,288,303
総数,282,140,142
総数,233,111,122
総数,509,248,261
総数,196,86,110
総数,"2,143",987,"1,156"
総数,629,269,360
総数,"2,952","1,431","1,521"
総数,764,359,405
総数,701,328,373
総数,322,154,168
総数,790,379,411
総数,484,233,251
総数,92,49,43
総数,"2,005",972,"1,033"
総数,359,167,192
総数,516,244,272
総数,328,164,164
総数,"1,947",911,"1,036"
総数,204,97,107
総数,273,134,139
総数,"1,028",508,520
総数,153,74,79
総数,580,270,310
総数,542,251,291
総数,879,387,492
魚屋町１丁目,,,
総数,14,4,10
魚屋町２丁目,,,
総数,14,6,8
魚屋町３丁目,,,
総数,56,26,30
総数,670,309,361
総数,258,118,140
総数,χ,χ,χ
海路口町,,,
総数,"1,753",838,915
総数,934,428,506
総数,654,292,362
総数,281,137,144
薄場町,,,
総数,44,20,24
打越町,,,
総数,"1,734",820,914
内田町,,,
総数,"1,215",598,617
内坪井町,,,
総数,764,342,422
江越１丁目,,,
総数,801,386,415
江越２丁目,,,
総数,355,173,182
総数,565,278,287
総数,292,132,160
画図町大字上無田,【秘匿】江津２丁目（東区）に含めています,,
総数,χ,χ,χ
画図町大字重富,,,
総数,"2,422","1,130","1,292"
画図町大字下江津,【秘匿】江津２丁目（東区）に含めています,,
総数,χ,χ,χ
画図町大字下無田,,,
総数,917,425,492
画図町大字所島,,,
総数,852,399,453
江津１丁目,,,
総数,"1,342",606,736
江津２丁目（中央区）,,,
総数,96,40,56
江津２丁目（東区）,【秘匿】画図町大字上無田、画図町大字下江津を含みます,,
