人口統計表,Column_1,Column_2,Column_3
会富町,,,
総数,733,345,388
秋津１丁目,,,
総数,737,367,370
秋津２丁目,,,
総数,976,449,527
秋津３丁目,,,
総数,747,359,388
秋津新町,,,
総数,267,116,151
秋津町秋田,,,
総数,"2,068",933,"1,135"
秋津町沼山津,,,
総数,0,0,0
総数,123,50,73
総数,908,433,475
総数,"1,071",508,563
総数,"1,574",753,821
総数,"1,164",543,621
総数,444,210,234
総数,0,0,0
総数,90,40,50
荒尾町,【秘匿】薄場１丁目に含めています,,
総数,χ,χ,χ
改寄町,,,
総数,"1,268",591,677
安政町,,,
総数,83,33,50
井川淵町,,,
総数,161,65,96
池亀町,,,
総数,745,374,371
池田１丁目,,,
総数,"2,612","1,251","1,361"
池田２丁目,,,
総数,"2,767","1,336","1,431"
池田３丁目,,,
総数,"1,822",829,993
池田３丁目,,,
総数,645,367,278
池田４丁目,,,
総数,530,299,231
池上町,,,
総数,"2,115",977,"1,138"
総数,529,254,275
総数,281,133,148
総数,216,108,108
石原町,【秘匿】上南部２丁目に含めています,,
総数,χ,χ,χ
出水１丁目,,,
総数,"1,247",530,717
出水２丁目,,,
総数,583,261,322
出水３丁目,,,
総数,"1,272",577,695
出水４丁目,,,
総数,"1,356",640,716
出水４丁目,,,
総数,112,52,60
出水５丁目,,,
総数,"1,925",912,"1,013"
出水６丁目,,,
総数,"3,470","1,637","1,833"
出水７丁目,,,
総数,"2,552","1,188","1,364"
出水８丁目,,,
総数,"1,932",900,"1,032"
和泉町,,,
総数,352,180,172
板屋町,,,
総数,16,8,8
出仲間１丁目,,,
総数,747,355,392
出仲間２丁目,,,
総数,512,228,284
出仲間３丁目,,,
総数,819,391,428
出仲間４丁目,,,
総数,"1,188",565,623
出仲間５丁目,,,
総数,692,340,352
出仲間６丁目,,,
総数,"1,059",504,555
出仲間７丁目,,,
総数,"1,116",500,616
出仲間８丁目,,,
総数,571,287,284
出仲間９丁目,,,
総数,358,177,181
今町,,,
総数,346,162,184
総数,770,368,402
総数,277,135,142
総数,141,64,77
総数,384,173,211
総数,471,237,234
総数,"2,404","1,190","1,214"
総数,645,301,344
総数,304,140,164
総数,124,63,61
総数,429,203,226
総数,284,135,149
総数,241,121,120
総数,479,230,249
総数,630,315,315
総数,878,435,443
総数,823,378,445
総数,787,387,400
総数,546,259,287
総数,268,125,143
総数,223,103,120
総数,510,248,262
総数,178,77,101
総数,"2,133",989,"1,144"
総数,609,266,343
総数,"2,919","1,393","1,526"
総数,731,350,381
総数,687,315,372
総数,290,142,148
総数,721,355,366
総数,522,244,278
総数,78,42,36
総数,"2,042",992,"1,050"
総数,344,155,189
総数,487,229,258
総数,321,155,166
総数,"2,011",947,"1,064"
総数,189,87,102
総数,265,129,136
総数,988,501,487
総数,169,77,92
