人口統計表,Column_1,Column_2,Column_3
会富町,,,
総数,682,325,357
秋津１丁目,,,
総数,760,367,393
秋津２丁目,,,
総数,"1,044",491,553
秋津３丁目,,,
総数,768,371,397
秋津新町,,,
総数,90,43,47
秋津町秋田,,,
総数,"2,393","1,093","1,300"
秋津町沼山津,,,
総数,0,0,0
総数,158,79,79
総数,846,407,439
総数,"1,091",522,569
総数,"1,576",748,828
総数,"1,148",544,604
総数,400,188,212
総数,0,0,0
総数,64,29,35
荒尾町,【秘匿】白藤１丁目に含めています,,
総数,χ,χ,χ
改寄町,,,
総数,"1,342",633,709
安政町,,,
総数,102,42,60
井川淵町,,,
総数,148,61,87
池亀町,,,
総数,695,356,339
池田１丁目,,,
総数,"2,721","1,273","1,448"
池田２丁目,,,
総数,"2,697","1,278","1,419"
池田３丁目,,,
総数,"1,934",872,"1,062"
池田３丁目,,,
総数,657,352,305
池田４丁目,,,
総数,554,309,245
池上町,,,
総数,"2,193","1,027","1,166"
総数,569,269,300
総数,282,138,144
総数,244,113,131
石原町,【秘匿】上南部２丁目に含めています,,
総数,χ,χ,χ
出水１丁目,,,
総数,"1,206",524,682
出水２丁目,,,
総数,586,263,323
出水３丁目,,,
総数,"1,260",557,703
出水４丁目,,,
総数,"1,398",661,737
出水４丁目,,,
総数,107,49,58
出水５丁目,,,
総数,"2,009",923,"1,086"
出水６丁目,,,
総数,"3,538","1,685","1,853"
出水７丁目,,,
総数,"2,444","1,130","1,314"
出水８丁目,,,
総数,"1,834",860,974
和泉町,,,
総数,350,177,173
板屋町,,,
総数,23,10,13
出仲間１丁目,,,
総数,739,347,392
出仲間２丁目,,,
総数,473,209,264
出仲間３丁目,,,
総数,751,378,373
出仲間４丁目,,,
総数,"1,229",594,635
出仲間５丁目,,,
総数,726,357,369
出仲間６丁目,,,
総数,"1,029",494,535
出仲間７丁目,,,
総数,"1,114",509,605
出仲間８丁目,,,
総数,605,287,318
出仲間９丁目,,,
総数,327,145,182
今町,,,
総数,306,145,161
総数,831,387,444
総数,322,154,168
総数,165,76,89
総数,351,155,196
総数,501,243,258
総数,"2,449","1,189","1,260"
総数,592,275,317
総数,327,147,180
総数,134,67,67
総数,455,221,234
総数,316,159,157
総数,262,134,128
総数,487,237,250
総数,707,351,356
総数,900,442,458
総数,858,396,462
総数,873,436,437
総数,585,280,305
総数,292,147,145
総数,243,116,127
総数,543,262,281
総数,205,92,113
総数,"2,131",975,"1,156"
総数,636,276,360
総数,"2,917","1,425","1,492"
総数,781,375,406
総数,720,342,378
総数,348,168,180
総数,794,386,408
総数,496,232,264
総数,97,50,47
総数,"1,927",947,980
総数,364,172,192
総数,509,244,265
総数,351,172,179
総数,"1,977",920,"1,057"
総数,209,102,107
総数,311,154,157
総数,"1,070",530,540
総数,154,75,79
総数,605,282,323
総数,553,262,291
総数,914,414,500
魚屋町１丁目,,,
総数,16,5,11
魚屋町２丁目,,,
総数,17,7,10
魚屋町３丁目,,,
総数,60,29,31
総数,711,332,379
総数,271,127,144
総数,5,4,1
海路口町,,,
総数,"1,811",868,943
総数,933,425,508
総数,664,294,370
総数,284,139,145
薄場町,,,
総数,44,20,24
打越町,,,
総数,"1,756",840,916
内田町,,,
総数,"1,223",601,622
内坪井町,,,
総数,786,348,438
江越１丁目,,,
総数,827,402,425
江越２丁目,,,
総数,336,164,172
総数,519,260,259
総数,275,126,149
画図町大字上無田,【秘匿】江津２丁目（東区）に含めています,,
総数,χ,χ,χ
画図町大字重富,,,
総数,"2,302","1,073","1,229"
画図町大字下江津,,,
総数,16,5,11
画図町大字下無田,,,
総数,886,417,469
画図町大字所島,,,
総数,806,379,427
江津１丁目,,,
総数,"1,360",623,737
江津２丁目,,,
総数,94,41,53
江津２丁目,【秘匿】画図町大字上無田を含みます,,
総数,"2,086",889,"1,197"
総数,354,177,177
総数,213,103,110
榎町,,,
総数,"2,121","1,010","1,111"
大江１丁目,,,
総数,"2,250","1,077","1,173"
大江２丁目,,,
総数,"1,030",530,500
大江３丁目,,,
総数,"1,061",508,553
大江４丁目,,,
総数,"1,659",730,929
大江５丁目,,,
総数,891,388,503
大江６丁目,,,
総数,"1,824",811,"1,013"
大江本町,,,
総数,437,193,244
大窪１丁目,,,
総数,223,101,122
大窪２丁目,,,
総数,296,158,138
大窪３丁目,,,
総数,271,127,144
大窪４丁目,,,
総数,272,143,129
大窪５丁目,,,
総数,846,396,450
大鳥居町,,,
総数,224,113,111
岡田町,,,
総数,471,212,259
沖新町,,,
総数,"1,930",912,"1,018"
奥古閑町,,,
総数,"1,534",715,819
総数,8,5,3
総数,10,4,6
総数,466,213,253
総数,χ,χ,χ
総数,220,105,115
総数,223,115,108
総数,473,220,253
総数,264,124,140
