人口統計表,Column_1,Column_2,Column_3
会富町,,,
総数,672,318,354
秋津１丁目,,,
総数,756,364,392
秋津２丁目,,,
総数,"1,059",498,561
秋津３丁目,,,
総数,766,375,391
秋津新町,,,
総数,96,43,53
秋津町秋田,,,
総数,"2,427","1,099","1,328"
秋津町沼山津,,,
総数,0,0,0
総数,146,74,72
総数,806,386,420
総数,"1,075",520,555
総数,"1,585",755,830
総数,"1,141",541,600
総数,374,177,197
総数,0,0,0
総数,66,30,36
荒尾町,【秘匿】白藤１丁目に含めています,,
総数,χ,χ,χ
改寄町,,,
総数,"1,346",636,710
安政町,,,
総数,111,46,65
井川淵町,,,
総数,143,61,82
池亀町,,,
総数,681,349,332
池田１丁目,,,
総数,"2,754","1,283","1,471"
池田２丁目,,,
総数,"2,640","1,251","1,389"
池田３丁目（北区）,,,
総数,"1,915",863,"1,052"
池田３丁目（西区）,,,
総数,673,355,318
池田４丁目,,,
総数,582,319,263
池上町,,,
総数,"2,283","1,066","1,217"
総数,572,279,293
総数,290,137,153
総数,244,114,130
石原町,【秘匿】上南部３丁目に含めています,,
総数,χ,χ,χ
出水１丁目,,,
総数,"1,207",520,687
出水２丁目,,,
総数,600,275,325
出水３丁目,,,
総数,"1,292",566,726
出水４丁目（中央区）,,,
総数,"1,406",664,742
出水４丁目（東区）,,,
総数,109,49,60
出水５丁目,,,
総数,"1,911",876,"1,035"
出水６丁目,,,
総数,"3,608","1,717","1,891"
出水７丁目,,,
総数,"2,455","1,143","1,312"
出水８丁目,,,
総数,"1,811",848,963
和泉町,,,
総数,363,180,183
板屋町,,,
総数,25,10,15
出仲間１丁目,,,
総数,730,339,391
出仲間２丁目,,,
総数,469,209,260
出仲間３丁目,,,
総数,730,363,367
出仲間４丁目,,,
総数,"1,211",585,626
出仲間５丁目,,,
総数,719,354,365
出仲間６丁目,,,
総数,"1,036",500,536
出仲間７丁目,,,
総数,"1,095",488,607
出仲間８丁目,,,
総数,610,293,317
出仲間９丁目,,,
総数,215,98,117
今町,,,
総数,306,145,161
総数,825,385,440
総数,320,155,165
総数,163,76,87
総数,359,158,201
総数,511,239,272
総数,"2,492","1,203","1,289"
総数,603,279,324
総数,322,149,173
総数,138,68,70
総数,467,226,241
総数,317,159,158
総数,268,138,130
総数,461,226,235
総数,722,355,367
総数,919,453,466
総数,857,397,460
総数,884,437,447
総数,587,278,309
総数,295,149,146
総数,263,124,139
総数,545,260,285
総数,203,90,113
総数,"2,122",978,"1,144"
総数,658,291,367
総数,"2,958","1,437","1,521"
総数,785,376,409
総数,737,348,389
総数,345,164,181
総数,787,379,408
総数,501,229,272
総数,99,50,49
総数,"1,920",951,969
総数,365,172,193
総数,535,255,280
総数,354,177,177
総数,"1,945",900,"1,045"
総数,220,105,115
総数,322,161,161
総数,"1,119",555,564
総数,166,82,84
総数,604,280,324
総数,557,268,289
総数,934,418,516
魚屋町１丁目,,,
総数,16,5,11
魚屋町２丁目,,,
総数,15,6,9
魚屋町３丁目,,,
総数,52,29,23
総数,717,335,382
総数,283,134,149
総数,6,4,2
海路口町,,,
総数,"1,871",898,973
総数,937,433,504
総数,655,287,368
総数,271,135,136
薄場町,,,
総数,42,19,23
打越町,,,
総数,"1,767",851,916
内田町,,,
総数,"1,241",609,632
内坪井町,,,
総数,794,356,438
江越１丁目,,,
総数,812,390,422
江越２丁目,,,
総数,357,176,181
総数,516,260,256
総数,268,121,147
画図町大字上無田,【秘匿】江津２丁目（東区）に含めています,,
総数,χ,χ,χ
画図町大字重富,,,
総数,"2,226","1,033","1,193"
画図町大字下江津,,,
総数,12,4,8
画図町大字下無田,,,
総数,907,429,478
画図町大字所島,,,
総数,764,366,398
江津１丁目,,,
総数,"1,395",645,750
江津２丁目（中央区）,,,
総数,89,37,52
江津２丁目（東区）,【秘匿】画図町大字上無田を含みます,,
総数,"2,019",856,"1,163"
総数,357,175,182
総数,215,105,110
榎町,,,
総数,"2,142","1,004","1,138"
大江１丁目,,,
総数,"2,268","1,090","1,178"
大江２丁目,,,
総数,"1,021",537,484
大江３丁目,,,
総数,"1,080",514,566
大江４丁目,,,
総数,"1,696",744,952
大江５丁目,,,
総数,909,399,510
大江６丁目,,,
総数,"1,816",813,"1,003"
大江本町,,,
総数,464,205,259
大窪１丁目,,,
総数,227,103,124
大窪２丁目,,,
総数,294,152,142
大窪３丁目,,,
総数,263,123,140
大窪４丁目,,,
総数,272,144,128
大窪５丁目,,,
総数,850,398,452
大鳥居町,,,
総数,237,114,123
岡田町,,,
総数,471,207,264
沖新町,,,
総数,"1,938",927,"1,011"
奥古閑町,,,
総数,"1,549",724,825
総数,8,5,3
総数,11,4,7
総数,480,220,260
総数,χ,χ,χ
総数,220,102,118
総数,220,113,107
総数,493,231,262
総数,269,125,144
総数,812,392,420
小島上町,,,
総数,114,57,57
小島下町,,,
総数,700,345,355
尾ノ上１丁目,,,
総数,"1,981",916,"1,065"
尾ノ上２丁目,,,
総数,"1,748",844,904
尾ノ上３丁目,,,
総数,"1,289",598,691
尾ノ上４丁目,【秘匿】帯山４丁目（東区）を含みます,,
総数,"2,397","1,095","1,302"
帯山１丁目,,,
総数,"2,870","1,291","1,579"
帯山２丁目,,,
総数,"1,695",760,935
帯山３丁目,,,
総数,"2,758","1,276","1,482"
帯山４丁目（中央区）,,,
総数,"2,846","1,305","1,541"
帯山４丁目（東区）,【秘匿】尾ノ上４丁目に含めています,,
総数,χ,χ,χ
帯山５丁目,,,
総数,"2,543","1,196","1,347"
帯山６丁目,,,
総数,954,459,495
帯山７丁目,,,
総数,"2,424","1,161","1,263"
帯山８丁目,,,
総数,561,281,280
帯山９丁目,,,
総数,823,357,466
小峯１丁目,,,
総数,550,252,298
小峯２丁目,,,
総数,"1,009",465,544
小峯３丁目,,,
総数,901,423,478
小峯４丁目,,,
総数,564,278,286
総数,860,434,426
総数,"2,605","1,279","1,326"
総数,109,55,54
総数,153,72,81
総数,"1,761",838,923
総数,832,409,423
総数,80,37,43
小山町,,,
総数,444,182,262
鹿帰瀬町,,,
総数,334,167,167
梶尾町,,,
総数,"3,427","1,617","1,810"
鍛冶屋町,,,
総数,58,29,29
春日１丁目,,,
総数,"1,269",571,698
春日２丁目,,,
総数,201,97,104
春日３丁目,,,
総数,319,138,181
春日４丁目,,,
総数,"1,251",588,663
春日５丁目,,,
総数,504,252,252
春日６丁目,,,
総数,383,173,210
春日７丁目,,,
総数,"1,533",736,797
春日８丁目,,,
総数,721,334,387
鹿子木町,,,
総数,"1,407",628,779
釜尾町,,,
総数,211,95,116
上鍛冶屋町,,,
総数,177,64,113
上京塚町,,,
総数,70,35,35
上熊本１丁目,,,
総数,"1,339",613,726
上熊本２丁目,,,
総数,764,359,405
上熊本３丁目,,,
総数,"1,705",774,931
上水前寺１丁目,,,
総数,468,219,249
上水前寺２丁目,,,
総数,734,324,410
総数,851,407,444
総数,39,21,18
総数,"1,455",684,771
総数,28,18,10
総数,90,47,43
総数,89,47,42
総数,766,376,390
総数,"1,534",721,813
総数,254,120,134
総数,182,89,93
総数,817,360,457
総数,839,389,450
上通町,,,
総数,383,160,223
総数,463,205,258
総数,"1,679",803,876
総数,"1,905",929,976
総数,211,102,109
上南部町,【秘匿】上南部３丁目に含めています,,
総数,χ,χ,χ
総数,737,337,400
総数,796,375,421
上林町,,,
総数,296,127,169
辛島町,,,
総数,494,212,282
総数,265,126,139
総数,387,182,205
総数,802,375,427
川口町,,,
総数,"2,142","1,031","1,111"
川尻１丁目,,,
総数,372,175,197
川尻２丁目,,,
総数,230,109,121
川尻３丁目,,,
総数,634,297,337
川尻４丁目,,,
総数,649,299,350
川尻５丁目,,,
総数,314,138,176
川尻６丁目,,,
総数,475,222,253
河内町大多尾,,,
総数,359,170,189
河内町面木,,,
総数,67,28,39
河内町河内,,,
総数,"1,545",728,817
河内町白浜,,,
総数,881,416,465
河内町岳,,,
総数,780,371,409
河内町東門寺,,,
総数,148,76,72
河内町野出,,,
総数,706,343,363
河内町船津,,,
総数,"1,971",949,"1,022"
川端町,,,
総数,43,21,22
河原町,,,
総数,169,79,90
北迫町,,,
