人口統計表,Column_1,Column_2,Column_3
会富町,,,
総数,620,296,324
秋津１丁目,,,
総数,795,380,415
秋津２丁目,,,
総数,"1,003",478,525
秋津３丁目,,,
総数,719,342,377
秋津新町,,,
総数,108,47,61
秋津町秋田,,,
総数,"2,498","1,140","1,358"
秋津町沼山津,,,
総数,0,0,0
総数,130,69,61
総数,764,380,384
総数,"1,102",533,569
総数,"1,601",764,837
総数,"1,166",544,622
総数,328,148,180
総数,0,0,0
総数,51,22,29
荒尾町,【秘匿】白藤１丁目を含みます,,
総数,χ,χ,χ
改寄町,,,
総数,"1,344",630,714
安政町,,,
総数,115,51,64
井川淵町,,,
総数,154,66,88
池亀町,,,
総数,690,350,340
池田１丁目,,,
総数,"2,790","1,288","1,502"
池田２丁目,,,
総数,"2,592","1,230","1,362"
池田３丁目,,,
総数,"2,666","1,252","1,414"
池田４丁目,,,
総数,575,326,249
池上町,,,
総数,"2,353","1,083","1,270"
総数,573,274,299
総数,289,135,154
総数,235,109,126
石原町,【秘匿】上南部３丁目を含みます,,
総数,χ,χ,χ
出水１丁目,,,
総数,"1,285",587,698
出水２丁目,,,
総数,610,270,340
出水３丁目,,,
総数,"1,342",603,739
出水４丁目,,,
総数,"1,515",713,802
出水５丁目,,,
総数,"1,900",905,995
出水６丁目,,,
総数,"3,581","1,689","1,892"
出水７丁目,,,
総数,"2,543","1,178","1,365"
出水８丁目,,,
総数,"1,859",849,"1,010"
和泉町,,,
総数,370,187,183
板屋町,,,
総数,25,11,14
出仲間１丁目,,,
総数,666,315,351
出仲間２丁目,,,
総数,461,206,255
出仲間３丁目,,,
総数,774,387,387
出仲間４丁目,【秘匿】田迎町大字出仲間を含みます,,
総数,"1,235",590,645
出仲間５丁目,,,
総数,705,335,370
出仲間６丁目,,,
総数,990,472,518
出仲間７丁目,,,
総数,"1,069",483,586
出仲間８丁目,,,
総数,626,309,317
出仲間９丁目,,,
総数,257,115,142
今町,,,
総数,295,134,161
総数,810,373,437
総数,324,155,169
総数,182,87,95
総数,358,161,197
総数,480,224,256
総数,"2,589","1,250","1,339"
総数,650,311,339
総数,324,153,171
総数,148,71,77
総数,474,227,247
総数,313,153,160
総数,288,140,148
総数,480,230,250
総数,745,369,376
総数,936,460,476
総数,822,375,447
総数,942,463,479
総数,602,288,314
総数,315,152,163
総数,269,127,142
総数,567,275,292
総数,200,92,108
総数,"2,137",995,"1,142"
総数,677,312,365
総数,"2,932","1,449","1,483"
総数,797,373,424
総数,766,357,409
総数,379,181,198
総数,845,400,445
総数,487,225,262
総数,107,53,54
総数,"1,792",886,906
総数,379,176,203
総数,473,231,242
総数,371,183,188
総数,"1,711",796,915
総数,234,109,125
総数,315,158,157
総数,"1,126",553,573
総数,172,84,88
総数,636,300,336
総数,559,261,298
総数,938,435,503
魚屋町１丁目,,,
総数,15,5,10
魚屋町２丁目,,,
総数,16,6,10
魚屋町３丁目,,,
総数,56,29,27
総数,706,329,377
総数,283,135,148
総数,χ,χ,χ
海路口町,,,
総数,"1,914",925,989
総数,954,445,509
総数,672,302,370
総数,274,135,139
薄場町,,,
総数,33,18,15
打越町,,,
総数,"1,787",874,913
内田町,,,
総数,"1,328",660,668
内坪井町,,,
総数,690,293,397
江越１丁目,,,
総数,836,403,433
江越２丁目,,,
総数,284,146,138
総数,500,246,254
総数,261,123,138
画図町大字上無田,,,
総数,10,5,5
画図町大字重富,,,
総数,"1,999",939,"1,060"
画図町大字下江津,,,
総数,23,9,14
画図町大字下無田,,,
総数,985,468,517
画図町大字所島,,,
総数,700,325,375
江津１丁目,,,
総数,"1,411",644,767
江津２丁目,,,
総数,"2,064",878,"1,186"
総数,355,173,182
総数,242,109,133
榎町,,,
総数,"2,163","1,014","1,149"
大江１丁目,,,
総数,"2,074",973,"1,101"
大江２丁目,,,
総数,"1,207",613,594
大江３丁目,,,
総数,"1,078",531,547
大江４丁目,,,
総数,"1,681",725,956
大江５丁目,,,
総数,872,392,480
大江６丁目,,,
総数,"1,332",585,747
大江本町,,,
総数,461,201,260
総数,χ,χ,χ
大窪１丁目,,,
総数,259,119,140
大窪２丁目,,,
総数,280,142,138
大窪３丁目,,,
総数,276,131,145
大窪４丁目,,,
総数,248,129,119
大窪５丁目,,,
総数,863,411,452
大鳥居町,,,
総数,238,115,123
岡田町,,,
総数,515,231,284
沖新町,,,
総数,"2,003",960,"1,043"
奥古閑町,,,
総数,"1,648",761,887
総数,7,4,3
総数,10,3,7
総数,497,224,273
総数,χ,χ,χ
総数,218,108,110
総数,245,118,127
総数,515,240,275
総数,288,134,154
総数,796,395,401
小島上町,,,
総数,118,57,61
小島下町,,,
総数,708,342,366
尾ノ上１丁目,,,
総数,"1,906",895,"1,011"
尾ノ上２丁目,,,
総数,"1,747",852,895
尾ノ上３丁目,,,
総数,"1,359",605,754
尾ノ上４丁目,,,
総数,"2,339","1,090","1,249"
帯山１丁目,,,
総数,"2,841","1,296","1,545"
帯山２丁目,,,
総数,"1,610",756,854
帯山３丁目,,,
総数,"2,873","1,358","1,515"
帯山４丁目,,,
総数,"2,821","1,314","1,507"
帯山５丁目,,,
総数,"2,616","1,231","1,385"
帯山６丁目,,,
総数,920,426,494
帯山７丁目,,,
総数,"2,369","1,132","1,237"
帯山８丁目,,,
総数,533,264,269
帯山９丁目,,,
総数,807,374,433
小峯１丁目,,,
総数,538,253,285
小峯２丁目,,,
総数,"1,155",551,604
小峯３丁目,,,
総数,878,412,466
小峯４丁目,,,
総数,528,272,256
総数,820,409,411
総数,"2,375","1,171","1,204"
総数,76,40,36
総数,28,13,15
総数,"1,746",839,907
総数,822,396,426
総数,84,37,47
小山町,,,
総数,478,198,280
鹿帰瀬町,,,
総数,335,172,163
梶尾町,,,
総数,"3,377","1,619","1,758"
鍛冶屋町,,,
総数,56,20,36
春日１丁目,,,
総数,901,396,505
春日２丁目,,,
総数,220,109,111
春日３丁目,,,
総数,117,47,70
春日４丁目,,,
総数,"1,275",602,673
春日５丁目,,,
総数,477,238,239
春日６丁目,,,
総数,314,134,180
春日７丁目,【秘匿】春日町を含みます,,
総数,"1,651",797,854
春日８丁目,,,
総数,755,355,400
総数,χ,χ,χ
鹿子木町,,,
総数,"1,406",631,775
釜尾町,,,
総数,203,94,109
上鍛冶屋町,,,
総数,186,71,115
上京塚町,,,
総数,67,43,24
上熊本１丁目,,,
総数,"1,347",611,736
上熊本２丁目,,,
総数,720,339,381
上熊本３丁目,,,
総数,"1,732",777,955
上水前寺１丁目,,,
総数,410,195,215
上水前寺２丁目,,,
総数,744,327,417
総数,877,413,464
総数,36,21,15
総数,"1,461",709,752
総数,28,18,10
総数,81,39,42
総数,72,40,32
総数,713,343,370
総数,"1,511",718,793
総数,276,123,153
総数,82,39,43
総数,858,373,485
総数,858,401,457
上通町,,,
総数,380,153,227
総数,493,229,264
総数,"1,523",748,775
総数,"1,897",933,964
総数,209,100,109
上南部町,【秘匿】上南部３丁目を含みます,,
総数,χ,χ,χ
総数,766,355,411
総数,819,382,437
上林町,,,
総数,243,105,138
辛島町,,,
総数,443,169,274
総数,260,124,136
総数,387,190,197
総数,732,341,391
川口町,,,
総数,"2,290","1,102","1,188"
川尻１丁目,,,
総数,402,190,212
川尻２丁目,,,
総数,213,107,106
川尻３丁目,,,
総数,638,300,338
川尻４丁目,,,
総数,644,305,339
川尻５丁目,,,
総数,316,145,171
川尻６丁目,,,
総数,497,231,266
総数,χ,χ,χ
河内町大多尾,,,
総数,377,179,198
河内町面木,,,
総数,69,30,39
河内町河内,,,
総数,"1,610",758,852
河内町白浜,,,
総数,936,439,497
河内町岳,,,
総数,777,365,412
河内町東門寺,,,
総数,166,84,82
河内町野出,,,
総数,776,368,408
河内町船津,,,
総数,"2,054",980,"1,074"
川端町,,,
総数,35,14,21
河原町,,,
総数,176,82,94
北迫町,,,
総数,186,91,95
北千反畑町,,,
総数,448,184,264
京塚本町,,,
総数,"1,711",785,926
京町１丁目,,,
総数,"1,297",574,723
京町２丁目,,,
総数,"1,444",619,825
京町本丁,,,
総数,"1,093",518,575
草葉町,,,
総数,528,223,305
楠１丁目,【秘匿】清水町大字楡木を含みます,,
総数,"1,432",581,851
楠２丁目,,,
総数,784,383,401
楠３丁目,,,
総数,397,160,237
楠４丁目,,,
総数,"1,032",479,553
楠５丁目,,,
総数,986,436,550
楠６丁目,,,
総数,549,280,269
楠７丁目,,,
総数,"1,260",588,672
楠８丁目,,,
総数,"1,110",542,568
楠野町,,,
総数,"1,140",538,602
九品寺１丁目,,,
総数,"1,214",563,651
九品寺２丁目,,,
総数,996,438,558
九品寺３丁目,,,
総数,"1,789",839,950
九品寺４丁目,,,
総数,591,251,340
九品寺５丁目,,,
総数,"1,436",658,778
九品寺６丁目,,,
総数,"1,023",460,563
黒髪１丁目,,,
総数,"1,222",562,660
黒髪２丁目,,,
総数,"1,520",724,796
黒髪３丁目,,,
総数,808,370,438
黒髪４丁目,,,
総数,"1,139",581,558
黒髪５丁目,,,
総数,"1,290",642,648
黒髪６丁目,【秘匿】黒髪８丁目を含みます,,
総数,"1,948",967,981
黒髪７丁目,,,
総数,764,369,395
黒髪８丁目,【秘匿】黒髪６丁目を含みます,,
総数,χ,χ,χ
黒髪町大字坪井,,,
総数,0,0,0
神水１丁目,,,
総数,"1,873",801,"1,072"
神水２丁目,,,
総数,752,354,398
神水本町,,,
総数,"1,675",774,901
慶徳堀町,,,
総数,18,5,13
健軍１丁目,,,
総数,"1,360",610,750
健軍２丁目,,,
総数,"1,115",518,597
健軍３丁目,,,
総数,"2,644","1,236","1,408"
健軍４丁目,,,
総数,"1,800",822,978
健軍５丁目,,,
総数,187,88,99
健軍本町,,,
総数,"2,638","1,257","1,381"
総数,12,9,3
小糸山町,,,
総数,523,242,281
総数,296,123,173
総数,898,453,445
総数,56,27,29
総数,χ,χ,χ
総数,463,228,235
総数,374,183,191
幸田１丁目,,,
総数,495,240,255
幸田２丁目,,,
総数,755,351,404
紺屋阿弥陀寺町,,,
総数,20,11,9
紺屋今町,,,
総数,96,44,52
紺屋町１丁目,,,
総数,83,39,44
紺屋町２丁目,,,
総数,41,17,24
紺屋町３丁目,,,
総数,87,37,50
子飼本町,,,
総数,640,303,337
国府１丁目,,,
総数,"1,367",623,744
国府２丁目,,,
総数,"1,975",848,"1,127"
国府３丁目,,,
総数,"2,982","1,406","1,576"
国府４丁目,,,
総数,"1,219",560,659
国府本町,,,
総数,"1,301",616,685
小沢町,【秘匿】古桶屋町を含みます,,
総数,464,202,262
古城町,,,
総数,46,20,26
壺川１丁目,,,
総数,824,369,455
壺川２丁目,,,
総数,685,319,366
湖東１丁目,,,
総数,492,235,257
湖東２丁目,,,
総数,"1,115",511,604
湖東３丁目,,,
総数,833,387,446
琴平１丁目,,,
総数,795,373,422
琴平２丁目,,,
総数,963,459,504
琴平本町,,,
総数,"1,526",665,861
呉服町１丁目,,,
総数,84,34,50
呉服町２丁目,,,
総数,228,95,133
呉服町３丁目,,,
総数,133,66,67
米屋町１丁目,,,
総数,478,202,276
米屋町２丁目,,,
総数,253,104,149
米屋町３丁目,,,
総数,209,83,126
御領１丁目,,,
総数,"1,442",705,737
御領２丁目,,,
総数,"1,324",628,696
御領３丁目,,,
総数,"1,411",677,734
御領４丁目,,,
総数,293,134,159
御領５丁目,,,
総数,904,462,442
御領６丁目,,,
総数,343,179,164
御領７丁目,,,
総数,115,56,59
総数,478,241,237
総数,χ,χ,χ
護藤町,,,
総数,"1,389",662,727
細工町１丁目,,,
総数,114,46,68
細工町２丁目,,,
総数,52,28,24
細工町３丁目,,,
総数,155,54,101
細工町４丁目,,,
総数,219,91,128
細工町５丁目,,,
総数,43,19,24
栄町,,,
総数,582,262,320
桜木１丁目,,,
総数,899,426,473
桜木２丁目,,,
総数,733,348,385
桜木３丁目,,,
総数,883,435,448
桜木４丁目,,,
総数,"1,420",701,719
桜木５丁目,,,
総数,777,359,418
桜木６丁目,,,
総数,35,18,17
桜町,,,
総数,263,114,149
佐土原１丁目,,,
総数,"1,705",805,900
佐土原２丁目,,,
総数,302,142,160
佐土原３丁目,,,
総数,130,62,68
三郎１丁目,,,
総数,"1,292",601,691
三郎２丁目,,,
総数,843,387,456
島崎１丁目,,,
総数,"2,736","1,238","1,498"
島崎２丁目,,,
総数,"2,689","1,229","1,460"
島崎３丁目,,,
総数,"1,301",607,694
島崎４丁目,,,
総数,"1,016",475,541
島崎５丁目,,,
総数,"1,767",809,958
島崎６丁目,,,
総数,"1,872",794,"1,078"
島崎７丁目,,,
総数,"1,403",640,763
総数,χ,χ,χ
総数,670,307,363
総数,676,323,353
総数,513,247,266
総数,527,245,282
総数,678,322,356
総数,633,279,354
総数,821,384,437
総数,662,316,346
清水亀井町,,,
総数,"2,418","1,132","1,286"
総数,961,478,483
総数,"1,180",569,611
総数,431,192,239
総数,670,305,365
総数,"1,990",851,"1,139"
総数,801,381,420
総数,"1,092",488,604
清水東町,,,
総数,"1,320",617,703
清水本町,,,
総数,"1,521",723,798
清水町大字打越,,,
総数,0,0,0
総数,χ,χ,χ
総数,χ,χ,χ
清水町大字松崎,,,
総数,0,0,0
清水町大字室園,,,
総数,16,9,7
清水万石１丁目,,,
総数,849,389,460
清水万石２丁目,,,
総数,188,84,104
清水万石３丁目,,,
総数,558,260,298
清水万石４丁目,,,
総数,"1,070",481,589
清水万石５丁目,,,
総数,779,370,409
総数,928,425,503
総数,620,286,334
総数,427,208,219
総数,439,210,229
総数,690,339,351
総数,268,126,142
総数,341,146,195
総数,438,235,203
下硯川町,,,
総数,"2,622","1,265","1,357"
下通１丁目,,,
総数,166,77,89
下通２丁目,,,
総数,278,128,150
下南部１丁目,,,
総数,358,174,184
下南部２丁目,【秘匿】下南部町、御領町を含みます,,
総数,"1,613",781,832
下南部３丁目,,,
総数,"1,268",610,658
総数,χ,χ,χ
十禅寺１丁目,,,
総数,575,283,292
十禅寺２丁目,,,
総数,675,333,342
十禅寺３丁目,【秘匿】近見６丁目を含みます,,
総数,χ,χ,χ
総数,8,5,3
総数,902,407,495
総数,270,131,139
総数,610,282,328
総数,55,13,42
総数,21,12,9
総数,0,0,0
総数,χ,χ,χ
城山上代町,【秘匿】上代３丁目を含みます,,
総数,χ,χ,χ
総数,769,365,404
総数,651,305,346
総数,43,23,20
総数,696,340,356
総数,241,114,127
総数,536,247,289
総数,312,145,167
総数,63,30,33
総数,96,42,54
総数,153,65,88
城東町,,,
総数,360,140,220
総数,460,230,230
総数,850,420,430
総数,723,343,380
総数,120,62,58
総数,"1,051",514,537
総数,"1,235",576,659
総数,633,302,331
総数,527,249,278
総数,354,165,189
総数,"1,858",885,973
総数,383,188,195
総数,442,202,240
総数,791,383,408
総数,219,105,114
総数,942,451,491
総数,640,296,344
総数,423,196,227
総数,"2,062","1,002","1,060"
総数,"1,151",556,595
総数,"1,986",980,"1,006"
総数,"1,794",870,924
総数,428,205,223
総数,997,472,525
昭和町,,,
総数,692,333,359
総数,"1,348",647,701
総数,"1,053",502,551
総数,"1,056",470,586
総数,719,337,382
総数,0,0,0
総数,χ,χ,χ
白石町,,,
総数,357,164,193
新大江１丁目,,,
総数,"1,617",741,876
新大江２丁目,,,
総数,"1,496",693,803
新大江３丁目,,,
総数,"1,960",910,"1,050"
新鍛冶屋町,,,
総数,0,0,0
新港１丁目,,,
総数,0,0,0
新市街,,,
総数,145,72,73
新生１丁目,,,
総数,"1,373",628,745
新生２丁目,,,
総数,757,372,385
新土河原１丁目,,,
総数,834,401,433
新土河原２丁目,,,
総数,751,362,389
新南部１丁目,,,
総数,229,114,115
新南部２丁目,,,
総数,609,283,326
新南部３丁目,,,
総数,"1,151",580,571
新南部４丁目,,,
総数,385,187,198
新南部５丁目,,,
総数,"1,252",600,652
新南部６丁目,,,
総数,283,140,143
総数,χ,χ,χ
新外１丁目,,,
