人口統計表,Column_1,Column_2,Column_3
会富町,,,
総数,689,332,357
秋津１丁目,,,
総数,585,278,307
秋津２丁目,,,
総数,835,402,433
秋津３丁目,,,
総数,611,299,312
秋津新町,,,
総数,145,69,76
秋津町秋田,,,
総数,"2,651","1,229","1,422"
秋津町沼山津,【秘匿】東本町を含みます,,
総数,χ,χ,χ
荒尾町,,,
総数,332,153,179
改寄町,,,
総数,"1,280",602,678
安政町,,,
総数,109,54,55
井川淵町,,,
総数,171,78,93
池亀町,,,
総数,819,436,383
池田１丁目,,,
総数,"2,625","1,204","1,421"
池田２丁目,,,
総数,"2,512","1,213","1,299"
池田３丁目,,,
総数,"3,025","1,467","1,558"
池田４丁目,,,
総数,732,460,272
池上町,,,
総数,"2,625","1,218","1,407"
石原町,,,
総数,"1,017",492,525
出水１丁目,,,
総数,"1,162",524,638
出水２丁目,,,
総数,574,257,317
出水３丁目,,,
総数,"1,391",644,747
出水４丁目,,,
総数,"1,590",771,819
出水５丁目,,,
総数,"2,010",950,"1,060"
出水６丁目,,,
総数,"3,620","1,769","1,851"
出水７丁目,,,
総数,"2,587","1,215","1,372"
出水８丁目,,,
総数,"1,908",880,"1,028"
和泉町,,,
総数,382,183,199
板屋町,,,
総数,35,13,22
出仲間１丁目,,,
総数,705,340,365
出仲間２丁目,,,
総数,481,211,270
出仲間３丁目,,,
総数,350,172,178
出仲間４丁目,,,
総数,764,357,407
出仲間５丁目,,,
総数,483,228,255
出仲間６丁目,,,
総数,944,468,476
出仲間７丁目,,,
総数,"1,125",514,611
出仲間８丁目,,,
総数,345,173,172
出仲間９丁目,,,
総数,150,79,71
今町,,,
総数,312,141,171
魚屋町１丁目,,,
総数,26,5,21
魚屋町２丁目,,,
総数,30,13,17
魚屋町３丁目,,,
総数,65,30,35
海路口町,,,
総数,"2,145","1,028","1,117"
薄場町,,,
総数,"1,947",911,"1,036"
打越町,,,
総数,"1,886",902,984
内田町,,,
総数,"1,311",644,667
内坪井町,,,
総数,696,287,409
江越１丁目,,,
総数,587,293,294
江越２丁目,,,
総数,279,133,146
画図町大字上無田,,,
総数,771,364,407
画図町大字重富,,,
総数,"1,401",707,694
画図町大字下江津,,,
総数,"2,696","1,273","1,423"
画図町大字下無田,,,
総数,"1,025",488,537
画図町大字所島,,,
総数,691,336,355
江津１丁目,,,
総数,"1,853",863,990
江津２丁目,,,
総数,"2,606","1,174","1,432"
榎町,,,
総数,"2,049",965,"1,084"
大江１丁目,,,
総数,"2,050",972,"1,078"
大江２丁目,,,
総数,"1,804",903,901
大江３丁目,,,
総数,"1,194",609,585
大江４丁目,,,
総数,"1,457",613,844
大江５丁目,,,
総数,760,322,438
大江６丁目,,,
総数,"1,131",488,643
大江本町,,,
総数,569,239,330
総数,χ,χ,χ
大窪１丁目,,,
総数,239,116,123
大窪２丁目,,,
総数,253,129,124
大窪３丁目,,,
総数,290,139,151
大窪４丁目,,,
総数,267,134,133
大窪５丁目,,,
総数,"1,015",498,517
大鳥居町,,,
総数,235,120,115
岡田町,,,
総数,558,253,305
沖新町,,,
総数,"2,197","1,046","1,151"
奥古閑町,,,
総数,"1,769",833,936
小島上町,,,
総数,868,410,458
小島下町,,,
総数,"2,704","1,277","1,427"
総数,138,61,77
尾ノ上１丁目,,,
総数,"2,100",997,"1,103"
尾ノ上２丁目,,,
総数,"1,715",852,863
尾ノ上３丁目,,,
総数,"1,459",721,738
尾ノ上４丁目,,,
総数,"1,921",933,988
帯山１丁目,,,
総数,"2,978","1,365","1,613"
帯山２丁目,,,
総数,"1,399",606,793
帯山３丁目,,,
総数,"2,701","1,275","1,426"
帯山４丁目,,,
総数,"2,836","1,323","1,513"
帯山５丁目,,,
総数,"2,798","1,313","1,485"
帯山６丁目,,,
総数,"1,017",479,538
帯山７丁目,,,
総数,"2,218","1,094","1,124"
帯山８丁目,,,
総数,642,311,331
帯山９丁目,,,
総数,843,401,442
小峯１丁目,,,
総数,547,246,301
小峯２丁目,,,
総数,"1,153",553,600
小峯３丁目,,,
総数,807,383,424
小峯４丁目,,,
総数,430,210,220
小山町,,,
総数,"6,103","2,977","3,126"
鹿帰瀬町,,,
総数,398,198,200
梶尾町,,,
総数,"2,973","1,442","1,531"
鍛冶屋町,,,
総数,77,24,53
春日１丁目,,,
総数,753,321,432
春日２丁目,,,
総数,366,170,196
春日３丁目,,,
総数,912,410,502
春日４丁目,,,
総数,"1,294",592,702
春日５丁目,,,
総数,742,350,392
春日６丁目,,,
総数,556,249,307
春日７丁目,,,
総数,"1,514",730,784
春日８丁目,,,
総数,718,330,388
総数,χ,χ,χ
鹿子木町,,,
総数,"1,374",607,767
釜尾町,,,
総数,255,124,131
上鍛冶屋町,,,
総数,184,88,96
上京塚町,,,
総数,33,20,13
上熊本１丁目,,,
総数,"1,380",624,756
上熊本２丁目,,,
総数,610,294,316
上熊本３丁目,,,
総数,"1,902",877,"1,025"
上水前寺１丁目,,,
総数,420,193,227
上水前寺２丁目,,,
総数,905,441,464
総数,"1,866",836,"1,030"
上通町,,,
総数,398,177,221
上南部町,,,
総数,76,40,36
総数,"2,158",997,"1,161"
上林町,,,
総数,369,130,239
辛島町,,,
総数,126,47,79
総数,"1,257",678,579
川口町,,,
総数,"2,536","1,223","1,313"
川尻１丁目,,,
総数,431,199,232
川尻２丁目,,,
総数,198,99,99
川尻３丁目,,,
総数,719,350,369
川尻４丁目,,,
総数,727,322,405
川尻５丁目,,,
総数,313,145,168
川尻６丁目,,,
総数,574,268,306
総数,χ,χ,χ
河内町大多尾,,,
総数,486,241,245
河内町面木,,,
総数,79,38,41
河内町河内,,,
総数,"1,965",916,"1,049"
河内町白浜,,,
総数,"1,072",505,567
河内町岳,,,
総数,800,375,425
河内町東門寺,,,
総数,200,96,104
河内町野出,,,
総数,817,376,441
河内町船津,,,
総数,"2,339","1,103","1,236"
川端町,,,
総数,39,19,20
河原町,,,
総数,55,28,27
北迫町,,,
総数,174,81,93
北千反畑町,,,
総数,414,183,231
京塚本町,,,
総数,"1,978",904,"1,074"
京町１丁目,,,
総数,"1,248",565,683
