人口統計表,Column_1,Column_2,Column_3
会富町,,,
総数,632,302,330
秋津１丁目,,,
総数,785,367,418
秋津２丁目,,,
総数,986,468,518
秋津３丁目,,,
総数,699,332,367
秋津新町,,,
総数,110,48,62
秋津町秋田,【秘匿】秋津町沼山津を含みます,,
総数,"2,513","1,144","1,369"
秋津町沼山津,【秘匿】秋津町秋田を含みます,,
総数,χ,χ,χ
総数,132,68,64
総数,788,399,389
総数,"1,117",540,577
総数,"1,572",755,817
総数,"1,171",557,614
総数,344,161,183
総数,0,0,0
総数,13,5,8
荒尾町,【秘匿】白藤１丁目を含みます,,
総数,χ,χ,χ
改寄町,,,
総数,"1,383",646,737
安政町,,,
総数,115,48,67
井川淵町,,,
総数,150,63,87
池亀町,,,
総数,670,342,328
池田１丁目,,,
総数,"2,837","1,313","1,524"
池田２丁目,,,
総数,"2,614","1,243","1,371"
池田３丁目,,,
総数,"2,667","1,263","1,404"
池田４丁目,,,
総数,572,318,254
池上町,,,
総数,"2,345","1,081","1,264"
総数,587,284,303
総数,277,127,150
総数,237,106,131
石原町,【秘匿】上南部３丁目を含みます,,
総数,χ,χ,χ
出水１丁目,,,
総数,"1,293",597,696
出水２丁目,,,
総数,609,273,336
出水３丁目,,,
総数,"1,341",603,738
出水４丁目,,,
総数,"1,519",733,786
出水５丁目,,,
総数,"1,940",924,"1,016"
出水６丁目,,,
総数,"3,608","1,712","1,896"
出水７丁目,,,
総数,"2,590","1,200","1,390"
出水８丁目,,,
総数,"1,858",838,"1,020"
和泉町,,,
総数,372,189,183
板屋町,,,
総数,23,11,12
出仲間１丁目,,,
総数,690,332,358
出仲間２丁目,,,
総数,444,198,246
出仲間３丁目,,,
総数,798,397,401
出仲間４丁目,,,
総数,"1,228",581,647
出仲間５丁目,,,
総数,722,345,377
出仲間６丁目,,,
総数,988,479,509
出仲間７丁目,,,
総数,"1,096",491,605
出仲間８丁目,,,
総数,627,311,316
出仲間９丁目,,,
総数,228,103,125
今町,,,
総数,296,134,162
魚屋町１丁目,,,
総数,15,4,11
魚屋町２丁目,,,
総数,16,6,10
魚屋町３丁目,,,
総数,54,28,26
総数,703,325,378
総数,282,139,143
総数,8,5,3
海路口町,,,
総数,"1,936",936,"1,000"
総数,956,445,511
総数,680,307,373
総数,271,133,138
薄場町,,,
総数,32,18,14
打越町,,,
総数,"1,803",880,923
内田町,,,
総数,"1,312",654,658
内坪井町,,,
総数,702,306,396
江越１丁目,,,
総数,820,395,425
江越２丁目,,,
総数,290,145,145
総数,476,234,242
総数,259,122,137
画図町大字上無田,,,
総数,10,5,5
画図町大字重富,,,
総数,"1,984",942,"1,042"
画図町大字下江津,,,
総数,21,8,13
画図町大字下無田,,,
総数,993,464,529
画図町大字所島,,,
総数,720,340,380
江津１丁目,,,
総数,"1,387",632,755
江津２丁目,,,
総数,"2,075",879,"1,196"
総数,334,159,175
総数,250,111,139
榎町,,,
総数,"2,203","1,032","1,171"
大江１丁目,,,
総数,"2,021",949,"1,072"
大江２丁目,,,
総数,"1,314",661,653
大江３丁目,,,
総数,"1,152",580,572
大江４丁目,,,
総数,"1,691",744,947
大江５丁目,,,
総数,884,397,487
大江６丁目,,,
総数,"1,032",443,589
大江本町,,,
総数,486,208,278
総数,χ,χ,χ
大窪１丁目,,,
総数,258,122,136
大窪２丁目,,,
総数,267,138,129
大窪３丁目,,,
総数,281,137,144
大窪４丁目,,,
総数,256,133,123
大窪５丁目,,,
総数,877,427,450
大鳥居町,,,
総数,232,113,119
岡田町,,,
総数,511,228,283
沖新町,,,
総数,"2,019",965,"1,054"
奥古閑町,,,
総数,"1,677",769,908
総数,8,4,4
総数,10,3,7
総数,500,225,275
総数,χ,χ,χ
総数,214,108,106
総数,243,119,124
総数,504,227,277
総数,306,142,164
総数,807,400,407
小島上町,,,
総数,119,58,61
小島下町,,,
総数,712,345,367
尾ノ上１丁目,,,
総数,"1,896",891,"1,005"
尾ノ上２丁目,,,
総数,"1,787",873,914
尾ノ上３丁目,,,
総数,"1,399",630,769
尾ノ上４丁目,,,
総数,"2,313","1,084","1,229"
帯山１丁目,,,
総数,"2,884","1,307","1,577"
帯山２丁目,,,
総数,"1,471",686,785
帯山３丁目,,,
総数,"2,776","1,304","1,472"
帯山４丁目,,,
総数,"2,847","1,321","1,526"
帯山５丁目,,,
総数,"2,618","1,233","1,385"
帯山６丁目,,,
総数,931,430,501
帯山７丁目,,,
総数,"2,391","1,150","1,241"
帯山８丁目,,,
総数,536,268,268
帯山９丁目,,,
総数,813,379,434
小峯１丁目,,,
総数,535,250,285
小峯２丁目,,,
総数,"1,189",565,624
小峯３丁目,,,
総数,884,425,459
小峯４丁目,,,
総数,500,256,244
総数,817,418,399
総数,"2,328","1,157","1,171"
総数,80,44,36
総数,29,14,15
総数,"1,738",842,896
総数,811,389,422
総数,89,40,49
小山町,,,
総数,495,198,297
鹿帰瀬町,,,
総数,346,175,171
梶尾町,,,
総数,"3,386","1,637","1,749"
鍛冶屋町,,,
総数,55,20,35
春日１丁目,,,
総数,877,387,490
春日２丁目,,,
総数,240,115,125
春日３丁目,,,
総数,260,101,159
春日４丁目,,,
総数,"1,254",601,653
春日５丁目,,,
総数,514,258,256
春日６丁目,,,
総数,276,122,154
春日７丁目,,,
総数,"1,662",799,863
春日８丁目,,,
総数,734,345,389
総数,χ,χ,χ
鹿子木町,,,
総数,"1,466",653,813
釜尾町,,,
総数,219,103,116
上鍛冶屋町,,,
総数,172,66,106
上京塚町,,,
総数,68,46,22
上熊本１丁目,,,
総数,"1,334",602,732
上熊本２丁目,,,
総数,641,297,344
上熊本３丁目,,,
総数,"1,749",783,966
上水前寺１丁目,,,
総数,423,210,213
上水前寺２丁目,,,
総数,754,344,410
総数,888,417,471
総数,35,19,16
総数,"1,511",721,790
総数,29,18,11
総数,73,35,38
総数,71,39,32
総数,737,355,382
総数,"1,539",720,819
総数,264,114,150
総数,86,42,44
総数,860,378,482
総数,877,419,458
上通町,,,
総数,374,159,215
総数,518,239,279
総数,"1,489",737,752
総数,"1,895",940,955
総数,217,104,113
上南部町,【秘匿】上南部３丁目を含みます,,
総数,χ,χ,χ
総数,789,363,426
総数,851,398,453
総数,χ,χ,χ
上林町,,,
総数,258,110,148
辛島町,,,
総数,441,167,274
総数,250,123,127
総数,357,180,177
総数,700,332,368
川口町,,,
総数,"2,297","1,104","1,193"
川尻１丁目,,,
総数,403,191,212
川尻２丁目,,,
総数,225,111,114
川尻３丁目,,,
総数,654,306,348
川尻４丁目,,,
総数,642,308,334
川尻５丁目,,,
総数,315,145,170
川尻６丁目,,,
総数,486,224,262
総数,χ,χ,χ
河内町大多尾,,,
総数,389,185,204
河内町面木,,,
総数,71,31,40
河内町河内,,,
総数,"1,649",777,872
河内町白浜,,,
総数,947,446,501
河内町岳,,,
総数,797,381,416
河内町東門寺,,,
総数,175,87,88
河内町野出,,,
総数,778,375,403
河内町船津,,,
総数,"2,067",993,"1,074"
川端町,,,
総数,22,8,14
河原町,,,
総数,176,82,94
北迫町,,,
総数,185,90,95
北千反畑町,,,
総数,450,188,262
京塚本町,,,
総数,"1,671",750,921
京町１丁目,,,
総数,"1,290",585,705
京町２丁目,,,
総数,"1,473",642,831
京町本丁,,,
総数,"1,111",531,580
草葉町,,,
総数,475,198,277
楠１丁目,,,
総数,"1,454",587,867
楠２丁目,,,
総数,782,382,400
楠３丁目,,,
総数,404,165,239
楠４丁目,,,
総数,"1,051",496,555
楠５丁目,,,
総数,993,440,553
楠６丁目,,,
総数,543,275,268
楠７丁目,,,
総数,"1,249",581,668
楠８丁目,,,
総数,"1,101",532,569
楠野町,,,
総数,"1,131",540,591
九品寺１丁目,,,
総数,"1,224",551,673
九品寺２丁目,,,
総数,974,434,540
九品寺３丁目,,,
総数,"1,776",825,951
九品寺４丁目,,,
総数,603,256,347
九品寺５丁目,,,
総数,"1,417",648,769
九品寺６丁目,,,
総数,"1,037",473,564
黒髪１丁目,,,
総数,"1,228",566,662
黒髪２丁目,,,
総数,"1,548",746,802
黒髪３丁目,,,
総数,851,404,447
黒髪４丁目,,,
総数,"1,184",620,564
黒髪５丁目,,,
総数,"1,319",633,686
黒髪６丁目,【秘匿】黒髪８丁目を含みます,,
総数,"1,949",976,973
黒髪７丁目,,,
総数,790,387,403
黒髪８丁目,【秘匿】黒髪６丁目を含みます,,
総数,χ,χ,χ
黒髪町大字坪井,,,
総数,0,0,0
神水１丁目,,,
総数,"1,894",825,"1,069"
神水２丁目,,,
総数,740,353,387
神水本町,,,
総数,"1,675",772,903
慶徳堀町,,,
総数,19,6,13
健軍１丁目,,,
総数,"1,371",611,760
健軍２丁目,,,
総数,"1,121",528,593
健軍３丁目,,,
総数,"2,673","1,263","1,410"
健軍４丁目,,,
総数,"1,826",840,986
健軍５丁目,,,
総数,167,78,89
健軍本町,,,
総数,"2,672","1,278","1,394"
総数,12,9,3
小糸山町,,,
総数,529,245,284
総数,308,128,180
総数,941,472,469
総数,56,27,29
総数,χ,χ,χ
総数,χ,χ,χ
総数,473,242,231
総数,389,187,202
幸田１丁目,,,
総数,465,224,241
幸田２丁目,,,
総数,766,358,408
紺屋阿弥陀寺町,,,
総数,19,10,9
紺屋今町,,,
総数,96,42,54
紺屋町１丁目,,,
総数,82,40,42
紺屋町２丁目,,,
総数,43,17,26
紺屋町３丁目,,,
総数,90,41,49
子飼本町,,,
総数,639,310,329
国府１丁目,,,
総数,"1,366",615,751
国府２丁目,,,
総数,"1,914",819,"1,095"
国府３丁目,,,
総数,"3,046","1,456","1,590"
国府４丁目,,,
総数,"1,225",561,664
国府本町,,,
総数,"1,370",652,718
小沢町,【秘匿】古桶屋町を含みます,,
総数,466,206,260
古城町,,,
総数,47,20,27
壺川１丁目,,,
総数,836,369,467
壺川２丁目,,,
総数,660,313,347
湖東１丁目,,,
総数,497,246,251
湖東２丁目,,,
総数,"1,112",507,605
