人口統計表,Column_1,Column_2,Column_3
総数,489,252,237
月出６丁目,,,
総数,"1,658",809,849
月出７丁目,,,
総数,668,315,353
月出８丁目,,,
総数,400,181,219
津浦町,,,
総数,"1,862",894,968
坪井１丁目,,,
総数,863,381,482
坪井２丁目,,,
総数,751,313,438
坪井３丁目,,,
総数,828,348,480
坪井４丁目,,,
総数,885,380,505
坪井５丁目,,,
総数,"1,022",448,574
坪井６丁目,,,
総数,"1,608",747,861
鶴羽田町,,,
総数,"3,524","1,683","1,841"
手取本町,,,
総数,48,20,28
出町,,,
総数,829,361,468
通町,,,
総数,59,25,34
土河原町,,,
総数,"1,352",650,702
徳王町,,,
総数,"1,271",602,669
戸坂町,,,
総数,"1,042",498,544
戸島町,,,
総数,"11,471","5,601","5,870"
総数,χ,χ,χ
渡鹿１丁目,,,
総数,"1,296",629,667
渡鹿２丁目,,,
総数,411,190,221
渡鹿３丁目,,,
総数,"1,006",487,519
渡鹿４丁目,,,
総数,744,365,379
渡鹿５丁目,,,
総数,"1,182",566,616
渡鹿６丁目,,,
総数,"1,212",629,583
渡鹿７丁目,,,
総数,970,500,470
渡鹿８丁目,,,
総数,815,445,370
渡鹿９丁目,,,
総数,120,61,59
中江町,,,
総数,46,27,19
中島町,,,
総数,"1,010",466,544
中唐人町,,,
総数,181,84,97
中原町,,,
総数,"1,041",476,565
長嶺西１丁目,,,
総数,"1,592",772,820
長嶺西２丁目,,,
総数,"1,519",741,778
長嶺西３丁目,,,
総数,191,93,98
長嶺東１丁目,,,
総数,"1,344",638,706
長嶺東２丁目,,,
総数,"2,398","1,149","1,249"
長嶺東３丁目,,,
総数,790,394,396
長嶺東４丁目,,,
総数,995,486,509
長嶺東５丁目,,,
総数,"2,163","1,068","1,095"
長嶺東６丁目,,,
総数,"1,258",621,637
長嶺東７丁目,,,
総数,343,176,167
長嶺東８丁目,,,
総数,570,296,274
総数,"1,023",539,484
長嶺南１丁目,,,
総数,"1,280",623,657
長嶺南２丁目,,,
総数,695,315,380
長嶺南３丁目,,,
総数,"1,891",901,990
長嶺南４丁目,,,
総数,"1,769",857,912
長嶺南５丁目,,,
総数,612,297,315
長嶺南６丁目,,,
総数,"1,939",980,959
長嶺南７丁目,,,
総数,"1,514",733,781
長嶺南８丁目,,,
総数,636,306,330
中無田町,,,
総数,586,277,309
並建町,,,
総数,813,382,431
西阿弥陀寺町,,,
総数,182,79,103
西梶尾町,,,
総数,"1,555",751,804
錦ケ丘,,,
総数,"1,464",735,729
西子飼町,,,
総数,423,186,237
西唐人町,,,
総数,50,19,31
西原１丁目,,,
総数,705,363,342
西原２丁目,,,
総数,"1,096",511,585
西原３丁目,,,
総数,"1,159",513,646
二の丸,,,
総数,44,15,29
二本木１丁目,,,
総数,237,112,125
二本木２丁目,,,
総数,722,315,407
二本木３丁目,,,
総数,834,391,443
二本木４丁目,,,
総数,915,405,510
二本木５丁目,,,
総数,685,312,373
沼山津１丁目,,,
総数,"1,166",552,614
沼山津２丁目,,,
総数,"1,098",533,565
沼山津３丁目,,,
総数,"1,137",541,596
沼山津４丁目,,,
総数,"1,446",689,757
野口町,,,
総数,χ,χ,χ
野田１丁目,,,
総数,227,98,129
野田２丁目,【秘匿】八幡２丁目を含みます,,
総数,809,381,428
野田３丁目,,,
総数,914,436,478
総数,χ,χ,χ
野中１丁目,,,
総数,601,290,311
野中２丁目,,,
総数,611,289,322
野中３丁目,,,
総数,242,114,128
乗越ヶ丘,,,
総数,0,0,0
萩原町,,,
総数,"3,272","1,506","1,766"
白山１丁目,,,
総数,402,189,213
白山２丁目,,,
総数,574,236,338
白山３丁目,,,
総数,359,160,199
八景水谷１丁目,,,
総数,"1,178",532,646
八景水谷２丁目,,,
総数,"3,997","2,547","1,450"
八景水谷３丁目,,,
総数,"1,394",631,763
八景水谷４丁目,,,
総数,819,401,418
畠口町,,,
総数,856,411,445
八王寺町,,,
総数,"4,071","1,908","2,163"
八反田１丁目,,,
総数,688,343,345
八反田２丁目,,,
総数,"1,693",815,878
八反田３丁目,,,
総数,"1,546",721,825
花園１丁目,,,
総数,728,350,378
花園２丁目,,,
総数,673,288,385
花園３丁目,,,
総数,"1,794",829,965
花園４丁目,,,
総数,637,318,319
花園５丁目,,,
総数,"2,736","1,319","1,417"
花園６丁目,,,
総数,"2,274","1,074","1,200"
花園７丁目,,,
総数,"3,326","1,590","1,736"
花立１丁目,,,
総数,447,218,229
花立２丁目,,,
総数,"1,008",506,502
花立３丁目,,,
総数,"1,251",596,655
花立４丁目,,,
総数,631,310,321
花立５丁目,,,
総数,"1,250",595,655
花立６丁目,,,
総数,"1,558",750,808
花畑町,,,
総数,85,39,46
八分字町,,,
総数,"2,749","1,332","1,417"
浜口町,,,
総数,608,276,332
春竹町大字春竹,,,
総数,428,208,220
稗田町,,,
総数,506,219,287
東阿弥陀寺町,,,
総数,19,7,12
東京塚町,,,
総数,"1,001",479,522
東子飼町,,,
総数,822,393,429
東野１丁目,,,
総数,"1,047",518,529
東野２丁目,,,
総数,891,414,477
東野３丁目,,,
総数,698,321,377
東野４丁目,,,
総数,360,181,179
東本町,,,
総数,"3,037","1,384","1,653"
総数,7,4,3
東町１丁目,,,
総数,474,378,96
東町２丁目,,,
総数,475,215,260
東町３丁目,,,
総数,"3,639","1,728","1,911"
東町４丁目,,,
総数,"5,328","2,582","2,746"
飛田１丁目,,,
総数,526,242,284
飛田２丁目,,,
総数,488,239,249
飛田３丁目,,,
総数,354,172,182
飛田４丁目,,,
総数,503,246,257
飛田町,,,
総数,43,27,16
日吉１丁目,,,
総数,"1,177",547,630
日吉２丁目,,,
総数,985,467,518
平田１丁目,,,
総数,554,264,290
平田２丁目,,,
総数,411,200,211
平山町,,,
総数,273,118,155
広木町,,,
総数,"1,611",777,834
古桶屋町,,,
総数,9,3,6
古川町,,,
総数,95,44,51
古京町,,,
総数,93,44,49
古大工町,,,
総数,52,23,29
平成１丁目,,,
総数,537,251,286
平成２丁目,,,
総数,500,222,278
平成３丁目,,,
総数,436,222,214
保田窪１丁目,,,
総数,"1,627",792,835
保田窪２丁目,,,
総数,580,309,271
保田窪３丁目,,,
総数,"1,104",518,586
保田窪４丁目,,,
総数,"1,213",591,622
保田窪５丁目,,,
総数,"1,260",616,644
保田窪本町,,,
総数,"1,447",683,764
本荘１丁目,,,
総数,46,2,44
本荘２丁目,,,
総数,596,267,329
本荘３丁目,,,
総数,495,205,290
本荘４丁目,,,
総数,513,218,295
本荘５丁目,,,
総数,"1,100",501,599
本荘６丁目,,,
総数,858,405,453
本荘町,,,
総数,"1,137",570,567
本丸,【秘匿】下通２丁目を含みます,,
総数,χ,χ,χ
孫代町,,,
総数,501,242,259
松尾町上松尾,,,
総数,"3,464","1,670","1,794"
松尾町近津,,,
総数,497,232,265
松尾町平山,,,
総数,265,134,131
松原町,,,
総数,19,8,11
馬渡１丁目,,,
総数,225,115,110
馬渡２丁目,,,
総数,640,332,308
万楽寺町,,,
総数,304,143,161
貢町,,,
総数,878,443,435
美登里町,,,
総数,644,295,349
南熊本１丁目,,,
総数,400,198,202
南熊本２丁目,,,
総数,183,80,103
南熊本３丁目,,,
総数,262,117,145
南熊本４丁目,,,
総数,290,155,135
南熊本５丁目,,,
総数,461,203,258
南千反畑町,,,
総数,566,250,316
南高江１丁目,,,
総数,"1,672",807,865
南高江２丁目,,,
総数,"1,053",480,573
南高江３丁目,,,
総数,176,99,77
南高江４丁目,,,
総数,"1,269",568,701
南高江５丁目,,,
総数,46,17,29
南高江６丁目,,,
総数,772,361,411
南高江７丁目,,,
総数,604,282,322
南高江町,,,
総数,20,17,3
南坪井町,,,
総数,575,227,348
南町,,,
総数,"1,150",526,624
宮内,,,
総数,46,26,20
御幸木部町,【秘匿】御幸笛田１丁目を含みます,,
総数,χ,χ,χ
御幸西無田町,,,
総数,0,0,0
御幸笛田町,,,
総数,46,35,11
妙体寺町,,,
総数,401,177,224
迎町１丁目,,,
総数,627,286,341
迎町２丁目,,,
総数,260,122,138
武蔵ケ丘１丁目,,,
総数,775,366,409
武蔵ケ丘２丁目,,,
総数,807,378,429
武蔵ケ丘３丁目,,,
総数,682,322,360
武蔵ケ丘４丁目,,,
総数,"1,009",503,506
武蔵ケ丘５丁目,,,
総数,794,378,416
武蔵ケ丘６丁目,,,
総数,"1,064",506,558
武蔵ケ丘７丁目,,,
総数,990,470,520
武蔵ケ丘８丁目,,,
総数,484,228,256
武蔵ケ丘９丁目,,,
総数,347,176,171
無田口町,,,
総数,446,204,242
室園町,,,
総数,"1,387",654,733
明徳町,,,
総数,543,268,275
元三町,,,
総数,χ,χ,χ
元三町１丁目,,,
総数,10,4,6
元三町２丁目,,,
総数,461,216,245
元三町３丁目,,,
総数,494,227,267
元三町４丁目,,,
総数,0,0,0
元三町５丁目,,,
総数,40,22,18
本山１丁目,,,
総数,597,260,337
本山２丁目,,,
総数,320,132,188
本山３丁目,,,
総数,384,170,214
本山４丁目,,,
総数,839,389,450
本山町,,,
総数,"1,595",719,876
薬園町,,,
総数,840,376,464
八島１丁目,,,
総数,338,156,182
八島２丁目,,,
総数,"1,316",596,720
八島町,,,
総数,148,72,76
八幡１丁目,,,
総数,132,3,129
八幡２丁目,【秘匿】野田２丁目を含みます,,
総数,χ,χ,χ
八幡３丁目,,,
総数,0,0,0
八幡４丁目,,,
総数,0,0,0
八幡５丁目,,,
総数,455,213,242
八幡６丁目,,,
総数,520,252,268
八幡７丁目,,,
総数,356,153,203
八幡８丁目,,,
総数,55,25,30
八幡９丁目,,,
総数,630,289,341
八幡１０丁目,,,
総数,563,255,308
八幡１１丁目,,,
総数,576,271,305
総数,11,3,8
山崎町,,,
総数,91,45,46
山ノ内１丁目,,,
総数,296,133,163
山ノ内２丁目,,,
総数,203,101,102
山ノ内３丁目,,,
総数,411,209,202
山ノ内４丁目,,,
総数,155,80,75
山ノ神１丁目,,,
総数,985,476,509
山ノ神２丁目,,,
総数,930,449,481
山室１丁目,,,
総数,551,249,302
山室２丁目,,,
総数,603,279,324
山室３丁目,,,
総数,245,117,128
山室４丁目,,,
総数,342,165,177
山室５丁目,,,
総数,393,178,215
山室６丁目,,,
総数,199,103,96
弥生町,,,
総数,390,170,220
弓削町,,,
総数,482,235,247
横紺屋町,,,
総数,26,9,17
横手１丁目,,,
総数,837,356,481
横手２丁目,,,
総数,308,140,168
横手３丁目,,,
総数,"1,618",742,876
横手４丁目,,,
総数,"1,234",564,670
横手５丁目,,,
総数,772,364,408
吉原町,,,
総数,220,103,117
四方寄町,,,
総数,"2,677","1,278","1,399"
世安町,,,
総数,"2,718","1,262","1,456"
万町１丁目,,,
総数,122,59,63
万町２丁目,,,
総数,31,13,18
流通団地１丁目,,,
総数,0,0,0
流通団地２丁目,,,
総数,8,5,3
立福寺町,,,
総数,428,202,226
蓮台寺１丁目,,,
総数,"1,075",509,566
蓮台寺２丁目,,,
総数,558,249,309
蓮台寺３丁目,,,
総数,331,159,172
蓮台寺４丁目,,,
総数,"1,132",543,589
蓮台寺５丁目,,,
総数,204,94,110
総数,χ,χ,χ
練兵町,,,
総数,666,267,399
若葉１丁目,,,
総数,682,303,379
若葉２丁目,,,
総数,"1,005",444,561
若葉３丁目,,,
総数,"1,335",631,704
若葉４丁目,,,
総数,801,352,449
若葉５丁目,,,
総数,"1,313",604,709
若葉６丁目,,,
総数,"1,051",529,522
