人口統計表,Column_1,Column_2,Column_3
町丁別の年齢５歳刻み一覧表,,,
平成14年4月1日 現在,,,
年齢区分,平成14年04月　人　口,備考,
計,男,女,
会富町,,,
総数,640,313,327
0〜4歳,26,16,10
5〜9歳,26,14,12
10〜14歳,25,16,9
15〜19歳,47,29,18
20〜24歳,60,34,26
25〜29歳,31,15,16
30〜34歳,38,17,21
35〜39歳,29,15,14
40〜44歳,36,14,22
45〜49歳,42,20,22
50〜54歳,61,29,32
55〜59歳,49,25,24
60〜64歳,37,19,18
65〜69歳,42,17,25
70〜74歳,29,14,15
75〜79歳,23,9,14
80〜84歳,17,3,14
85〜89歳,13,6,7
90〜94歳,8,1,7
95〜99歳,1,0,1
100歳以上,0,0,0
秋津１丁目,,,
総数,586,272,314
0〜4歳,17,8,9
5〜9歳,18,3,15
10〜14歳,31,15,16
15〜19歳,49,30,19
20〜24歳,38,22,16
25〜29歳,46,25,21
30〜34歳,29,16,13
35〜39歳,24,11,13
40〜44歳,34,16,18
45〜49歳,59,30,29
50〜54歳,37,12,25
55〜59歳,34,19,15
60〜64歳,41,16,25
65〜69歳,37,16,21
70〜74歳,32,15,17
75〜79歳,22,8,14
80〜84歳,19,4,15
85〜89歳,7,1,6
90〜94歳,11,5,6
95〜99歳,0,0,0
100歳以上,1,0,1
秋津２丁目,,,
総数,876,407,469
0〜4歳,52,18,34
5〜9歳,47,21,26
10〜14歳,65,35,30
15〜19歳,66,27,39
20〜24歳,53,30,23
25〜29歳,63,33,30
30〜34歳,50,23,27
35〜39歳,55,20,35
40〜44歳,78,38,40
45〜49歳,61,34,27
50〜54歳,72,38,34
55〜59歳,41,19,22
60〜64歳,27,10,17
65〜69歳,37,17,20
70〜74歳,49,19,30
75〜79歳,35,16,19
80〜84歳,8,5,3
85〜89歳,11,3,8
90〜94歳,6,1,5
95〜99歳,0,0,0
100歳以上,0,0,0
秋津３丁目,,,
総数,613,303,310
0〜4歳,45,22,23
5〜9歳,34,15,19
10〜14歳,35,17,18
15〜19歳,30,19,11
20〜24歳,45,26,19
25〜29歳,65,30,35
30〜34歳,49,23,26
35〜39歳,34,17,17
40〜44歳,35,15,20
45〜49歳,36,14,22
50〜54歳,58,31,27
55〜59歳,31,19,12
60〜64歳,39,20,19
65〜69歳,21,9,12
70〜74歳,23,15,8
75〜79歳,11,3,8
80〜84歳,14,5,9
85〜89歳,5,2,3
90〜94歳,3,1,2
95〜99歳,0,0,0
100歳以上,0,0,0
秋津新町,,,
総数,145,66,79
0〜4歳,3,3,0
5〜9歳,7,4,3
10〜14歳,6,4,2
15〜19歳,14,7,7
20〜24歳,6,2,4
25〜29歳,4,1,3
30〜34歳,3,2,1
35〜39歳,13,3,10
40〜44歳,9,3,6
45〜49歳,9,5,4
50〜54歳,19,10,9
55〜59歳,7,3,4
60〜64歳,2,1,1
65〜69歳,15,6,9
70〜74歳,9,5,4
75〜79歳,7,3,4
80〜84歳,5,2,3
85〜89歳,5,2,3
90〜94歳,2,0,2
95〜99歳,0,0,0
100歳以上,0,0,0
秋津町秋田,【秘匿】秋津町沼山津を含みます,,
総数,"2,671","1,244","1,427"
0〜4歳,122,65,57
5〜9歳,214,111,103
10〜14歳,293,146,147
15〜19歳,245,127,118
20〜24歳,150,63,87
25〜29歳,114,51,63
30〜34歳,129,52,77
35〜39歳,181,77,104
40〜44歳,264,110,154
45〜49歳,205,101,104
50〜54歳,203,103,100
55〜59歳,121,66,55
60〜64歳,94,40,54
65〜69歳,99,44,55
70〜74歳,71,34,37
75〜79歳,51,23,28
80〜84歳,51,17,34
85〜89歳,39,8,31
90〜94歳,21,5,16
95〜99歳,4,1,3
100歳以上,0,0,0
秋津町沼山津,【秘匿】秋津町秋田を含みます,,
総数,χ,χ,χ
0〜4歳,χ,χ,χ
5〜9歳,χ,χ,χ
10〜14歳,χ,χ,χ
15〜19歳,χ,χ,χ
20〜24歳,χ,χ,χ
25〜29歳,χ,χ,χ
30〜34歳,χ,χ,χ
35〜39歳,χ,χ,χ
40〜44歳,χ,χ,χ
45〜49歳,χ,χ,χ
50〜54歳,χ,χ,χ
55〜59歳,χ,χ,χ
60〜64歳,χ,χ,χ
65〜69歳,χ,χ,χ
70〜74歳,χ,χ,χ
75〜79歳,χ,χ,χ
80〜84歳,χ,χ,χ
85〜89歳,χ,χ,χ
90〜94歳,χ,χ,χ
95〜99歳,χ,χ,χ
100歳以上,χ,χ,χ
荒尾町,【秘匿】白藤１丁目を含みます,,
総数,χ,χ,χ
0〜4歳,χ,χ,χ
5〜9歳,χ,χ,χ
10〜14歳,χ,χ,χ
15〜19歳,χ,χ,χ
20〜24歳,χ,χ,χ
25〜29歳,χ,χ,χ
30〜34歳,χ,χ,χ
35〜39歳,χ,χ,χ
40〜44歳,χ,χ,χ
45〜49歳,χ,χ,χ
50〜54歳,χ,χ,χ
55〜59歳,χ,χ,χ
60〜64歳,χ,χ,χ
65〜69歳,χ,χ,χ
70〜74歳,χ,χ,χ
75〜79歳,χ,χ,χ
80〜84歳,χ,χ,χ
85〜89歳,χ,χ,χ
90〜94歳,χ,χ,χ
