人口統計表,Column_1,Column_2,Column_3
町丁別の年齢５歳刻み一覧表,,,
平成12年4月1日 現在,,,
年齢区分,平成12年04月　人　口,備考,
計,男,女,
会富町,,,
総数,689,332,357
0〜4歳,28,15,13
5〜9歳,22,13,9
10〜14歳,37,24,13
15〜19歳,43,21,22
20〜24歳,54,29,25
25〜29歳,31,17,14
30〜34歳,37,16,21
35〜39歳,29,15,14
40〜44歳,34,17,17
45〜49歳,49,25,24
50〜54歳,72,37,35
55〜59歳,34,15,19
60〜64歳,46,25,21
65〜69歳,41,19,22
70〜74歳,34,15,19
75〜79歳,28,10,18
80〜84歳,35,11,24
85〜89歳,23,5,18
90〜94歳,9,3,6
95〜99歳,3,0,3
100歳以上,0,0,0
秋津１丁目,,,
総数,585,278,307
0〜4歳,13,3,10
5〜9歳,23,11,12
10〜14歳,37,16,21
15〜19歳,39,22,17
20〜24歳,40,20,20
25〜29歳,41,25,16
30〜34歳,28,17,11
35〜39歳,34,17,17
40〜44歳,45,22,23
45〜49歳,43,23,20
50〜54歳,39,16,23
55〜59歳,33,15,18
60〜64歳,45,22,23
65〜69歳,38,18,20
70〜74歳,30,11,19
75〜79歳,23,10,13
80〜84歳,13,2,11
85〜89歳,12,5,7
90〜94歳,8,3,5
95〜99歳,1,0,1
100歳以上,0,0,0
秋津２丁目,,,
総数,835,402,433
0〜4歳,38,20,18
5〜9歳,45,21,24
10〜14歳,66,36,30
15〜19歳,64,32,32
20〜24歳,47,24,23
25〜29歳,78,44,34
30〜34歳,33,14,19
35〜39歳,58,26,32
40〜44歳,64,34,30
45〜49歳,66,32,34
50〜54歳,58,28,30
55〜59歳,40,16,24
60〜64歳,35,15,20
65〜69歳,46,19,27
70〜74歳,44,23,21
75〜79歳,24,10,14
80〜84歳,13,3,10
85〜89歳,9,5,4
90〜94歳,7,0,7
95〜99歳,0,0,0
100歳以上,0,0,0
秋津３丁目,,,
総数,611,299,312
0〜4歳,45,20,25
5〜9歳,37,17,20
10〜14歳,38,21,17
15〜19歳,33,19,14
20〜24歳,36,22,14
25〜29歳,57,25,32
30〜34歳,55,26,29
35〜39歳,32,15,17
40〜44歳,45,17,28
45〜49歳,42,20,22
50〜54歳,50,28,22
55〜59歳,41,21,20
60〜64歳,31,15,16
65〜69歳,17,10,7
70〜74歳,20,9,11
75〜79歳,12,5,7
80〜84歳,12,5,7
85〜89歳,8,4,4
90〜94歳,0,0,0
95〜99歳,0,0,0
100歳以上,0,0,0
秋津新町,,,
総数,145,69,76
0〜4歳,3,3,0
5〜9歳,8,5,3
10〜14歳,7,4,3
15〜19歳,11,5,6
20〜24歳,8,4,4
25〜29歳,4,2,2
30〜34歳,3,1,2
35〜39歳,14,4,10
40〜44歳,6,3,3
45〜49歳,20,8,12
50〜54歳,13,10,3
55〜59歳,5,2,3
60〜64歳,11,4,7
65〜69歳,8,4,4
70〜74歳,6,3,3
75〜79歳,8,3,5
80〜84歳,6,4,2
85〜89歳,4,0,4
90〜94歳,0,0,0
95〜99歳,0,0,0
100歳以上,0,0,0
秋津町秋田,,,
総数,"2,651","1,229","1,422"
0〜4歳,128,61,67
5〜9歳,260,132,128
10〜14歳,297,154,143
15〜19歳,213,103,110
20〜24歳,139,66,73
25〜29歳,106,45,61
30〜34歳,122,53,69
35〜39歳,229,87,142
40〜44歳,250,121,129
45〜49歳,209,97,112
50〜54歳,177,95,82
55〜59歳,104,46,58
60〜64歳,106,45,61
65〜69歳,97,45,52
70〜74歳,66,33,33
75〜79歳,43,19,24
80〜84歳,43,15,28
85〜89歳,40,4,36
90〜94歳,20,8,12
95〜99歳,2,0,2
100歳以上,0,0,0
秋津町沼山津,【秘匿】東本町を含みます,,
総数,χ,χ,χ
0〜4歳,χ,χ,χ
5〜9歳,χ,χ,χ
10〜14歳,χ,χ,χ
15〜19歳,χ,χ,χ
20〜24歳,χ,χ,χ
25〜29歳,χ,χ,χ
30〜34歳,χ,χ,χ
35〜39歳,χ,χ,χ
40〜44歳,χ,χ,χ
45〜49歳,χ,χ,χ
50〜54歳,χ,χ,χ
55〜59歳,χ,χ,χ
60〜64歳,χ,χ,χ
65〜69歳,χ,χ,χ
70〜74歳,χ,χ,χ
75〜79歳,χ,χ,χ
80〜84歳,χ,χ,χ
85〜89歳,χ,χ,χ
90〜94歳,χ,χ,χ
