人口統計表,Column_1,Column_2,Column_3
町丁別の年齢５歳刻み一覧表,,,
平成13年4月1日 現在,,,
年齢区分,平成13年04月　人　口,備考,
計,男,女,
会富町,,,
総数,696,336,360
0〜4歳,29,16,13
5〜9歳,27,15,12
10〜14歳,28,19,9
15〜19歳,48,25,23
20〜24歳,56,32,24
25〜29歳,36,19,17
30〜34歳,37,17,20
35〜39歳,30,16,14
40〜44歳,33,13,20
45〜49歳,46,22,24
50〜54歳,70,36,34
55〜59歳,38,17,21
60〜64歳,41,20,21
65〜69歳,42,20,22
70〜74歳,35,16,19
75〜79歳,30,14,16
80〜84歳,35,10,25
85〜89歳,22,6,16
90〜94歳,11,3,8
95〜99歳,2,0,2
100歳以上,0,0,0
秋津１丁目,,,
総数,575,270,305
0〜4歳,14,6,8
5〜9歳,23,7,16
10〜14歳,31,14,17
15〜19歳,44,26,18
20〜24歳,36,21,15
25〜29歳,38,22,16
30〜34歳,30,17,13
35〜39歳,24,11,13
40〜44歳,41,17,24
45〜49歳,49,29,20
50〜54歳,37,10,27
55〜59歳,37,20,17
60〜64歳,45,22,23
65〜69歳,38,18,20
70〜74歳,27,9,18
75〜79歳,22,8,14
80〜84歳,17,5,12
85〜89歳,10,3,7
90〜94歳,11,5,6
95〜99歳,1,0,1
100歳以上,0,0,0
秋津２丁目,,,
総数,849,400,449
0〜4歳,47,20,27
5〜9歳,38,17,21
10〜14歳,70,36,34
15〜19歳,58,25,33
20〜24歳,59,31,28
25〜29歳,61,32,29
30〜34歳,48,23,25
35〜39歳,50,21,29
40〜44歳,72,36,36
45〜49歳,70,38,32
50〜54歳,62,31,31
55〜59歳,41,19,22
60〜64歳,29,11,18
65〜69歳,39,16,23
70〜74歳,47,20,27
75〜79歳,31,15,16
80〜84歳,13,5,8
85〜89歳,8,4,4
90〜94歳,6,0,6
95〜99歳,0,0,0
100歳以上,0,0,0
秋津３丁目,,,
総数,608,300,308
0〜4歳,40,18,22
5〜9歳,34,17,17
10〜14歳,32,14,18
15〜19歳,31,20,11
20〜24歳,38,20,18
25〜29歳,68,35,33
30〜34歳,50,20,30
35〜39歳,33,17,16
40〜44歳,43,19,24
45〜49歳,35,15,20
50〜54歳,58,32,26
55〜59歳,33,20,13
60〜64歳,35,16,19
65〜69歳,21,11,10
70〜74歳,24,12,12
75〜79歳,12,5,7
80〜84歳,13,5,8
85〜89歳,6,3,3
90〜94歳,2,1,1
95〜99歳,0,0,0
100歳以上,0,0,0
秋津新町,,,
総数,144,66,78
0〜4歳,4,4,0
5〜9歳,10,6,4
10〜14歳,4,2,2
15〜19歳,13,6,7
20〜24歳,5,2,3
25〜29歳,3,1,2
30〜34歳,2,1,1
35〜39歳,16,4,12
40〜44歳,6,2,4
45〜49歳,14,6,8
50〜54歳,16,10,6
55〜59歳,8,4,4
60〜64歳,9,3,6
65〜69歳,9,5,4
70〜74歳,6,3,3
75〜79歳,7,3,4
80〜84歳,7,3,4
85〜89歳,4,1,3
90〜94歳,1,0,1
95〜99歳,0,0,0
100歳以上,0,0,0
秋津町秋田,【秘匿】秋津町沼山津を含みます,,
総数,"2,670","1,240","1,430"
0〜4歳,135,68,67
5〜9歳,229,113,116
10〜14歳,294,149,145
15〜19歳,235,124,111
20〜24歳,136,55,81
25〜29歳,118,54,64
30〜34歳,124,52,72
35〜39歳,210,84,126
40〜44歳,257,114,143
45〜49歳,203,97,106
50〜54歳,195,105,90
55〜59歳,114,55,59
60〜64歳,104,45,59
65〜69歳,91,41,50
70〜74歳,69,37,32
75〜79歳,48,20,28
80〜84歳,45,15,30
85〜89歳,39,5,34
90〜94歳,20,7,13
95〜99歳,4,0,4
100歳以上,0,0,0
秋津町沼山津,【秘匿】秋津町秋田を含みます,,
総数,χ,χ,χ
0〜4歳,χ,χ,χ
5〜9歳,χ,χ,χ
10〜14歳,χ,χ,χ
15〜19歳,χ,χ,χ
20〜24歳,χ,χ,χ
25〜29歳,χ,χ,χ
30〜34歳,χ,χ,χ
35〜39歳,χ,χ,χ
40〜44歳,χ,χ,χ
45〜49歳,χ,χ,χ
50〜54歳,χ,χ,χ
55〜59歳,χ,χ,χ
60〜64歳,χ,χ,χ
65〜69歳,χ,χ,χ
70〜74歳,χ,χ,χ
75〜79歳,χ,χ,χ
80〜84歳,χ,χ,χ
85〜89歳,χ,χ,χ
90〜94歳,χ,χ,χ
95〜99歳,χ,χ,χ
100歳以上,χ,χ,χ
荒尾町,,,
総数,χ,χ,χ
0〜4歳,χ,χ,χ
5〜9歳,χ,χ,χ
10〜14歳,χ,χ,χ
15〜19歳,χ,χ,χ
20〜24歳,χ,χ,χ
25〜29歳,χ,χ,χ
30〜34歳,χ,χ,χ
35〜39歳,χ,χ,χ
40〜44歳,χ,χ,χ
45〜49歳,χ,χ,χ
50〜54歳,χ,χ,χ
55〜59歳,χ,χ,χ
60〜64歳,χ,χ,χ
65〜69歳,χ,χ,χ
70〜74歳,χ,χ,χ
75〜79歳,χ,χ,χ
80〜84歳,χ,χ,χ
85〜89歳,χ,χ,χ
90〜94歳,χ,χ,χ
95〜99歳,χ,χ,χ
100歳以上,χ,χ,χ
改寄町,,,
総数,"1,300",618,682
0〜4歳,87,36,51
5〜9歳,86,46,40
10〜14歳,65,40,25
15〜19歳,74,32,42
20〜24歳,77,37,40
25〜29歳,94,47,47
30〜34歳,78,36,42
35〜39歳,89,47,42
40〜44歳,92,42,50
45〜49歳,91,48,43
50〜54歳,81,38,43
55〜59歳,66,28,38
60〜64歳,87,37,50
65〜69歳,64,30,34
70〜74歳,61,33,28
75〜79歳,44,15,29
80〜84歳,38,16,22
85〜89歳,20,10,10
90〜94歳,3,0,3
95〜99歳,3,0,3
100歳以上,0,0,0
安政町,,,
総数,112,54,58
0〜4歳,7,2,5
5〜9歳,1,1,0
10〜14歳,3,1,2
15〜19歳,10,3,7
20〜24歳,3,1,2
25〜29歳,2,1,1
30〜34歳,6,4,2
35〜39歳,4,2,2
40〜44歳,9,7,2
45〜49歳,7,3,4
50〜54歳,13,8,5
55〜59歳,7,4,3
60〜64歳,5,2,3
65〜69歳,7,3,4
70〜74歳,10,4,6
75〜79歳,8,3,5
80〜84歳,6,2,4
85〜89歳,4,3,1
90〜94歳,0,0,0
95〜99歳,0,0,0
100歳以上,0,0,0
井川淵町,,,
総数,173,83,90
0〜4歳,6,5,1
5〜9歳,4,2,2
10〜14歳,3,2,1
15〜19歳,7,5,2
20〜24歳,8,5,3
25〜29歳,14,9,5
30〜34歳,5,3,2
35〜39歳,9,4,5
40〜44歳,13,5,8
45〜49歳,10,3,7
50〜54歳,13,7,6
55〜59歳,9,6,3
60〜64歳,17,7,10
65〜69歳,14,5,9
70〜74歳,14,4,10
75〜79歳,14,7,7
80〜84歳,5,2,3
85〜89歳,2,0,2
90〜94歳,5,1,4
95〜99歳,1,1,0
100歳以上,0,0,0
池亀町,,,
総数,802,434,368
0〜4歳,12,6,6
5〜9歳,38,22,16
10〜14歳,44,22,22
15〜19歳,76,53,23
20〜24歳,108,89,19
25〜29歳,34,18,16
30〜34歳,23,8,15
35〜39歳,37,18,19
40〜44歳,49,20,29
45〜49歳,59,29,30
50〜54歳,63,34,29
55〜59歳,61,30,31
60〜64歳,45,19,26
65〜69歳,47,25,22
70〜74歳,31,14,17
75〜79歳,33,10,23
80〜84歳,27,13,14
85〜89歳,11,4,7
90〜94歳,3,0,3
95〜99歳,1,0,1
100歳以上,0,0,0
池田１丁目,,,
総数,"2,654","1,210","1,444"
0〜4歳,143,60,83
5〜9歳,139,62,77
10〜14歳,125,60,65
15〜19歳,168,88,80
20〜24歳,195,114,81
25〜29歳,148,67,81
30〜34歳,177,86,91
35〜39歳,201,89,112
40〜44歳,187,89,98
45〜49歳,190,92,98
50〜54歳,201,94,107
55〜59歳,128,67,61
60〜64歳,130,48,82
65〜69歳,153,62,91
70〜74歳,141,59,82
75〜79歳,89,32,57
80〜84歳,72,20,52
85〜89歳,41,13,28
90〜94歳,22,7,15
95〜99歳,4,1,3
100歳以上,0,0,0
池田２丁目,,,
総数,"2,535","1,239","1,296"
0〜4歳,85,42,43
5〜9歳,103,50,53
10〜14歳,111,61,50
15〜19歳,157,87,70
20〜24歳,276,190,86
25〜29歳,159,81,78
30〜34歳,100,54,46
35〜39歳,122,51,71
40〜44歳,141,68,73
45〜49歳,157,75,82
50〜54歳,206,97,109
55〜59歳,177,82,95
60〜64歳,149,68,81
65〜69歳,178,79,99
70〜74歳,176,76,100
75〜79歳,126,50,76
80〜84歳,64,14,50
85〜89歳,36,12,24
90〜94歳,8,1,7
95〜99歳,4,1,3
100歳以上,0,0,0
池田３丁目,,,
総数,"2,957","1,414","1,543"
0〜4歳,128,69,59
5〜9歳,115,61,54
10〜14歳,167,80,87
15〜19歳,160,89,71
20〜24歳,217,144,73
25〜29歳,180,81,99
30〜34歳,176,81,95
35〜39歳,159,72,87
40〜44歳,161,73,88
45〜49歳,165,79,86
50〜54歳,249,115,134
55〜59歳,185,89,96
60〜64歳,181,80,101
65〜69歳,210,97,113
70〜74歳,217,93,124
75〜79歳,138,59,79
80〜84歳,75,29,46
