year,horizon,delta_full,contrib_exp,contrib_macro,contrib_inertia,contrib_other,exp_rate_all_h1,exp_rate_all_h2,exp_rate_all_h3,base_pop_for_rate,lag_d1,lag_d2
2026,1,124.56720912789146,149.99999999999991,0.18390322494801126,-1.4491109861270992,-24.16758311092937,0.0446030330062444,0.0,0.0,1245.5672091278914,,
2027,2,52.93279073630325,-67.96857430686072,-0.2305428490139576,-42.152136803025385,163.2840446952033,0.0,-0.0181894571963591,0.0,1298.4999998641947,,
2028,3,187.0480683701314,69.500446023061,-0.16504214269180295,-36.64249516123317,154.35515965099538,0.0,0.0,0.0178412132024977,1485.5480682343261,,
