town,year,pop_total,male,female,0〜4歳,5〜9歳,10〜14歳,15〜19歳,20〜24歳,25〜29歳,30〜34歳,35〜39歳,40〜44歳,45〜49歳,50〜54歳,55〜59歳,60〜64歳,65〜69歳,70〜74歳,75〜79歳,80〜84歳,85〜89歳,90〜94歳,95〜99歳,100歳以上,delta,growth_pct,growth_log,city_pop,city_growth_log,growth_adj_log,delta_roll_mean_3,delta_roll_std_3,delta_accel,delta_cum3,trend_slope_3y,age_share_00_04,age_share_05_09,age_share_10_14,age_share_15_19,age_share_20_24,age_share_25_29,age_share_30_34,age_share_35_39,age_share_40_44,age_share_45_49,age_share_50_54,age_share_55_59,age_share_60_64,age_share_65_69,age_share_70_74,age_share_75_79,age_share_80_84,age_share_85_89,age_share_90_94,age_share_95_99,age_share_100p,d_age_share_00_04,d_age_share_05_09,d_age_share_10_14,d_age_share_15_19,d_age_share_20_24,d_age_share_25_29,d_age_share_30_34,d_age_share_35_39,d_age_share_40_44,d_age_share_45_49,d_age_share_50_54,d_age_share_55_59,d_age_share_60_64,d_age_share_65_69,d_age_share_70_74,d_age_share_75_79,d_age_share_80_84,d_age_share_85_89,d_age_share_90_94,d_age_share_95_99,d_age_share_100p,youth_share,work_share,elderly_share,dependency_ratio,lag_d1,lag_d2,ma2_delta,town_ma5,town_std5,town_trend5
万楽寺町,2025,242.0,109.0,133.0,6.0,14.0,14.0,14.0,9.0,4.0,5.0,5.0,14.0,17.0,14.0,15.0,12.0,23.0,24.0,25.0,8.0,12.0,6.0,1.0,0.0,-2.0,-0.0081967213114754,-0.0081967672041791,560291.0,-0.0010916914808483,-0.0071050757233308,-2.0,1.0000000000000082,1.0,-6.0,-2.4999999999999964,0.024793388429752,0.0578512396694214,0.0578512396694214,0.0578512396694214,0.0371900826446281,0.0165289256198347,0.0206611570247933,0.0206611570247933,0.0578512396694214,0.0702479338842975,0.0578512396694214,0.0619834710743801,0.0495867768595041,0.0950413223140495,0.0991735537190082,0.1033057851239669,0.0330578512396694,0.0495867768595041,0.024793388429752,0.0041322314049586,0.0,0.0124983064625389,-0.003624170166644,-0.003624170166644,0.0045725511448313,0.0085015580544641,0.0001354829968838,-0.0080273675653705,-0.0080273675653705,-0.003624170166644,0.0005758027367565,0.0045725511448313,-0.0035902994174231,-0.003691911665086,-0.0115160547351307,-0.0032854626744343,0.0295352933206882,-0.0038273946619699,0.0004064489906516,-0.0079934968161495,3.387074922097267e-05,0.0,0.140495867768595,0.4504132231404958,0.3305785123966942,1.0458715596330277,-2.0,-3.0,-2.5,-3.2,1.9235384061671363,0.9000000000000322
