year,horizon,delta_full,contrib_exp,contrib_macro,contrib_inertia,contrib_other
2026,1,-30.20116008327364,0.0,-0.02922973007259344,-6.058586360766384,-24.11334399243466
2027,2,-30.368445967054438,0.0,-0.036726735193322924,31.839875691241105,-62.17159492310222
2028,3,-30.787066143279866,0.0,-0.0383623895938392,32.16864175717383,-62.91734551085985
