year,horizon,delta_full,contrib_exp,contrib_macro,contrib_inertia,contrib_other,exp_rate_all_h1,exp_rate_all_h2,exp_rate_all_h3,base_pop_for_rate,lag_d1,lag_d2
2026,1,97.1768905117217,124.5,-0.08489337577330858,-3.1248721200703287,-24.113343992434665,0.2008032128514056,0.0,0.0,346.1768905117217,,
2027,2,184.56159729320063,78.44089740411022,0.1543112606456134,-57.02723844714335,162.99362707558817,0.0,0.0755306507107375,0.0,530.7384878049223,,
2028,3,216.04682111455233,127.8887922421499,0.4275494485469551,-75.87113739896357,163.60161682281904,0.0,0.0,0.0803212851405622,746.7853089194747,,
