year,MAE,MedianAE,RMSE,n
2019,4.131103963564114,3.145796990308253,9.33718555508878,669.0
2020,2.718331173993009,1.7179273469028722,10.757562469856888,669.0
2021,3.0734341710681097,2.5642807878606253,9.849267262044673,669.0
2022,3.1087794275713887,0.9806797027737666,46.05759371525285,669.0
2023,2.2986552085655,1.7335513535417384,3.9098011994622923,669.0
2024,1.93123768270831,1.5749323097535566,5.938331401497757,669.0
2025,1.9116273748468502,1.2398043004643595,7.211872442622805,669.0
