year,horizon,delta_full,contrib_exp,contrib_macro,contrib_inertia,contrib_other
2026,1,-28.93916850895084,0.0,-0.3330260490151744,-4.0644571676137815,-24.541685292321883
2027,2,-8.513589086556465,21.08925615297969,-0.19869586002597117,29.58807751007833,-58.992226889588515
2028,3,-28.258037075426458,0.0,-0.11190778227107145,8.456815890421101,-36.60294518357649
