year,horizon,delta_full,contrib_exp,contrib_macro,contrib_inertia,contrib_other,exp_rate_all_h1,exp_rate_all_h2,exp_rate_all_h3,base_pop_for_rate,lag_d1,lag_d2
2026,1,39.54510027281613,69.0,-0.07439398553734122,-5.129354295451865,-24.25115144619467,0.3623188405797101,0.0,0.0,177.54510027281611,,
2027,2,126.40650536509878,88.77255013640806,-0.17251127400536603,-41.53664812030809,79.34311462300417,0.0,0.2760913874184185,0.0,303.9516056379149,,
2028,3,180.95244758495684,132.15287201648468,0.9152867194943894,-105.80374755879006,153.68803640776784,0.0,0.0,0.144927536231884,484.90405322287177,,
