year,horizon,delta_full,contrib_exp,contrib_macro,contrib_inertia,contrib_other
2026,1,-28.179277968425616,0.0,-0.2742743557660816,-3.7087182605051723,-24.196285352154362
2027,2,-7.539628737205067,21.08925615297969,-0.06937805400925612,29.319148477799303,-57.878655313974804
2028,3,-27.823817561655385,0.0,-0.014105066523171672,7.871938248931496,-35.68165074406371
