year,horizon,delta_full,contrib_exp,contrib_macro,contrib_inertia,contrib_other,exp_rate_all_h1,exp_rate_all_h2,exp_rate_all_h3,base_pop_for_rate,lag_d1,lag_d2
2026,1,121.1271580336466,149.99999999999991,-0.2160816303950881,-4.3890741417449135,-24.267686194213326,0.0733137829912023,0.0,0.0,803.1271580336465,,
2027,2,116.83962478469745,-2.320251720078892,-0.2105457983508643,-44.056087076441386,163.42650937956859,0.0,-0.0009630072053844,0.0,919.966782818344,,
2028,3,202.53932460804998,80.93549408959026,0.07927924084407323,-41.90195810195294,163.42650937956859,0.0,0.0,0.0293255131964809,1122.506107426394,,
