year,exp_rate_terms,base_pop_for_rate,exp_people_from_rate,exp_people_manual,exp_people_total,delta_noexp,delta_hat,residual_error
2026,0.0,724.0,0.0,0.0,0.0,-13.580373546135053,-13.580373546135053,0.0
2027,0.0,710.4196264538649,0.0,0.0,0.0,-13.32676031778585,-13.32676031778585,0.0
2028,0.0,697.092866136079,0.0,0.0,0.0,-14.229109369530631,-14.229109369530631,0.0
