year,horizon,delta_full,contrib_exp,contrib_macro,contrib_inertia,contrib_other
2026,1,119.43466765457785,150.0,-0.13559311382363148,-6.0421740969458675,-24.387565134652647
2027,2,210.61962238233386,90.0,-0.3128599487742605,-42.4742234818719,163.40670581298002
2028,3,173.47498974976784,60.0,1.5639058275876323,-51.6720289788162,163.5831129009964
