year,horizon,delta_full,contrib_exp,contrib_macro,contrib_inertia,contrib_other
2026,1,-28.310626879918527,2.2547054655036165,-0.13559311382363148,-6.0421740969458675,-24.387565134652643
2027,2,-9.664677309269777,21.08925615297969,-0.07483925035500505,27.65639458829965,-58.33548880019411
2028,3,-26.972782470149873,0.5636763663719733,-0.03224612137363536,9.988237903357604,-37.49245061850581
