year,horizon,delta_full,contrib_exp,contrib_macro,contrib_inertia,contrib_other,exp_rate_all_h1,exp_rate_all_h2,exp_rate_all_h3,base_pop_for_rate,lag_d1,lag_d2
2026,1,121.53212965292855,149.99999999999983,-0.15025608475734487,-4.064199510946953,-24.25341475136696,0.0690607734806629,0.0,0.0,845.5321296529286,,
2027,2,112.2413869268591,-8.915661739704229,-0.21542619115297157,-42.23044160986868,163.60291646758498,0.0,-0.003514812911708,0.0,957.7735165797876,,
2028,3,195.53234189712276,79.3734958491534,0.15500468812793144,-47.42266801972717,163.42650937956859,0.0,0.0,0.0276243093922651,1153.3058584769103,,
