year,horizon,delta_full,contrib_exp,contrib_macro,contrib_inertia,contrib_other,exp_rate_all_h1,exp_rate_all_h2,exp_rate_all_h3,base_pop_for_rate,lag_d1,lag_d2
2026,1,266.19330880641985,299.9999999999997,-0.7381872222749166,-7.860938785049829,-25.207565186255124,0.0346260387811634,0.0,0.0,3154.1933088064197,,
2027,2,83.01774695230986,-14.259406785169016,2.4576181272257713,-68.50593851926222,163.32547412951533,0.0,-0.0015069259013979,0.0,3237.21105575873,,
2028,3,258.7063723802617,100.88261600356124,-0.011997501305188507,-5.489720251509681,163.32547412951533,0.0,0.0,0.010387811634349,3495.9174281389915,,
