year,horizon,delta_full,contrib_exp,contrib_macro,contrib_inertia,contrib_other
2026,1,-28.03566783682596,0.0,0.1648201495325381,-3.643211998608731,-24.55727598774977
2027,2,-28.35272928242479,0.0,0.0309930963005165,29.72139084458357,-58.10511322330888
2028,3,-28.3207127377943,0.0,-0.000548424531555014,29.784948910046133,-58.10511322330888
