year,exp_rate_terms,base_pop_for_rate,exp_people_from_rate,exp_people_manual,exp_people_total,delta_noexp,delta_hat,residual_error
2026,0.0,670.0,0.0,0.0,0.0,-12.84449358109251,-12.84449358109251,0.0
2027,0.0,657.1555064189075,0.0,0.0,0.0,-13.126990043069894,-13.126990043069894,0.0
2028,0.0,644.0285163758376,0.0,0.0,0.0,-13.097342467413208,-13.097342467413208,0.0
