人口統計表,Column_1,Column_2,Column_3
町丁別の年齢５歳刻み一覧表,,,
令和7年4月1日 現在,,,
年齢区分,令和7年04月　人　口,備考,
計,男,女,
会富町,,,
総数,919,434,485
0〜4歳,52,24,28
5〜9歳,67,37,30
10〜14歳,61,30,31
15〜19歳,40,23,17
20〜24歳,34,12,22
25〜29歳,34,15,19
30〜34歳,56,26,30
35〜39歳,64,33,31
40〜44歳,68,34,34
45〜49歳,69,36,33
50〜54歳,59,25,34
55〜59歳,55,30,25
60〜64歳,49,19,30
65〜69歳,40,19,21
70〜74歳,39,18,21
75〜79歳,62,28,34
80〜84歳,28,10,18
85〜89歳,26,9,17
90〜94歳,12,5,7
95〜99歳,3,1,2
100歳以上,1,0,1
秋津１丁目,,,
総数,703,337,366
0〜4歳,32,14,18
5〜9歳,31,17,14
10〜14歳,41,24,17
15〜19歳,24,11,13
20〜24歳,34,19,15
25〜29歳,30,13,17
30〜34歳,25,11,14
35〜39歳,42,17,25
40〜44歳,36,17,19
45〜49歳,53,30,23
50〜54歳,68,33,35
55〜59歳,48,24,24
60〜64歳,52,29,23
65〜69歳,43,21,22
70〜74歳,38,17,21
75〜79歳,35,17,18
80〜84歳,24,8,16
85〜89歳,20,8,12
90〜94歳,17,5,12
95〜99歳,8,2,6
100歳以上,2,0,2
秋津２丁目,,,
総数,"1,078",492,586
0〜4歳,62,30,32
5〜9歳,62,29,33
10〜14歳,66,32,34
15〜19歳,71,21,50
20〜24歳,69,35,34
25〜29歳,61,27,34
30〜34歳,56,28,28
35〜39歳,75,35,40
40〜44歳,63,30,33
45〜49歳,80,35,45
50〜54歳,71,38,33
55〜59歳,75,33,42
60〜64歳,67,34,33
65〜69歳,54,25,29
70〜74歳,55,27,28
75〜79歳,41,16,25
80〜84歳,15,7,8
85〜89歳,18,4,14
90〜94歳,13,5,8
95〜99歳,3,1,2
100歳以上,1,0,1
秋津３丁目,,,
総数,869,410,459
0〜4歳,38,18,20
5〜9歳,45,20,25
10〜14歳,72,39,33
15〜19歳,61,30,31
20〜24歳,48,24,24
25〜29歳,40,18,22
30〜34歳,46,19,27
35〜39歳,49,24,25
40〜44歳,60,25,35
45〜49歳,54,26,28
50〜54歳,66,35,31
55〜59歳,52,24,28
60〜64歳,48,26,22
65〜69歳,44,18,26
70〜74歳,44,21,23
75〜79歳,38,17,21
80〜84歳,31,13,18
85〜89歳,20,7,13
90〜94歳,7,3,4
95〜99歳,6,3,3
100歳以上,0,0,0
秋津新町,,,
総数,325,139,186
0〜4歳,19,9,10
5〜9歳,29,12,17
10〜14歳,14,6,8
15〜19歳,7,4,3
20〜24歳,11,3,8
25〜29歳,13,4,9
30〜34歳,15,7,8
35〜39歳,35,17,18
40〜44歳,30,16,14
45〜49歳,29,11,18
50〜54歳,27,15,12
55〜59歳,19,8,11
60〜64歳,20,3,17
65〜69歳,10,5,5
70〜74歳,17,6,11
75〜79歳,12,6,6
80〜84歳,8,4,4
85〜89歳,5,1,4
90〜94歳,3,1,2
95〜99歳,2,1,1
