人口統計表,Column_1,Column_2,Column_3
町丁別の年齢５歳刻み一覧表,,,
平成11年4月1日 現在,,,
年齢区分,平成11年04月　人　口,備考,
計,男,女,
会富町,,,
総数,678,325,353
0〜4歳,30,14,16
5〜9歳,19,14,5
10〜14歳,35,20,15
15〜19歳,50,26,24
20〜24歳,48,27,21
25〜29歳,35,17,18
30〜34歳,35,16,19
35〜39歳,30,12,18
40〜44歳,31,16,15
45〜49歳,50,24,26
50〜54歳,65,34,31
55〜59歳,33,15,18
60〜64歳,45,22,23
65〜69歳,40,19,21
70〜74歳,36,17,19
75〜79歳,34,14,20
80〜84歳,35,11,24
85〜89歳,16,3,13
90〜94歳,8,4,4
95〜99歳,3,0,3
100歳以上,0,0,0
秋津１丁目,,,
総数,611,298,313
0〜4歳,15,2,13
5〜9歳,27,12,15
10〜14歳,41,23,18
15〜19歳,39,21,18
20〜24歳,50,26,24
25〜29歳,44,27,17
30〜34歳,28,17,11
35〜39歳,36,20,16
40〜44歳,57,29,28
45〜49歳,42,20,22
50〜54歳,41,19,22
55〜59歳,35,13,22
60〜64歳,41,21,20
65〜69歳,35,18,17
70〜74歳,25,8,17
75〜79歳,22,11,11
80〜84歳,15,2,13
85〜89歳,14,6,8
90〜94歳,4,3,1
95〜99歳,0,0,0
100歳以上,0,0,0
秋津２丁目,,,
総数,810,381,429
0〜4歳,45,24,21
5〜9歳,44,22,22
10〜14歳,58,27,31
15〜19歳,61,31,30
20〜24歳,45,20,25
25〜29歳,66,38,28
30〜34歳,30,9,21
35〜39歳,58,31,27
40〜44歳,64,29,35
45〜49歳,68,35,33
50〜54歳,44,20,24
55〜59歳,36,15,21
60〜64歳,44,19,25
65〜69歳,51,17,34
70〜74歳,45,26,19
75〜79歳,24,11,13
80〜84歳,12,2,10
85〜89歳,10,5,5
90〜94歳,4,0,4
95〜99歳,1,0,1
100歳以上,0,0,0
秋津３丁目,,,
総数,563,276,287
0〜4歳,37,16,21
5〜9歳,28,16,12
10〜14歳,31,15,16
15〜19歳,30,17,13
20〜24歳,43,24,19
25〜29歳,47,21,26
30〜34歳,52,23,29
35〜39歳,37,19,18
40〜44歳,34,13,21
45〜49歳,40,20,20
50〜54歳,49,28,21
55〜59歳,43,19,24
60〜64歳,27,13,14
65〜69歳,17,12,5
70〜74歳,17,8,9
75〜79歳,13,4,9
80〜84歳,9,4,5
85〜89歳,8,4,4
90〜94歳,1,0,1
95〜99歳,0,0,0
100歳以上,0,0,0
秋津新町,,,
総数,138,68,70
0〜4歳,4,3,1
5〜9歳,8,5,3
10〜14歳,9,5,4
15〜19歳,8,4,4
20〜24歳,7,4,3
25〜29歳,3,2,1
30〜34歳,4,1,3
35〜39歳,13,3,10
40〜44歳,7,5,2
45〜49歳,20,9,11
50〜54歳,9,7,2
55〜59歳,5,2,3
60〜64歳,10,4,6
65〜69歳,6,3,3
70〜74歳,9,4,5
75〜79歳,6,3,3
80〜84歳,6,3,3
85〜89歳,4,1,3
90〜94歳,0,0,0
95〜99歳,0,0,0
100歳以上,0,0,0
秋津町秋田,,,
総数,"2,649","1,250","1,399"
0〜4歳,152,82,70
5〜9歳,271,138,133
10〜14歳,307,157,150
15〜19歳,202,100,102
20〜24歳,123,64,59
25〜29歳,97,40,57
30〜34歳,145,57,88
35〜39歳,242,94,148
40〜44歳,241,120,121
45〜49歳,213,104,109
50〜54歳,170,88,82
55〜59歳,100,45,55
60〜64歳,105,47,58
65〜69歳,93,46,47
70〜74歳,55,26,29
75〜79歳,42,17,25
80〜84歳,42,16,26
85〜89歳,32,4,28
90〜94歳,16,5,11
95〜99歳,1,0,1
100歳以上,0,0,0
秋津町沼山津,【秘匿】東本町を含みます,,
総数,χ,χ,χ
0〜4歳,χ,χ,χ
5〜9歳,χ,χ,χ
10〜14歳,χ,χ,χ
15〜19歳,χ,χ,χ
20〜24歳,χ,χ,χ
25〜29歳,χ,χ,χ
30〜34歳,χ,χ,χ
35〜39歳,χ,χ,χ
40〜44歳,χ,χ,χ
45〜49歳,χ,χ,χ
50〜54歳,χ,χ,χ
55〜59歳,χ,χ,χ
60〜64歳,χ,χ,χ
65〜69歳,χ,χ,χ
70〜74歳,χ,χ,χ
75〜79歳,χ,χ,χ
80〜84歳,χ,χ,χ
85〜89歳,χ,χ,χ
90〜94歳,χ,χ,χ
95〜99歳,χ,χ,χ
100歳以上,χ,χ,χ
荒尾町,,,
総数,330,152,178
0〜4歳,36,15,21
5〜9歳,19,10,9
10〜14歳,14,6,8
15〜19歳,13,7,6
20〜24歳,24,12,12
25〜29歳,28,15,13
30〜34歳,27,13,14
35〜39歳,30,17,13
40〜44歳,14,4,10
45〜49歳,19,11,8
50〜54歳,15,7,8
55〜59歳,21,8,13
60〜64歳,24,12,12
65〜69歳,6,3,3
70〜74歳,9,5,4
75〜79歳,15,3,12
80〜84歳,9,3,6
85〜89歳,7,1,6
90〜94歳,0,0,0
95〜99歳,0,0,0
100歳以上,0,0,0
改寄町,,,
総数,"1,288",605,683
0〜4歳,96,46,50
5〜9歳,63,35,28
10〜14歳,76,37,39
15〜19歳,77,34,43
20〜24歳,93,39,54
25〜29歳,83,41,42
30〜34歳,107,51,56
35〜39歳,82,44,38
40〜44歳,82,37,45
45〜49歳,95,47,48
50〜54歳,67,36,31
55〜59歳,71,31,40
60〜64歳,79,34,45
65〜69歳,62,33,29
70〜74歳,54,22,32
75〜79歳,39,16,23
80〜84歳,42,18,24
85〜89歳,13,3,10
90〜94歳,6,1,5
95〜99歳,1,0,1
100歳以上,0,0,0
安政町,,,
総数,112,55,57
0〜4歳,5,3,2
5〜9歳,1,1,0
10〜14歳,9,2,7
15〜19歳,6,3,3
20〜24歳,1,1,0
25〜29歳,1,0,1
30〜34歳,5,3,2
35〜39歳,8,4,4
40〜44歳,10,7,3
45〜49歳,11,5,6
50〜54歳,11,7,4
55〜59歳,6,3,3
60〜64歳,4,3,1
65〜69歳,6,1,5
70〜74歳,12,6,6
75〜79歳,8,2,6
80〜84歳,4,2,2
85〜89歳,3,2,1
90〜94歳,0,0,0
95〜99歳,1,0,1
100歳以上,0,0,0
井川淵町,,,
総数,182,84,98
0〜4歳,3,2,1
5〜9歳,3,2,1
10〜14歳,5,3,2
15〜19歳,7,3,4
20〜24歳,12,8,4
25〜29歳,11,6,5
30〜34歳,7,4,3
35〜39歳,15,6,9
40〜44歳,9,3,6
45〜49歳,9,3,6
50〜54歳,17,9,8
55〜59歳,10,6,4
60〜64歳,20,7,13
65〜69歳,10,4,6
70〜74歳,23,10,13
75〜79歳,9,4,5
80〜84歳,4,2,2
85〜89歳,5,1,4
90〜94歳,3,1,2
95〜99歳,0,0,0
100歳以上,0,0,0
池亀町,,,
総数,818,442,376
0〜4歳,23,14,9
5〜9歳,34,20,14
10〜14歳,45,27,18
15〜19歳,61,39,22
20〜24歳,114,92,22
25〜29歳,39,21,18
30〜34歳,28,9,19
35〜39歳,46,23,23
40〜44歳,52,22,30
45〜49歳,64,32,32
50〜54歳,61,33,28
55〜59歳,61,26,35
60〜64歳,49,23,26
65〜69歳,43,23,20
70〜74歳,32,15,17
75〜79歳,34,13,21
80〜84歳,22,8,14
85〜89歳,8,2,6
90〜94歳,2,0,2
95〜99歳,0,0,0
100歳以上,0,0,0
池田１丁目,,,
総数,"2,653","1,241","1,412"
0〜4歳,136,67,69
5〜9歳,134,63,71
10〜14歳,145,66,79
15〜19歳,169,91,78
20〜24歳,225,140,85
25〜29歳,151,82,69
30〜34歳,192,92,100
35〜39歳,177,77,100
40〜44歳,194,87,107
45〜49歳,186,91,95
50〜54歳,173,83,90
55〜59歳,124,52,72
60〜64歳,137,52,85
65〜69歳,156,68,88
70〜74歳,141,62,79
75〜79歳,82,27,55
80〜84歳,66,22,44
85〜89歳,47,17,30
90〜94歳,12,1,11
95〜99歳,5,1,4
100歳以上,1,0,1
池田２丁目,,,
総数,"2,537","1,242","1,295"
0〜4歳,83,39,44
5〜9歳,86,42,44
10〜14歳,124,65,59
15〜19歳,171,103,68
20〜24歳,277,199,78
25〜29歳,142,63,79
30〜34歳,113,60,53
35〜39歳,116,58,58
40〜44歳,139,60,79
45〜49歳,182,89,93
50〜54歳,184,83,101
55〜59歳,180,81,99
60〜64歳,179,80,99
65〜69歳,174,78,96
70〜74歳,165,70,95
75〜79歳,111,39,72
80〜84歳,73,23,50
85〜89歳,27,7,20
90〜94歳,9,2,7
95〜99歳,2,1,1
100歳以上,0,0,0
池田３丁目,,,
総数,"3,013","1,479","1,534"
0〜4歳,131,71,60
5〜9歳,122,65,57
10〜14歳,158,82,76
15〜19歳,190,105,85
20〜24歳,287,190,97
25〜29歳,180,87,93
30〜34歳,161,77,84
35〜39歳,165,75,90
40〜44歳,155,71,84
45〜49歳,219,100,119
50〜54歳,179,87,92
55〜59歳,208,107,101
60〜64歳,181,77,104
65〜69歳,244,115,129
70〜74歳,183,78,105
75〜79歳,120,50,70
80〜84歳,69,21,48
85〜89歳,36,16,20
90〜94歳,21,4,17
95〜99歳,3,0,3
100歳以上,1,1,0
池田４丁目,,,
総数,751,480,271
0〜4歳,16,8,8
5〜9歳,12,7,5
10〜14歳,55,30,25
15〜19歳,151,115,36
20〜24歳,189,165,24
25〜29歳,30,21,9
30〜34歳,20,8,12
35〜39歳,15,9,6
40〜44歳,21,11,10
45〜49歳,37,15,22
50〜54歳,50,22,28
55〜59歳,34,18,16
60〜64歳,25,11,14
65〜69歳,33,16,17
70〜74歳,26,10,16
75〜79歳,19,5,14
80〜84歳,7,5,2
85〜89歳,7,3,4
90〜94歳,4,1,3
95〜99歳,0,0,0
100歳以上,0,0,0
池上町,,,
総数,"2,623","1,211","1,412"
0〜4歳,120,64,56
5〜9歳,146,69,77
10〜14歳,233,122,111
15〜19歳,167,89,78
20〜24歳,154,70,84
25〜29歳,170,78,92
30〜34歳,138,66,72
35〜39歳,181,68,113
40〜44歳,212,100,112
45〜49歳,186,98,88
50〜54歳,199,95,104
55〜59歳,140,63,77
60〜64歳,136,56,80
65〜69歳,145,68,77
70〜74歳,109,42,67
75〜79歳,82,28,54
80〜84歳,56,16,40
85〜89歳,35,16,19
90〜94歳,14,3,11
95〜99歳,0,0,0
100歳以上,0,0,0
石原町,,,
総数,994,480,514
0〜4歳,41,18,23
5〜9歳,82,37,45
10〜14歳,81,38,43
15〜19歳,85,42,43
20〜24歳,78,40,38
25〜29歳,54,34,20
30〜34歳,58,27,31
35〜39歳,71,34,37
40〜44歳,93,41,52
45〜49歳,91,42,49
50〜54歳,75,42,33
55〜59歳,49,29,20
60〜64歳,35,17,18
65〜69歳,34,16,18
70〜74歳,21,10,11
75〜79歳,19,5,14
80〜84歳,15,5,10
85〜89歳,10,2,8
90〜94歳,2,1,1
95〜99歳,0,0,0
100歳以上,0,0,0
出水１丁目,,,
総数,"1,117",498,619
0〜4歳,62,27,35
5〜9歳,68,31,37
10〜14歳,65,32,33
15〜19歳,45,24,21
20〜24歳,57,24,33
25〜29歳,88,34,54
30〜34歳,108,50,58
35〜39歳,114,56,58
40〜44歳,70,35,35
45〜49歳,75,34,41
50〜54歳,73,32,41
