人口統計表,Column_1,Column_2,Column_3
町丁別の年齢５歳刻み一覧表,,,
平成20年4月1日 現在,,,
年齢区分,平成20年04月　人　口,備考,
計,男,女,
会富町,,,
総数,639,304,335
0〜4歳,25,13,12
5〜9歳,31,14,17
10〜14歳,37,19,18
15〜19歳,15,10,5
20〜24歳,32,20,12
25〜29歳,38,22,16
30〜34歳,43,19,24
35〜39歳,40,18,22
40〜44歳,38,18,20
45〜49歳,40,17,23
50〜54歳,40,23,17
55〜59歳,48,22,26
60〜64歳,63,32,31
65〜69歳,33,15,18
70〜74歳,40,18,22
75〜79歳,25,12,13
80〜84歳,19,6,13
85〜89歳,14,0,14
90〜94歳,14,4,10
95〜99歳,3,1,2
100歳以上,1,1,0
秋津１丁目,,,
総数,771,356,415
0〜4歳,36,21,15
5〜9歳,43,24,19
10〜14歳,42,15,27
15〜19歳,38,15,23
20〜24歳,61,30,31
25〜29歳,37,17,20
30〜34歳,51,24,27
35〜39歳,57,30,27
40〜44歳,53,26,27
45〜49歳,62,29,33
50〜54歳,60,32,28
55〜59歳,43,18,25
60〜64歳,41,22,19
65〜69歳,35,14,21
70〜74歳,34,16,18
75〜79歳,30,13,17
80〜84歳,21,4,17
85〜89歳,17,5,12
90〜94歳,8,1,7
95〜99歳,2,0,2
100歳以上,0,0,0
秋津２丁目,,,
総数,999,473,526
0〜4歳,64,34,30
5〜9歳,68,32,36
10〜14歳,61,32,29
15〜19歳,67,31,36
20〜24歳,53,22,31
25〜29歳,56,27,29
30〜34歳,78,44,34
35〜39歳,75,31,44
40〜44歳,68,28,40
45〜49歳,83,44,39
50〜54歳,60,32,28
55〜59歳,71,34,37
60〜64歳,49,24,25
65〜69歳,24,12,12
70〜74歳,38,11,27
75〜79歳,45,21,24
80〜84歳,25,11,14
85〜89歳,8,3,5
90〜94歳,3,0,3
95〜99歳,3,0,3
100歳以上,0,0,0
秋津３丁目,,,
総数,722,351,371
0〜4歳,69,36,33
5〜9歳,49,28,21
10〜14歳,43,18,25
15〜19歳,34,16,18
20〜24歳,28,12,16
25〜29歳,48,27,21
30〜34歳,73,30,43
35〜39歳,58,31,27
40〜44歳,60,31,29
45〜49歳,39,21,18
50〜54歳,38,15,23
55〜59歳,54,28,26
60〜64歳,33,21,12
65〜69歳,41,18,23
70〜74歳,16,6,10
75〜79歳,18,11,7
80〜84歳,11,1,10
85〜89歳,7,1,6
90〜94歳,3,0,3
95〜99歳,0,0,0
100歳以上,0,0,0
秋津新町,,,
総数,114,48,66
0〜4歳,0,0,0
5〜9歳,1,1,0
10〜14歳,7,2,5
15〜19歳,6,4,2
20〜24歳,4,1,3
25〜29歳,6,1,5
30〜34歳,2,0,2
35〜39歳,6,5,1
40〜44歳,5,1,4
45〜49歳,12,3,9
50〜54歳,5,3,2
55〜59歳,15,6,9
60〜64歳,9,4,5
65〜69歳,4,2,2
70〜74歳,10,4,6
75〜79歳,7,4,3
80〜84歳,6,3,3
85〜89歳,4,1,3
90〜94歳,3,3,0
95〜99歳,2,0,2
100歳以上,0,0,0
秋津町秋田,【秘匿】秋津町沼山津を含みます,,
総数,"2,572","1,187","1,385"
0〜4歳,88,41,47
5〜9歳,150,72,78
10〜14歳,184,93,91
15〜19歳,240,115,125
20〜24歳,169,88,81
25〜29歳,123,59,64
30〜34歳,119,50,69
35〜39歳,150,65,85
40〜44歳,168,72,96
45〜49歳,233,93,140
50〜54歳,209,99,110
55〜59歳,213,107,106
60〜64歳,133,73,60
65〜69歳,108,45,63
70〜74歳,93,45,48
75〜79歳,71,30,41
80〜84歳,47,17,30
85〜89歳,38,13,25
90〜94歳,23,4,19
95〜99歳,12,5,7
100歳以上,1,1,0
秋津町沼山津,【秘匿】秋津町秋田を含みます,,
総数,χ,χ,χ
0〜4歳,χ,χ,χ
5〜9歳,χ,χ,χ
10〜14歳,χ,χ,χ
15〜19歳,χ,χ,χ
20〜24歳,χ,χ,χ
25〜29歳,χ,χ,χ
30〜34歳,χ,χ,χ
35〜39歳,χ,χ,χ
40〜44歳,χ,χ,χ
45〜49歳,χ,χ,χ
50〜54歳,χ,χ,χ
55〜59歳,χ,χ,χ
60〜64歳,χ,χ,χ
65〜69歳,χ,χ,χ
70〜74歳,χ,χ,χ
75〜79歳,χ,χ,χ
80〜84歳,χ,χ,χ
85〜89歳,χ,χ,χ
90〜94歳,χ,χ,χ
95〜99歳,χ,χ,χ
100歳以上,χ,χ,χ
麻生田１丁目,,,
総数,120,62,58
0〜4歳,5,1,4
5〜9歳,4,3,1
10〜14歳,10,5,5
15〜19歳,8,6,2
20〜24歳,8,5,3
25〜29歳,7,5,2
30〜34歳,11,7,4
35〜39歳,11,4,7
40〜44歳,9,3,6
45〜49歳,7,4,3
50〜54歳,5,4,1
55〜59歳,6,3,3
60〜64歳,5,2,3
65〜69歳,3,1,2
70〜74歳,9,4,5
75〜79歳,4,2,2
80〜84歳,5,3,2
85〜89歳,2,0,2
90〜94歳,1,0,1
95〜99歳,0,0,0
100歳以上,0,0,0
麻生田２丁目,,,
総数,777,386,391
0〜4歳,22,11,11
5〜9歳,48,31,17
10〜14歳,61,36,25
15〜19歳,65,31,34
20〜24歳,50,26,24
25〜29歳,40,19,21
30〜34歳,39,23,16
35〜39歳,50,24,26
40〜44歳,73,38,35
45〜49歳,57,24,33
50〜54歳,58,27,31
55〜59歳,52,30,22
60〜64歳,43,18,25
65〜69歳,35,17,18
70〜74歳,35,17,18
75〜79歳,18,10,8
80〜84歳,16,1,15
85〜89歳,11,3,8
90〜94歳,3,0,3
95〜99歳,1,0,1
100歳以上,0,0,0
麻生田３丁目,,,
総数,"1,090",524,566
0〜4歳,77,39,38
5〜9歳,65,34,31
10〜14歳,57,26,31
15〜19歳,60,32,28
20〜24歳,54,30,24
25〜29歳,73,31,42
30〜34歳,106,52,54
35〜39歳,83,44,39
40〜44歳,63,27,36
45〜49歳,63,28,35
50〜54歳,69,37,32
55〜59歳,84,28,56
60〜64歳,50,30,20
65〜69歳,49,17,32
70〜74歳,62,38,24
75〜79歳,44,19,25
80〜84歳,18,10,8
85〜89歳,10,2,8
90〜94歳,3,0,3
95〜99歳,0,0,0
100歳以上,0,0,0
麻生田４丁目,,,
総数,"1,534",724,810
0〜4歳,94,43,51
5〜9歳,91,43,48
10〜14歳,81,43,38
15〜19歳,76,34,42
20〜24歳,73,34,39
25〜29歳,96,49,47
30〜34歳,136,68,68
35〜39歳,128,53,75
40〜44歳,106,58,48
45〜49歳,86,40,46
50〜54歳,67,31,36
55〜59歳,106,49,57
60〜64歳,93,42,51
65〜69歳,99,36,63
70〜74歳,96,53,43
75〜79歳,60,31,29
80〜84歳,26,12,14
85〜89歳,12,5,7
90〜94歳,7,0,7
95〜99歳,1,0,1
100歳以上,0,0,0
麻生田５丁目,,,
総数,"1,191",563,628
0〜4歳,24,13,11
5〜9歳,38,17,21
10〜14歳,54,33,21
15〜19歳,46,18,28
20〜24歳,53,23,30
25〜29歳,62,34,28
30〜34歳,71,33,38
35〜39歳,62,30,32
40〜44歳,65,28,37
45〜49歳,59,32,27
50〜54歳,72,36,36
55〜59歳,90,44,46
60〜64歳,101,44,57
65〜69歳,106,38,68
70〜74歳,117,58,59
75〜79歳,92,48,44
80〜84歳,53,27,26
85〜89歳,19,5,14
90〜94歳,6,2,4
95〜99歳,1,0,1
100歳以上,0,0,0
荒尾１丁目,,,
総数,336,154,182
0〜4歳,30,12,18
5〜9歳,19,10,9
10〜14歳,22,12,10
15〜19歳,10,4,6
20〜24歳,10,6,4
25〜29歳,22,12,10
30〜34歳,37,18,19
35〜39歳,27,14,13
40〜44歳,22,8,14
45〜49歳,19,11,8
50〜54歳,13,2,11
55〜59歳,22,11,11
60〜64歳,18,8,10
65〜69歳,17,6,11
70〜74歳,25,12,13
75〜79歳,8,4,4
80〜84歳,5,2,3
85〜89歳,4,0,4
90〜94歳,4,1,3
95〜99歳,2,1,1
