町丁名,総人口,男性,女性,0〜4歳,5〜9歳,10〜14歳,15〜19歳,20〜24歳,25〜29歳,30〜34歳,35〜39歳,40〜44歳,45〜49歳,50〜54歳,55〜59歳,60〜64歳,65〜69歳,70〜74歳,75〜79歳,80〜84歳,85〜89歳,90〜94歳,95〜99歳,100歳以上
会富町,639.0,304.0,335.0,25.0,31.0,37.0,15.0,32.0,38.0,43.0,40.0,38.0,40.0,40.0,48.0,63.0,33.0,40.0,25.0,19.0,14.0,14.0,3.0,1.0
秋津１丁目,771.0,356.0,415.0,36.0,43.0,42.0,38.0,61.0,37.0,51.0,57.0,53.0,62.0,60.0,43.0,41.0,35.0,34.0,30.0,21.0,17.0,8.0,2.0,0.0
秋津２丁目,999.0,473.0,526.0,64.0,68.0,61.0,67.0,53.0,56.0,78.0,75.0,68.0,83.0,60.0,71.0,49.0,24.0,38.0,45.0,25.0,8.0,3.0,3.0,0.0
秋津３丁目,722.0,351.0,371.0,69.0,49.0,43.0,34.0,28.0,48.0,73.0,58.0,60.0,39.0,38.0,54.0,33.0,41.0,16.0,18.0,11.0,7.0,3.0,0.0,0.0
秋津新町,114.0,48.0,66.0,0.0,1.0,7.0,6.0,4.0,6.0,2.0,6.0,5.0,12.0,5.0,15.0,9.0,4.0,10.0,7.0,6.0,4.0,3.0,2.0,0.0
秋津町秋田,2572.0,1187.0,1385.0,88.0,150.0,184.0,240.0,169.0,123.0,119.0,150.0,168.0,233.0,209.0,213.0,133.0,108.0,93.0,71.0,47.0,38.0,23.0,12.0,1.0
秋津町沼山津,13.0,5.0,8.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
荒尾町,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
改寄町,1363.0,643.0,720.0,84.0,56.0,79.0,78.0,76.0,101.0,103.0,76.0,86.0,85.0,95.0,112.0,63.0,77.0,70.0,47.0,32.0,25.0,18.0,0.0,0.0
安政町,123.0,53.0,70.0,5.0,5.0,2.0,0.0,12.0,8.0,7.0,9.0,6.0,7.0,9.0,13.0,7.0,4.0,4.0,7.0,5.0,5.0,6.0,1.0,1.0
井川淵町,153.0,67.0,86.0,7.0,10.0,2.0,2.0,6.0,11.0,16.0,11.0,6.0,11.0,8.0,10.0,8.0,10.0,14.0,6.0,11.0,4.0,0.0,0.0,0.0
池亀町,687.0,352.0,335.0,18.0,18.0,23.0,41.0,69.0,33.0,37.0,21.0,34.0,38.0,51.0,69.0,63.0,44.0,41.0,34.0,26.0,18.0,8.0,1.0,0.0
池田１丁目,2776.0,1267.0,1509.0,117.0,150.0,193.0,147.0,134.0,142.0,156.0,192.0,213.0,215.0,204.0,212.0,140.0,114.0,128.0,133.0,95.0,56.0,23.0,9.0,3.0
池田２丁目,2667.0,1270.0,1397.0,107.0,142.0,121.0,126.0,181.0,155.0,140.0,188.0,157.0,144.0,165.0,204.0,184.0,158.0,158.0,151.0,98.0,59.0,23.0,6.0,0.0
池田３丁目,2700.0,1283.0,1417.0,82.0,107.0,113.0,136.0,198.0,138.0,134.0,138.0,152.0,153.0,152.0,231.0,191.0,172.0,186.0,195.0,124.0,62.0,27.0,7.0,2.0
池田４丁目,589.0,328.0,261.0,26.0,17.0,14.0,38.0,108.0,50.0,44.0,32.0,19.0,18.0,34.0,48.0,40.0,23.0,30.0,14.0,21.0,9.0,2.0,1.0,1.0
池上町,226.0,99.0,127.0,7.0,6.0,11.0,12.0,24.0,23.0,19.0,9.0,5.0,18.0,25.0,24.0,11.0,7.0,5.0,9.0,6.0,2.0,3.0,0.0,0.0
石原町,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
出水１丁目,1254.0,570.0,684.0,42.0,53.0,77.0,94.0,82.0,49.0,65.0,85.0,110.0,121.0,81.0,88.0,62.0,49.0,58.0,62.0,42.0,24.0,7.0,2.0,1.0
出水２丁目,611.0,268.0,343.0,24.0,40.0,25.0,31.0,23.0,37.0,31.0,46.0,40.0,45.0,47.0,60.0,39.0,29.0,21.0,26.0,29.0,7.0,8.0,3.0,0.0
出水３丁目,1276.0,570.0,706.0,55.0,59.0,65.0,54.0,84.0,73.0,85.0,96.0,113.0,72.0,113.0,86.0,67.0,61.0,57.0,59.0,44.0,28.0,3.0,2.0,0.0
出水４丁目,1510.0,730.0,780.0,73.0,85.0,84.0,92.0,85.0,86.0,94.0,110.0,123.0,112.0,107.0,100.0,80.0,72.0,77.0,53.0,39.0,29.0,8.0,0.0,1.0
出水５丁目,1948.0,930.0,1018.0,66.0,112.0,107.0,103.0,110.0,82.0,129.0,120.0,154.0,123.0,155.0,153.0,105.0,95.0,95.0,95.0,87.0,40.0,10.0,6.0,1.0
出水６丁目,3573.0,1703.0,1870.0,205.0,199.0,190.0,192.0,209.0,279.0,308.0,267.0,242.0,214.0,247.0,261.0,212.0,170.0,149.0,119.0,62.0,31.0,13.0,4.0,0.0
