町丁名,総人口,男性,女性,0〜4歳,5〜9歳,10〜14歳,15〜19歳,20〜24歳,25〜29歳,30〜34歳,35〜39歳,40〜44歳,45〜49歳,50〜54歳,55〜59歳,60〜64歳,65〜69歳,70〜74歳,75〜79歳,80〜84歳,85〜89歳,90〜94歳,95〜99歳,100歳以上
会富町,704,333,371,33,38,37,38,36,20,45,41,55,49,42,46,33,45,56,31,32,16,7,3,1
秋津１丁目,738,362,376,36,31,43,49,38,34,38,30,61,58,48,60,57,29,33,24,25,21,16,7,0
秋津２丁目,942,434,508,55,52,61,65,38,62,70,38,67,65,75,72,50,59,39,21,29,15,8,1,0
秋津３丁目,778,367,411,57,64,60,55,31,41,51,55,65,48,52,33,31,42,26,30,12,16,5,4,0
秋津新町,78,34,44,0,0,0,4,5,2,1,2,4,3,7,9,4,12,7,4,6,3,3,1,1
秋津町秋田,2119,950,1169,43,59,102,124,104,122,75,97,96,127,130,220,192,201,138,100,78,58,39,11,3
秋津町沼山津,73,31,42,8,10,6,1,1,1,15,14,2,6,2,4,1,1,0,0,0,1,0,0,0
荒尾町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
改寄町,1285,602,683,61,67,47,52,58,65,74,83,81,70,90,96,92,115,61,66,58,36,8,4,1
安政町,90,35,55,1,0,5,6,4,3,6,6,3,8,7,7,8,12,4,2,3,4,1,0,0
井川淵町,145,57,88,7,4,8,6,3,9,10,10,12,13,5,10,7,6,9,9,11,4,2,0,0
池亀町,769,385,384,28,22,27,28,56,44,55,45,45,43,35,42,55,76,58,45,31,21,10,3,0
池田１丁目,2591,1244,1347,83,94,128,148,150,111,108,149,174,194,186,177,199,217,129,99,96,82,50,15,2
池田２丁目,2769,1348,1421,81,116,128,172,169,123,142,158,188,217,166,163,186,198,157,128,121,97,38,20,1
池田３丁目,2526,1218,1308,95,79,76,122,121,129,127,139,121,159,156,163,162,232,171,149,139,117,54,12,3
