町丁名,総人口,男性,女性,0〜4歳,5〜9歳,10〜14歳,15〜19歳,20〜24歳,25〜29歳,30〜34歳,35〜39歳,40〜44歳,45〜49歳,50〜54歳,55〜59歳,60〜64歳,65〜69歳,70〜74歳,75〜79歳,80〜84歳,85〜89歳,90〜94歳,95〜99歳,100歳以上
会富町,696.0,336.0,360.0,29.0,27.0,28.0,48.0,56.0,36.0,37.0,30.0,33.0,46.0,70.0,38.0,41.0,42.0,35.0,30.0,35.0,22.0,11.0,2.0,0.0
秋津１丁目,575.0,270.0,305.0,14.0,23.0,31.0,44.0,36.0,38.0,30.0,24.0,41.0,49.0,37.0,37.0,45.0,38.0,27.0,22.0,17.0,10.0,11.0,1.0,0.0
秋津２丁目,849.0,400.0,449.0,47.0,38.0,70.0,58.0,59.0,61.0,48.0,50.0,72.0,70.0,62.0,41.0,29.0,39.0,47.0,31.0,13.0,8.0,6.0,0.0,0.0
秋津３丁目,608.0,300.0,308.0,40.0,34.0,32.0,31.0,38.0,68.0,50.0,33.0,43.0,35.0,58.0,33.0,35.0,21.0,24.0,12.0,13.0,6.0,2.0,0.0,0.0
秋津新町,144.0,66.0,78.0,4.0,10.0,4.0,13.0,5.0,3.0,2.0,16.0,6.0,14.0,16.0,8.0,9.0,9.0,6.0,7.0,7.0,4.0,1.0,0.0,0.0
秋津町秋田,2670.0,1240.0,1430.0,135.0,229.0,294.0,235.0,136.0,118.0,124.0,210.0,257.0,203.0,195.0,114.0,104.0,91.0,69.0,48.0,45.0,39.0,20.0,4.0,0.0
秋津町沼山津,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
荒尾町,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
改寄町,1300.0,618.0,682.0,87.0,86.0,65.0,74.0,77.0,94.0,78.0,89.0,92.0,91.0,81.0,66.0,87.0,64.0,61.0,44.0,38.0,20.0,3.0,3.0,0.0
安政町,112.0,54.0,58.0,7.0,1.0,3.0,10.0,3.0,2.0,6.0,4.0,9.0,7.0,13.0,7.0,5.0,7.0,10.0,8.0,6.0,4.0,0.0,0.0,0.0
井川淵町,173.0,83.0,90.0,6.0,4.0,3.0,7.0,8.0,14.0,5.0,9.0,13.0,10.0,13.0,9.0,17.0,14.0,14.0,14.0,5.0,2.0,5.0,1.0,0.0
池亀町,802.0,434.0,368.0,12.0,38.0,44.0,76.0,108.0,34.0,23.0,37.0,49.0,59.0,63.0,61.0,45.0,47.0,31.0,33.0,27.0,11.0,3.0,1.0,0.0
池田１丁目,2654.0,1210.0,1444.0,143.0,139.0,125.0,168.0,195.0,148.0,177.0,201.0,187.0,190.0,201.0,128.0,130.0,153.0,141.0,89.0,72.0,41.0,22.0,4.0,0.0
池田２丁目,2535.0,1239.0,1296.0,85.0,103.0,111.0,157.0,276.0,159.0,100.0,122.0,141.0,157.0,206.0,177.0,149.0,178.0,176.0,126.0,64.0,36.0,8.0,4.0,0.0
池田３丁目,2957.0,1414.0,1543.0,128.0,115.0,167.0,160.0,217.0,180.0,176.0,159.0,161.0,165.0,249.0,185.0,181.0,210.0,217.0,138.0,75.0,50.0,19.0,4.0,1.0
池田４丁目,702.0,451.0,251.0,16.0,12.0,19.0,129.0,168.0,53.0,26.0,19.0,21.0,30.0,53.0,34.0,22.0,35.0,26.0,18.0,11.0,6.0,2.0,2.0,0.0
池上町,2607.0,1211.0,1396.0,115.0,129.0,196.0,202.0,124.0,172.0,140.0,159.0,219.0,185.0,199.0,153.0,147.0,136.0,130.0,86.0,54.0,37.0,22.0,2.0,0.0
石原町,1031.0,498.0,533.0,36.0,65.0,84.0,89.0,70.0,67.0,42.0,66.0,80.0,99.0,110.0,37.0,41.0,30.0,37.0,25.0,32.0,17.0,2.0,2.0,0.0
出水１丁目,1264.0,565.0,699.0,72.0,67.0,74.0,66.0,50.0,106.0,118.0,117.0,95.0,95.0,90.0,57.0,43.0,74.0,41.0,43.0,27.0,16.0,12.0,1.0,0.0
出水２丁目,565.0,255.0,310.0,21.0,31.0,35.0,41.0,41.0,27.0,28.0,40.0,46.0,52.0,50.0,28.0,28.0,24.0,30.0,22.0,12.0,5.0,4.0,0.0,0.0
出水３丁目,1399.0,650.0,749.0,65.0,81.0,74.0,80.0,102.0,105.0,111.0,92.0,99.0,104.0,95.0,69.0,78.0,63.0,69.0,49.0,35.0,18.0,8.0,2.0,0.0
出水４丁目,1595.0,766.0,829.0,96.0,118.0,99.0,89.0,86.0,114.0,122.0,137.0,124.0,106.0,113.0,95.0,85.0,72.0,50.0,41.0,32.0,9.0,5.0,1.0,1.0
出水５丁目,2000.0,943.0,1057.0,114.0,107.0,104.0,144.0,121.0,120.0,122.0,136.0,143.0,151.0,161.0,102.0,90.0,114.0,123.0,78.0,44.0,13.0,9.0,4.0,0.0
出水６丁目,3719.0,1824.0,1895.0,262.0,199.0,193.0,265.0,270.0,364.0,308.0,257.0,251.0,282.0,292.0,210.0,163.0,167.0,111.0,57.0,31.0,19.0,15.0,3.0,0.0
出水７丁目,2586.0,1210.0,1376.0,92.0,107.0,163.0,161.0,155.0,150.0,126.0,134.0,161.0,157.0,218.0,167.0,220.0,184.0,158.0,88.0,66.0,41.0,27.0,7.0,4.0
出水８丁目,1933.0,887.0,1046.0,103.0,108.0,119.0,137.0,100.0,137.0,97.0,126.0,142.0,157.0,130.0,111.0,92.0,125.0,97.0,84.0,38.0,19.0,8.0,0.0,3.0
和泉町,382.0,183.0,199.0,19.0,19.0,20.0,34.0,23.0,27.0,14.0,15.0,23.0,27.0,36.0,19.0,19.0,25.0,25.0,22.0,7.0,8.0,0.0,0.0,0.0
板屋町,28.0,11.0,17.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0
出仲間１丁目,745.0,362.0,383.0,57.0,51.0,58.0,56.0,51.0,59.0,62.0,66.0,68.0,66.0,51.0,22.0,23.0,13.0,12.0,18.0,4.0,4.0,3.0,1.0,0.0
出仲間２丁目,479.0,212.0,267.0,19.0,22.0,19.0,27.0,26.0,31.0,35.0,26.0,31.0,35.0,36.0,26.0,43.0,25.0,28.0,27.0,12.0,7.0,2.0,1.0,1.0
出仲間３丁目,381.0,186.0,195.0,23.0,30.0,34.0,40.0,23.0,22.0,18.0,23.0,46.0,37.0,35.0,16.0,10.0,4.0,7.0,6.0,5.0,1.0,1.0,0.0,0.0
出仲間４丁目,764.0,359.0,405.0,31.0,44.0,39.0,53.0,45.0,53.0,45.0,40.0,49.0,57.0,62.0,64.0,68.0,51.0,24.0,16.0,16.0,6.0,1.0,0.0,0.0
出仲間５丁目,492.0,234.0,258.0,26.0,34.0,26.0,30.0,40.0,51.0,54.0,39.0,36.0,25.0,34.0,16.0,23.0,23.0,17.0,9.0,5.0,4.0,0.0,0.0,0.0
出仲間６丁目,950.0,469.0,481.0,67.0,67.0,50.0,62.0,76.0,79.0,79.0,75.0,78.0,71.0,84.0,34.0,34.0,41.0,26.0,13.0,6.0,6.0,2.0,0.0,0.0
出仲間７丁目,1109.0,514.0,595.0,74.0,80.0,73.0,76.0,64.0,71.0,72.0,102.0,80.0,86.0,69.0,62.0,40.0,49.0,55.0,25.0,14.0,12.0,4.0,1.0,0.0
出仲間８丁目,348.0,175.0,173.0,21.0,16.0,17.0,17.0,26.0,23.0,20.0,26.0,28.0,21.0,20.0,32.0,29.0,20.0,8.0,7.0,11.0,4.0,2.0,0.0,0.0
出仲間９丁目,149.0,75.0,74.0,12.0,15.0,12.0,7.0,13.0,14.0,23.0,17.0,9.0,9.0,8.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
今町,304.0,139.0,165.0,13.0,12.0,9.0,15.0,18.0,21.0,19.0,14.0,21.0,16.0,23.0,22.0,27.0,23.0,18.0,14.0,9.0,9.0,1.0,0.0,0.0
