人口統計表,総人口,男性,女性,0〜4歳,5〜9歳,10〜14歳,15〜19歳,20〜24歳,25〜29歳,30〜34歳,35〜39歳,40〜44歳,45〜49歳,50〜54歳,55〜59歳,60〜64歳,65〜69歳,70〜74歳,75〜79歳,80〜84歳,85〜89歳,90〜94歳,95〜99歳,100歳以上
江津１丁目,117,50,67,4,9,1,9,5,8,14,13,6,5,9,11,26,13,17,7,6,4,0,0,0
榎町,2125,998,1127,95,156,190,198,201,190,184,170,188,237,248,256,187,201,204,99,67,37,15,0,0
大江１丁目,1938,900,1038,80,114,90,144,446,240,170,126,151,168,205,212,151,126,128,113,92,54,21,6,1
大江２丁目,1440,712,728,96,121,113,205,220,113,136,134,136,130,117,140,94,86,74,105,79,37,14,2,0
大江３丁目,1135,563,572,91,104,95,95,148,125,124,139,174,141,138,97,78,39,42,26,21,17,1,2,1
大江４丁目,1684,750,934,128,141,110,127,144,212,190,185,184,159,154,193,103,103,89,91,58,45,13,4,1
大江５丁目,857,379,478,36,35,71,55,86,84,91,74,95,81,95,81,89,67,67,55,31,24,10,8,1
大江６丁目,1030,442,588,49,43,85,72,121,96,107,101,81,107,86,109,114,69,69,80,40,27,7,8,1
大江本町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大窪１丁目,258,125,133,26,16,10,17,33,59,28,13,11,11,28,23,21,27,24,21,9,2,3,1,0
大窪２丁目,265,142,123,12,19,13,8,20,39,29,26,33,24,45,36,33,16,26,11,8,6,3,0,0
大窪３丁目,291,139,152,16,9,11,36,39,41,31,15,12,27,47,52,24,15,22,15,10,5,3,0,0
大窪４丁目,263,142,121,20,14,14,15,51,49,58,27,19,18,18,33,24,14,10,9,5,3,3,0,1
大窪５丁目,966,466,500,63,67,62,73,128,95,93,90,91,88,122,119,106,73,68,43,28,14,5,4,0
大鳥居町,244,120,124,10,10,22,27,26,17,16,15,13,30,40,26,18,15,25,31,13,8,2,0,0
岡田町,524,244,280,42,14,26,54,44,48,71,48,29,61,61,47,47,49,51,30,23,14,5,3,1
沖新町,2093,995,1098,115,161,157,194,196,132,126,211,218,234,183,237,173,178,228,162,94,57,22,10,0
奥古閑町,1710,799,911,82,85,122,150,141,120,126,105,150,136,197,175,165,175,183,158,110,66,42,16,5
小島上町,794,378,416,19,44,57,65,52,50,61,56,64,67,108,105,88,69,93,79,52,24,17,1,1
小島下町,136,62,74,10,12,7,6,9,11,11,14,3,6,19,6,16,25,14,11,5,7,6,0,0
尾ノ上１丁目,1967,936,1031,139,132,148,154,200,168,248,207,212,219,209,253,147,138,104,116,54,26,21,7,1
尾ノ上２丁目,1850,910,940,176,208,237,211,222,143,165,217,248,283,223,122,80,78,69,36,27,6,6,3,0
尾ノ上３丁目,1461,665,796,130,149,131,162,101,144,168,175,178,161,143,135,84,57,66,59,52,17,14,0,0
尾ノ上４丁目,2077,995,1082,174,203,175,159,208,226,281,266,234,205,195,214,169,107,108,59,48,28,11,2,0
帯山１丁目,2780,1278,1502,218,235,258,233,222,250,299,244,271,243,293,314,207,190,211,178,101,60,22,5,4
帯山２丁目,1482,686,796,108,114,164,158,145,133,137,150,171,184,140,129,111,90,74,77,56,10,14,3,0
帯山３丁目,2778,1293,1485,181,201,202,210,262,279,259,309,255,261,313,246,187,211,242,224,133,48,35,11,2
帯山５丁目,2717,1269,1448,146,205,262,257,238,199,213,260,264,289,278,255,184,212,254,257,128,53,29,1,2
帯山６丁目,964,453,511,63,71,70,111,83,85,92,84,117,88,134,88,47,67,85,73,43,10,3,3,0
帯山７丁目,2419,1159,1260,224,182,177,228,275,304,342,261,212,240,257,240,148,139,122,114,63,27,15,8,0
帯山８丁目,568,277,291,62,45,33,38,49,77,104,80,65,56,52,64,42,17,21,26,5,4,4,1,0
帯山９丁目,872,395,477,93,67,57,66,102,120,140,81,88,112,106,69,48,35,42,25,7,3,6,0,0
小峯１丁目,531,253,278,39,37,41,30,54,60,38,50,58,42,55,75,54,40,34,32,22,18,3,2,0
小峯２丁目,1096,525,571,95,84,92,123,128,122,100,122,118,117,144,119,85,52,48,33,24,10,5,0,0
小峯３丁目,892,412,480,82,62,66,83,81,117,100,94,79,95,94,110,63,74,37,35,21,8,3,0,0
小峯４丁目,93,41,52,5,21,9,4,6,3,11,15,14,4,7,12,7,7,2,3,3,1,0,0,0
小山町,569,241,328,19,17,26,35,34,26,24,29,48,55,50,61,49,59,63,54,60,50,36,10,5
鹿帰瀬町,394,201,193,20,26,26,45,43,31,25,29,38,45,56,53,32,22,33,31,21,12,5,2,0
梶尾町,3266,1585,1681,212,315,328,296,275,221,292,304,342,349,377,367,249,248,254,212,121,61,26,1,1
鍛冶屋町,68,29,39,4,1,5,7,13,10,6,7,8,9,5,1,6,3,6,2,3,1,0,0,0
春日１丁目,909,404,505,61,62,45,60,82,77,99,111,94,67,95,127,86,58,67,59,28,22,13,0,0
春日２丁目,293,137,156,14,9,10,12,19,39,25,15,15,17,36,57,43,25,25,42,17,8,2,0,0
春日３丁目,514,230,284,13,20,22,36,48,45,30,50,31,59,46,75,51,64,37,54,42,10,9,1,1
春日４丁目,1323,628,695,76,74,73,90,116,136,133,130,88,116,150,143,157,112,97,108,80,43,16,8,5
春日５丁目,683,326,357,36,32,29,27,63,70,84,46,47,63,69,105,79,95,48,50,28,25,12,1,0
春日６丁目,396,179,217,13,14,23,11,36,27,24,36,23,19,47,46,52,38,54,50,37,17,8,0,0
春日７丁目,1723,840,883,199,146,99,86,164,226,276,175,133,134,162,166,141,115,106,114,72,29,17,2,1
春日８丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鹿子木町,1477,656,821,147,199,165,113,96,158,196,144,122,91,109,141,78,82,68,66,52,55,37,11,3
釜尾町,220,100,120,2,6,18,25,20,12,7,12,15,23,28,35,14,17,28,33,18,6,1,0,0
上鍛冶屋町,161,70,91,10,12,11,15,9,14,10,20,21,11,19,46,4,5,4,9,9,1,1,0,0
上京塚町,38,21,17,3,2,2,4,8,14,7,8,7,0,1,1,2,0,0,0,0,0,0,0,0
上熊本１丁目,1271,565,706,61,68,72,88,142,143,111,96,85,121,137,213,122,116,111,88,34,23,5,0,0
上熊本２丁目,675,322,353,53,63,67,50,72,72,60,87,61,79,73,67,56,45,19,32,16,19,5,1,0
上熊本３丁目,1782,808,974,113,133,141,200,282,158,213,157,134,220,206,190,131,99,89,50,42,16,11,5,0
上水前寺１丁目,449,218,231,29,14,25,23,73,79,58,52,26,25,65,65,28,42,10,28,15,8,2,0,0
上水前寺２丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
上通町,240,118,122,5,9,17,13,28,31,23,15,20,12,36,34,28,27,14,23,10,8,4,1,0
上南部町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
上林町,283,114,169,17,4,4,34,14,53,32,19,16,17,18,42,24,20,26,23,23,7,2,2,0
辛島町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
川口町,2414,1167,1247,135,193,133,159,185,154,195,184,190,215,268,356,244,261,260,206,124,84,31,4,0
川尻１丁目,430,203,227,12,26,27,36,19,36,33,27,33,34,58,46,49,40,52,41,35,17,8,3,1
川尻２丁目,221,110,111,12,7,14,17,31,22,38,30,23,12,22,26,17,8,14,10,17,5,6,0,0
川尻３丁目,673,313,360,21,36,45,44,47,67,49,56,52,46,91,99,68,59,64,60,47,20,12,2,1
川尻４丁目,662,305,357,33,29,34,31,49,57,67,34,55,39,71,103,72,93,54,52,51,24,19,0,0
川尻５丁目,314,144,170,22,18,16,15,31,31,33,9,30,25,33,31,31,34,32,46,12,5,4,0,0
川尻６丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
河内町大多尾,442,215,227,18,28,48,43,19,29,28,24,38,43,42,41,50,61,54,47,25,11,5,3,0
河内町面木,75,35,40,5,3,5,7,5,9,0,8,7,5,11,10,4,4,8,9,7,2,0,1,0
河内町河内,1761,825,936,70,80,112,134,118,140,99,124,163,160,176,260,177,151,219,173,132,56,38,4,0
河内町白浜,1009,481,528,63,57,88,72,80,61,66,89,105,85,76,147,112,114,82,89,66,22,13,3,0
河内町岳,800,371,429,25,28,44,58,53,61,51,51,72,77,111,114,73,106,88,69,40,25,20,5,0
河内町東門寺,193,94,99,5,23,16,25,16,9,13,11,12,26,14,21,8,18,22,18,18,10,2,0,0
河内町野出,822,394,428,50,42,50,81,67,41,55,47,83,82,83,81,94,103,84,68,41,37,18,7,2
河内町船津,2160,1036,1124,81,152,139,169,174,136,115,172,228,198,212,288,211,210,255,213,141,59,33,10,0
川端町,30,12,18,0,2,1,3,7,4,2,1,0,1,5,8,2,2,0,1,3,0,0,0,0
河原町,165,75,90,25,8,10,9,12,17,38,23,12,18,16,6,4,14,10,6,8,3,1,0,0
北迫町,186,94,92,10,13,24,15,9,23,11,11,18,13,18,29,11,13,29,16,10,5,2,0,0
北千反畑町,419,182,237,12,15,20,21,53,63,27,30,35,31,46,51,34,29,49,33,23,19,6,4,0
京塚本町,1794,811,983,93,109,92,167,141,154,182,164,127,139,174,251,163,164,129,120,105,89,29,13,0
京町１丁目,1296,579,717,57,99,89,90,90,117,158,113,165,125,160,149,111,90,94,76,47,29,12,3,1
京町２丁目,1151,546,605,58,105,112,114,99,82,128,99,172,139,132,94,67,63,65,74,41,29,14,10,0
草葉町,377,150,227,36,27,12,15,11,36,51,49,41,45,34,47,27,23,38,16,9,6,3,1,0
楠１丁目,1470,597,873,107,82,76,85,76,102,145,88,80,108,108,169,161,218,187,136,86,38,12,3,0
楠２丁目,807,405,402,30,62,60,72,45,59,83,77,86,55,78,95,80,115,88,74,34,17,1,1,0
楠３丁目,427,183,244,15,12,14,28,37,35,29,14,25,25,40,51,55,49,74,38,38,22,7,2,0
楠４丁目,1112,524,588,46,97,92,125,60,93,96,84,98,97,117,149,136,106,116,71,33,15,5,0,0
楠５丁目,1031,462,569,36,75,84,96,70,70,51,81,107,88,115,108,114,128,132,76,37,18,7,0,0
楠６丁目,509,254,255,63,54,42,36,39,58,83,56,48,48,36,59,38,43,29,15,8,6,2,0,0
楠７丁目,1324,623,701,99,130,107,177,104,102,138,139,161,144,108,112,98,111,106,59,30,12,8,2,0
楠８丁目,1121,535,586,122,155,133,90,65,96,112,152,154,97,82,106,84,80,63,27,19,15,4,0,0
楠野町,1128,549,579,57,71,89,97,126,94,114,75,95,115,119,172,136,103,84,65,27,30,7,1,0
九品寺１丁目,1169,528,641,57,52,39,57,172,178,166,140,106,73,126,142,99,86,78,55,32,21,16,1,1
九品寺２丁目,605,267,338,51,37,25,27,82,77,104,55,43,42,50,68,29,32,39,44,43,20,3,1,0
九品寺３丁目,1755,818,937,113,149,131,121,243,289,156,205,205,178,175,159,89,94,104,79,43,34,5,1,0
九品寺４丁目,662,288,374,19,10,37,34,81,77,69,58,70,55,57,82,55,61,56,45,37,26,21,0,0
九品寺５丁目,1438,673,765,105,89,91,94,129,160,198,148,153,165,111,207,111,116,100,62,42,26,3,1,0
九品寺６丁目,848,385,463,88,82,68,53,52,92,127,131,118,84,67,65,52,50,40,34,18,6,5,1,0
黒髪１丁目,1274,586,688,58,82,77,133,168,139,126,134,116,109,103,122,98,108,94,90,72,18,8,5,0
黒髪２丁目,1425,682,743,30,35,48,99,384,191,143,98,65,89,99,168,124,116,118,109,94,57,32,6,2
黒髪３丁目,861,398,463,20,17,48,76,207,111,72,79,42,81,85,75,67,61,68,57,57,15,16,5,0
黒髪４丁目,1225,635,590,65,53,69,85,310,140,134,98,109,96,103,99,89,108,83,89,51,43,27,8,1
黒髪５丁目,1604,796,808,72,78,98,157,411,188,172,123,120,126,123,168,102,116,92,101,60,48,35,8,2
黒髪６丁目,858,437,421,49,67,38,84,210,101,94,82,86,49,79,92,51,65,65,37,32,9,5,0,0
黒髪８丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黒髪町大字坪井,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
神水１丁目,1938,857,1081,118,147,157,165,184,156,172,159,150,225,176,182,144,110,110,166,120,79,46,25,4
神水２丁目,1711,766,945,109,152,169,125,134,93,148,175,228,185,162,178,125,142,114,110,65,44,14,4,1
慶徳堀町,20,11,9,0,0,0,0,3,4,6,7,2,0,0,0,0,0,5,2,0,2,0,0,0
健軍１丁目,1511,661,850,106,138,116,106,124,194,166,179,179,137,154,129,105,82,88,80,50,20,15,3,1
健軍２丁目,1153,554,599,71,82,128,235,108,157,134,126,116,104,103,103,62,51,44,52,21,6,3,1,0
健軍３丁目,2636,1243,1393,248,200,232,244,235,251,312,308,339,296,278,296,203,126,122,94,45,26,20,4,0
健軍４丁目,1835,856,979,124,119,109,132,144,228,223,200,170,187,160,225,145,153,134,106,71,36,16,6,3
健軍５丁目,191,93,98,19,9,10,20,13,10,23,12,18,13,22,21,24,18,13,18,18,2,0,1,0
健軍本町,240,113,127,7,14,25,35,18,21,23,21,29,38,36,38,23,9,2,5,4,2,3,0,0
小糸山町,390,197,193,51,20,34,37,40,39,71,58,34,38,51,38,26,24,14,7,3,0,2,0,0
幸田１丁目,489,244,245,36,28,43,56,48,31,42,52,56,45,47,55,51,38,45,31,11,14,4,0,0
幸田２丁目,759,357,402,101,93,71,60,51,106,102,109,93,65,54,65,25,40,38,25,10,4,4,0,0
紺屋阿弥陀寺町,19,9,10,0,0,2,0,2,2,4,0,0,2,2,1,1,1,4,4,3,0,0,0,0
紺屋今町,109,47,62,8,8,11,1,8,14,18,15,6,6,5,10,14,5,7,7,3,8,1,1,0
紺屋町１丁目,86,41,45,22,9,6,6,6,5,12,29,7,6,12,4,0,3,0,0,0,0,0,0,0
紺屋町２丁目,44,17,27,4,1,3,2,7,9,5,2,1,3,2,3,2,4,7,5,0,1,0,0,0
紺屋町３丁目,93,38,55,8,3,7,6,3,18,15,8,12,7,4,4,2,9,18,4,3,0,0,0,0
子飼本町,637,294,343,19,15,32,27,116,131,76,46,41,48,50,71,39,41,47,44,42,29,13,3,1
国府１丁目,1363,618,745,66,59,79,79,126,129,146,125,114,141,148,185,100,128,111,94,83,33,23,12,0
国府２丁目,2028,888,1140,127,157,144,148,164,170,196,182,155,186,179,239,159,185,170,163,113,50,18,9,2
国府３丁目,3065,1457,1608,214,290,311,278,269,257,332,355,392,329,311,363,226,171,145,139,75,36,20,9,0
国府４丁目,1279,586,693,79,64,94,119,102,137,131,148,143,128,146,150,82,76,89,83,50,29,11,1,3
国府本町,1412,653,759,113,120,130,108,136,131,144,105,157,147,138,165,109,104,107,56,47,35,11,2,0
小沢町,493,206,287,45,49,28,24,31,34,60,76,56,36,37,54,35,34,32,22,26,14,3,3,0
古城町,56,25,31,0,0,4,0,0,1,5,2,12,2,6,9,8,13,10,4,3,1,1,0,0
壺川１丁目,881,391,490,18,34,73,57,72,87,84,63,76,70,113,123,85,81,66,60,53,32,17,6,2
壺川２丁目,556,249,307,26,46,49,70,44,56,43,41,61,92,51,60,29,19,34,39,34,8,1,1,1
湖東２丁目,1162,536,626,53,53,66,101,84,107,88,70,85,89,132,136,138,120,131,106,71,43,16,9,0
湖東３丁目,844,396,448,56,41,52,64,68,65,59,77,77,75,97,92,68,83,90,74,62,23,13,3,1
琴平１丁目,805,354,451,51,40,21,44,69,99,98,68,63,53,64,81,59,87,101,69,54,24,12,2,0
琴平２丁目,981,465,516,93,97,77,80,83,110,140,96,98,78,109,123,65,52,56,46,20,17,4,2,0
琴平本町,1634,710,924,84,66,63,92,169,194,193,127,113,117,195,185,136,125,159,126,107,64,25,4,0
呉服町１丁目,84,34,50,7,2,8,3,1,7,3,12,9,9,3,4,16,15,6,6,3,2,2,0,0
呉服町２丁目,199,84,115,12,14,12,10,17,32,41,26,15,17,17,24,17,15,3,6,1,1,2,1,0
呉服町３丁目,133,63,70,11,15,7,15,5,7,14,14,16,16,9,16,19,12,2,10,5,1,2,0,0
米屋町１丁目,193,74,119,8,6,9,14,25,27,33,17,18,27,18,20,19,8,8,4,4,2,0,0,0
米屋町２丁目,270,120,150,7,15,28,24,13,35,20,21,27,40,30,34,22,24,24,11,7,5,1,2,0
米屋町３丁目,226,94,132,19,26,12,6,25,44,29,14,22,15,21,36,14,6,15,5,6,4,1,0,0
御領１丁目,1431,712,719,171,125,120,122,155,173,218,162,130,155,128,178,80,66,62,49,26,17,4,2,0
御領２丁目,1397,666,731,134,120,93,89,128,205,199,125,139,102,144,134,112,109,93,48,58,22,7,2,0
御領３丁目,1225,596,629,98,157,106,74,118,137,170,149,123,96,100,137,116,82,70,37,30,15,6,0,0
御領４丁目,326,158,168,35,42,27,35,21,23,40,37,49,35,37,24,11,25,18,10,7,5,3,0,0
御領５丁目,862,431,431,76,76,67,54,120,119,135,89,60,84,111,83,71,42,45,32,18,8,3,0,0
御領６丁目,274,148,126,24,16,18,23,47,47,59,31,19,26,23,37,17,18,9,6,0,2,0,0,0
御領７丁目,6,5,1,0,0,0,0,0,0,2,0,0,2,0,4,1,0,2,0,0,0,0,0,0
護藤町,1395,663,732,70,83,102,114,124,89,144,72,113,133,162,197,131,125,122,99,88,41,33,14,2
細工町１丁目,105,47,58,12,13,6,8,5,5,11,14,6,15,1,14,9,11,6,11,3,0,1,0,1
細工町２丁目,51,27,24,2,7,2,2,3,3,5,3,2,3,10,7,6,4,5,2,9,1,2,0,0
細工町３丁目,174,67,107,8,5,12,13,15,19,13,12,16,16,24,17,17,28,10,9,3,3,1,0,0
細工町４丁目,222,90,132,15,17,10,8,23,17,44,13,20,18,15,33,22,17,14,5,13,4,4,0,0
細工町５丁目,44,18,26,1,2,3,2,1,9,9,6,3,1,5,4,6,1,0,6,2,0,1,0,0
栄町,639,276,363,62,63,55,28,52,42,84,66,61,52,57,55,36,43,40,52,43,16,7,1,0
桜木１丁目,849,409,440,66,96,105,68,72,64,90,109,89,90,77,84,62,62,46,31,35,8,4,0,0
桜木２丁目,766,364,402,69,74,68,62,66,60,107,71,82,68,59,80,66,69,43,47,20,17,2,0,0
桜木３丁目,896,439,457,96,96,83,59,73,92,114,105,105,90,84,92,52,55,47,47,29,9,4,2,1
桜木４丁目,1358,661,697,121,94,153,158,128,146,140,151,154,171,169,139,67,74,58,59,22,6,5,2,2
桜木５丁目,767,357,410,66,77,74,86,55,50,116,113,73,74,76,70,49,54,46,22,11,9,2,1,0
桜木６丁目,40,22,18,5,3,2,3,2,4,4,3,4,2,1,4,1,6,7,7,2,2,0,0,0
桜町,256,103,153,8,11,12,5,23,32,23,34,23,26,24,39,25,22,18,13,12,0,7,2,0
佐土原１丁目,1780,841,939,100,122,220,244,177,172,157,138,245,246,207,212,118,97,60,52,35,11,5,3,0
佐土原２丁目,301,145,156,25,28,48,15,23,33,17,29,42,22,21,48,29,17,15,12,9,11,1,1,0
佐土原３丁目,1331,629,702,78,82,110,120,138,129,166,128,110,160,166,168,90,103,69,72,53,14,3,1,0
三郎２丁目,855,397,458,52,61,41,33,61,81,79,70,85,66,71,96,77,74,116,97,64,18,9,1,0
島崎１丁目,2863,1286,1577,244,225,237,211,232,287,348,335,331,282,286,267,203,177,183,138,96,43,19,4,1
島崎２丁目,2776,1257,1519,247,217,202,205,266,280,369,293,280,249,259,311,184,183,178,122,95,64,20,8,1
島崎３丁目,1341,613,728,73,80,102,86,106,127,123,96,110,114,148,182,135,105,105,116,80,36,22,7,1
島崎４丁目,985,458,527,64,97,78,69,85,87,105,110,84,83,114,116,60,68,76,58,47,25,10,7,0
島崎５丁目,1909,877,1032,88,130,134,163,165,150,178,150,159,182,248,282,155,135,138,163,93,53,12,7,1
島崎６丁目,1912,802,1110,131,126,126,116,167,185,188,151,131,154,193,248,157,145,135,127,108,69,29,23,5
島崎７丁目,666,315,351,56,85,75,47,46,56,68,69,77,56,63,78,77,44,31,28,13,6,5,1,0
清水亀井町,1178,544,634,132,225,190,88,49,115,160,169,102,66,98,62,71,38,63,49,28,10,5,2,0
清水東町,1306,601,705,105,69,61,77,120,187,139,111,104,125,81,147,110,116,133,104,64,33,15,4,2
清水本町,2129,999,1130,70,91,177,193,192,159,131,122,177,220,279,351,221,228,227,145,86,36,15,7,1
清水町大字打越,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
清水町大字松崎,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
清水町大字室園,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
清水万石１丁目,867,384,483,61,86,54,51,73,91,114,85,77,56,81,96,84,89,66,36,20,19,10,2,0
清水万石２丁目,220,103,117,12,7,19,13,25,13,29,18,27,16,20,29,16,25,18,15,14,5,2,0,0
清水万石３丁目,601,283,318,37,38,49,44,33,69,63,52,35,51,60,81,53,65,51,56,27,9,5,6,0
清水万石４丁目,1116,513,603,68,89,103,68,66,92,137,111,96,92,91,109,136,121,94,74,54,15,10,3,0
清水万石５丁目,125,65,60,23,19,12,8,11,26,32,22,14,10,7,0,1,2,1,2,0,0,0,0,0
下硯川町,2540,1216,1324,224,202,223,253,242,332,318,243,253,277,275,296,187,145,108,74,58,34,11,1,0
下通１丁目,193,95,98,2,8,5,11,9,13,29,18,21,19,16,23,22,22,27,17,15,8,2,1,0
下通２丁目,291,135,156,10,11,6,8,18,39,26,25,15,41,41,41,23,32,29,10,34,6,10,1,0
下南部１丁目,332,173,159,37,16,9,12,46,52,54,50,22,16,24,39,38,28,29,14,9,7,3,0,0
下南部２丁目,1568,772,796,174,157,119,131,180,202,225,150,117,157,151,165,105,96,80,68,34,14,12,1,2
