人口統計表,総人口,男性,女性,0〜4歳,5〜9歳,10〜14歳,15〜19歳,20〜24歳,25〜29歳,30〜34歳,35〜39歳,40〜44歳,45〜49歳,50〜54歳,55〜59歳,60〜64歳,65〜69歳,70〜74歳,75〜79歳,80〜84歳,85〜89歳,90〜94歳,95〜99歳,100歳以上
帯山５丁目,2347,1089,1258,113,142,154,185,163,138,132,175,170,235,213,247,301,252,237,175,165,137,80,20,2
帯山６丁目,907,437,470,48,82,68,77,61,49,70,70,81,94,88,97,85,101,95,42,43,55,27,11,0
帯山７丁目,2347,1100,1247,175,146,170,162,187,204,199,246,247,219,252,242,202,224,228,143,91,65,35,6,4
帯山８丁目,544,272,272,31,48,40,34,41,62,41,51,48,73,56,70,53,64,44,32,7,15,4,2,0
帯山９丁目,854,387,467,46,48,67,51,73,73,75,69,95,97,98,81,114,89,57,41,28,26,10,1,2
小峯１丁目,593,289,304,45,62,53,52,32,28,33,79,79,63,34,49,49,50,64,46,23,23,15,3,0
小峯２丁目,1201,556,645,90,77,85,100,87,96,123,140,122,131,133,98,107,107,100,82,33,25,15,6,0
小峯３丁目,1217,571,646,153,71,77,78,101,130,193,131,150,106,106,79,92,89,72,42,51,41,23,3,0
小峯４丁目,324,163,161,67,62,19,17,27,28,52,74,29,22,18,26,9,8,15,7,4,1,2,0,0
小山町,618,279,339,60,74,31,26,28,36,62,67,51,23,37,45,52,53,74,64,44,32,26,11,1
鹿帰瀬町,364,190,174,28,37,11,13,30,24,40,40,31,23,25,28,58,56,37,28,16,18,10,0,1
梶尾町,3776,1767,2009,287,281,252,261,273,230,273,343,368,377,380,374,374,406,315,253,210,179,85,16,6
鍛冶屋町,236,112,124,34,31,15,12,12,11,15,40,30,42,30,22,13,13,12,5,4,5,2,0,0
春日１丁目,1263,584,679,58,95,79,87,98,100,116,100,125,161,158,132,158,112,89,68,60,33,16,2,0
春日２丁目,587,284,303,80,38,25,26,20,45,65,74,89,74,66,71,44,60,35,17,15,11,13,3,0
春日３丁目,744,349,395,76,59,20,23,63,87,115,129,134,95,64,36,44,33,36,30,19,12,13,5,0
春日４丁目,1228,564,664,72,84,72,72,56,89,91,107,105,146,104,100,112,127,138,120,75,64,40,15,3
春日５丁目,440,216,224,14,18,21,37,22,28,25,18,25,63,55,55,56,43,80,49,25,6,14,2,0
春日６丁目,441,195,246,16,30,23,25,34,23,47,32,22,45,55,17,50,43,47,38,36,29,17,7,0
春日７丁目,1384,626,758,119,87,66,76,122,102,160,99,156,140,112,117,109,122,124,101,74,61,45,15,3
春日８丁目,723,342,381,44,70,70,43,39,39,50,51,85,73,62,79,50,85,52,51,61,39,16,4,2
鹿子木町,1246,556,690,106,96,99,126,91,67,108,97,127,155,98,78,99,121,125,88,52,46,17,5,1
釜尾町,177,87,90,9,9,4,9,15,18,5,9,14,10,11,15,24,36,23,18,6,13,16,0,0
上鍛冶屋町,211,82,129,15,11,16,8,18,28,27,23,16,22,19,13,20,13,25,7,4,5,3,0,0
上京塚町,108,49,59,4,3,4,2,22,17,13,18,13,9,16,17,7,3,0,2,3,4,0,0,0
上熊本１丁目,1045,496,549,31,44,70,59,75,62,45,78,106,122,100,112,114,128,159,100,54,47,27,7,1
上熊本２丁目,1085,500,585,92,51,58,78,76,132,132,118,120,124,111,97,98,107,54,42,42,19,27,7,0
上熊本３丁目,1920,876,1044,156,133,134,189,161,147,171,187,182,212,155,151,210,180,162,125,73,40,24,3,1
上水前寺１丁目,614,281,333,84,20,28,26,60,93,133,69,64,53,49,35,27,26,53,28,13,9,12,13,0
上水前寺２丁目,721,327,394,26,37,53,52,43,36,31,64,65,65,70,83,87,84,85,75,52,29,7,3,1
上通町,839,413,426,50,65,64,86,58,69,53,78,72,96,94,86,59,77,73,62,48,43,19,0,0
上南部町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
上林町,340,169,171,9,9,18,17,14,20,8,11,20,48,25,33,43,34,68,39,46,22,16,9,0
辛島町,1053,500,553,132,125,101,126,76,81,104,109,134,110,74,72,45,68,66,35,39,33,20,3,0
川口町,1810,873,937,57,76,83,117,132,89,81,114,120,167,164,173,209,235,267,205,195,115,62,20,2
川尻１丁目,330,150,180,16,15,11,8,17,10,12,16,33,36,30,23,39,58,39,48,23,29,12,5,0
川尻２丁目,209,97,112,16,11,9,12,17,11,17,22,25,26,35,15,14,19,25,15,4,3,5,5,0
川尻３丁目,556,264,292,31,46,39,33,30,19,32,38,41,47,57,32,49,88,73,64,49,38,9,5,0
川尻４丁目,603,275,328,32,43,40,47,28,35,26,36,64,59,33,53,44,70,85,53,78,24,24,4,0
川尻５丁目,262,122,140,7,10,13,20,20,7,17,12,37,33,14,21,29,28,28,32,19,18,17,2,0
川尻６丁目,431,205,226,32,15,23,21,15,31,24,21,38,34,35,38,40,42,77,55,49,27,12,6,1
河内町大多尾,296,137,159,9,6,10,14,15,18,17,14,19,19,27,34,27,41,33,49,38,26,12,3,2
河内町面木,42,19,23,0,0,0,1,2,1,2,2,3,0,7,7,5,14,4,1,4,4,3,1,0
河内町河内,1327,633,694,60,53,45,78,68,80,66,69,95,114,91,153,153,165,209,137,112,136,60,14,2
河内町白浜,842,403,439,42,45,38,62,64,48,34,62,52,55,96,85,75,85,109,100,84,67,35,5,2
河内町岳,741,351,390,36,66,32,31,23,36,33,53,68,72,51,80,92,110,97,63,71,46,19,10,3
河内町東門寺,130,65,65,6,8,2,5,8,12,16,6,7,7,11,18,18,18,11,9,10,17,4,2,0
河内町野出,639,308,331,23,25,17,43,33,35,29,31,35,39,53,92,86,87,84,70,67,56,25,16,1
河内町船津,1752,844,908,85,118,91,79,110,84,92,119,114,114,172,209,208,207,221,178,158,139,72,23,3
川端町,49,24,25,5,1,0,0,8,7,5,17,4,7,6,1,2,5,4,0,0,0,1,0,0
河原町,156,69,87,1,8,23,15,6,7,5,10,18,35,17,22,12,17,5,6,12,5,1,0,0
北迫町,192,85,107,9,15,14,11,14,20,17,12,25,6,13,19,12,23,21,9,19,12,4,2,0
北千反畑町,382,168,214,12,14,22,24,32,18,26,32,46,63,22,25,32,44,41,32,17,35,6,4,3
京塚本町,1647,756,891,80,119,140,132,103,65,100,122,189,181,151,151,149,170,204,146,83,58,40,19,1
京町１丁目,1305,619,686,60,81,83,86,104,80,71,121,129,144,139,140,101,162,127,121,72,59,33,8,3
京町２丁目,1721,764,957,118,130,150,99,115,94,137,156,188,191,162,206,142,145,159,92,91,67,29,14,0
京町本丁（中央区）,1048,470,578,81,102,106,81,58,38,56,102,128,162,127,113,87,104,55,42,33,29,11,3,0
京町本丁,243,123,120,8,10,13,28,22,15,8,15,35,34,29,38,27,19,23,15,9,11,6,1,0
草葉町,521,232,289,23,28,26,32,54,49,31,44,51,77,67,59,46,44,26,43,16,30,4,2,1
楠１丁目,1128,484,644,20,54,95,107,38,32,57,38,74,116,80,84,98,133,180,152,151,59,34,10,0
楠２丁目,665,300,365,23,18,31,48,50,29,39,39,50,58,63,45,75,89,84,66,74,60,19,5,0
楠３丁目,347,132,215,10,9,18,14,12,1,6,20,18,20,43,19,23,35,68,49,48,48,15,3,0
楠４丁目,735,338,397,23,14,28,47,28,21,38,48,41,68,59,58,78,117,119,119,88,51,22,6,0
楠５丁目,870,400,470,14,34,47,74,60,36,25,39,75,75,97,121,87,100,84,117,102,64,18,1,0
楠６丁目,610,288,322,34,64,65,65,40,36,36,53,73,93,63,53,44,25,52,35,39,18,7,3,0
楠７丁目,1080,485,595,40,55,65,125,92,41,63,78,89,95,138,117,110,101,85,108,99,50,10,3,1
楠８丁目,968,460,508,53,58,56,84,86,68,80,65,79,98,141,102,86,83,83,94,67,31,8,4,2
楠野町,1149,556,593,71,77,99,90,59,70,74,107,116,112,79,107,125,117,146,113,66,45,26,6,0
九品寺１丁目,1216,568,648,63,58,52,39,100,167,141,149,125,155,113,117,94,106,125,65,56,38,18,3,0
九品寺２丁目,1196,526,670,58,76,85,102,114,115,117,147,132,149,124,100,104,96,80,42,32,29,16,3,1
九品寺３丁目,1742,811,931,117,122,79,108,187,194,179,181,178,149,178,187,152,136,123,84,103,57,27,9,3
九品寺４丁目,643,305,338,53,29,10,24,45,71,87,64,79,76,67,73,59,45,52,38,38,20,11,5,2
九品寺５丁目,1598,733,865,143,105,97,125,107,90,172,180,192,174,141,155,137,145,145,84,75,38,22,2,2
九品寺６丁目,968,459,509,55,47,95,90,88,69,50,79,125,129,132,122,104,62,67,62,18,23,7,3,0
黒髪１丁目,1156,552,604,66,49,51,79,156,125,134,109,103,121,126,92,104,100,86,66,62,45,26,8,0
黒髪２丁目,1441,720,721,53,57,53,105,345,139,106,103,129,147,102,96,122,124,156,109,87,65,45,15,3
黒髪３丁目,700,310,390,25,22,33,52,148,90,47,53,68,48,47,46,83,48,48,38,45,35,25,9,0
黒髪４丁目,1125,577,548,50,60,60,78,252,139,98,85,113,100,94,88,73,79,98,75,85,39,28,7,1
黒髪５丁目,1863,933,930,76,61,90,110,256,174,153,148,131,171,163,214,175,208,218,168,144,79,49,8,0
黒髪６丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黒髪７丁目（北区）,121,67,54,6,7,2,4,24,15,14,16,24,17,12,5,7,11,14,1,7,1,1,0,0
黒髪７丁目（中央区）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黒髪８丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黒髪町大字坪井,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
神水１丁目,1925,851,1074,127,126,101,136,123,145,161,144,192,187,160,163,198,186,193,130,110,103,64,23,4
神水２丁目,715,335,380,48,32,38,54,52,67,71,63,56,83,84,69,83,68,69,45,40,21,7,0,0
神水本町,83,41,42,0,4,2,4,16,21,11,5,9,17,4,1,4,5,7,6,3,3,1,1,0
神水本町（中央区）,1813,838,975,120,126,114,153,105,72,136,134,177,197,214,238,206,177,150,124,96,57,36,16,3
慶徳堀町,191,84,107,15,12,11,7,20,11,10,18,30,40,28,33,12,18,3,3,1,3,0,0,0
健軍１丁目,1385,624,761,81,121,91,101,108,106,122,133,146,157,157,149,135,94,85,86,58,49,25,5,0
健軍２丁目,1062,501,561,60,68,68,80,97,131,109,101,117,125,115,95,109,91,69,41,47,21,14,5,0
健軍３丁目,2541,1218,1323,143,170,176,209,195,199,216,209,257,310,301,307,283,228,186,147,115,54,48,6,0
健軍４丁目,1805,826,979,109,108,137,131,109,146,183,147,217,198,188,174,166,153,163,126,84,60,28,4,0
健軍５丁目,201,96,105,12,14,18,20,8,9,6,17,21,24,13,29,16,16,18,24,14,8,8,2,0
健軍本町,2325,1092,1233,145,145,176,222,175,169,171,192,236,295,265,263,244,227,175,145,98,39,29,5,1
小糸山町,540,255,285,65,40,31,35,42,64,81,79,50,72,45,42,30,38,27,27,17,7,3,0,0
幸田１丁目,487,241,246,41,41,45,42,13,37,38,50,50,40,35,60,53,47,40,41,26,18,8,3,0
幸田２丁目,711,343,368,90,49,42,67,60,71,78,67,61,83,74,70,41,59,55,22,34,20,9,1,1
紺屋阿弥陀寺町,13,5,8,3,0,0,0,0,0,0,3,0,2,0,0,1,2,1,1,4,1,0,0,0
紺屋今町,86,38,48,3,2,1,5,18,20,9,7,12,8,16,1,5,0,2,9,4,2,0,0,0
紺屋町１丁目,112,49,63,6,5,11,7,21,21,16,17,6,17,14,5,7,4,3,1,0,0,0,0,0
紺屋町２丁目,34,16,18,0,2,2,1,3,12,7,5,3,3,0,2,4,3,0,0,1,1,1,0,0
紺屋町３丁目,118,48,70,6,4,6,5,15,15,18,14,17,14,8,13,5,4,3,1,11,7,0,0,0
子飼本町,567,283,284,17,38,46,44,105,49,49,39,68,57,40,38,44,49,46,37,36,26,18,3,1
国府１丁目,1433,678,755,101,83,83,64,93,117,140,150,128,174,152,135,145,105,146,90,76,85,30,14,0
国府２丁目,1882,802,1080,95,107,134,172,139,108,114,143,137,215,179,180,185,160,165,159,129,94,54,15,0
国府３丁目,2804,1317,1487,165,198,193,218,246,151,244,207,298,325,308,320,287,267,267,164,121,88,44,4,6
国府４丁目,1176,559,617,98,80,81,89,78,84,111,120,115,109,116,129,132,124,110,51,41,36,20,10,1
国府本町,1273,613,660,97,81,103,90,109,83,100,126,141,123,131,125,122,137,121,70,60,44,18,5,0
小沢町,585,258,327,31,41,31,32,60,71,55,59,54,79,51,53,28,33,60,32,34,29,7,1,2
古城町,45,21,24,0,4,2,0,0,6,0,0,1,3,5,8,2,5,3,9,8,9,1,0,0
壺川１丁目,760,352,408,47,40,59,39,59,54,56,37,75,73,80,76,79,83,85,64,41,43,18,2,2
壺川２丁目,710,337,373,42,65,67,50,55,46,67,76,78,66,96,43,55,58,52,38,32,41,17,3,0
湖東１丁目（中央区）,94,47,47,16,15,12,5,0,1,8,16,9,10,8,12,9,7,2,3,2,3,3,0,0
湖東１丁目（東区）,311,153,158,15,20,23,20,35,23,24,27,32,34,25,39,42,33,25,16,9,6,12,3,1
湖東２丁目,1238,591,647,70,80,72,72,76,92,132,117,103,141,105,100,112,128,125,105,102,58,26,9,4
湖東３丁目,833,386,447,54,43,38,48,45,55,60,66,62,84,87,77,95,92,87,76,59,55,26,8,2
琴平１丁目,715,355,360,26,28,33,49,63,92,71,56,85,75,70,50,57,72,68,45,52,61,12,5,0
琴平２丁目,942,444,498,61,45,58,78,100,97,90,126,96,81,84,79,78,93,82,62,40,19,13,3,1
琴平本町,1403,638,765,62,61,74,80,120,136,141,136,143,131,109,110,132,174,144,93,87,61,29,14,4
呉服町１丁目,92,40,52,5,2,3,4,8,9,4,10,10,8,12,6,5,7,5,14,8,6,4,2,0
呉服町２丁目,287,134,153,32,13,6,14,20,42,41,38,34,53,14,27,15,21,26,10,12,1,2,0,0
呉服町３丁目,333,140,193,35,27,23,22,13,21,41,43,48,43,48,28,15,22,16,16,4,5,3,0,0
米屋町１丁目,481,198,283,18,37,47,55,28,32,18,37,46,75,57,48,58,44,33,19,14,9,4,0,0
米屋町２丁目,231,102,129,11,3,10,11,31,14,14,14,20,19,22,32,38,31,17,19,18,8,1,0,0
米屋町３丁目,230,97,133,13,2,9,17,29,28,24,18,21,19,21,30,20,17,29,13,8,7,2,0,0
御領１丁目,1231,608,623,99,87,71,96,85,105,110,146,126,131,126,112,120,109,136,69,56,33,16,5,1
御領２丁目,1531,710,821,127,122,110,92,90,125,134,182,184,185,146,99,118,119,140,121,81,44,13,9,0
御領３丁目,1350,634,716,84,131,106,113,119,107,112,117,137,158,124,116,88,120,133,91,69,39,13,6,1
御領４丁目,281,129,152,31,14,15,14,24,26,43,15,31,24,26,45,18,30,17,16,10,8,2,1,0
御領５丁目,1223,613,610,167,122,77,76,109,122,153,160,169,116,110,69,77,98,74,65,34,25,9,4,0
御領６丁目,374,206,168,37,19,12,21,36,61,47,79,44,45,32,33,26,22,28,13,15,7,3,0,0
御領７丁目,517,263,254,58,34,41,45,53,101,67,57,78,66,40,43,29,24,12,14,15,3,0,0,0
護藤町,1768,846,922,207,208,135,98,86,85,151,229,189,145,141,141,138,164,177,118,90,62,37,12,1
細工町１丁目,128,61,67,11,14,5,4,23,30,13,13,9,15,8,8,7,5,9,4,7,2,2,0,0
細工町２丁目,47,24,23,0,0,3,3,4,4,5,10,1,7,0,8,6,10,1,7,1,0,1,0,0
細工町３丁目,154,63,91,5,14,5,9,11,11,13,4,23,17,14,16,10,10,17,11,15,5,5,2,0
細工町４丁目,212,93,119,7,5,6,20,10,14,15,11,14,27,28,20,18,36,34,20,7,10,1,2,0
細工町５丁目,49,23,26,1,3,3,0,5,4,2,7,6,6,9,4,6,6,4,3,1,0,2,0,0
栄町,431,189,242,15,20,29,44,21,27,23,27,36,25,44,42,45,48,48,39,34,33,13,7,0
桜木１丁目,828,381,447,79,71,46,69,61,79,77,95,82,88,111,79,53,60,59,35,36,19,8,2,0
桜木２丁目,746,356,390,70,80,57,60,49,59,61,56,88,66,70,60,57,70,50,59,50,23,12,4,1
桜木３丁目,991,478,513,80,85,82,120,79,66,59,78,126,117,87,90,86,76,71,54,35,38,32,6,2
桜木４丁目,1608,753,855,102,167,186,157,92,119,132,142,185,198,164,138,136,150,114,60,54,44,17,3,1
桜木５丁目,925,443,482,78,81,95,101,40,87,76,76,85,146,106,73,73,60,57,50,46,27,6,5,0
桜木６丁目,118,60,58,21,18,9,12,0,1,17,11,18,18,1,10,12,9,4,2,6,6,3,0,0
桜町,470,208,262,34,11,11,19,51,70,47,56,58,43,46,42,39,52,43,30,14,5,5,2,0
佐土原１丁目,1631,781,850,97,123,97,115,124,113,137,132,133,149,179,241,210,189,163,93,70,30,13,4,0
佐土原２丁目,616,308,308,81,103,74,46,30,35,47,81,98,64,58,43,27,34,42,26,24,5,6,0,0
佐土原３丁目,711,338,373,115,139,108,56,22,14,91,95,143,86,41,38,19,30,21,11,11,4,3,0,2
三郎１丁目（中央区）,641,294,347,30,31,40,52,56,33,38,59,59,76,66,66,68,84,66,35,39,19,13,5,0
三郎１丁目（東区）,620,290,330,32,30,31,34,51,55,36,65,51,48,40,63,73,60,68,53,54,33,24,8,1
三郎２丁目,823,375,448,42,43,48,57,59,36,39,67,70,82,80,80,90,71,74,74,69,76,36,5,0
島崎１丁目,2580,1144,1436,182,175,135,219,184,236,224,214,258,320,233,277,208,218,197,174,116,94,43,16,1
島崎２丁目,2494,1189,1305,145,164,143,187,189,190,208,238,266,295,255,238,208,233,234,197,130,103,46,12,2
島崎３丁目,1186,541,645,56,78,92,88,69,44,74,111,111,108,109,94,90,152,174,102,70,57,33,14,1
島崎４丁目,948,447,501,57,53,67,96,69,55,70,72,98,121,104,88,77,119,96,47,42,49,11,4,0
