人口統計表,Column_1,Column_2,Column_3
会富町,,,
総数,631,303,328
秋津１丁目,,,
総数,585,267,318
秋津２丁目,,,
総数,891,416,475
秋津３丁目,,,
総数,608,303,305
秋津新町,,,
総数,148,64,84
秋津町秋田,【秘匿】秋津町沼山津を含みます,,
総数,"2,665","1,244","1,421"
秋津町沼山津,【秘匿】秋津町秋田を含みます,,
総数,χ,χ,χ
荒尾町,【秘匿】白藤１丁目を含みます,,
総数,χ,χ,χ
改寄町,,,
総数,"1,282",611,671
安政町,,,
総数,117,51,66
井川淵町,,,
総数,159,75,84
池亀町,,,
総数,799,433,366
池田１丁目,,,
総数,"2,663","1,221","1,442"
池田２丁目,,,
総数,"2,590","1,240","1,350"
池田３丁目,,,
総数,"2,930","1,404","1,526"
池田４丁目,,,
総数,695,421,274
池上町,,,
総数,"2,604","1,201","1,403"
石原町,,,
総数,"1,017",491,526
出水１丁目,,,
総数,"1,278",579,699
出水２丁目,,,
総数,577,262,315
出水３丁目,,,
総数,"1,319",608,711
出水４丁目,,,
総数,"1,551",746,805
出水５丁目,,,
総数,"2,076",993,"1,083"
出水６丁目,,,
総数,"3,714","1,803","1,911"
出水７丁目,,,
総数,"2,602","1,214","1,388"
出水８丁目,,,
総数,"1,938",891,"1,047"
和泉町,,,
総数,384,184,200
板屋町,,,
総数,32,13,19
出仲間１丁目,,,
総数,737,362,375
出仲間２丁目,,,
総数,455,206,249
出仲間３丁目,,,
総数,607,300,307
出仲間４丁目,,,
総数,964,468,496
出仲間５丁目,,,
総数,490,234,256
出仲間６丁目,,,
総数,"1,000",484,516
出仲間７丁目,,,
総数,"1,077",481,596
出仲間８丁目,,,
総数,510,254,256
出仲間９丁目,,,
総数,139,69,70
今町,,,
総数,303,139,164
魚屋町１丁目,,,
総数,16,4,12
魚屋町２丁目,,,
総数,26,11,15
魚屋町３丁目,,,
総数,68,30,38
海路口町,,,
総数,"2,147","1,030","1,117"
薄場町,,,
総数,29,16,13
打越町,,,
総数,"1,897",910,987
内田町,,,
総数,"1,329",662,667
内坪井町,,,
総数,693,286,407
江越１丁目,,,
総数,631,303,328
江越２丁目,,,
総数,291,143,148
画図町大字上無田,,,
総数,765,371,394
画図町大字重富,,,
総数,"1,414",708,706
画図町大字下江津,,,
総数,"2,692","1,258","1,434"
画図町大字下無田,,,
総数,"1,041",494,547
画図町大字所島,,,
総数,643,313,330
江津１丁目,,,
総数,"1,800",817,983
江津２丁目,,,
総数,"2,540","1,121","1,419"
榎町,,,
総数,"2,012",936,"1,076"
大江１丁目,,,
総数,"2,026",954,"1,072"
大江２丁目,,,
総数,"1,614",806,808
大江３丁目,,,
総数,"1,193",595,598
大江４丁目,,,
総数,"1,488",641,847
大江５丁目,,,
総数,727,314,413
大江６丁目,,,
総数,"1,050",450,600
大江本町,,,
総数,561,244,317
総数,χ,χ,χ
大窪１丁目,,,
総数,240,122,118
大窪２丁目,,,
総数,266,129,137
大窪３丁目,,,
総数,290,135,155
