町丁名,総人口,男性,女性,0〜4歳,5〜9歳,10〜14歳,15〜19歳,20〜24歳,25〜29歳,30〜34歳,35〜39歳,40〜44歳,45〜49歳,50〜54歳,55〜59歳,60〜64歳,65〜69歳,70〜74歳,75〜79歳,80〜84歳,85〜89歳,90〜94歳,95〜99歳,100歳以上
会富町,649,311,338,23,12,36,54,46,29,27,29,42,47,55,35,45,39,32,39,33,17,7,2,0
秋津１丁目,625,306,319,20,25,47,34,61,50,23,40,57,40,35,39,43,34,22,20,16,13,6,0,0
秋津２丁目,809,371,438,38,52,60,61,50,56,34,58,62,75,42,37,40,52,44,19,13,12,3,1,0
秋津３丁目,553,269,284,38,32,27,34,42,56,39,37,31,53,34,41,25,20,13,16,8,6,1,0,0
秋津新町,149,73,76,8,10,10,9,3,4,7,16,4,23,10,2,13,9,6,6,5,4,0,0,0
秋津町秋田,2584,1240,1344,173,306,283,194,106,100,170,258,233,220,134,102,96,88,42,35,26,14,4,0,0
秋津町沼山津,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
荒尾町,279,125,154,22,14,11,13,21,23,18,19,13,20,17,20,23,8,10,12,10,4,0,1,0
改寄町,1227,570,657,88,55,75,81,88,77,89,77,83,90,64,70,77,67,49,43,36,11,7,0,0
安政町,111,53,58,2,2,10,5,0,2,4,10,8,14,9,5,5,6,13,7,4,3,0,2,0
井川淵町,178,87,91,1,4,5,8,13,11,9,12,8,13,14,12,17,10,22,9,2,6,2,0,0
池亀町,832,444,388,32,35,42,55,122,44,32,42,53,70,64,53,50,39,37,32,20,7,3,0,0
池田１丁目,2625,1220,1405,134,121,155,168,209,145,200,170,195,202,152,122,150,157,132,85,61,50,10,6,1
池田２丁目,2578,1254,1324,93,85,140,179,283,139,108,125,149,197,183,167,180,183,163,97,69,26,9,1,2
池田３丁目,3069,1507,1562,131,131,174,200,306,192,162,164,165,232,182,188,202,240,166,104,70,40,17,2,1
池田４丁目,773,512,261,13,15,49,156,206,34,17,19,25,42,45,28,34,23,31,17,7,9,2,1,0
池上町,2634,1217,1417,112,155,245,159,176,169,154,175,205,191,188,136,145,126,122,72,58,34,12,0,0
石原町,1015,490,525,58,70,88,84,81,55,65,67,104,109,52,47,39,31,21,21,13,9,1,0,0
出水１丁目,1131,508,623,70,72,55,46,65,93,106,108,67,87,59,55,63,50,45,36,21,21,12,0,0
出水２丁目,530,240,290,22,20,33,41,31,23,40,38,47,49,33,31,27,27,32,17,9,7,3,0,0
出水３丁目,1398,661,737,80,75,104,76,91,85,112,96,114,105,86,76,70,68,66,48,27,15,4,0,0
出水４丁目,1550,742,808,83,111,103,110,103,123,115,119,118,126,92,85,84,61,51,40,13,8,2,2,1
出水５丁目,1989,963,1026,92,112,122,139,147,105,136,130,158,182,110,97,115,114,107,61,34,15,11,2,0
出水６丁目,3537,1708,1829,222,183,250,263,276,330,270,257,274,304,221,183,177,141,83,42,25,27,7,2,0
出水７丁目,2515,1204,1311,83,125,158,173,191,140,116,135,156,206,198,184,219,182,114,62,46,18,8,1,0
出水８丁目,1833,854,979,94,94,136,124,98,112,102,121,152,123,133,102,106,125,104,52,32,14,6,3,0
和泉町,398,189,209,10,21,39,25,31,16,14,19,34,34,25,21,20,30,27,11,12,7,1,1,0
板屋町,34,14,20,1,1,0,5,2,1,1,0,2,4,2,1,1,4,3,4,1,1,0,0,0
出仲間１丁目,704,354,350,55,55,57,61,39,58,65,69,74,56,29,22,16,15,14,11,4,0,4,0,0
出仲間２丁目,509,228,281,27,25,30,25,31,38,30,31,30,34,40,36,31,30,27,22,11,6,3,2,0
出仲間３丁目,341,168,173,19,19,39,28,33,22,18,24,34,36,25,14,6,6,7,5,2,4,0,0,0
出仲間４丁目,783,372,411,34,42,50,51,58,59,45,39,59,63,60,72,57,37,20,13,15,4,5,0,0
出仲間５丁目,454,216,238,31,28,24,29,34,51,40,34,35,35,24,17,28,18,13,6,5,2,0,0,0
出仲間６丁目,926,449,477,81,60,66,72,66,69,73,72,78,96,49,36,34,30,23,10,6,3,2,0,0
出仲間７丁目,1122,505,617,69,80,80,84,60,78,86,96,93,85,59,46,52,53,44,23,18,14,2,0,0
出仲間８丁目,346,166,180,18,17,14,18,23,22,24,33,30,18,26,31,25,15,6,11,9,5,1,0,0
出仲間９丁目,135,72,63,19,14,5,5,10,19,27,6,8,9,5,4,1,0,2,1,0,0,0,0,0
今町,320,141,179,12,14,13,17,22,19,23,20,17,19,26,25,23,19,21,10,10,6,3,1,0
魚屋町１丁目,30,7,23,0,0,2,3,2,2,3,2,1,2,2,0,1,2,3,0,2,2,1,0,0
魚屋町２丁目,33,16,17,2,2,5,0,3,1,2,3,0,1,4,2,2,1,1,1,3,0,0,0,0
魚屋町３丁目,68,39,29,4,0,1,3,6,15,11,4,1,2,3,3,4,1,7,0,1,2,0,0,0
海路口町,2136,1023,1113,81,93,153,114,117,102,112,125,157,162,128,143,169,156,134,79,59,39,8,4,1
薄場町,1952,910,1042,119,116,126,131,113,135,144,120,130,149,121,92,104,117,106,67,33,20,6,3,0
打越町,1861,881,980,83,92,127,104,135,145,107,111,127,176,125,111,113,113,76,50,29,23,9,5,0
内田町,1320,642,678,46,77,80,72,86,83,67,89,98,108,83,83,100,73,76,48,23,19,8,1,0
内坪井町,651,287,364,11,19,23,55,52,44,31,36,38,52,49,50,46,39,45,30,18,8,5,0,0
江越１丁目,550,277,273,76,39,32,18,19,80,95,64,31,21,17,16,12,11,11,6,2,0,0,0,0
江越２丁目,255,126,129,30,17,13,14,17,44,42,20,9,13,14,4,6,4,3,4,1,0,0,0,0
画図町大字上無田,682,323,359,21,37,51,63,44,38,28,35,54,61,57,38,36,29,23,32,19,13,3,0,0
画図町大字重富,1391,696,695,59,124,137,102,76,62,78,113,160,139,83,75,54,40,33,22,21,7,4,1,1
画図町大字下江津,2725,1292,1433,128,144,180,201,202,189,152,157,197,249,189,188,164,127,113,76,41,15,8,5,0
画図町大字下無田,1037,494,543,43,56,61,60,73,54,42,52,65,102,73,77,62,60,52,36,37,21,8,3,0
画図町大字所島,696,353,343,24,39,53,56,52,45,29,35,63,71,47,44,31,30,26,22,14,11,3,1,0
江津１丁目,1804,837,967,80,91,110,103,116,127,124,111,121,115,134,113,120,124,87,57,42,22,6,1,0
江津２丁目,2715,1225,1490,165,136,140,151,165,187,196,159,159,209,190,190,187,175,132,104,44,20,6,0,0
榎町,1998,941,1057,72,99,163,156,142,126,99,121,167,175,142,147,118,110,74,41,27,16,3,0,0
大江１丁目,1960,965,995,51,63,84,125,313,155,95,102,124,132,118,98,109,110,100,87,55,26,9,4,0
大江２丁目,1940,971,969,90,115,113,107,188,120,136,161,140,151,139,84,79,86,82,70,52,16,7,4,0
