町丁名,総人口,男性,女性,0〜4歳,5〜9歳,10〜14歳,15〜19歳,20〜24歳,25〜29歳,30〜34歳,35〜39歳,40〜44歳,45〜49歳,50〜54歳,55〜59歳,60〜64歳,65〜69歳,70〜74歳,75〜79歳,80〜84歳,85〜89歳,90〜94歳,95〜99歳,100歳以上
会富町,651.0,311.0,340.0,24.0,37.0,18.0,41.0,42.0,48.0,39.0,40.0,39.0,30.0,46.0,72.0,35.0,42.0,31.0,25.0,16.0,17.0,6.0,2.0,1.0
秋津１丁目,700.0,323.0,377.0,41.0,26.0,34.0,53.0,49.0,45.0,40.0,44.0,54.0,55.0,40.0,44.0,37.0,38.0,30.0,24.0,20.0,13.0,11.0,1.0,1.0
秋津２丁目,899.0,419.0,480.0,57.0,48.0,63.0,64.0,57.0,51.0,66.0,55.0,67.0,74.0,66.0,48.0,31.0,41.0,47.0,34.0,18.0,7.0,4.0,1.0,0.0
秋津３丁目,669.0,331.0,338.0,58.0,38.0,38.0,35.0,32.0,71.0,63.0,47.0,41.0,36.0,43.0,48.0,44.0,21.0,17.0,16.0,10.0,7.0,4.0,0.0,0.0
秋津新町,137.0,58.0,79.0,3.0,6.0,7.0,5.0,7.0,6.0,5.0,3.0,12.0,7.0,18.0,9.0,7.0,11.0,8.0,9.0,5.0,6.0,3.0,0.0,0.0
秋津町秋田,2627.0,1225.0,1402.0,102.0,175.0,253.0,262.0,161.0,122.0,130.0,148.0,215.0,233.0,208.0,162.0,101.0,100.0,82.0,57.0,44.0,40.0,26.0,6.0,0.0
秋津町沼山津,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
荒尾町,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
改寄町,1330.0,642.0,688.0,75.0,73.0,74.0,73.0,76.0,112.0,89.0,94.0,71.0,89.0,108.0,65.0,82.0,77.0,58.0,47.0,29.0,33.0,5.0,0.0,0.0
安政町,106.0,49.0,57.0,4.0,4.0,1.0,6.0,2.0,8.0,5.0,3.0,8.0,12.0,10.0,9.0,6.0,3.0,7.0,6.0,6.0,4.0,2.0,0.0,0.0
井川淵町,148.0,67.0,81.0,5.0,4.0,2.0,5.0,5.0,8.0,10.0,3.0,10.0,8.0,9.0,15.0,8.0,17.0,7.0,20.0,6.0,2.0,3.0,1.0,0.0
池亀町,775.0,412.0,363.0,15.0,21.0,41.0,60.0,89.0,54.0,25.0,27.0,46.0,58.0,68.0,60.0,55.0,45.0,39.0,25.0,27.0,16.0,4.0,0.0,0.0
池田１丁目,2713.0,1242.0,1471.0,105.0,166.0,160.0,135.0,180.0,173.0,148.0,205.0,205.0,184.0,203.0,176.0,120.0,132.0,143.0,119.0,72.0,48.0,30.0,7.0,2.0
池田２丁目,2574.0,1213.0,1361.0,110.0,117.0,108.0,162.0,219.0,158.0,160.0,133.0,135.0,154.0,193.0,176.0,163.0,162.0,152.0,133.0,81.0,44.0,11.0,2.0,1.0
池田３丁目,2875.0,1378.0,1497.0,128.0,114.0,121.0,175.0,194.0,152.0,154.0,160.0,161.0,150.0,210.0,200.0,193.0,182.0,234.0,164.0,101.0,58.0,16.0,8.0,0.0
池田４丁目,686.0,407.0,279.0,22.0,14.0,16.0,77.0,153.0,60.0,36.0,26.0,21.0,28.0,44.0,50.0,33.0,26.0,28.0,22.0,16.0,5.0,6.0,3.0,0.0
池上町,2586.0,1201.0,1385.0,110.0,125.0,153.0,215.0,132.0,131.0,154.0,146.0,173.0,211.0,191.0,199.0,145.0,133.0,136.0,92.0,70.0,46.0,18.0,6.0,0.0
石原町,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
出水１丁目,1309.0,592.0,717.0,56.0,82.0,82.0,83.0,52.0,62.0,87.0,104.0,141.0,87.0,83.0,82.0,49.0,66.0,64.0,50.0,44.0,18.0,12.0,5.0,0.0
出水２丁目,564.0,246.0,318.0,24.0,25.0,37.0,38.0,34.0,23.0,32.0,36.0,35.0,45.0,57.0,46.0,31.0,21.0,21.0,30.0,17.0,7.0,4.0,1.0,0.0
出水３丁目,1327.0,610.0,717.0,54.0,68.0,58.0,82.0,75.0,98.0,101.0,118.0,74.0,108.0,85.0,82.0,77.0,58.0,59.0,59.0,44.0,19.0,7.0,1.0,0.0
出水４丁目,1557.0,752.0,805.0,82.0,89.0,97.0,94.0,80.0,91.0,121.0,132.0,123.0,118.0,90.0,102.0,92.0,70.0,67.0,47.0,42.0,14.0,4.0,1.0,1.0
出水５丁目,2046.0,979.0,1067.0,89.0,116.0,96.0,142.0,112.0,135.0,109.0,149.0,135.0,159.0,152.0,129.0,113.0,101.0,106.0,111.0,58.0,21.0,9.0,4.0,0.0
出水６丁目,3685.0,1769.0,1916.0,228.0,227.0,210.0,208.0,244.0,328.0,315.0,245.0,232.0,250.0,300.0,248.0,198.0,148.0,143.0,91.0,35.0,17.0,15.0,3.0,0.0
出水７丁目,2622.0,1217.0,1405.0,91.0,104.0,139.0,161.0,128.0,152.0,152.0,151.0,163.0,152.0,173.0,188.0,198.0,217.0,162.0,137.0,70.0,49.0,28.0,5.0,2.0
出水８丁目,1928.0,881.0,1047.0,96.0,97.0,114.0,135.0,107.0,101.0,120.0,124.0,121.0,150.0,128.0,126.0,108.0,91.0,131.0,83.0,57.0,27.0,10.0,1.0,1.0
和泉町,376.0,182.0,194.0,17.0,13.0,17.0,33.0,24.0,20.0,17.0,11.0,21.0,25.0,32.0,34.0,19.0,23.0,25.0,27.0,9.0,5.0,4.0,0.0,0.0
板屋町,31.0,14.0,17.0,0.0,0.0,2.0,1.0,3.0,4.0,0.0,1.0,0.0,1.0,5.0,2.0,0.0,1.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0
出仲間１丁目,736.0,362.0,374.0,37.0,52.0,47.0,52.0,60.0,63.0,51.0,57.0,59.0,69.0,66.0,34.0,21.0,21.0,15.0,11.0,13.0,5.0,1.0,2.0,0.0
出仲間２丁目,472.0,213.0,259.0,13.0,18.0,28.0,23.0,22.0,29.0,25.0,35.0,29.0,33.0,31.0,37.0,36.0,29.0,26.0,19.0,24.0,12.0,3.0,0.0,0.0
出仲間３丁目,684.0,335.0,349.0,58.0,53.0,39.0,49.0,47.0,88.0,64.0,54.0,56.0,41.0,46.0,30.0,21.0,12.0,7.0,8.0,5.0,3.0,3.0,0.0,0.0
出仲間４丁目,1082.0,523.0,559.0,86.0,74.0,63.0,45.0,54.0,93.0,92.0,102.0,64.0,56.0,64.0,56.0,79.0,67.0,40.0,20.0,12.0,12.0,3.0,0.0,0.0
