町丁名,総人口,男性,女性,0〜4歳,5〜9歳,10〜14歳,15〜19歳,20〜24歳,25〜29歳,30〜34歳,35〜39歳,40〜44歳,45〜49歳,50〜54歳,55〜59歳,60〜64歳,65〜69歳,70〜74歳,75〜79歳,80〜84歳,85〜89歳,90〜94歳,95〜99歳,100歳以上
会富町,694,327,367,31,39,35,38,31,22,42,53,41,48,40,46,32,61,43,33,33,15,9,2,0
秋津１丁目,766,373,393,43,31,50,53,34,38,37,43,70,60,51,52,56,30,30,23,26,22,13,4,0
秋津２丁目,944,434,510,57,51,56,54,53,50,68,48,72,70,70,70,56,58,36,22,30,16,7,0,0
秋津３丁目,775,371,404,68,63,50,58,30,39,55,53,74,46,48,31,35,39,24,29,10,15,5,3,0
秋津新町,77,36,41,0,0,0,5,4,3,3,0,6,1,12,4,4,12,5,4,7,2,4,0,1
秋津町秋田,2199,990,1209,43,69,103,143,117,129,84,87,119,131,150,223,200,200,126,91,83,55,31,12,3
秋津町沼山津,72,32,40,8,10,5,1,4,2,13,11,3,4,4,4,1,1,0,0,0,1,0,0,0
荒尾町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
改寄町,1309,611,698,64,64,49,60,63,67,74,83,88,70,92,95,94,112,58,71,54,34,9,7,1
安政町,91,36,55,2,1,4,6,5,1,6,4,6,6,11,7,8,10,4,2,3,5,0,0,0
井川淵町,141,57,84,6,6,8,7,4,0,11,9,13,13,6,11,5,8,7,10,12,2,3,0,0
池亀町,712,361,351,25,21,22,23,56,37,41,37,46,32,37,42,60,75,55,42,28,21,9,2,1
池田１丁目,2597,1245,1352,81,96,130,164,141,113,121,128,182,184,191,182,196,222,122,101,96,90,41,15,1
池田２丁目,2718,1306,1412,82,115,121,174,152,138,133,155,188,207,155,159,193,193,155,121,122,95,46,13,1
池田３丁目,2518,1195,1323,75,81,85,122,119,118,127,133,134,150,172,153,168,237,163,155,149,116,45,13,3
池田４丁目,528,295,233,14,9,11,36,75,42,30,31,39,24,27,18,30,50,30,17,22,11,11,1,0
池上町,249,116,133,15,16,8,7,9,18,30,14,22,9,7,22,21,25,7,7,2,9,1,0,0
石原町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
出水１丁目,1223,531,692,35,37,43,61,74,63,69,50,77,83,111,123,82,89,66,40,63,32,19,5,1
出水２丁目,582,263,319,16,23,29,30,21,20,22,32,31,49,41,45,44,58,42,20,24,18,16,1,0
出水３丁目,1284,591,693,51,53,78,91,63,55,76,71,99,111,96,78,78,91,56,47,38,29,16,6,1
出水４丁目,1524,730,794,66,82,100,76,73,72,91,69,138,110,107,88,91,96,83,61,58,36,19,8,0
出水５丁目,1951,913,1038,80,97,111,127,82,78,92,111,146,144,127,118,136,142,99,82,77,60,33,9,0
出水６丁目,3523,1649,1874,171,189,187,176,171,195,244,256,283,241,222,209,222,233,163,128,128,75,19,11,0
出水７丁目,2431,1133,1298,93,88,97,112,90,112,101,137,138,149,147,149,141,200,150,183,176,105,47,15,1
出水８丁目,1944,898,1046,120,85,85,77,89,77,128,121,129,109,112,136,152,123,108,98,93,68,27,6,1
和泉町,356,180,176,14,10,16,26,11,11,29,15,26,12,13,27,30,35,25,14,18,19,4,1,0
板屋町,17,7,10,0,1,1,0,1,0,0,1,2,0,1,0,1,3,1,1,1,1,1,1,0
出仲間１丁目,769,372,397,49,53,44,40,36,37,60,54,66,50,38,61,54,49,29,19,12,9,7,2,0
出仲間２丁目,513,225,288,20,31,26,17,20,39,28,39,33,36,31,23,30,35,26,27,24,15,9,4,0
出仲間３丁目,800,388,412,66,56,43,58,43,58,71,72,64,61,41,50,43,28,17,16,3,9,1,0,0
出仲間４丁目,1194,569,625,60,71,70,83,60,47,62,67,108,96,91,55,55,72,66,60,49,11,9,1,1
出仲間５丁目,692,347,345,36,45,47,52,32,38,29,47,64,78,54,35,24,31,20,22,20,12,6,0,0
出仲間６丁目,1029,494,535,68,56,49,50,60,70,57,86,77,67,75,65,61,85,26,22,28,18,9,0,0
出仲間７丁目,1098,481,617,55,72,64,56,57,54,60,83,75,71,74,71,72,67,57,37,36,24,11,2,0
出仲間８丁目,592,290,302,31,34,28,43,32,26,33,40,36,68,43,42,25,26,31,26,15,8,3,2,0
出仲間９丁目,365,155,210,35,25,14,20,33,37,43,33,37,14,25,12,14,10,7,2,2,1,1,0,0
今町,881,394,487,17,23,28,33,41,27,31,33,47,57,48,44,92,92,71,58,51,46,21,19,2
魚屋町１丁目,13,4,9,0,0,0,0,0,0,3,2,0,0,1,0,2,2,2,0,0,0,1,0,0
魚屋町２丁目,13,6,7,1,0,1,0,2,0,1,1,1,0,0,0,0,0,2,2,1,1,0,0,0
魚屋町３丁目,5,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0
海路口町,288,142,146,25,20,15,18,12,13,16,23,27,18,20,16,14,15,7,8,10,8,3,0,0
薄場町,42,18,24,2,3,6,2,3,2,0,5,5,5,1,1,0,4,1,1,0,1,0,0,0
打越町,1721,804,917,77,76,56,79,78,88,107,91,118,117,89,116,111,170,101,82,76,52,28,7,2
内田町,1215,595,620,49,50,56,52,55,53,52,56,80,72,77,84,99,109,63,75,63,45,20,5,0
内坪井町,703,313,390,29,29,45,33,27,19,38,43,48,63,46,36,40,55,35,45,31,23,15,3,0
江越１丁目,826,404,422,57,39,29,49,52,70,71,64,78,77,67,49,39,25,19,15,8,10,5,2,1
江越２丁目,308,142,166,26,21,10,9,14,12,28,29,29,11,9,20,25,27,12,6,8,8,3,0,1
画図町大字上無田,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
画図町大字重富,2433,1125,1308,173,180,124,96,97,99,146,196,173,125,136,151,195,188,121,98,58,55,14,5,3
画図町大字下江津,13,6,7,0,0,0,0,1,1,0,1,0,0,1,0,1,4,0,0,2,2,0,0,0
画図町大字下無田,922,430,492,35,48,36,39,37,39,45,52,69,49,53,51,59,111,55,58,49,19,12,4,2
画図町大字所島,849,397,452,47,69,58,52,24,27,51,52,78,39,42,56,65,67,29,31,19,26,11,6,0
江津１丁目,1328,606,722,33,50,64,57,61,62,66,67,91,98,94,109,87,89,78,73,73,52,15,8,1
江津２丁目,327,152,175,14,10,11,15,11,11,13,21,21,19,25,26,26,26,21,25,20,6,5,1,0
榎町,2005,956,1049,75,72,88,116,98,84,79,103,138,139,144,147,156,174,119,113,95,41,18,6,0
