町丁名,総人口,男性,女性,0〜4歳,5〜9歳,10〜14歳,15〜19歳,20〜24歳,25〜29歳,30〜34歳,35〜39歳,40〜44歳,45〜49歳,50〜54歳,55〜59歳,60〜64歳,65〜69歳,70〜74歳,75〜79歳,80〜84歳,85〜89歳,90〜94歳,95〜99歳,100歳以上
会富町,620,296,324,19,28,36,25,26,21,46,38,40,35,39,38,69,39,41,32,18,14,8,7,1
秋津１丁目,795,380,415,36,51,46,38,54,47,44,66,60,65,53,47,44,28,35,31,23,14,7,5,1
秋津２丁目,1003,478,525,55,66,64,65,61,51,69,83,71,77,69,64,63,28,31,44,28,9,3,2,0
秋津３丁目,719,342,377,52,61,44,35,27,34,70,57,51,48,39,39,51,38,27,16,17,6,5,2,0
秋津新町,108,47,61,0,1,4,8,3,8,4,5,2,12,4,14,11,6,7,5,5,4,4,1,0
秋津町秋田,2498,1140,1358,65,136,160,214,184,120,112,136,145,206,211,202,171,110,105,80,64,36,27,10,4
秋津町沼山津,51,22,29,9,2,3,1,2,11,7,5,2,1,4,1,1,1,0,0,1,0,0,0,0
荒尾町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
改寄町,1344,630,714,70,65,65,82,64,94,94,86,89,71,92,108,80,79,74,53,37,23,16,2,0
安政町,115,51,64,6,4,4,1,5,4,9,11,5,7,10,8,13,5,5,6,3,3,3,3,0
井川淵町,154,66,88,4,11,6,2,6,11,13,8,10,7,9,13,9,9,12,7,11,5,1,0,0
池亀町,690,350,340,20,18,14,39,60,30,30,39,26,45,47,61,76,54,44,33,26,17,10,1,0
池田１丁目,2790,1288,1502,115,141,184,161,131,133,149,194,198,236,196,194,187,127,107,139,109,53,27,7,2
池田２丁目,2592,1230,1362,83,131,138,130,150,139,145,155,172,141,162,182,181,175,144,151,124,60,21,8,0
池田３丁目,2666,1252,1414,77,86,120,123,167,138,124,130,160,149,167,183,216,200,175,195,143,74,29,7,3
池田４丁目,575,326,249,15,19,13,37,98,55,38,30,19,23,28,41,51,25,25,20,19,15,1,1,2
池上町,235,109,126,17,5,9,10,19,21,24,10,6,8,29,21,22,10,4,6,11,1,2,0,0
石原町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
出水１丁目,1285,587,698,41,61,69,85,80,58,55,85,92,144,92,67,89,58,53,71,39,30,12,3,1
出水２丁目,610,270,340,17,37,31,38,23,18,35,39,41,41,51,60,52,30,19,21,29,20,6,2,0
出水３丁目,1342,603,739,54,66,84,72,63,82,95,94,108,90,98,107,63,66,52,52,49,31,14,2,0
出水４丁目,1515,713,802,74,67,90,100,78,99,84,98,120,132,107,77,96,78,64,64,44,30,11,1,1
出水５丁目,1900,905,995,63,95,126,94,94,84,119,114,157,105,139,138,140,99,83,99,84,52,13,2,0
出水６丁目,3581,1689,1892,208,197,212,190,188,244,299,280,249,202,244,240,238,191,141,124,79,28,22,3,2
出水７丁目,2543,1178,1365,100,86,104,115,139,136,139,152,129,155,160,151,190,185,207,152,132,69,25,15,2
出水８丁目,1859,849,1010,77,88,89,132,91,99,88,121,98,131,153,143,111,102,82,120,68,47,16,3,0
和泉町,370,187,183,10,15,18,21,25,17,19,22,14,18,26,32,38,20,20,20,23,10,1,1,0
板屋町,25,11,14,1,1,0,1,0,2,2,1,1,0,1,1,4,1,1,1,3,3,1,0,0
出仲間１丁目,666,315,351,37,35,34,37,44,40,58,46,39,51,61,57,43,20,22,14,11,14,3,0,0
出仲間２丁目,461,206,255,22,15,17,22,25,32,30,21,26,29,30,25,39,29,36,20,16,22,5,0,0
出仲間３丁目,774,387,387,82,54,45,41,45,79,87,79,49,46,44,48,24,21,10,4,9,3,4,0,0
出仲間４丁目,1235,590,645,98,90,84,65,40,58,115,118,99,81,58,48,62,73,75,37,19,8,5,2,0
出仲間５丁目,705,335,370,62,56,41,36,32,37,63,70,71,51,27,29,35,22,30,20,16,3,1,2,1
