町丁名,総人口,男性,女性,0〜4歳,5〜9歳,10〜14歳,15〜19歳,20〜24歳,25〜29歳,30〜34歳,35〜39歳,40〜44歳,45〜49歳,50〜54歳,55〜59歳,60〜64歳,65〜69歳,70〜74歳,75〜79歳,80〜84歳,85〜89歳,90〜94歳,95〜99歳,100歳以上
会富町,683,326,357,33,37,34,40,21,29,31,59,41,49,40,37,35,69,35,39,29,14,7,3,1
秋津１丁目,780,371,409,40,29,54,48,42,31,46,45,75,55,61,49,41,40,26,30,31,20,15,2,0
秋津２丁目,1043,493,550,66,58,69,59,58,76,59,73,72,77,70,73,63,56,26,30,38,17,3,0,0
秋津３丁目,771,377,394,67,50,64,46,35,53,53,57,61,45,48,33,36,44,28,23,10,11,5,2,0
秋津新町,91,43,48,0,0,2,4,9,1,3,1,5,2,13,3,13,10,5,7,3,4,3,3,0
秋津町秋田,2343,1061,1282,54,74,134,154,160,132,97,99,138,138,202,207,205,172,108,97,76,54,31,8,3
秋津町沼山津,64,30,34,10,5,1,3,1,7,15,6,3,4,3,4,1,0,0,0,0,1,0,0,0
荒尾町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
改寄町,1336,620,716,76,56,57,63,68,79,79,83,79,86,75,96,115,83,73,71,49,29,11,6,2
安政町,101,41,60,1,3,5,4,3,5,5,4,8,6,11,10,7,12,1,5,4,2,3,2,0
井川淵町,140,57,83,7,4,7,6,1,8,11,11,13,8,7,6,7,9,10,10,7,7,1,0,0
池亀町,711,365,346,26,25,17,21,57,47,42,25,45,28,47,47,59,72,56,42,26,22,3,4,0
池田１丁目,2696,1259,1437,99,116,127,174,149,126,158,136,186,179,210,187,208,180,124,96,124,80,29,8,0
池田２丁目,2656,1261,1395,81,109,140,158,154,148,130,137,182,182,150,176,192,180,158,124,127,82,36,9,1
池田３丁目,2561,1210,1351,85,94,91,119,123,125,123,126,125,163,162,166,192,204,190,160,163,101,36,11,2
池田４丁目,543,306,237,13,7,12,31,91,51,30,31,29,23,22,28,35,52,26,21,15,16,10,0,0
池上町,247,119,128,15,15,9,8,8,26,23,22,18,4,6,27,20,20,9,4,5,7,1,0,0
石原町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
出水１丁目,1223,525,698,29,41,51,63,73,80,47,59,89,84,132,94,65,87,58,50,66,34,17,3,1
出水２丁目,587,265,322,15,25,36,27,23,19,21,29,45,37,42,49,58,55,31,19,20,20,12,2,2
出水３丁目,1245,548,697,37,55,79,91,56,52,71,62,106,111,87,86,85,66,65,45,37,33,17,4,0
出水４丁目,1523,726,797,62,90,86,76,90,83,87,90,123,111,120,95,72,93,79,58,54,31,20,3,0
出水５丁目,2030,928,1102,90,115,127,129,78,86,90,148,156,152,96,138,142,134,91,78,81,62,28,8,1
出水６丁目,3569,1684,1885,176,203,191,207,181,213,216,307,269,242,201,230,226,217,166,135,107,55,20,7,0
出水７丁目,2408,1110,1298,87,91,97,102,91,117,115,139,136,139,158,142,156,182,175,195,139,94,42,10,1
出水８丁目,1813,848,965,102,62,75,80,106,82,106,102,119,103,122,140,137,113,105,81,106,46,17,6,3
和泉町,344,172,172,8,13,17,17,13,20,17,15,22,14,18,24,32,38,19,18,18,16,5,0,0
板屋町,21,9,12,0,1,1,0,1,0,1,2,1,1,0,1,0,3,1,1,1,3,3,0,0
出仲間１丁目,730,343,387,47,57,30,37,28,43,52,57,58,42,45,63,54,44,22,19,15,11,6,0,0
出仲間２丁目,460,202,258,20,25,18,19,22,28,15,37,25,30,30,30,29,35,26,30,16,11,14,0,0
出仲間３丁目,784,388,396,66,60,48,35,50,73,90,70,65,38,45,39,45,21,19,9,5,5,0,1,0
出仲間４丁目,1215,583,632,63,80,84,80,46,43,59,89,125,95,78,62,52,69,70,64,35,14,4,2,1
出仲間５丁目,704,346,358,43,52,55,47,28,32,35,54,65,75,51,29,30,31,21,28,17,9,1,1,0
出仲間６丁目,1032,493,539,64,53,47,56,62,67,79,81,68,79,72,65,76,57,23,29,30,19,5,0,0
出仲間７丁目,1123,511,612,66,73,75,62,51,62,65,81,85,73,73,75,68,55,57,30,34,32,5,1,0
出仲間８丁目,603,292,311,26,28,43,54,26,24,38,38,57,63,37,39,24,27,35,23,12,4,3,2,0
出仲間９丁目,337,142,195,34,19,19,17,28,43,43,41,23,17,15,9,12,8,3,4,0,2,0,0,0
今町,887,396,491,13,28,28,47,37,30,30,31,53,44,53,54,97,84,78,52,47,43,23,13,2
魚屋町１丁目,13,4,9,0,0,0,0,0,1,1,0,2,1,0,1,2,1,2,0,0,2,0,0,0
魚屋町２丁目,17,7,10,1,0,1,1,1,0,1,1,2,0,0,0,0,1,5,1,1,1,0,0,0
魚屋町３丁目,5,4,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0
海路口町,291,139,152,28,16,20,16,9,15,21,30,17,23,20,12,10,17,7,9,11,7,2,1,0
薄場町,44,20,24,3,6,2,3,2,2,0,8,5,3,1,1,1,4,0,1,0,2,0,0,0
