人口統計表,総人口,男性,女性,0〜4歳,5〜9歳,10〜14歳,15〜19歳,20〜24歳,25〜29歳,30〜34歳,35〜39歳,40〜44歳,45〜49歳,50〜54歳,55〜59歳,60〜64歳,65〜69歳,70〜74歳,75〜79歳,80〜84歳,85〜89歳,90〜94歳,95〜99歳,100歳以上
会富町,630,298,332,27,49,56,39,32,35,67,65,55,50,62,55,103,54,62,49,34,14,9,10,1
秋津１丁目,770,364,406,62,63,77,53,61,61,68,91,95,94,72,75,54,50,54,43,25,21,8,5,2
秋津２丁目,1058,502,556,83,110,88,115,91,95,116,120,104,100,116,108,93,52,40,54,48,23,3,1,0
秋津３丁目,705,332,373,58,90,67,56,51,47,75,96,69,81,56,49,87,54,44,15,26,9,5,1,1
秋津新町,108,49,59,0,0,7,15,3,13,4,9,5,16,4,12,21,12,7,9,5,9,4,2,0
秋津町秋田,2486,1124,1362,85,180,237,290,287,193,160,187,203,264,315,271,306,172,142,119,96,44,40,14,5
秋津町沼山津,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
荒尾町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
改寄町,1349,625,724,106,93,89,116,84,129,147,140,107,114,131,160,147,100,111,86,60,25,20,9,0
安政町,115,47,68,6,7,8,3,6,11,7,13,12,11,12,7,21,8,3,8,7,4,2,6,0
井川淵町,155,65,90,5,16,12,4,2,12,21,14,13,15,15,14,11,11,21,12,8,11,3,0,0
池亀町,676,341,335,31,25,18,59,84,48,43,62,37,71,64,91,115,86,58,54,32,26,12,1,0
池田１丁目,2748,1283,1465,160,196,258,251,191,197,213,263,325,323,273,294,309,188,145,181,148,71,36,8,1
池田２丁目,2578,1226,1352,134,168,229,207,238,177,216,244,273,219,234,228,307,242,186,209,166,93,25,9,0
池田３丁目,2643,1254,1389,138,103,173,192,266,172,215,177,196,250,231,237,379,271,241,263,227,118,37,9,2
池田４丁目,585,332,253,24,30,22,71,178,83,49,58,27,41,37,50,91,45,31,40,19,18,2,1,0
池上町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
石原町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
出水１丁目,1255,567,688,44,83,111,122,119,85,71,115,138,180,148,105,148,80,49,96,62,39,23,4,0
出水２丁目,603,272,331,32,39,50,59,34,22,45,51,68,49,77,69,98,48,36,29,28,27,10,3,1
出水３丁目,1330,585,745,79,104,130,113,88,91,126,154,155,139,124,151,117,81,76,70,60,30,25,1,1
出水４丁目,1503,716,787,96,103,128,147,120,134,135,158,156,180,145,133,146,112,112,96,59,37,20,2,0
出水５丁目,1910,893,1017,94,145,194,151,117,126,164,184,208,171,212,203,226,145,108,127,131,59,35,3,0
出水６丁目,3599,1694,1905,335,295,316,275,280,354,413,446,357,323,317,384,361,251,197,205,109,48,20,6,1
出水７丁目,2551,1174,1377,152,140,177,155,192,186,236,215,205,218,241,211,291,246,282,250,175,98,41,10,4
出水８丁目,1785,816,969,92,105,145,178,145,117,124,157,128,193,197,219,187,142,120,156,99,69,23,5,0
和泉町,369,184,185,12,24,34,33,23,37,28,33,20,25,39,41,61,29,26,35,30,20,3,0,0
板屋町,26,11,15,1,1,0,1,0,2,5,2,0,1,0,4,6,2,1,2,3,4,2,0,0
出仲間１丁目,682,318,364,71,50,63,48,58,54,84,76,57,76,84,75,81,30,34,18,17,18,4,2,0
出仲間２丁目,433,191,242,31,24,22,31,22,38,38,41,34,42,36,34,52,34,55,36,26,19,8,1,0
出仲間３丁目,1228,587,641,139,136,117,109,75,71,147,201,138,124,74,69,97,100,106,64,29,11,6,2,0
出仲間４丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
出仲間５丁目,712,348,364,109,89,63,54,35,67,85,100,109,80,45,44,52,28,35,34,25,4,1,1,0
出仲間６丁目,1026,489,537,90,67,109,109,99,80,125,114,100,116,99,104,119,41,42,59,27,11,1,3,0
出仲間７丁目,1090,492,598,96,106,91,107,93,89,108,124,95,110,105,106,92,76,43,54,51,25,8,2,1
出仲間８丁目,630,306,324,50,53,89,48,36,62,57,75,92,78,63,39,45,45,47,29,13,7,7,1,0
出仲間９丁目,244,106,138,39,16,9,18,33,48,64,38,19,21,8,8,13,10,4,0,2,0,0,0,0
今町,940,425,515,39,47,69,73,59,57,35,71,72,89,69,117,140,119,89,67,71,50,27,5,0
魚屋町１丁目,12,3,9,0,0,0,0,0,1,1,2,1,1,1,1,2,3,0,0,2,0,0,0,0
魚屋町２丁目,14,5,9,0,0,0,2,0,0,0,0,1,3,0,0,0,9,0,2,2,0,0,0,0
魚屋町３丁目,8,5,3,0,0,0,0,0,2,0,0,0,0,0,6,3,0,0,0,0,2,0,0,0
海路口町,277,140,137,29,35,25,16,14,34,37,41,33,34,14,22,25,10,11,17,13,4,2,1,0
薄場町,36,19,17,2,2,5,2,5,0,8,3,8,2,6,0,6,1,2,0,3,0,0,0,0
打越町,1793,868,925,99,123,145,126,128,192,145,180,171,144,181,175,251,183,115,131,98,54,12,7,1
内田町,1289,643,646,63,88,97,102,103,94,77,125,110,121,144,143,173,113,113,97,94,46,22,6,1
内坪井町,763,329,434,58,58,55,28,31,60,77,84,89,69,55,72,90,61,66,44,43,28,16,7,1
江越１丁目,788,378,410,86,73,82,55,57,83,105,138,126,113,69,49,45,24,16,17,16,11,1,0,0
江越２丁目,274,132,142,40,16,15,10,16,40,51,37,14,19,15,32,51,14,10,6,13,4,1,1,1
画図町大字上無田,10,5,5,0,0,0,0,3,2,0,0,0,1,3,2,0,3,0,0,0,1,0,0,0
画図町大字重富,1986,926,1060,152,174,135,180,185,150,157,182,138,179,233,269,253,167,153,86,73,28,14,4,0
画図町大字下江津,12,4,8,2,1,0,0,1,3,0,0,0,2,0,0,2,0,2,2,1,0,0,0,0
画図町大字下無田,963,455,508,55,56,61,88,72,54,47,90,71,88,82,124,158,87,100,77,47,41,14,5,1
画図町大字所島,695,328,367,46,62,59,51,55,45,39,72,67,52,80,109,101,39,44,33,32,21,12,4,0
江津１丁目,1436,651,785,98,84,105,96,96,97,111,154,138,158,139,140,156,119,123,119,99,37,9,9,0
江津２丁目,239,113,126,14,29,25,12,18,17,9,26,41,17,13,21,20,30,23,20,12,3,2,0,0
榎町,2140,1001,1139,90,139,211,195,149,165,167,203,204,212,237,233,258,166,182,179,83,48,19,1,0
大江１丁目,2078,999,1079,96,123,174,153,254,262,196,195,190,204,194,230,209,157,126,110,96,65,34,8,1
大江２丁目,1062,535,527,21,46,63,121,113,126,87,105,60,123,144,113,104,73,77,58,78,62,15,8,0
大江３丁目,1103,546,557,99,97,103,68,119,131,129,120,167,154,103,106,68,54,35,41,25,16,13,1,0
大江４丁目,1677,726,951,95,125,135,118,132,151,160,184,178,199,170,123,199,110,100,81,76,39,21,4,3
大江５丁目,882,396,486,35,29,35,81,94,110,55,81,78,111,80,99,83,86,66,67,49,19,16,4,0
大江６丁目,1446,643,803,117,130,103,123,106,137,137,215,182,146,140,103,107,100,63,62,75,26,13,2,2
大江本町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大窪１丁目,250,111,139,21,16,14,12,19,35,37,20,19,7,14,24,27,20,27,20,20,7,1,1,0
大窪２丁目,281,142,139,18,4,13,14,22,27,34,29,16,29,20,46,45,33,19,26,10,9,8,1,0
大窪３丁目,273,127,146,11,17,10,10,25,39,30,33,9,11,28,43,41,28,17,21,14,6,6,1,0
大窪４丁目,252,130,122,23,11,15,13,41,35,34,32,31,16,23,24,25,23,14,10,6,3,2,1,0
大窪５丁目,846,402,444,33,42,62,63,58,109,56,63,67,87,80,112,117,107,75,53,39,22,2,0,1
大鳥居町,234,113,121,11,9,8,22,27,16,14,18,15,11,29,39,31,18,11,25,34,5,3,1,0
岡田町,496,220,276,36,30,17,29,63,42,34,55,45,30,50,53,47,50,43,40,24,15,11,2,0
沖新町,1978,947,1031,118,121,165,151,164,157,126,132,195,218,226,169,236,152,172,187,134,63,28,10,1
