人口統計表,総人口,男性,女性,0〜4歳,5〜9歳,10〜14歳,15〜19歳,20〜24歳,25〜29歳,30〜34歳,35〜39歳,40〜44歳,45〜49歳,50〜54歳,55〜59歳,60〜64歳,65〜69歳,70〜74歳,75〜79歳,80〜84歳,85〜89歳,90〜94歳,95〜99歳,100歳以上
尾ノ上１丁目,2005.0,958.0,1047.0,131.0,118.0,139.0,180.0,207.0,199.0,247.0,201.0,224.0,219.0,241.0,227.0,152.0,142.0,106.0,112.0,59.0,26.0,27.0,5.0,1.0
尾ノ上２丁目,1880.0,946.0,934.0,181.0,254.0,229.0,222.0,180.0,146.0,203.0,252.0,277.0,254.0,217.0,104.0,93.0,79.0,60.0,35.0,24.0,8.0,5.0,3.0,0.0
尾ノ上３丁目,1434.0,657.0,777.0,148.0,125.0,144.0,167.0,105.0,139.0,154.0,149.0,186.0,176.0,134.0,113.0,82.0,67.0,58.0,68.0,41.0,20.0,14.0,1.0,0.0
尾ノ上４丁目,2062.0,1002.0,1060.0,162.0,220.0,175.0,163.0,193.0,226.0,294.0,275.0,239.0,193.0,199.0,192.0,180.0,122.0,88.0,59.0,41.0,28.0,13.0,2.0,0.0
帯山１丁目,2806.0,1281.0,1525.0,190.0,250.0,262.0,242.0,246.0,263.0,268.0,265.0,269.0,272.0,307.0,297.0,214.0,188.0,200.0,176.0,100.0,48.0,23.0,5.0,2.0
帯山２丁目,1470.0,672.0,798.0,111.0,112.0,163.0,150.0,135.0,142.0,139.0,143.0,175.0,173.0,157.0,118.0,112.0,81.0,76.0,81.0,48.0,15.0,9.0,2.0,0.0
帯山３丁目,2853.0,1344.0,1509.0,250.0,213.0,254.0,231.0,219.0,262.0,313.0,318.0,290.0,263.0,276.0,224.0,192.0,191.0,217.0,222.0,160.0,66.0,26.0,6.0,4.0
帯山４丁目,2841.0,1331.0,1510.0,205.0,216.0,207.0,245.0,255.0,295.0,277.0,313.0,257.0,281.0,286.0,238.0,200.0,215.0,251.0,228.0,110.0,49.0,30.0,14.0,0.0
帯山５丁目,2741.0,1277.0,1464.0,143.0,211.0,269.0,259.0,259.0,186.0,230.0,238.0,269.0,309.0,271.0,243.0,201.0,228.0,267.0,230.0,114.0,65.0,23.0,1.0,2.0
帯山６丁目,977.0,460.0,517.0,43.0,69.0,83.0,112.0,94.0,100.0,80.0,89.0,123.0,102.0,121.0,89.0,55.0,66.0,90.0,69.0,35.0,10.0,5.0,2.0,0.0
帯山７丁目,2396.0,1149.0,1247.0,221.0,161.0,201.0,256.0,261.0,337.0,328.0,232.0,223.0,257.0,230.0,219.0,165.0,132.0,123.0,103.0,51.0,27.0,12.0,6.0,0.0
帯山８丁目,608.0,292.0,316.0,80.0,43.0,39.0,42.0,39.0,97.0,135.0,80.0,69.0,49.0,63.0,47.0,36.0,17.0,28.0,18.0,7.0,7.0,2.0,2.0,0.0
帯山９丁目,860.0,397.0,463.0,86.0,67.0,51.0,75.0,101.0,125.0,133.0,94.0,81.0,106.0,101.0,62.0,45.0,39.0,42.0,23.0,13.0,10.0,3.0,0.0,0.0
小峯１丁目,548.0,257.0,291.0,41.0,47.0,44.0,34.0,60.0,57.0,50.0,53.0,51.0,34.0,70.0,68.0,60.0,33.0,34.0,30.0,30.0,7.0,2.0,0.0,0.0
小峯２丁目,1096.0,520.0,576.0,111.0,78.0,92.0,124.0,125.0,126.0,107.0,136.0,104.0,126.0,134.0,102.0,91.0,44.0,46.0,39.0,19.0,7.0,5.0,0.0,0.0
小峯３丁目,885.0,410.0,475.0,85.0,53.0,74.0,78.0,83.0,127.0,106.0,87.0,77.0,96.0,94.0,100.0,72.0,69.0,38.0,30.0,16.0,8.0,2.0,0.0,0.0
小峯４丁目,483.0,239.0,244.0,65.0,47.0,46.0,40.0,33.0,84.0,87.0,82.0,54.0,41.0,32.0,38.0,13.0,20.0,11.0,21.0,0.0,8.0,0.0,0.0,0.0
小山町,544.0,227.0,317.0,22.0,17.0,34.0,28.0,33.0,25.0,17.0,30.0,55.0,37.0,53.0,41.0,50.0,43.0,70.0,57.0,61.0,44.0,42.0,8.0,4.0
鹿帰瀬町,394.0,204.0,190.0,23.0,23.0,29.0,47.0,41.0,31.0,26.0,26.0,35.0,55.0,58.0,42.0,34.0,21.0,37.0,36.0,17.0,13.0,2.0,2.0,0.0
梶尾町,3261.0,1584.0,1677.0,207.0,363.0,303.0,312.0,286.0,227.0,267.0,322.0,352.0,355.0,369.0,315.0,267.0,250.0,269.0,193.0,111.0,53.0,19.0,5.0,0.0
鍛冶屋町,70.0,26.0,44.0,4.0,4.0,8.0,1.0,16.0,9.0,5.0,9.0,7.0,8.0,5.0,1.0,3.0,3.0,6.0,3.0,2.0,1.0,1.0,0.0,0.0
春日１丁目,901.0,396.0,505.0,59.0,63.0,44.0,62.0,81.0,61.0,109.0,99.0,71.0,80.0,116.0,113.0,86.0,65.0,61.0,61.0,30.0,24.0,12.0,0.0,0.0
春日２丁目,293.0,144.0,149.0,9.0,7.0,10.0,7.0,28.0,25.0,33.0,19.0,13.0,22.0,44.0,54.0,37.0,23.0,32.0,50.0,16.0,7.0,1.0,0.0,0.0
春日３丁目,535.0,234.0,301.0,21.0,17.0,29.0,36.0,54.0,40.0,38.0,46.0,40.0,52.0,61.0,56.0,62.0,55.0,48.0,51.0,41.0,10.0,10.0,1.0,1.0
春日４丁目,1345.0,633.0,712.0,81.0,76.0,72.0,93.0,113.0,142.0,134.0,125.0,103.0,133.0,144.0,139.0,157.0,110.0,101.0,102.0,78.0,47.0,14.0,12.0,2.0
春日５丁目,672.0,320.0,352.0,31.0,23.0,27.0,33.0,61.0,79.0,76.0,42.0,54.0,66.0,60.0,104.0,98.0,80.0,47.0,44.0,27.0,27.0,11.0,0.0,2.0
春日６丁目,426.0,192.0,234.0,20.0,11.0,28.0,21.0,41.0,22.0,31.0,31.0,21.0,34.0,51.0,41.0,57.0,45.0,55.0,48.0,39.0,14.0,7.0,1.0,0.0
春日７丁目,1737.0,848.0,889.0,202.0,133.0,98.0,97.0,187.0,232.0,290.0,147.0,138.0,148.0,152.0,155.0,160.0,110.0,112.0,117.0,55.0,34.0,13.0,5.0,0.0
春日８丁目,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
鹿子木町,1470.0,654.0,816.0,168.0,196.0,146.0,109.0,103.0,155.0,209.0,134.0,122.0,91.0,130.0,117.0,89.0,76.0,70.0,51.0,48.0,53.0,42.0,11.0,4.0
釜尾町,231.0,108.0,123.0,2.0,7.0,28.0,21.0,23.0,14.0,13.0,8.0,18.0,24.0,35.0,23.0,17.0,18.0,27.0,40.0,13.0,6.0,2.0,0.0,0.0
上鍛冶屋町,169.0,76.0,93.0,12.0,16.0,12.0,17.0,7.0,18.0,13.0,18.0,27.0,12.0,23.0,40.0,6.0,4.0,5.0,7.0,7.0,0.0,1.0,0.0,0.0
上京塚町,44.0,28.0,16.0,2.0,4.0,6.0,6.0,5.0,16.0,8.0,14.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
上熊本１丁目,1283.0,572.0,711.0,54.0,65.0,76.0,114.0,161.0,145.0,95.0,94.0,87.0,132.0,167.0,179.0,136.0,116.0,110.0,67.0,33.0,17.0,5.0,2.0,0.0
上熊本２丁目,668.0,311.0,357.0,61.0,57.0,66.0,50.0,66.0,69.0,56.0,84.0,73.0,76.0,95.0,45.0,51.0,40.0,20.0,31.0,18.0,16.0,5.0,0.0,0.0
上熊本３丁目,1773.0,806.0,967.0,106.0,135.0,144.0,233.0,256.0,159.0,205.0,149.0,144.0,227.0,207.0,191.0,129.0,87.0,87.0,59.0,26.0,21.0,9.0,5.0,0.0
上水前寺１丁目,469.0,222.0,247.0,41.0,16.0,24.0,32.0,63.0,77.0,63.0,59.0,29.0,33.0,53.0,66.0,38.0,30.0,15.0,30.0,14.0,7.0,1.0,0.0,0.0
上水前寺２丁目,1830.0,834.0,996.0,134.0,164.0,244.0,171.0,165.0,147.0,152.0,188.0,196.0,189.0,156.0,159.0,150.0,119.0,131.0,91.0,63.0,33.0,10.0,2.0,0.0
上通町,402.0,172.0,230.0,13.0,18.0,34.0,20.0,29.0,24.0,34.0,36.0,41.0,32.0,49.0,47.0,50.0,31.0,44.0,26.0,27.0,10.0,7.0,1.0,1.0
上南部町,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
上林町,261.0,111.0,150.0,15.0,3.0,12.0,16.0,23.0,36.0,27.0,23.0,19.0,21.0,18.0,36.0,25.0,24.0,27.0,22.0,15.0,6.0,2.0,2.0,0.0
辛島町,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
川口町,2447.0,1184.0,1263.0,139.0,173.0,149.0,157.0,200.0,175.0,208.0,172.0,189.0,245.0,271.0,323.0,262.0,280.0,253.0,210.0,119.0,71.0,31.0,3.0,1.0
川尻１丁目,445.0,209.0,236.0,12.0,33.0,33.0,32.0,20.0,32.0,38.0,31.0,36.0,41.0,58.0,42.0,59.0,36.0,52.0,37.0,36.0,15.0,8.0,2.0,1.0
川尻２丁目,235.0,113.0,122.0,21.0,6.0,13.0,20.0,27.0,24.0,44.0,34.0,24.0,12.0,23.0,27.0,14.0,10.0,12.0,11.0,16.0,5.0,5.0,0.0,0.0
川尻３丁目,674.0,314.0,360.0,21.0,29.0,37.0,48.0,62.0,63.0,39.0,60.0,43.0,66.0,96.0,85.0,74.0,58.0,63.0,68.0,43.0,17.0,12.0,3.0,1.0
川尻４丁目,679.0,311.0,368.0,29.0,35.0,34.0,38.0,47.0,73.0,54.0,40.0,59.0,45.0,66.0,110.0,70.0,104.0,40.0,58.0,47.0,25.0,16.0,0.0,0.0
川尻５丁目,297.0,134.0,163.0,13.0,9.0,19.0,13.0,27.0,31.0,21.0,16.0,24.0,36.0,29.0,30.0,32.0,29.0,44.0,39.0,10.0,6.0,3.0,0.0,0.0
川尻６丁目,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
河内町大多尾,452.0,221.0,231.0,25.0,33.0,47.0,35.0,22.0,41.0,18.0,28.0,44.0,38.0,46.0,36.0,62.0,57.0,48.0,47.0,22.0,12.0,10.0,2.0,0.0
河内町面木,76.0,36.0,40.0,5.0,3.0,7.0,5.0,5.0,9.0,0.0,8.0,7.0,5.0,16.0,5.0,4.0,4.0,11.0,10.0,7.0,0.0,0.0,1.0,0.0
河内町河内,1799.0,847.0,952.0,73.0,93.0,108.0,132.0,149.0,142.0,106.0,114.0,165.0,163.0,195.0,248.0,176.0,169.0,214.0,175.0,122.0,62.0,33.0,7.0,0.0
河内町白浜,1028.0,485.0,543.0,65.0,75.0,76.0,75.0,78.0,81.0,64.0,104.0,92.0,87.0,90.0,139.0,116.0,102.0,86.0,93.0,52.0,22.0,15.0,1.0,0.0
河内町岳,799.0,375.0,424.0,24.0,26.0,49.0,62.0,65.0,47.0,48.0,53.0,80.0,79.0,105.0,106.0,89.0,98.0,90.0,55.0,40.0,33.0,22.0,3.0,0.0
河内町東門寺,189.0,90.0,99.0,8.0,17.0,20.0,26.0,11.0,12.0,9.0,11.0,15.0,18.0,22.0,13.0,11.0,17.0,24.0,15.0,20.0,8.0,2.0,0.0,0.0
河内町野出,812.0,386.0,426.0,57.0,44.0,54.0,83.0,68.0,40.0,44.0,57.0,88.0,78.0,68.0,69.0,91.0,93.0,83.0,65.0,47.0,40.0,17.0,9.0,3.0
河内町船津,2208.0,1048.0,1160.0,84.0,155.0,143.0,173.0,170.0,146.0,133.0,184.0,228.0,210.0,222.0,269.0,217.0,211.0,261.0,219.0,132.0,50.0,37.0,12.0,0.0
