町丁名,総人口,男性,女性,0〜4歳,5〜9歳,10〜14歳,15〜19歳,20〜24歳,25〜29歳,30〜34歳,35〜39歳,40〜44歳,45〜49歳,50〜54歳,55〜59歳,60〜64歳,65〜69歳,70〜74歳,75〜79歳,80〜84歳,85〜89歳,90〜94歳,95〜99歳,100歳以上
会富町,682,325,357,29,37,33,39,16,32,37,54,45,43,44,31,45,70,32,37,26,17,7,6,2
秋津１丁目,760,367,393,31,35,52,42,40,35,46,49,62,55,63,57,31,42,24,29,30,19,14,4,0
秋津２丁目,1044,491,553,61,61,71,57,62,82,59,77,70,70,75,69,66,47,24,39,38,14,2,0,0
秋津３丁目,768,371,397,66,47,62,38,36,54,52,65,55,51,45,34,40,43,34,16,11,11,5,2,1
秋津新町,90,43,47,0,0,1,7,6,2,2,3,5,4,10,4,15,6,5,7,3,5,2,3,0
秋津町秋田,2393,1093,1300,53,88,135,169,156,139,96,117,136,151,213,202,215,159,106,95,66,53,30,10,4
秋津町沼山津,64,29,35,7,7,3,2,1,10,11,5,3,5,2,4,2,0,1,0,1,0,0,0,0
荒尾町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
改寄町,1342,633,709,76,48,63,69,66,83,87,89,72,91,80,100,111,70,74,72,47,22,14,7,1
安政町,102,42,60,0,3,5,4,1,7,6,4,13,6,8,10,10,7,3,3,5,4,1,2,0
井川淵町,148,61,87,7,9,5,5,2,7,14,15,12,6,9,8,5,11,8,12,5,7,1,0,0
池亀町,695,356,339,18,17,16,35,47,50,36,29,38,32,43,50,71,66,50,42,31,15,5,4,0
池田１丁目,2721,1273,1448,105,125,138,175,144,128,136,152,202,203,201,182,221,162,116,105,113,75,26,10,2
池田２丁目,2697,1278,1419,86,117,146,166,155,146,135,155,199,168,156,177,186,175,152,142,120,71,37,7,1
池田３丁目,2591,1224,1367,87,80,103,122,135,129,125,115,135,166,168,154,221,191,184,162,168,95,42,7,2
池田４丁目,554,309,245,12,5,13,33,101,53,32,29,26,25,15,32,44,45,27,22,12,17,10,1,0
池上町,244,113,131,13,12,7,7,12,28,18,25,12,5,10,27,17,20,7,6,7,8,1,2,0
石原町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
出水１丁目,1206,524,682,30,36,60,69,71,65,41,57,80,96,131,83,74,90,55,57,62,31,15,1,2
出水２丁目,586,263,323,18,29,27,33,16,22,26,30,51,42,34,49,57,49,35,15,21,23,6,2,1
出水３丁目,1260,557,703,42,65,77,89,45,55,62,75,106,124,71,95,84,68,60,43,43,35,18,3,0
出水４丁目,1505,710,795,62,81,92,74,83,90,77,107,106,120,110,93,81,91,75,56,54,33,18,2,0
出水５丁目,2009,923,1086,95,104,131,116,81,95,86,150,138,157,103,137,141,116,99,84,77,68,24,6,1
出水６丁目,3538,1685,1853,163,199,197,214,178,212,223,296,259,234,208,230,239,203,167,137,100,54,17,8,0
