人口統計表,総人口,男性,女性,0〜4歳,5〜9歳,10〜14歳,15〜19歳,20〜24歳,25〜29歳,30〜34歳,35〜39歳,40〜44歳,45〜49歳,50〜54歳,55〜59歳,60〜64歳,65〜69歳,70〜74歳,75〜79歳,80〜84歳,85〜89歳,90〜94歳,95〜99歳,100歳以上
帯山４丁目（東区）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
帯山５丁目,2214,1017,1197,110,136,166,169,136,118,145,165,199,200,226,190,208,289,218,201,154,104,64,27,6
帯山６丁目,974,472,502,66,75,96,66,106,61,56,95,93,97,82,94,98,75,101,81,30,39,25,8,2
帯山７丁目,2299,1102,1197,142,154,130,181,188,178,156,156,234,250,244,256,237,211,225,195,132,80,39,12,1
帯山８丁目,490,241,249,19,17,42,35,42,51,35,30,36,40,62,56,64,56,56,46,24,6,11,2,1
帯山９丁目,801,359,442,28,40,44,60,63,67,42,65,64,88,99,88,102,103,81,45,37,22,17,5,0
小峯１丁目,623,300,323,49,50,67,57,55,21,43,45,82,80,60,39,60,46,38,61,30,20,13,4,3
小峯２丁目,1198,562,636,51,97,82,81,99,118,66,117,142,128,137,154,98,97,90,84,74,23,16,4,2
小峯３丁目,1206,561,645,104,89,62,68,110,137,149,145,123,141,106,107,82,89,78,69,44,32,22,8,2
小峯４丁目,697,355,342,134,145,85,27,38,63,97,140,115,59,41,25,29,7,16,18,8,2,1,2,0
小山町,708,337,371,72,92,74,30,20,18,58,104,87,57,22,39,53,61,53,70,61,37,26,9,2
鹿帰瀬町,338,172,166,25,31,31,12,15,12,30,36,44,30,24,22,29,38,55,31,23,11,7,4,0
梶尾町,4112,1944,2168,323,338,306,262,247,329,368,339,394,406,402,423,399,374,369,281,222,147,98,24,5
鍛冶屋町,212,102,110,5,21,27,13,8,9,9,8,35,29,40,36,27,16,15,6,4,4,1,1,0
春日１丁目,1212,561,651,37,37,79,94,108,108,94,98,94,130,146,153,123,150,105,84,62,40,23,6,2
春日２丁目,970,460,510,112,59,32,44,57,98,169,118,101,140,99,79,103,47,69,47,27,14,7,7,1
春日３丁目,1128,540,588,84,70,59,45,95,157,147,141,149,158,150,125,63,62,57,42,33,19,10,2,0
春日４丁目,1182,561,621,51,71,90,77,84,97,83,86,93,119,146,101,93,114,114,127,85,56,37,14,5
春日５丁目,670,327,343,75,80,31,19,27,37,80,76,72,74,77,68,71,58,38,50,40,14,5,5,0
春日６丁目,431,193,238,18,28,39,30,21,23,30,46,27,20,48,49,21,52,50,49,33,24,11,3,2
春日７丁目,1680,762,918,143,117,91,91,127,161,240,202,115,167,157,147,140,115,120,106,85,59,40,16,3
春日８丁目,810,373,437,53,60,82,68,37,56,73,76,70,93,68,70,79,52,81,50,38,47,25,5,0
鹿子木町,1158,515,643,70,88,94,87,93,90,82,95,106,100,137,97,68,98,112,111,76,37,26,5,1
釜尾町,160,84,76,5,7,9,4,15,6,13,1,13,18,11,11,15,25,32,22,12,6,7,12,0
上鍛冶屋町,223,92,131,11,7,6,14,15,34,26,26,15,12,23,30,14,21,22,24,8,5,0,2,0
上京塚町,99,42,57,1,0,0,4,16,18,11,10,14,9,10,21,8,8,5,1,2,0,3,0,0
上熊本１丁目,1424,655,769,78,97,69,96,65,84,78,123,171,171,180,124,127,126,160,152,87,55,30,5,1
上熊本２丁目,1157,545,612,97,45,54,63,93,117,159,119,117,123,138,131,99,102,94,54,34,28,21,11,3
上熊本３丁目,1849,822,1027,108,139,123,149,204,126,132,154,170,163,202,144,147,216,176,133,102,57,20,5,1
上水前寺１丁目,608,273,335,47,20,13,30,60,95,97,67,61,68,50,53,29,29,30,47,32,24,19,10,0
上水前寺２丁目,682,319,363,23,28,35,50,47,31,36,37,65,69,72,67,75,87,81,77,63,38,17,3,0
上通町,806,383,423,36,47,67,58,56,42,66,58,76,71,95,94,90,66,71,82,50,31,25,8,0
上南部町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
上林町,280,148,132,7,8,8,15,12,9,13,7,9,18,50,23,33,40,34,59,32,37,9,1,4
辛島町,1028,484,544,58,109,119,97,103,88,57,117,110,116,114,89,76,42,59,72,36,32,16,2,0
川口町,1526,746,780,32,44,72,69,73,77,71,80,96,115,160,154,159,203,234,239,163,136,71,22,2
川尻１丁目,296,140,156,3,18,20,12,7,11,8,14,19,33,38,36,23,35,54,30,42,16,12,5,0
川尻２丁目,199,90,109,10,14,17,7,11,24,6,18,24,26,23,28,12,14,18,17,13,4,1,2,0
川尻３丁目,534,252,282,31,37,45,39,25,21,22,32,47,49,47,56,30,45,83,62,43,40,26,4,2
川尻４丁目,560,255,305,19,37,44,42,34,17,34,21,36,69,56,36,50,45,67,67,50,66,18,7,0
川尻５丁目,241,114,127,8,14,16,14,16,15,11,15,22,33,30,15,20,22,26,25,28,15,4,5,1
川尻６丁目,410,184,226,16,28,18,25,18,13,20,29,28,47,40,34,31,40,48,69,38,34,12,3,3
河内町大多尾,262,118,144,3,9,7,10,12,10,4,17,14,20,18,32,32,26,37,32,47,29,15,5,1
河内町面木,28,15,13,0,0,0,0,0,0,1,0,2,2,0,6,3,3,13,4,1,3,2,3,0
河内町河内,1130,536,594,27,47,51,39,59,46,47,48,59,94,105,92,159,132,163,200,121,97,54,23,3
河内町白浜,739,360,379,15,31,41,33,54,34,36,40,54,53,50,97,86,75,85,102,92,71,41,8,1
河内町岳,666,316,350,10,26,62,30,29,18,29,34,55,76,67,51,73,89,106,93,55,52,23,3,1
河内町東門寺,107,54,53,5,8,8,2,3,2,13,8,7,7,7,9,17,17,14,9,6,7,11,1,0
河内町野出,564,268,296,26,31,22,9,32,22,24,32,39,29,39,54,84,79,80,67,59,54,37,8,5
河内町船津,1561,756,805,48,80,115,83,65,92,74,95,116,109,113,166,195,202,194,203,153,114,70,24,6
川端町,54,26,28,0,5,1,4,13,11,5,1,9,7,8,5,2,2,3,4,0,0,0,0,0
河原町,148,65,83,6,0,8,22,14,5,3,6,8,15,37,17,24,10,17,4,5,8,3,1,0
北迫町,215,95,120,16,26,18,14,11,8,22,25,20,26,6,13,18,10,23,19,9,15,9,1,1
北千反畑町,426,190,236,11,12,14,26,75,47,42,33,25,58,64,25,22,31,44,41,23,12,7,1,3
京塚本町,1651,782,869,79,130,147,142,122,60,78,113,159,206,184,164,150,142,158,185,113,54,33,11,3
京町１丁目,1247,593,654,33,63,81,79,92,85,59,82,120,138,143,156,143,94,142,118,99,61,33,15,4
京町２丁目,1782,811,971,107,133,141,150,84,143,115,138,190,213,204,165,194,123,150,139,84,71,39,7,3
京町本丁（中央区）,999,449,550,48,85,111,83,49,48,36,58,105,115,174,108,102,97,99,51,32,22,16,9,0
京町本丁,223,107,116,11,6,6,17,32,17,12,13,10,30,36,21,27,27,21,21,10,5,5,3,0
草葉町,516,225,291,9,21,28,25,59,54,46,32,47,58,73,59,54,32,51,28,36,10,17,1,1
楠１丁目,1209,502,707,53,69,78,80,63,36,50,99,87,86,117,83,99,112,152,161,134,110,30,12,0
楠２丁目,741,334,407,25,27,34,26,32,45,53,62,58,54,73,85,48,91,102,91,67,64,32,6,0
楠３丁目,309,120,189,2,15,10,20,11,9,3,6,20,19,24,28,20,26,32,69,50,36,24,4,1
楠４丁目,611,268,343,11,17,14,28,33,15,22,38,34,26,59,44,54,70,107,113,105,57,20,10,2
楠５丁目,853,395,458,45,34,37,42,49,49,47,45,48,82,68,97,122,82,97,80,92,84,38,9,1
楠６丁目,563,265,298,31,36,56,61,54,40,54,37,39,60,93,56,52,31,22,40,21,30,13,2,0
楠７丁目,1012,452,560,34,53,51,69,92,74,55,72,77,85,107,122,97,106,88,82,85,68,38,8,1
楠８丁目,1017,501,516,70,68,50,51,81,102,89,88,76,83,93,132,110,81,89,73,90,54,28,10,0
楠野町,1121,549,572,45,85,86,83,66,74,73,69,108,117,113,87,103,120,103,139,109,50,22,17,1
九品寺１丁目,1408,710,698,79,51,53,57,143,208,181,167,178,156,174,137,120,98,87,116,48,41,19,5,0
九品寺２丁目,1242,564,678,66,57,71,90,135,131,117,109,136,143,150,131,101,105,107,76,33,27,15,5,1
九品寺３丁目,1688,793,895,92,102,105,106,178,180,138,141,172,169,163,176,170,142,131,112,80,88,23,12,1
九品寺４丁目,697,342,355,42,44,32,18,75,74,98,74,61,84,85,77,68,58,37,40,31,24,13,3,1
九品寺５丁目,1719,796,923,112,160,99,124,129,137,126,187,182,209,185,143,157,126,145,132,78,54,22,8,0
九品寺６丁目,1017,487,530,56,59,64,105,85,85,91,70,83,134,131,135,126,99,59,51,40,11,12,8,0
黒髪１丁目,1080,518,562,50,60,49,72,185,101,81,112,87,92,123,116,90,106,74,78,59,41,18,3,1
黒髪２丁目,1459,756,703,32,51,52,113,464,164,109,74,94,125,150,113,109,117,99,147,87,64,32,17,2
黒髪３丁目,726,342,384,29,38,35,62,155,81,65,61,68,62,53,52,38,76,43,49,36,29,21,12,3
黒髪４丁目,1113,560,553,28,37,53,90,300,148,86,47,85,116,93,100,92,71,79,88,59,62,27,11,1
黒髪５丁目,1809,934,875,62,64,69,131,241,193,147,133,150,158,188,162,198,185,193,180,130,101,40,17,1
黒髪６丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黒髪７丁目（北区）,132,72,60,3,3,9,4,29,22,16,9,15,16,20,15,9,9,14,6,0,3,1,1,0
黒髪７丁目（中央区）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黒髪８丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黒髪町大字坪井,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
神水１丁目,1839,818,1021,74,102,101,111,158,133,131,150,147,183,173,170,166,210,182,183,114,75,61,31,2
神水２丁目,691,323,368,42,36,30,33,54,60,52,93,57,53,74,92,60,81,59,62,39,22,11,4,0
神水本町,82,35,47,0,0,4,2,11,19,7,11,11,9,17,3,1,4,3,7,4,1,3,0,0
神水本町（中央区）,1771,799,972,77,136,130,117,94,65,84,159,153,173,191,222,237,197,167,125,100,73,43,24,3
慶徳堀町,173,85,88,4,13,9,8,18,21,10,10,23,11,38,22,36,13,17,2,2,1,0,0,0
健軍１丁目,1384,649,735,95,99,108,103,117,127,110,101,133,150,154,134,167,124,76,74,74,46,27,10,4
健軍２丁目,1053,508,545,72,59,73,73,98,106,96,123,84,116,118,118,89,106,91,56,29,37,9,8,0
健軍３丁目,2438,1159,1279,89,120,148,180,193,242,191,213,172,251,270,303,308,263,205,175,129,89,36,19,1
健軍４丁目,1865,861,1004,109,97,119,155,152,129,163,175,155,234,210,187,169,164,139,151,98,72,41,7,0
健軍５丁目,206,97,109,12,13,20,22,12,11,15,9,23,27,24,13,27,13,14,11,20,8,6,3,0
健軍本町,2434,1150,1284,127,161,166,185,199,186,188,203,220,244,307,278,253,276,210,160,115,74,23,8,1
小糸山町,739,361,378,115,87,56,48,35,92,92,106,90,74,68,44,43,33,44,25,28,14,6,0,0
幸田１丁目,461,215,246,36,25,35,44,19,26,36,44,40,42,46,35,58,48,42,40,30,16,13,0,1
幸田２丁目,637,314,323,60,35,54,39,58,81,59,47,44,60,86,68,61,35,55,48,17,29,8,7,0
紺屋阿弥陀寺町,10,3,7,0,3,0,0,0,0,0,0,3,0,0,0,1,1,2,1,0,1,1,0,0
紺屋今町,87,46,41,0,1,2,3,22,18,21,8,9,9,9,10,1,5,1,2,7,4,1,0,0
紺屋町１丁目,111,50,61,1,8,9,7,11,22,16,12,21,9,19,7,4,8,4,2,1,0,0,0,0
紺屋町２丁目,103,44,59,9,6,4,3,3,15,12,11,22,18,11,4,9,7,2,3,2,4,1,1,0
紺屋町３丁目,119,51,68,5,7,8,7,16,11,10,25,8,21,12,10,11,4,5,3,2,1,4,0,0
子飼本町,606,318,288,14,15,29,107,171,45,23,46,49,74,55,49,33,40,42,46,38,23,16,8,1
国府１丁目,1392,659,733,62,80,80,91,101,117,106,127,140,122,172,135,138,128,103,133,80,68,57,8,3
国府２丁目,2017,874,1143,123,166,125,166,120,108,181,188,193,148,232,181,176,195,150,147,133,91,44,20,4
国府３丁目,2944,1346,1598,138,194,211,195,220,289,221,250,236,279,343,301,322,285,257,235,138,83,66,25,2
国府４丁目,1245,575,670,77,89,99,101,106,95,81,109,144,131,134,112,109,120,109,106,40,26,19,10,3
国府本町,1387,655,732,105,94,109,111,100,125,130,128,141,141,133,135,113,116,107,106,62,53,27,6,0
小沢町,598,251,347,31,36,20,33,53,64,50,65,74,64,66,51,42,34,32,50,32,25,20,6,1
古城町,36,17,19,0,0,4,2,0,0,4,0,0,1,3,7,6,0,4,2,8,6,6,0,0
壺川１丁目,717,334,383,30,37,33,60,43,58,39,45,52,74,70,86,77,76,78,77,54,28,26,7,1
壺川２丁目,700,337,363,44,50,70,72,54,50,40,60,76,82,70,81,46,57,53,44,31,22,25,10,0
湖東１丁目（中央区）,95,45,50,10,13,9,10,3,2,8,11,8,11,8,8,10,11,10,3,0,0,3,2,0
湖東１丁目（東区）,287,138,149,10,14,21,27,21,24,10,33,22,44,23,29,30,36,31,22,14,8,3,3,0
湖東２丁目,1318,630,688,96,89,110,89,70,66,98,137,123,146,156,107,105,110,120,117,101,70,30,6,2
湖東３丁目,780,368,412,32,49,49,42,41,33,60,51,62,71,92,86,82,83,88,77,67,39,35,8,1
琴平１丁目,751,375,376,26,34,34,45,90,99,78,68,47,78,83,84,58,50,69,66,41,35,37,3,1
琴平２丁目,864,415,449,44,44,43,57,77,118,66,81,99,75,83,77,76,70,85,78,54,31,16,5,0
琴平本町,1399,662,737,52,56,72,79,139,157,107,140,126,135,137,118,101,144,162,142,83,60,38,12,1
呉服町１丁目,75,28,47,1,6,2,7,2,4,4,1,12,9,5,11,3,2,2,6,12,9,3,2,0
呉服町２丁目,329,143,186,15,31,17,11,24,41,48,38,44,34,55,17,27,14,18,22,9,7,0,0,0
呉服町３丁目,327,130,197,24,34,22,24,18,17,25,32,38,44,40,49,23,13,16,16,17,4,1,0,0
米屋町１丁目,441,179,262,6,16,36,40,35,16,22,23,36,48,62,55,51,56,47,33,17,15,4,2,0
米屋町２丁目,271,120,151,20,7,5,10,27,38,28,24,21,30,19,22,31,38,21,13,18,14,4,1,0
米屋町３丁目,218,95,123,8,3,3,12,27,26,24,11,21,19,24,22,23,24,19,24,10,8,3,2,0
御領１丁目,1258,618,640,71,92,73,66,104,96,106,103,146,129,146,110,111,119,108,117,75,53,39,11,1
御領２丁目,1578,725,853,118,145,113,94,75,113,145,143,178,185,173,132,104,114,117,144,107,55,34,11,3
御領３丁目,1305,627,678,91,87,136,83,101,102,98,119,128,142,157,114,114,69,104,117,86,56,23,5,0
御領４丁目,326,157,169,49,33,11,20,27,31,56,35,13,24,26,26,42,16,30,17,15,10,2,0,0
御領５丁目,1279,627,652,105,133,110,79,86,148,151,161,147,167,107,113,62,73,91,71,55,28,13,6,0
御領６丁目,360,209,151,30,16,7,14,27,57,62,51,45,44,54,41,33,25,15,22,8,12,1,5,0
御領７丁目,533,267,266,40,35,39,35,81,100,89,54,55,63,53,36,37,23,22,12,13,12,1,0,0
護藤町,1916,938,978,171,272,208,125,77,96,149,226,250,193,148,150,144,136,156,159,97,63,26,7,1
細工町１丁目,118,49,69,3,13,13,3,18,17,18,15,6,7,12,9,8,7,6,6,6,0,0,0,0
細工町２丁目,56,30,26,0,0,3,5,7,10,2,11,6,6,5,3,8,5,8,1,6,0,0,0,0
細工町３丁目,141,55,86,10,8,4,1,6,5,12,12,8,20,14,14,14,10,11,18,13,13,1,1,1
細工町４丁目,195,80,115,1,8,9,7,10,6,7,13,14,10,31,27,16,17,33,34,10,11,6,3,2
細工町５丁目,54,23,31,3,0,2,4,4,3,6,1,9,10,6,9,4,3,6,4,3,0,0,0,0
栄町,396,172,224,10,15,26,29,28,15,24,26,29,38,26,43,46,43,53,45,31,22,10,6,3
桜木１丁目,818,376,442,40,78,84,54,44,63,77,67,99,94,79,103,81,51,61,51,25,27,9,6,1
桜木２丁目,769,365,404,57,83,81,58,58,57,72,70,71,79,66,64,60,48,55,49,58,24,15,8,1
桜木３丁目,931,437,494,66,81,80,69,90,61,50,69,88,130,114,81,78,72,64,63,51,29,21,10,1
桜木４丁目,1599,772,827,94,118,175,167,116,98,128,139,150,198,208,150,144,115,137,103,55,42,30,3,1
桜木５丁目,909,419,490,57,83,85,93,84,73,82,69,77,77,127,107,63,64,59,50,33,34,7,2,2
桜木６丁目,136,67,69,9,23,25,14,11,1,9,19,18,21,13,1,8,12,8,4,1,3,2,1,0
桜町,494,232,262,31,29,17,10,30,65,69,42,50,65,48,47,50,38,52,36,29,13,2,2,1
佐土原１丁目,1566,756,810,54,107,133,99,79,96,98,131,149,142,154,159,232,207,186,144,74,53,20,4,1
佐土原２丁目,641,321,320,38,99,108,73,32,23,35,64,88,94,56,57,48,26,29,36,26,25,3,2,0
佐土原３丁目,1016,485,531,139,176,169,106,48,33,82,158,135,159,106,41,39,23,38,21,12,9,4,3,0
三郎１丁目（中央区）,580,273,307,26,30,29,43,36,43,20,36,41,57,72,67,60,65,74,64,42,30,11,4,3
三郎１丁目（東区）,541,253,288,19,31,16,30,51,40,35,34,40,46,50,39,63,55,50,69,47,40,28,8,3
三郎２丁目,852,416,436,55,59,56,54,71,57,44,57,87,89,85,86,74,97,69,59,58,52,49,9,1
島崎１丁目,2358,1048,1310,148,158,143,133,212,185,207,207,215,238,270,203,243,183,197,174,140,84,40,20,6
島崎２丁目,2576,1176,1400,154,135,157,167,220,208,213,211,219,249,288,279,247,199,234,197,186,95,72,17,5
島崎３丁目,1115,503,612,54,59,77,90,60,48,48,64,114,97,100,111,100,111,146,154,86,57,28,13,1
島崎４丁目,903,418,485,49,58,67,63,66,38,52,58,82,101,111,99,92,75,112,85,41,32,30,9,1
