人口統計表,総人口,男性,女性,0〜4歳,5〜9歳,10〜14歳,15〜19歳,20〜24歳,25〜29歳,30〜34歳,35〜39歳,40〜44歳,45〜49歳,50〜54歳,55〜59歳,60〜64歳,65〜69歳,70〜74歳,75〜79歳,80〜84歳,85〜89歳,90〜94歳,95〜99歳,100歳以上
会富町,649.0,311.0,338.0,36.0,20.0,57.0,83.0,76.0,42.0,39.0,39.0,64.0,69.0,82.0,52.0,67.0,57.0,47.0,54.0,44.0,19.0,11.0,2.0,0.0
秋津１丁目,625.0,306.0,319.0,22.0,37.0,73.0,53.0,94.0,82.0,38.0,61.0,84.0,58.0,56.0,54.0,62.0,53.0,29.0,29.0,19.0,18.0,9.0,0.0,0.0
秋津２丁目,809.0,371.0,438.0,58.0,76.0,86.0,94.0,75.0,82.0,43.0,83.0,97.0,111.0,62.0,53.0,55.0,73.0,67.0,28.0,16.0,17.0,3.0,1.0,0.0
秋津３丁目,553.0,269.0,284.0,58.0,48.0,42.0,54.0,62.0,81.0,58.0,55.0,43.0,78.0,55.0,59.0,36.0,34.0,16.0,21.0,12.0,9.0,1.0,0.0,0.0
秋津新町,149.0,73.0,76.0,12.0,17.0,15.0,14.0,4.0,7.0,9.0,21.0,7.0,35.0,16.0,3.0,18.0,15.0,8.0,8.0,8.0,5.0,0.0,0.0,0.0
秋津町秋田,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
秋津町沼山津,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
荒尾町,279.0,125.0,154.0,34.0,19.0,17.0,20.0,29.0,36.0,24.0,31.0,16.0,32.0,24.0,29.0,34.0,12.0,14.0,15.0,12.0,5.0,0.0,1.0,0.0
改寄町,1227.0,570.0,657.0,130.0,83.0,113.0,117.0,128.0,109.0,136.0,113.0,125.0,135.0,97.0,97.0,108.0,107.0,68.0,61.0,50.0,12.0,8.0,0.0,0.0
安政町,111.0,53.0,58.0,3.0,2.0,13.0,8.0,0.0,3.0,6.0,17.0,12.0,22.0,14.0,7.0,8.0,7.0,21.0,9.0,6.0,4.0,0.0,2.0,0.0
井川淵町,178.0,87.0,91.0,2.0,7.0,8.0,11.0,23.0,18.0,14.0,17.0,11.0,17.0,23.0,19.0,22.0,16.0,31.0,14.0,2.0,7.0,3.0,0.0,0.0
池亀町,832.0,444.0,388.0,53.0,53.0,67.0,90.0,216.0,64.0,47.0,61.0,79.0,105.0,98.0,75.0,73.0,59.0,54.0,42.0,29.0,8.0,3.0,0.0,0.0
池田１丁目,2625.0,1220.0,1405.0,203.0,180.0,224.0,258.0,336.0,214.0,298.0,246.0,281.0,299.0,228.0,176.0,207.0,227.0,186.0,115.0,79.0,68.0,12.0,7.0,1.0
池田２丁目,2578.0,1254.0,1324.0,132.0,131.0,213.0,285.0,476.0,204.0,168.0,181.0,220.0,291.0,259.0,246.0,262.0,263.0,228.0,131.0,91.0,35.0,12.0,1.0,3.0
池田３丁目,3069.0,1507.0,1562.0,198.0,196.0,263.0,314.0,506.0,289.0,242.0,234.0,243.0,337.0,267.0,287.0,287.0,357.0,233.0,147.0,95.0,56.0,21.0,2.0,2.0
池田４丁目,773.0,512.0,261.0,18.0,26.0,78.0,280.0,389.0,57.0,23.0,30.0,37.0,59.0,69.0,44.0,52.0,32.0,43.0,22.0,11.0,11.0,3.0,1.0,0.0
池上町,2634.0,1217.0,1417.0,167.0,232.0,371.0,240.0,258.0,248.0,226.0,246.0,301.0,285.0,276.0,201.0,208.0,185.0,168.0,97.0,76.0,52.0,14.0,0.0,0.0
石原町,1015.0,490.0,525.0,82.0,101.0,130.0,128.0,123.0,90.0,95.0,100.0,149.0,163.0,79.0,75.0,58.0,45.0,31.0,26.0,17.0,12.0,1.0,0.0,0.0
出水１丁目,1131.0,508.0,623.0,103.0,100.0,82.0,73.0,95.0,129.0,157.0,161.0,102.0,128.0,81.0,84.0,85.0,70.0,65.0,50.0,29.0,29.0,16.0,0.0,0.0
出水２丁目,530.0,240.0,290.0,33.0,31.0,47.0,60.0,48.0,35.0,53.0,60.0,67.0,73.0,49.0,44.0,37.0,35.0,45.0,24.0,14.0,11.0,4.0,0.0,0.0
出水３丁目,1398.0,661.0,737.0,127.0,116.0,158.0,116.0,129.0,126.0,169.0,143.0,167.0,158.0,127.0,113.0,103.0,91.0,88.0,67.0,38.0,18.0,5.0,0.0,0.0
出水４丁目,1550.0,742.0,808.0,124.0,169.0,148.0,161.0,154.0,182.0,166.0,179.0,170.0,191.0,135.0,129.0,125.0,93.0,73.0,55.0,21.0,12.0,2.0,2.0,1.0
出水５丁目,1989.0,963.0,1026.0,140.0,177.0,185.0,200.0,227.0,154.0,206.0,188.0,235.0,284.0,161.0,141.0,166.0,154.0,159.0,90.0,47.0,24.0,12.0,2.0,0.0
出水６丁目,3537.0,1708.0,1829.0,347.0,283.0,377.0,409.0,405.0,486.0,397.0,394.0,401.0,437.0,327.0,257.0,261.0,203.0,127.0,59.0,33.0,32.0,8.0,2.0,0.0
出水７丁目,2515.0,1204.0,1311.0,132.0,188.0,244.0,271.0,280.0,208.0,167.0,197.0,230.0,298.0,290.0,258.0,326.0,279.0,168.0,88.0,61.0,23.0,10.0,1.0,0.0
出水８丁目,1833.0,854.0,979.0,142.0,153.0,192.0,184.0,140.0,165.0,150.0,177.0,218.0,183.0,195.0,151.0,147.0,184.0,154.0,75.0,43.0,20.0,10.0,4.0,0.0
和泉町,398.0,189.0,209.0,15.0,34.0,59.0,38.0,45.0,22.0,21.0,27.0,52.0,49.0,37.0,32.0,29.0,44.0,41.0,13.0,18.0,8.0,2.0,1.0,0.0
