人口統計表,総人口,男性,女性,0〜4歳,5〜9歳,10〜14歳,15〜19歳,20〜24歳,25〜29歳,30〜34歳,35〜39歳,40〜44歳,45〜49歳,50〜54歳,55〜59歳,60〜64歳,65〜69歳,70〜74歳,75〜79歳,80〜84歳,85〜89歳,90〜94歳,95〜99歳,100歳以上
会富町,694,327,367,43,55,52,56,44,34,66,81,58,68,65,65,50,91,62,49,47,22,11,2,0
秋津１丁目,766,373,393,65,46,76,83,47,57,52,68,107,90,80,77,85,43,44,33,37,29,16,4,0
秋津２丁目,944,434,510,84,68,84,82,80,71,94,67,112,100,101,109,85,84,52,31,45,20,9,0,0
秋津３丁目,775,371,404,101,95,75,86,43,59,82,77,107,68,75,45,51,56,38,42,12,25,5,4,0
秋津新町,77,36,41,0,0,0,7,7,4,5,0,9,2,15,6,5,18,8,6,9,3,7,0,2
秋津町秋田,2199,990,1209,59,100,154,214,173,189,127,125,170,183,210,315,295,304,197,127,112,78,38,16,3
秋津町沼山津,72,32,40,12,13,6,2,6,3,20,16,4,6,6,6,2,1,0,0,0,1,0,0,0
荒尾町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
改寄町,1309,611,698,97,103,70,89,95,92,113,122,133,106,135,136,143,162,84,97,71,52,12,7,1
安政町,91,36,55,3,1,5,10,5,2,8,6,8,8,15,11,10,16,6,2,4,7,0,0,0
井川淵町,141,57,84,9,6,9,11,5,0,19,11,19,20,10,14,7,10,10,15,17,2,4,0,0
池亀町,712,361,351,42,33,29,35,85,53,67,61,69,49,57,63,88,118,83,60,39,28,10,3,1
池田１丁目,2597,1245,1352,130,149,199,245,209,166,181,197,272,280,278,264,292,341,183,138,126,124,49,18,1
池田２丁目,673,370,303,40,27,24,67,89,44,62,56,66,59,88,72,62,89,63,53,44,17,14,5,2
池田４丁目,528,295,233,21,14,17,56,130,73,45,50,62,38,37,29,45,73,47,24,32,15,14,1,0
池上町,249,116,133,25,24,12,8,12,27,44,20,35,15,9,29,31,37,12,10,3,11,1,0,0
石原町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
出水１丁目,1223,531,692,54,53,61,89,112,92,98,69,117,116,159,182,115,132,95,54,83,42,23,7,1
出水２丁目,582,263,319,22,34,45,44,32,30,35,46,49,65,56,71,61,83,62,29,35,24,20,2,0
出水３丁目,119,56,63,6,0,12,4,13,2,7,4,12,10,12,10,26,15,10,7,13,8,3,1,0
出水５丁目,1951,913,1038,125,139,170,186,125,117,136,166,213,209,185,175,200,221,145,118,103,81,40,10,0
出水６丁目,3523,1649,1874,254,298,280,269,246,283,361,381,410,354,333,307,330,338,235,172,183,102,23,13,0
