町丁名,総人口,男性,女性,0〜4歳,5〜9歳,10〜14歳,15〜19歳,20〜24歳,25〜29歳,30〜34歳,35〜39歳,40〜44歳,45〜49歳,50〜54歳,55〜59歳,60〜64歳,65〜69歳,70〜74歳,75〜79歳,80〜84歳,85〜89歳,90〜94歳,95〜99歳,100歳以上
会富町,854,413,441,53,62,49,36,28,33,45,72,64,57,56,48,47,39,47,54,26,24,8,4,2
秋津１丁目,723,361,362,29,37,27,42,37,28,31,36,38,62,67,44,57,52,30,32,22,24,18,9,1
秋津２丁目,1066,495,571,60,60,71,74,51,60,65,80,57,89,67,71,67,52,54,33,19,21,12,1,2
秋津３丁目,876,408,468,46,55,69,58,41,44,45,64,55,59,51,57,40,47,56,27,32,14,13,2,1
秋津新町,338,144,194,28,26,11,7,7,20,33,43,34,23,18,17,15,15,15,8,7,6,2,3,0
秋津町秋田,1922,859,1063,32,47,51,87,79,58,84,74,91,89,110,124,224,199,209,135,96,75,42,14,2
秋津町沼山津,86,37,49,6,13,6,5,4,5,7,9,9,6,6,3,4,1,1,1,0,0,0,0,0
荒尾町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
改寄町,1209,566,643,33,48,69,49,39,41,47,74,77,77,69,88,94,92,112,56,58,56,22,7,1
安政町,78,30,48,0,1,0,5,4,3,3,3,7,5,7,5,6,7,12,3,3,2,1,1,0
井川淵町,163,71,92,6,5,5,5,11,11,11,9,10,12,14,3,11,5,7,9,10,14,3,2,0
池亀町,738,382,356,30,25,20,32,52,48,39,41,37,40,43,37,42,50,63,55,42,25,12,4,1
池田１丁目,2517,1199,1318,81,109,109,127,110,97,99,127,173,178,179,190,190,183,210,122,88,77,44,21,3
池田２丁目,2633,1267,1366,64,99,122,140,154,123,114,147,140,188,217,173,159,174,194,135,118,94,52,21,5
池田３丁目,2372,1136,1236,76,82,86,84,117,84,116,122,144,124,164,142,173,157,215,147,127,117,70,22,3
池田４丁目,581,341,240,18,14,13,38,117,38,33,39,28,25,26,27,16,32,41,29,17,16,7,6,1
池上町,206,105,101,4,8,11,10,10,10,3,18,11,24,10,4,16,23,23,10,5,3,3,0,0
石原町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
出水１丁目,1096,460,636,25,24,32,31,47,48,57,48,53,64,85,107,115,79,85,57,54,46,30,7,2
出水２丁目,578,266,312,20,20,27,31,32,10,23,23,37,33,42,42,44,45,56,41,21,15,13,3,0
出水３丁目,1280,572,708,51,70,63,64,94,49,57,65,82,97,112,104,62,79,83,53,38,26,25,5,1
出水４丁目,1369,658,711,51,66,82,93,60,42,67,80,67,129,101,104,78,79,84,68,50,42,18,6,2
出水５丁目,1812,868,944,53,82,113,105,85,66,65,81,108,147,127,132,103,136,140,95,68,47,43,14,2
出水６丁目,3270,1567,1703,143,132,171,182,140,162,179,234,202,279,220,202,205,220,185,142,123,103,37,7,2
